Orthogroup	NEMVE	HUMAN
OG0007325	NEMVE14080	HUMAN11525
OG0007326	NEMVE02450	HUMAN09593
OG0007327	NEMVE09633	HUMAN11975, HUMAN11976
OG0007328	NEMVE25409	HUMAN03776
OG0007329	NEMVE24680	HUMAN24733
OG0007331	NEMVE17405, NEMVE06097	HUMAN26953, HUMAN26952
OG0007333	NEMVE18252	HUMAN29576
OG0007334	NEMVE09677	HUMAN01738, HUMAN01739
OG0007335	NEMVE10469	HUMAN08862
OG0007336	NEMVE22461	HUMAN00761
OG0007337	NEMVE05791	HUMAN25483
OG0007338	NEMVE08790	HUMAN06830, HUMAN06827, HUMAN06828
OG0007339	NEMVE04953	HUMAN26218, HUMAN26219
OG0007340	NEMVE06786	HUMAN24905
OG0007341	NEMVE14964	HUMAN25872
OG0007342	NEMVE14032	HUMAN28838
OG0007343	NEMVE06113	HUMAN14176, HUMAN14177
OG0007344	NEMVE17645	HUMAN25001
OG0007347	NEMVE05928	HUMAN20415
OG0007348	NEMVE25081	HUMAN07622, HUMAN07623
OG0007349	NEMVE24138	HUMAN19722, HUMAN19724, HUMAN19723
OG0007351	NEMVE15176	HUMAN26020, HUMAN26021
OG0007352	NEMVE22263	HUMAN04641
OG0007353	NEMVE09891	HUMAN11061, HUMAN11060
OG0007354	NEMVE12447, NEMVE22312	HUMAN23192
OG0007355	NEMVE26015, NEMVE24494	HUMAN28384
OG0007356	NEMVE22435	HUMAN24980
OG0007357	NEMVE03442	HUMAN11281
OG0007358	NEMVE22472	HUMAN23692
OG0007360	NEMVE13667	HUMAN02160
OG0007361	NEMVE21896	HUMAN01585, HUMAN01584
OG0007363	NEMVE07823	HUMAN07700
OG0007364	NEMVE14072	HUMAN20228
OG0007365	NEMVE02500	HUMAN01007
OG0007366	NEMVE10651	HUMAN15080, HUMAN15079
OG0007367	NEMVE14913	HUMAN00909
OG0007368	NEMVE21985	HUMAN04400
OG0007369	NEMVE04959	HUMAN18171
OG0007370	NEMVE24854	HUMAN12243, HUMAN12242
OG0007371	NEMVE22865	HUMAN03496
OG0007372	NEMVE14160	HUMAN15886
OG0007373	NEMVE22902	HUMAN25169
OG0007374	NEMVE10037	HUMAN17107
OG0007376	NEMVE14158	HUMAN27825, HUMAN27824, HUMAN27826
OG0007377	NEMVE01324	HUMAN02116, HUMAN02117
OG0007378	NEMVE23117	HUMAN11793, HUMAN11794, HUMAN11795
OG0007380	NEMVE06086, NEMVE12199	HUMAN13807
OG0007381	NEMVE23101	HUMAN13546
OG0007382	NEMVE14758	HUMAN19380
OG0007385	NEMVE14990	HUMAN04317
OG0007386	NEMVE13865, NEMVE00269	HUMAN16767
OG0007387	NEMVE23956	HUMAN29057
OG0007388	NEMVE05194	HUMAN22118
OG0007389	NEMVE25345	HUMAN29100, HUMAN29099
OG0007390	NEMVE24823	HUMAN25915
OG0007391	NEMVE08201	HUMAN05345
OG0007392	NEMVE13961	HUMAN28583
OG0007393	NEMVE00582, NEMVE21768	HUMAN08660
OG0007394	NEMVE22615	HUMAN15894, HUMAN15893
OG0007395	NEMVE17435	HUMAN13460
OG0007396	NEMVE15920	HUMAN11000
OG0007397	NEMVE09462	HUMAN00870
OG0007399	NEMVE09265	HUMAN16123
OG0007401	NEMVE13443	HUMAN05484
OG0007402	NEMVE14824	HUMAN10240, HUMAN10238
OG0007403	NEMVE18192	HUMAN17254, HUMAN17253
OG0007405	NEMVE13995	HUMAN20387
OG0007407	NEMVE14797	HUMAN03483
OG0007408	NEMVE08149	HUMAN28141, HUMAN28142
OG0007409	NEMVE13321	HUMAN25552
OG0007411	NEMVE14384	HUMAN23663
OG0007412	NEMVE08446	HUMAN17545
OG0007413	NEMVE22933	HUMAN20818
OG0007415	NEMVE22466	HUMAN12759
OG0007416	NEMVE04678	HUMAN22361
OG0007417	NEMVE08802	HUMAN07346
OG0007418	NEMVE25117	HUMAN13111, HUMAN13110
OG0007419	NEMVE14407	HUMAN12143, HUMAN12142
OG0007421	NEMVE01648	HUMAN06697
OG0007422	NEMVE06450	HUMAN08465
OG0007423	NEMVE09572	HUMAN10490
OG0007424	NEMVE07064	HUMAN10237
OG0007425	NEMVE01463	HUMAN06193
OG0007426	NEMVE25299	HUMAN10114, HUMAN10115
OG0007427	NEMVE11584, NEMVE11585	HUMAN03785
OG0007430	NEMVE21972	HUMAN21194
OG0007431	NEMVE22905	HUMAN26226
OG0007432	NEMVE23141	HUMAN05574
OG0007433	NEMVE14283, NEMVE02780	HUMAN04271
OG0007434	NEMVE21333	HUMAN10246
OG0007435	NEMVE14771, NEMVE22934	HUMAN20583
OG0007436	NEMVE08293	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665
OG0007437	NEMVE06897	HUMAN17137
OG0007438	NEMVE24737	HUMAN02955
OG0007439	NEMVE02374, NEMVE20588	HUMAN16947
OG0007440	NEMVE21710	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419
OG0007441	NEMVE10398	HUMAN13782
OG0007442	NEMVE22223	HUMAN00969
OG0007443	NEMVE25371	HUMAN07149
OG0007445	NEMVE24684	HUMAN21386
OG0007446	NEMVE14884	HUMAN07376
OG0007447	NEMVE15214	HUMAN22922
OG0007449	NEMVE18235	HUMAN18814
OG0007450	NEMVE01821, NEMVE07887	HUMAN08573, HUMAN08574
OG0007451	NEMVE09386	HUMAN08166
OG0007452	NEMVE00170, NEMVE13609	HUMAN22554
OG0007453	NEMVE13424	HUMAN10744
OG0007454	NEMVE14909	HUMAN18226
OG0007455	NEMVE14702	HUMAN29667
OG0007456	NEMVE06082	HUMAN07199
OG0007457	NEMVE19632, NEMVE25342	HUMAN09838
OG0007459	NEMVE25566	HUMAN16778
OG0007460	NEMVE14451	HUMAN16831, HUMAN16829
OG0007463	NEMVE20726, NEMVE22590	HUMAN06999
OG0007464	NEMVE24267, NEMVE24268	HUMAN26087
OG0007465	NEMVE17581, NEMVE22007	HUMAN13093
OG0007466	NEMVE22832	HUMAN09405
OG0007467	NEMVE21131	HUMAN28516
OG0007470	NEMVE24480	HUMAN00938, HUMAN00332, HUMAN00937
OG0007471	NEMVE23466	HUMAN07932
OG0007472	NEMVE14194	HUMAN23723
OG0007473	NEMVE21682	HUMAN18188, HUMAN18186
OG0007474	NEMVE18991	HUMAN05615
OG0007475	NEMVE10836	HUMAN10446, HUMAN10445
OG0007476	NEMVE15012	HUMAN14444
OG0007477	NEMVE05313	HUMAN12723
OG0007478	NEMVE15694	HUMAN19940
OG0007480	NEMVE13266	HUMAN03711
OG0007481	NEMVE22561	HUMAN11840
OG0007482	NEMVE13581	HUMAN01581
OG0007483	NEMVE08075	HUMAN25804
OG0007484	NEMVE06907	HUMAN15505
OG0007485	NEMVE25477	HUMAN08408
OG0007487	NEMVE19514	HUMAN00801
OG0007488	NEMVE24850	HUMAN24932
OG0007489	NEMVE13290	HUMAN08300, HUMAN08303, HUMAN08301
OG0007490	NEMVE24955	HUMAN18581, HUMAN18580
OG0007491	NEMVE15400	HUMAN10273
OG0007492	NEMVE12352	HUMAN25121
OG0007494	NEMVE13649	HUMAN16086
OG0007495	NEMVE14337	HUMAN19626, HUMAN19624
OG0007496	NEMVE05960	HUMAN21064
OG0007497	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627	HUMAN02092, HUMAN02091
OG0007498	NEMVE11016, NEMVE12879	HUMAN28184
OG0007499	NEMVE18098	HUMAN04823
OG0007500	NEMVE22504	HUMAN21907
OG0007501	NEMVE15355	HUMAN06876, HUMAN06874, HUMAN06875
OG0007503	NEMVE11611	HUMAN03263, HUMAN03264, HUMAN03265
OG0007504	NEMVE23039	HUMAN26616
OG0007507	NEMVE25891	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725
OG0007508	NEMVE14963	HUMAN29445
OG0007509	NEMVE17668	HUMAN12458
OG0007510	NEMVE05795	HUMAN00670, HUMAN00669
OG0007513	NEMVE25913	HUMAN02838
OG0007515	NEMVE25353	HUMAN25910
OG0007517	NEMVE22057	HUMAN04257
OG0007518	NEMVE14498	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007519	NEMVE13604	HUMAN15216, HUMAN15215
OG0007522	NEMVE14092	HUMAN08876
OG0007524	NEMVE19720	HUMAN26701, HUMAN30360
OG0007525	NEMVE25128, NEMVE07761	HUMAN01310
OG0007527	NEMVE24239	HUMAN14056
OG0007528	NEMVE16685, NEMVE16684	HUMAN01170
OG0007531	NEMVE14641	HUMAN23525, HUMAN23527, HUMAN23526
OG0007533	NEMVE25147	HUMAN18647
OG0007543	NEMVE06335	HUMAN02253, HUMAN29119
OG0007546	NEMVE04938	HUMAN20275
OG0007548	NEMVE10764	HUMAN05244, HUMAN05245, HUMAN05246, HUMAN05243, HUMAN05247, HUMAN05248
OG0007552	NEMVE01711	HUMAN10432, HUMAN10431, HUMAN20058
OG0007582	NEMVE25110	HUMAN23412, HUMAN23413, HUMAN23411
OG0007583	NEMVE05002	HUMAN03503
OG0007586	NEMVE21958	HUMAN28828
OG0007587	NEMVE05439	HUMAN28082
OG0007588	NEMVE14974	HUMAN05802, HUMAN05800
OG0007589	NEMVE00133, NEMVE16108	HUMAN23044
OG0007591	NEMVE14305	HUMAN12931
OG0007592	NEMVE25777	HUMAN19604
OG0007593	NEMVE08761	HUMAN00152, HUMAN00151
OG0007594	NEMVE13798, NEMVE12256	HUMAN28778, HUMAN28779, HUMAN28780
OG0007595	NEMVE13188	HUMAN26771, HUMAN26772
OG0007597	NEMVE02017	HUMAN07406
OG0007598	NEMVE13275, NEMVE15766	HUMAN22979
OG0007600	NEMVE25474	HUMAN07630, HUMAN21662
OG0007601	NEMVE20762, NEMVE06284, NEMVE12569	HUMAN12973
OG0007602	NEMVE08220	HUMAN00917
OG0007603	NEMVE25916	HUMAN11097
OG0007604	NEMVE15922	HUMAN11462, HUMAN11463
OG0007605	NEMVE22713	HUMAN25002
OG0007606	NEMVE07882	HUMAN16824, HUMAN16823
OG0007607	NEMVE14803	HUMAN00121
OG0007608	NEMVE25259	HUMAN24575, HUMAN24576
OG0007609	NEMVE14141	HUMAN07130
OG0007610	NEMVE13618	HUMAN20947
OG0007612	NEMVE13493	HUMAN06201
OG0007613	NEMVE25112	HUMAN14918, HUMAN14919, HUMAN14917
OG0007614	NEMVE25043	HUMAN11569, HUMAN11570, HUMAN11567
OG0007615	NEMVE13394	HUMAN17636
OG0007616	NEMVE22755	HUMAN16740
OG0007618	NEMVE05717	HUMAN05174, HUMAN05173
OG0007619	NEMVE22719	HUMAN21829
OG0007621	NEMVE15854	HUMAN01027, HUMAN06000
OG0007622	NEMVE14178	HUMAN21098
OG0007623	NEMVE25451	HUMAN14413, HUMAN02716
OG0007624	NEMVE01610	HUMAN00744
OG0007626	NEMVE09273	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007628	NEMVE07362	HUMAN22378
OG0007629	NEMVE03312, NEMVE13373	HUMAN23337
OG0007631	NEMVE06747, NEMVE11236	HUMAN25386, HUMAN17448
OG0007632	NEMVE14960	HUMAN16885
OG0007633	NEMVE04946	HUMAN13873
OG0007634	NEMVE23401	HUMAN22721
OG0007637	NEMVE16744, NEMVE06908	HUMAN08470
OG0007638	NEMVE25858	HUMAN25473
OG0007639	NEMVE06099	HUMAN03357, HUMAN03356
OG0007640	NEMVE08959	HUMAN14964, HUMAN14963
OG0007643	NEMVE25518, NEMVE22109, NEMVE16341	HUMAN26301
OG0007645	NEMVE06297	HUMAN10615, HUMAN10616
OG0007646	NEMVE11980, NEMVE25514	HUMAN29544
OG0007647	NEMVE17951	HUMAN02929
OG0007648	NEMVE07012	HUMAN29977, HUMAN29976
OG0007649	NEMVE22367	HUMAN01321
OG0007650	NEMVE08861	HUMAN16337, HUMAN16338
OG0007651	NEMVE06271	HUMAN16641
OG0007652	NEMVE24675	HUMAN29441
OG0007653	NEMVE20290	HUMAN17027, HUMAN17025, HUMAN17026
OG0007656	NEMVE00479, NEMVE05622	HUMAN02869
OG0007657	NEMVE09719	HUMAN04204
OG0007658	NEMVE17719	HUMAN30007
OG0007659	NEMVE15005	HUMAN18167, HUMAN18165, HUMAN18169
OG0007660	NEMVE06829	HUMAN02075
OG0007663	NEMVE03506	HUMAN19568
OG0007664	NEMVE08366, NEMVE09875	HUMAN10066
OG0007666	NEMVE06300	HUMAN10319
OG0007667	NEMVE21308	HUMAN15603
OG0007669	NEMVE09329	HUMAN26809, HUMAN26810
OG0007670	NEMVE00374, NEMVE13235	HUMAN25254
OG0007672	NEMVE10871	HUMAN02090
OG0007674	NEMVE09137	HUMAN08286
OG0007675	NEMVE14230	HUMAN25956, HUMAN25982
OG0007676	NEMVE09075	HUMAN24899
OG0007679	NEMVE14614	HUMAN23101
OG0007680	NEMVE09957	HUMAN17909
OG0007681	NEMVE11266, NEMVE04177	HUMAN09648
OG0007684	NEMVE07913	HUMAN15836
OG0007685	NEMVE22475	HUMAN18793
OG0007687	NEMVE15064	HUMAN20268
OG0007688	NEMVE23866	HUMAN27312, HUMAN27313, HUMAN27311
OG0007689	NEMVE15533, NEMVE25163	HUMAN07121
OG0007690	NEMVE09407	HUMAN27678
OG0007691	NEMVE14856, NEMVE10823, NEMVE19790, NEMVE14812	HUMAN27822
OG0007692	NEMVE24948	HUMAN02061
OG0007694	NEMVE14461	HUMAN20746
OG0007695	NEMVE15957	HUMAN28172
OG0007696	NEMVE13808	HUMAN05784
OG0007698	NEMVE19391	HUMAN29272
OG0007700	NEMVE06383, NEMVE20983	HUMAN07314
OG0007701	NEMVE23722	HUMAN07269
OG0007702	NEMVE22678	HUMAN20314
OG0007703	NEMVE22465	HUMAN22827
OG0007704	NEMVE13360	HUMAN21556
OG0007705	NEMVE23373	HUMAN03246
OG0007707	NEMVE17260, NEMVE19486, NEMVE17005	HUMAN21958, HUMAN11921
OG0007708	NEMVE14576	HUMAN06488
OG0007709	NEMVE14284	HUMAN23750, HUMAN01625
OG0007711	NEMVE03458, NEMVE16976	HUMAN25855
OG0007712	NEMVE16922	HUMAN03420
OG0007713	NEMVE10952	HUMAN06586
OG0007714	NEMVE04698	HUMAN30023
OG0007715	NEMVE14423	HUMAN19961
OG0007716	NEMVE24083	HUMAN10202, HUMAN10203
OG0007717	NEMVE14630	HUMAN03284
OG0007718	NEMVE14642	HUMAN02952, HUMAN02953
OG0007721	NEMVE16202	HUMAN03623
OG0007722	NEMVE12233, NEMVE24674	HUMAN03285
OG0007724	NEMVE08494	HUMAN03962
OG0007725	NEMVE08931	HUMAN29154
OG0007728	NEMVE19501	HUMAN27883
OG0007729	NEMVE05917	HUMAN11128, HUMAN11127
OG0007730	NEMVE22534	HUMAN27996, HUMAN27997, HUMAN27995
OG0007733	NEMVE13390	HUMAN01349
OG0007734	NEMVE01827	HUMAN00972, HUMAN17214
OG0007735	NEMVE13740	HUMAN12324
OG0007739	NEMVE13651	HUMAN01347
OG0007740	NEMVE07649	HUMAN05471, HUMAN05472
OG0007741	NEMVE02338	HUMAN02503
OG0007743	NEMVE22363	HUMAN09883, HUMAN06357
OG0007744	NEMVE15801	HUMAN26813, HUMAN26814
OG0007745	NEMVE23484	HUMAN11543, HUMAN11542
OG0007746	NEMVE15823	HUMAN25134
OG0007747	NEMVE23082	HUMAN01081
OG0007748	NEMVE23336	HUMAN02622
OG0007749	NEMVE14299, NEMVE12664	HUMAN26822
OG0007750	NEMVE16263	HUMAN14835, HUMAN14833
OG0007751	NEMVE21679	HUMAN17117, HUMAN17120
OG0007752	NEMVE25084	HUMAN05362
OG0007753	NEMVE09762	HUMAN23321
OG0007754	NEMVE04608	HUMAN21523
OG0007756	NEMVE21769, NEMVE21203	HUMAN18795
OG0007757	NEMVE22374	HUMAN01101
OG0007758	NEMVE24832	HUMAN29935
OG0007759	NEMVE23846	HUMAN01276
OG0007760	NEMVE16471	HUMAN19195
OG0007761	NEMVE10403	HUMAN00323
OG0007763	NEMVE01958, NEMVE20035	HUMAN01210
OG0007765	NEMVE19483	HUMAN26181, HUMAN26182
OG0007766	NEMVE05141	HUMAN10522
OG0007767	NEMVE13662	HUMAN17614
OG0007768	NEMVE21905	HUMAN11819, HUMAN11818
OG0007769	NEMVE08042	HUMAN10250
OG0007770	NEMVE05408, NEMVE20937	HUMAN07204, HUMAN07203, HUMAN07205
OG0007771	NEMVE13470	HUMAN06957
OG0007772	NEMVE06176	HUMAN21301
OG0007773	NEMVE07114	HUMAN22030
OG0007774	NEMVE08940	HUMAN17885, HUMAN17884
OG0007775	NEMVE06546	HUMAN13077
OG0007776	NEMVE20241	HUMAN13908, HUMAN13907, HUMAN13906
OG0007779	NEMVE10345	HUMAN18212
OG0007781	NEMVE14598, NEMVE11915	HUMAN02870
OG0007782	NEMVE13738	HUMAN10939
OG0007783	NEMVE23094	HUMAN10560
OG0007784	NEMVE21852	HUMAN12802
OG0007786	NEMVE10346	HUMAN18705
OG0007789	NEMVE22184	HUMAN10825, HUMAN10824
OG0007790	NEMVE13911	HUMAN25977, HUMAN25978, HUMAN25976
OG0007791	NEMVE22262	HUMAN00111
OG0007793	NEMVE01965	HUMAN01140, HUMAN01141, HUMAN01142
OG0007794	NEMVE13881	HUMAN07379, HUMAN07378
OG0007795	NEMVE16217	HUMAN00877, HUMAN00879, HUMAN00878
OG0007796	NEMVE16045	HUMAN01833
OG0007798	NEMVE07652	HUMAN23022
OG0007800	NEMVE02246	HUMAN05271, HUMAN05270
OG0007801	NEMVE24803	HUMAN12139, HUMAN12140, HUMAN12141
OG0007802	NEMVE05110	HUMAN16301
OG0007803	NEMVE14259	HUMAN17024
OG0007804	NEMVE13958	HUMAN27359
OG0007805	NEMVE23683	HUMAN05569
OG0007807	NEMVE23161	HUMAN03444
OG0007809	NEMVE19397	HUMAN01412
OG0007810	NEMVE25323	HUMAN20972
OG0007811	NEMVE22619	HUMAN21891
OG0007812	NEMVE05957	HUMAN23209
OG0007813	NEMVE22957	HUMAN02512
OG0007814	NEMVE10610	HUMAN03364
OG0007816	NEMVE14681	HUMAN00100, HUMAN00099
OG0007820	NEMVE10824	HUMAN11761
OG0007823	NEMVE14069	HUMAN03449
OG0007825	NEMVE24335	HUMAN14274
OG0007826	NEMVE22606	HUMAN07299
OG0007827	NEMVE15793	HUMAN16930, HUMAN16931, HUMAN16929
OG0007829	NEMVE14463	HUMAN11339
OG0007830	NEMVE22401	HUMAN01001
OG0007831	NEMVE13120	HUMAN27771
OG0007832	NEMVE22265	HUMAN08812
OG0007833	NEMVE23699	HUMAN19927, HUMAN19926
OG0007834	NEMVE22860	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232
OG0007835	NEMVE05299	HUMAN23278
OG0007836	NEMVE09417	HUMAN30213
OG0007837	NEMVE17939	HUMAN29610
OG0007838	NEMVE16374	HUMAN19928
OG0007839	NEMVE03369	HUMAN17159, HUMAN17155, HUMAN17158, HUMAN17156
OG0007840	NEMVE14835	HUMAN27820
OG0007841	NEMVE14118	HUMAN03161
OG0007842	NEMVE04751	HUMAN02588, HUMAN02589
OG0007843	NEMVE09373	HUMAN23053, HUMAN24119
OG0007845	NEMVE23748	HUMAN11436, HUMAN11435
OG0007847	NEMVE07339	HUMAN28900, HUMAN28899
OG0007848	NEMVE22567	HUMAN19483
OG0007850	NEMVE06247	HUMAN19514
OG0007851	NEMVE13904	HUMAN02220, HUMAN10989
OG0007852	NEMVE23585	HUMAN20987
OG0007854	NEMVE10266	HUMAN25144, HUMAN25143
OG0007858	NEMVE23921	HUMAN27701
OG0007859	NEMVE22571, NEMVE20885	HUMAN17826
OG0007860	NEMVE06761	HUMAN01367
OG0007908	NEMVE13340	HUMAN27841
OG0007911	NEMVE07983	HUMAN16282, HUMAN16283
OG0007913	NEMVE18005	HUMAN09685
OG0007915	NEMVE19232, NEMVE06531	HUMAN16719, HUMAN16718
OG0007916	NEMVE13298	HUMAN17441
OG0007917	NEMVE24424	HUMAN07730
OG0007918	NEMVE25851	HUMAN24900, HUMAN24901
OG0007920	NEMVE23461	HUMAN04967
OG0007922	NEMVE16510	HUMAN15444, HUMAN15445
OG0007924	NEMVE16716	HUMAN16777
OG0007926	NEMVE22555	HUMAN09355, HUMAN09356
OG0007927	NEMVE13085	HUMAN26473
OG0007930	NEMVE22670	HUMAN19209
OG0007931	NEMVE02001	HUMAN05429, HUMAN22978
OG0007932	NEMVE20940, NEMVE23396	HUMAN24557
OG0007933	NEMVE13492	HUMAN17540, HUMAN20405
OG0007934	NEMVE25429	HUMAN21422
OG0007936	NEMVE12282, NEMVE10998, NEMVE05778	HUMAN25542, HUMAN25541
OG0007937	NEMVE25331	HUMAN02729
OG0007938	NEMVE24777	HUMAN06734
OG0007940	NEMVE24639	HUMAN09227, HUMAN09226
OG0007941	NEMVE23201	HUMAN10745
OG0007942	NEMVE21277	HUMAN14706, HUMAN14708, HUMAN14707
OG0007943	NEMVE13601	HUMAN05448
OG0007944	NEMVE25215	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560
OG0007945	NEMVE23257	HUMAN11683, HUMAN11682
OG0007946	NEMVE25132	HUMAN01410
OG0007948	NEMVE08238	HUMAN11837
OG0007951	NEMVE14182	HUMAN19098
OG0007952	NEMVE14869	HUMAN21513
OG0007953	NEMVE08477	HUMAN29593
OG0007954	NEMVE19250	HUMAN25141, HUMAN25140
OG0007955	NEMVE07888	HUMAN08358, HUMAN08359
OG0007956	NEMVE25554	HUMAN23725
OG0007957	NEMVE15377	HUMAN12395
OG0007958	NEMVE21992	HUMAN10130
OG0007959	NEMVE06212	HUMAN00914
OG0007960	NEMVE24065, NEMVE16826	HUMAN18089, HUMAN18088
OG0007962	NEMVE18122	HUMAN23916
OG0007963	NEMVE13861	HUMAN00079, HUMAN00077
OG0007964	NEMVE08711, NEMVE11799	HUMAN26269
OG0007965	NEMVE20506	HUMAN10628
OG0007966	NEMVE07836	HUMAN23684
OG0007968	NEMVE01617	HUMAN03235
OG0007969	NEMVE09301, NEMVE23413	HUMAN11764
OG0007970	NEMVE06256	HUMAN11987, HUMAN11988
OG0007971	NEMVE07956	HUMAN20515
OG0007972	NEMVE13341	HUMAN08234, HUMAN08235
OG0007973	NEMVE08897	HUMAN18842, HUMAN18843
OG0007974	NEMVE14826	HUMAN21538
OG0007975	NEMVE21874	HUMAN00101
OG0007977	NEMVE06275	HUMAN10711
OG0007978	NEMVE07101	HUMAN26591, HUMAN26590
OG0007979	NEMVE21700	HUMAN28431
OG0007980	NEMVE05723	HUMAN25126
OG0007981	NEMVE09517	HUMAN08911, HUMAN08912
OG0007982	NEMVE21094, NEMVE08716	HUMAN24581
OG0007983	NEMVE14172	HUMAN02648, HUMAN02647, HUMAN02649
OG0007984	NEMVE24343, NEMVE20219, NEMVE20180	HUMAN11790
OG0007985	NEMVE24004	HUMAN22845
OG0007988	NEMVE13338	HUMAN08136
OG0007990	NEMVE09182	HUMAN28217, HUMAN28218, HUMAN28216
OG0007991	NEMVE22986	HUMAN09310
OG0007993	NEMVE08910	HUMAN02476
OG0007994	NEMVE03520	HUMAN25068
OG0007995	NEMVE17198, NEMVE19132	HUMAN30442, HUMAN30445, HUMAN30643, HUMAN30641, HUMAN30642, HUMAN30644, HUMAN30645, HUMAN30640
OG0007996	NEMVE13646	HUMAN05904
OG0007997	NEMVE19513	HUMAN25806
OG0007998	NEMVE13103	HUMAN27286
OG0007999	NEMVE06729	HUMAN13157
OG0008000	NEMVE09345, NEMVE20611	HUMAN16710
OG0008001	NEMVE25418	HUMAN17244, HUMAN17245, HUMAN17243
OG0008002	NEMVE25367	HUMAN24480
OG0008003	NEMVE22529	HUMAN11963
OG0008004	NEMVE20153, NEMVE13316, NEMVE21249	HUMAN07936
OG0008006	NEMVE23911	HUMAN30122
OG0008007	NEMVE25115	HUMAN28574, HUMAN28573
OG0008008	NEMVE06561	HUMAN25914
OG0008009	NEMVE24576	HUMAN01656
OG0008011	NEMVE18294	HUMAN20883
OG0008012	NEMVE24882	HUMAN12766
OG0008013	NEMVE04911	HUMAN02948, HUMAN02949, HUMAN02950
OG0008016	NEMVE08957	HUMAN17122
OG0008017	NEMVE18181	HUMAN29822
OG0008019	NEMVE25415	HUMAN26686
OG0008020	NEMVE13173	HUMAN25874
OG0008021	NEMVE22596	HUMAN17724, HUMAN12729
OG0008022	NEMVE07871	HUMAN08326, HUMAN08325
OG0008023	NEMVE07050	HUMAN00347
OG0008025	NEMVE23311	HUMAN25944
OG0008026	NEMVE25695	HUMAN07017
OG0008027	NEMVE01124	HUMAN09297, HUMAN09295
OG0008028	NEMVE08557	HUMAN13789, HUMAN13788
OG0008029	NEMVE24281	HUMAN26373
OG0008030	NEMVE17479	HUMAN20023
OG0008031	NEMVE09401	HUMAN10154
OG0008033	NEMVE09724	HUMAN17142
OG0008036	NEMVE06791	HUMAN25880
OG0008037	NEMVE25946	HUMAN09652
OG0008038	NEMVE05260	HUMAN21043
OG0008039	NEMVE01393	HUMAN19944
OG0008040	NEMVE13650	HUMAN25453, HUMAN25452
OG0008041	NEMVE18872	HUMAN27061
OG0008043	NEMVE24564	HUMAN09312
OG0008044	NEMVE16270	HUMAN11521
OG0008046	NEMVE15065	HUMAN28416, HUMAN28418
OG0008047	NEMVE14161	HUMAN02867, HUMAN02866
OG0008048	NEMVE12973	HUMAN28014, HUMAN28015
OG0008049	NEMVE01869	HUMAN26750
OG0008050	NEMVE17669	HUMAN23560, HUMAN23558, HUMAN23559
OG0008051	NEMVE13844	HUMAN10716
OG0008052	NEMVE22576	HUMAN09315, HUMAN09316
OG0008053	NEMVE06850	HUMAN26036
OG0008054	NEMVE22146	HUMAN20568
OG0008055	NEMVE09826, NEMVE20692	HUMAN06710
OG0008056	NEMVE22900	HUMAN29996
OG0008057	NEMVE13357	HUMAN19652, HUMAN19653
OG0008058	NEMVE24600	HUMAN15328, HUMAN15329, HUMAN15330
OG0008059	NEMVE00213, NEMVE07562	HUMAN00551, HUMAN00552
OG0008061	NEMVE01400	HUMAN27886, HUMAN16743
OG0008062	NEMVE10166	HUMAN09476
OG0008063	NEMVE22876	HUMAN15954, HUMAN02382
OG0008064	NEMVE19831	HUMAN26176
OG0008065	NEMVE04900, NEMVE13327	HUMAN20388
OG0008068	NEMVE07690, NEMVE14715	HUMAN23056, HUMAN24120
OG0008069	NEMVE14728	HUMAN14189
OG0008070	NEMVE13074	HUMAN13658, HUMAN13659, HUMAN13660
OG0008071	NEMVE15806	HUMAN01032
OG0008072	NEMVE17950	HUMAN00396, HUMAN00395
OG0008073	NEMVE13515	HUMAN29336, HUMAN29335
OG0008074	NEMVE18779	HUMAN12463
OG0008075	NEMVE14443	HUMAN29868
OG0008077	NEMVE10448	HUMAN26662, HUMAN26661
OG0008079	NEMVE10412	HUMAN27934
OG0008080	NEMVE14239	HUMAN04666
OG0008081	NEMVE17317	HUMAN20765
OG0008083	NEMVE23989	HUMAN08783
OG0008084	NEMVE23003	HUMAN09222
OG0008085	NEMVE22309	HUMAN02875
OG0008088	NEMVE09143	HUMAN08520, HUMAN08522, HUMAN08521
OG0008090	NEMVE07296	HUMAN02903, HUMAN02904
OG0008091	NEMVE24934	HUMAN07361, HUMAN07360
OG0008093	NEMVE22789	HUMAN27677
OG0008094	NEMVE05228	HUMAN11989
OG0008098	NEMVE13839	HUMAN17004, HUMAN17003
OG0008099	NEMVE17671	HUMAN10505, HUMAN10506
OG0008100	NEMVE09715	HUMAN00523
OG0008102	NEMVE05914	HUMAN29480
OG0008103	NEMVE05057	HUMAN04801, HUMAN04800
OG0008104	NEMVE04771	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	NEMVE21942	HUMAN16819
OG0008106	NEMVE09754, NEMVE19826	HUMAN20536, HUMAN20534
