Orthogroup	HUMAN	CAEEL
OG0006669	HUMAN23253	CAEEL08205
OG0006670	HUMAN02070, HUMAN02071	CAEEL05160
OG0006673	HUMAN18662, HUMAN18663	CAEEL00769
OG0006675	HUMAN27406	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	HUMAN13325, HUMAN13324	CAEEL12368
OG0006680	HUMAN18867	CAEEL09390
OG0006681	HUMAN27423, HUMAN27424	CAEEL05335
OG0006683	HUMAN00125	CAEEL00441
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	CAEEL11224
OG0006686	HUMAN29261	CAEEL20085
OG0006690	HUMAN01353	CAEEL11346
OG0006691	HUMAN12920, HUMAN12921	CAEEL07500
OG0006692	HUMAN12863, HUMAN12864	CAEEL00770
OG0006693	HUMAN22772, HUMAN22771, HUMAN22773	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	HUMAN25673	CAEEL01422
OG0006695	HUMAN05347, HUMAN05346	CAEEL17851
OG0006702	HUMAN00468	CAEEL08311
OG0006703	HUMAN27810	CAEEL00186
OG0006705	HUMAN21830, HUMAN21831	CAEEL04478
OG0006706	HUMAN01180	CAEEL11633
OG0006709	HUMAN17844, HUMAN17845, HUMAN17846	CAEEL07440
OG0006710	HUMAN28677	CAEEL07165
OG0006712	HUMAN19027	CAEEL01534
OG0006714	HUMAN24242	CAEEL06631
OG0006716	HUMAN28602, HUMAN28603, HUMAN28601	CAEEL01171
OG0006717	HUMAN04735	CAEEL00315
OG0006720	HUMAN29778	CAEEL09628
OG0006722	HUMAN10116	CAEEL04109
OG0006723	HUMAN01452	CAEEL07804
OG0006726	HUMAN25679	CAEEL18959
OG0006730	HUMAN01413	CAEEL07386, CAEEL18705
OG0006732	HUMAN17586	CAEEL07406
OG0006735	HUMAN06599	CAEEL20573
OG0006736	HUMAN20713	CAEEL01882
OG0006737	HUMAN10669	CAEEL18816
OG0006741	HUMAN20918	CAEEL11903
OG0006742	HUMAN30051, HUMAN22412	CAEEL06688, CAEEL06689
OG0006748	HUMAN18506	CAEEL02500
OG0006749	HUMAN10255, HUMAN10254	CAEEL08028
OG0006750	HUMAN16679	CAEEL02998
OG0006752	HUMAN05470	CAEEL12417
OG0006753	HUMAN08651	CAEEL06421
OG0006754	HUMAN28391	CAEEL15551
OG0006755	HUMAN17392	CAEEL08754
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	CAEEL05691
OG0006758	HUMAN20524	CAEEL05308
OG0006760	HUMAN23407	CAEEL14472
OG0006762	HUMAN16948	CAEEL06780, CAEEL14299
OG0006763	HUMAN20641, HUMAN12652	CAEEL12476
OG0006765	HUMAN11017	CAEEL01561
OG0006766	HUMAN30336	CAEEL04604
OG0006768	HUMAN15305	CAEEL07976
OG0006769	HUMAN03966	CAEEL00344
OG0006772	HUMAN17212	CAEEL06744, CAEEL20464
OG0006774	HUMAN08153	CAEEL01597, CAEEL17633
OG0006774	HUMAN22081, HUMAN22082, HUMAN22083	CAEEL01586
OG0006777	HUMAN15487	CAEEL17985
OG0006780	HUMAN08729	CAEEL03293
OG0006784	HUMAN29013	CAEEL12328
OG0006791	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238	CAEEL11174
OG0006795	HUMAN11799	CAEEL17325, CAEEL03139, CAEEL17385, CAEEL06951, CAEEL03170, CAEEL03151, CAEEL12331, CAEEL03123, CAEEL13163, CAEEL10223, CAEEL17912, CAEEL03163, CAEEL03125, CAEEL03120, CAEEL06506
OG0006807	HUMAN05963, HUMAN05968, HUMAN05969, HUMAN05961, HUMAN05962, HUMAN05964, HUMAN05972, HUMAN05971, HUMAN05966	CAEEL10763
OG0006826	HUMAN23918, HUMAN23919	CAEEL07305
OG0006828	HUMAN23672	CAEEL01547
OG0006830	HUMAN12476	CAEEL01610
OG0006832	HUMAN08384, HUMAN08383	CAEEL18365
OG0006833	HUMAN11220	CAEEL01607
OG0006835	HUMAN05300	CAEEL10984
OG0006838	HUMAN10291	CAEEL04815
OG0006842	HUMAN14862	CAEEL01401
OG0006843	HUMAN28655	CAEEL01030
OG0006844	HUMAN09468	CAEEL01019
OG0006845	HUMAN04886, HUMAN04887	CAEEL16127
OG0006846	HUMAN08740, HUMAN08738	CAEEL15729
OG0006849	HUMAN16918	CAEEL06259
OG0006851	HUMAN03180	CAEEL12983
OG0006853	HUMAN06735	CAEEL10839
OG0006857	HUMAN29745	CAEEL20356
OG0006860	HUMAN11386	CAEEL08670
OG0006864	HUMAN10411	CAEEL08583
OG0006867	HUMAN16895	CAEEL15109
OG0006868	HUMAN20940	CAEEL07835
OG0006870	HUMAN17467, HUMAN17468	CAEEL08613
OG0006875	HUMAN05504	CAEEL10848
OG0006876	HUMAN01056	CAEEL04447
OG0006878	HUMAN01136	CAEEL06314
OG0006881	HUMAN04095	CAEEL09403
OG0006882	HUMAN11464	CAEEL09595
OG0006886	HUMAN29974	CAEEL05972, CAEEL05973
OG0006887	HUMAN12500	CAEEL04262
OG0006888	HUMAN25053	CAEEL07944
OG0006890	HUMAN03527	CAEEL05820
OG0006891	HUMAN04608	CAEEL07412
OG0006892	HUMAN18023	CAEEL07307
OG0006894	HUMAN13291, HUMAN13290	CAEEL12154
OG0006895	HUMAN03555	CAEEL18907
OG0006897	HUMAN23447	CAEEL00287
OG0006898	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309	CAEEL01473
OG0006901	HUMAN18029, HUMAN18028	CAEEL06883
OG0006905	HUMAN19217	CAEEL08307
OG0006906	HUMAN11694	CAEEL05830
OG0006914	HUMAN28656	CAEEL01820
OG0006917	HUMAN18466, HUMAN18467	CAEEL05784
OG0006918	HUMAN28188	CAEEL01349
OG0006919	HUMAN22288	CAEEL05782
OG0006920	HUMAN07463	CAEEL08877
OG0006923	HUMAN00553, HUMAN00554	CAEEL09234
OG0006924	HUMAN23650	CAEEL12241
OG0006926	HUMAN00625	CAEEL19851, CAEEL00630
OG0006927	HUMAN14265	CAEEL11861
OG0006931	HUMAN27632, HUMAN27633	CAEEL14601
OG0006934	HUMAN07629, HUMAN07628	CAEEL00405
OG0006936	HUMAN03224	CAEEL11645
OG0006937	HUMAN13657	CAEEL00825
OG0006938	HUMAN20508, HUMAN20507	CAEEL00362
OG0006939	HUMAN00665	CAEEL14723
OG0006942	HUMAN04879, HUMAN04878	CAEEL08740
OG0006943	HUMAN03534	CAEEL14228
OG0006944	HUMAN20962	CAEEL11263
OG0006945	HUMAN18030	CAEEL08245
OG0006948	HUMAN20132, HUMAN20131	CAEEL04453
OG0006949	HUMAN09677	CAEEL00718
OG0006952	HUMAN29995, HUMAN28013	CAEEL11032
OG0006953	HUMAN11732	CAEEL11948
OG0006954	HUMAN08336	CAEEL16023
OG0006957	HUMAN24327	CAEEL08617
OG0006959	HUMAN02003	CAEEL04110
OG0006960	HUMAN21367	CAEEL12630
OG0006962	HUMAN00835, HUMAN00834	CAEEL05048
OG0006964	HUMAN25417	CAEEL00220
OG0006966	HUMAN21659	CAEEL05641
OG0006967	HUMAN20241	CAEEL06996
OG0006969	HUMAN22092, HUMAN22091	CAEEL02753
OG0006970	HUMAN04563	CAEEL07035
OG0006971	HUMAN07273	CAEEL08956
OG0006973	HUMAN25475	CAEEL00443
OG0006974	HUMAN15890, HUMAN25069	CAEEL11749
OG0006975	HUMAN00754	CAEEL06258
OG0006976	HUMAN25513, HUMAN25515	CAEEL02822
OG0006977	HUMAN21112	CAEEL11170
OG0006979	HUMAN09404	CAEEL01624
OG0006980	HUMAN21874	CAEEL07784
OG0006982	HUMAN18636, HUMAN18637	CAEEL08318
OG0006983	HUMAN00205, HUMAN00204	CAEEL05835
OG0006985	HUMAN20423	CAEEL09608
OG0006988	HUMAN15597, HUMAN15598	CAEEL16268
OG0006989	HUMAN18220	CAEEL07496
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	CAEEL10497, CAEEL10492
OG0006991	HUMAN19260	CAEEL04823
OG0006994	HUMAN17958, HUMAN17957, HUMAN17956	CAEEL01434
OG0006995	HUMAN20603	CAEEL02252
OG0006996	HUMAN16905, HUMAN16903, HUMAN16904	CAEEL16529
OG0006999	HUMAN28121	CAEEL04127
OG0007002	HUMAN29202	CAEEL02243
OG0007003	HUMAN15197	CAEEL10884
OG0007005	HUMAN26374	CAEEL06687
OG0007007	HUMAN05696, HUMAN05695	CAEEL08012
OG0007008	HUMAN13956	CAEEL02046
OG0007009	HUMAN28810	CAEEL01782
OG0007010	HUMAN22418	CAEEL15343
OG0007011	HUMAN05430	CAEEL08044
OG0007012	HUMAN22710	CAEEL11328
OG0007013	HUMAN12055	CAEEL06144
OG0007015	HUMAN19068	CAEEL15511
OG0007016	HUMAN11135	CAEEL00075
OG0007017	HUMAN26658	CAEEL12138
OG0007024	HUMAN26989	CAEEL10553, CAEEL11101
OG0007025	HUMAN13355, HUMAN13354	CAEEL06876
OG0007027	HUMAN20548, HUMAN20547	CAEEL09519
OG0007028	HUMAN02161	CAEEL05606
OG0007029	HUMAN02371	CAEEL09103
OG0007033	HUMAN18746	CAEEL14194
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	CAEEL08733
OG0007037	HUMAN17832, HUMAN17833	CAEEL08744
OG0007039	HUMAN08824, HUMAN08823	CAEEL13025
OG0007040	HUMAN30265	CAEEL08972
OG0007042	HUMAN26067	CAEEL08206
OG0007043	HUMAN03790	CAEEL13822
OG0007046	HUMAN25422, HUMAN25421	CAEEL09633
OG0007049	HUMAN11321, HUMAN11320	CAEEL00647
OG0007050	HUMAN22442	CAEEL06277
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	CAEEL09135
OG0007055	HUMAN19997	CAEEL08098
OG0007056	HUMAN11685, HUMAN11684	CAEEL07277
OG0007057	HUMAN03899	CAEEL00263
OG0007059	HUMAN03647	CAEEL14078
OG0007061	HUMAN03639	CAEEL08933
OG0007062	HUMAN21701	CAEEL09707
OG0007063	HUMAN15926	CAEEL07545
OG0007064	HUMAN22838	CAEEL09068
OG0007065	HUMAN04174	CAEEL20267
OG0007071	HUMAN01176	CAEEL04826
OG0007073	HUMAN18294	CAEEL05159
OG0007083	HUMAN24737	CAEEL05178
OG0007084	HUMAN28379	CAEEL01491
OG0007090	HUMAN01309	CAEEL05033
OG0007091	HUMAN00782	CAEEL12658
OG0007092	HUMAN08546	CAEEL08546
OG0007093	HUMAN11063	CAEEL04448
OG0007095	HUMAN16273	CAEEL00821
OG0007098	HUMAN11106	CAEEL08067
OG0007100	HUMAN25052, HUMAN25051	CAEEL09539
OG0007102	HUMAN17403	CAEEL08970
OG0007103	HUMAN03151, HUMAN03152	CAEEL10775
OG0007106	HUMAN21445	CAEEL05993
OG0007108	HUMAN26396	CAEEL05255
OG0007112	HUMAN09877	CAEEL01614
OG0007113	HUMAN20963	CAEEL11083
OG0007114	HUMAN20779	CAEEL01821
OG0007117	HUMAN06756	CAEEL10841
OG0007118	HUMAN25504	CAEEL02534
OG0007119	HUMAN01099	CAEEL05050
OG0007120	HUMAN23269, HUMAN23270	CAEEL07430, CAEEL07614
OG0007121	HUMAN25080, HUMAN25079	CAEEL12811
OG0007122	HUMAN00210, HUMAN00211	CAEEL04526
OG0007123	HUMAN03448	CAEEL19756
OG0007124	HUMAN17400, HUMAN17402, HUMAN17399	CAEEL07005
OG0007125	HUMAN21228	CAEEL20499
OG0007127	HUMAN26224	CAEEL15458
OG0007128	HUMAN13992, HUMAN13994	CAEEL00451
OG0007130	HUMAN06959	CAEEL11905, CAEEL11906, CAEEL09908
OG0007131	HUMAN23398	CAEEL05443
OG0007132	HUMAN28401, HUMAN28402	CAEEL02720
OG0007133	HUMAN23555	CAEEL03495
OG0007137	HUMAN15907	CAEEL15473
OG0007138	HUMAN02269	CAEEL09999
OG0007139	HUMAN24643	CAEEL01164
OG0007143	HUMAN16614	CAEEL10767
OG0007144	HUMAN02639	CAEEL05598
OG0007145	HUMAN13652	CAEEL03134
OG0007147	HUMAN21018	CAEEL02107
OG0007151	HUMAN05431	CAEEL07199
OG0007153	HUMAN16995, HUMAN16996	CAEEL12781
OG0007154	HUMAN08481	CAEEL03604
OG0007161	HUMAN27982	CAEEL00150
OG0007163	HUMAN01780	CAEEL15486
OG0007164	HUMAN21192	CAEEL07443
OG0007165	HUMAN05595	CAEEL10428
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	CAEEL06036
OG0007172	HUMAN23034, HUMAN23035, HUMAN23033	CAEEL07733
OG0007173	HUMAN05355, HUMAN05354	CAEEL07482
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	CAEEL14161
OG0007175	HUMAN04157	CAEEL05365
OG0007176	HUMAN15324, HUMAN15323	CAEEL08939
OG0007177	HUMAN09300, HUMAN09299, HUMAN09301	CAEEL15953
OG0007180	HUMAN15073	CAEEL02927
OG0007181	HUMAN30517	CAEEL09037
OG0007182	HUMAN11844	CAEEL00499
OG0007183	HUMAN25330	CAEEL02179
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	CAEEL03133
OG0007186	HUMAN12868	CAEEL05116
OG0007190	HUMAN26235	CAEEL10785
OG0007192	HUMAN17983	CAEEL16561
OG0007199	HUMAN28097	CAEEL11122
OG0007199	HUMAN28099	CAEEL18481, CAEEL18480
OG0007209	HUMAN24910	CAEEL07382
OG0007248	HUMAN13700	CAEEL16171
OG0007251	HUMAN14332	CAEEL06390
OG0007254	HUMAN02644	CAEEL02889
OG0007256	HUMAN27031	CAEEL04854
OG0007258	HUMAN14003	CAEEL01284
OG0007260	HUMAN04843, HUMAN04844	CAEEL15754
OG0007266	HUMAN20046	CAEEL01793
OG0007267	HUMAN00847	CAEEL20518
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	CAEEL20059
OG0007274	HUMAN05717	CAEEL17821
OG0007275	HUMAN24919	CAEEL06379
OG0007276	HUMAN28796	CAEEL02045
OG0007279	HUMAN11856	CAEEL01707
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	CAEEL02744
OG0007282	HUMAN07231	CAEEL08198
OG0007283	HUMAN12155	CAEEL07508
OG0007288	HUMAN22785	CAEEL09410
OG0007291	HUMAN18973	CAEEL00922
OG0007293	HUMAN28207	CAEEL02960
OG0007296	HUMAN11360	CAEEL07895
OG0007299	HUMAN27718, HUMAN27719	CAEEL08257
OG0007301	HUMAN23169, HUMAN23170	CAEEL01285
OG0007303	HUMAN18735	CAEEL00729
OG0007305	HUMAN02006	CAEEL08507
OG0007307	HUMAN17065, HUMAN17066	CAEEL05489
OG0007309	HUMAN17011	CAEEL06253
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	CAEEL18157
OG0007314	HUMAN02534	CAEEL14922
OG0007317	HUMAN17014	CAEEL04877
OG0007319	HUMAN19188	CAEEL02684
OG0007321	HUMAN04956, HUMAN04955	CAEEL08372
OG0007322	HUMAN29064	CAEEL07863
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	CAEEL17746
OG0007325	HUMAN11525	CAEEL02968
OG0007326	HUMAN09593	CAEEL12237
OG0007330	HUMAN05264	CAEEL08957
OG0007333	HUMAN29576	CAEEL02810
OG0007334	HUMAN01738, HUMAN01739	CAEEL16445
OG0007335	HUMAN08862	CAEEL09096
OG0007336	HUMAN00761	CAEEL07287
OG0007341	HUMAN25872	CAEEL08254
OG0007342	HUMAN28838	CAEEL17647
OG0007343	HUMAN14176, HUMAN14177	CAEEL01237
OG0007344	HUMAN25001	CAEEL14479
OG0007347	HUMAN20415	CAEEL16216
OG0007348	HUMAN07622, HUMAN07623	CAEEL01419
OG0007351	HUMAN26021	CAEEL00046
OG0007352	HUMAN04641	CAEEL02694
OG0007353	HUMAN11061, HUMAN11060	CAEEL01909
OG0007354	HUMAN23192	CAEEL07366
OG0007355	HUMAN28384	CAEEL07543
OG0007356	HUMAN24980	CAEEL10653
OG0007361	HUMAN01585, HUMAN01584	CAEEL18143
OG0007363	HUMAN07700	CAEEL15459
OG0007364	HUMAN20228	CAEEL00051
OG0007365	HUMAN01007	CAEEL15469
OG0007370	HUMAN12243, HUMAN12242	CAEEL00810
OG0007371	HUMAN03496	CAEEL08890
OG0007373	HUMAN25169	CAEEL07235
OG0007374	HUMAN17107	CAEEL08407
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	CAEEL07515
OG0007380	HUMAN13808, HUMAN13807	CAEEL02178
OG0007382	HUMAN19380	CAEEL03532
OG0007385	HUMAN04317	CAEEL10159
OG0007386	HUMAN16767	CAEEL20708
OG0007387	HUMAN29057	CAEEL01651
OG0007391	HUMAN05345	CAEEL15047
OG0007392	HUMAN28583	CAEEL04967
OG0007393	HUMAN08660	CAEEL14340
OG0007394	HUMAN15894, HUMAN15893	CAEEL17618
OG0007395	HUMAN13460	CAEEL00007
OG0007396	HUMAN11000	CAEEL08409
OG0007397	HUMAN00870	CAEEL05717
OG0007399	HUMAN16123	CAEEL09345
OG0007400	HUMAN22018	CAEEL07494
OG0007401	HUMAN30125	CAEEL06920
OG0007403	HUMAN17254	CAEEL00829
OG0007405	HUMAN20387	CAEEL09683
OG0007406	HUMAN19713	CAEEL08578
OG0007407	HUMAN03483	CAEEL09634
OG0007408	HUMAN28141, HUMAN28142	CAEEL03271
OG0007409	HUMAN25552	CAEEL00402
OG0007411	HUMAN23662, HUMAN23663	CAEEL00187
OG0007412	HUMAN17545	CAEEL02088
OG0007413	HUMAN20818	CAEEL05369
OG0007414	HUMAN01057	CAEEL02493
OG0007416	HUMAN22361	CAEEL06905
OG0007417	HUMAN07346	CAEEL11994
OG0007419	HUMAN12143, HUMAN12142	CAEEL08256
OG0007421	HUMAN06697	CAEEL05873
OG0007422	HUMAN08465	CAEEL14217
OG0007424	HUMAN10237	CAEEL09653
OG0007425	HUMAN06193	CAEEL08774
OG0007427	HUMAN03785	CAEEL12151
OG0007431	HUMAN26226	CAEEL08321
OG0007432	HUMAN05575, HUMAN05574	CAEEL05561
OG0007434	HUMAN10246	CAEEL19477
OG0007437	HUMAN17137	CAEEL05064
OG0007439	HUMAN16947	CAEEL00478
OG0007441	HUMAN13782	CAEEL08872
OG0007442	HUMAN00969	CAEEL05801, CAEEL20230
OG0007446	HUMAN07376	CAEEL08347
OG0007447	HUMAN22922	CAEEL15347, CAEEL04835
OG0007450	HUMAN08573, HUMAN08574	CAEEL15942
OG0007451	HUMAN08167, HUMAN08166	CAEEL01087
OG0007452	HUMAN22554	CAEEL11309, CAEEL11308
OG0007453	HUMAN10744	CAEEL15555
OG0007454	HUMAN18226	CAEEL05191
OG0007455	HUMAN29667	CAEEL09023
OG0007456	HUMAN07199	CAEEL09752
OG0007457	HUMAN09838	CAEEL02978
OG0007459	HUMAN16778	CAEEL08625
OG0007460	HUMAN16832, HUMAN16830, HUMAN16831, HUMAN16829	CAEEL08071
OG0007463	HUMAN06999	CAEEL05195
OG0007470	HUMAN00938	CAEEL09270
OG0007471	HUMAN07932	CAEEL00262
OG0007472	HUMAN23723	CAEEL07712
OG0007473	HUMAN18188, HUMAN18186, HUMAN18187	CAEEL06395
OG0007475	HUMAN10446, HUMAN10445	CAEEL11891
OG0007476	HUMAN14444	CAEEL05614
OG0007477	HUMAN12723	CAEEL18090
OG0007478	HUMAN19940	CAEEL10045
OG0007481	HUMAN11840	CAEEL07144
OG0007482	HUMAN01581	CAEEL05046
OG0007483	HUMAN25804	CAEEL05091
OG0007484	HUMAN15505	CAEEL15663
OG0007488	HUMAN24932	CAEEL11022
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	CAEEL01991
OG0007491	HUMAN10273	CAEEL08156
OG0007494	HUMAN16086	CAEEL07420
OG0007495	HUMAN19626, HUMAN19624	CAEEL02719
OG0007496	HUMAN21064	CAEEL08861
OG0007498	HUMAN28184	CAEEL00436
OG0007500	HUMAN21907	CAEEL02792, CAEEL15995
OG0007503	HUMAN03266, HUMAN03263, HUMAN03264, HUMAN03265	CAEEL02990
OG0007508	HUMAN29445	CAEEL11729
OG0007509	HUMAN12458	CAEEL03713
OG0007510	HUMAN00670, HUMAN00669	CAEEL02087
OG0007516	HUMAN06240, HUMAN06238, HUMAN06239	CAEEL12379, CAEEL12378
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	CAEEL09758
OG0007519	HUMAN15216, HUMAN15215	CAEEL01445
OG0007522	HUMAN08876	CAEEL17731, CAEEL17730, CAEEL12726, CAEEL04614
OG0007524	HUMAN26701, HUMAN30360	CAEEL19299
OG0007527	HUMAN14056	CAEEL00663
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	CAEEL00294
OG0007541	HUMAN02477	CAEEL15073
OG0007550	HUMAN14033, HUMAN11371	CAEEL07298
OG0007586	HUMAN28828	CAEEL10449
OG0007591	HUMAN12931	CAEEL00268
OG0007597	HUMAN07406	CAEEL08128
OG0007602	HUMAN00917	CAEEL04254
OG0007603	HUMAN11097	CAEEL01794
OG0007606	HUMAN16824, HUMAN16823	CAEEL07584
OG0007608	HUMAN24575, HUMAN24576	CAEEL13664
OG0007609	HUMAN07130	CAEEL18836
OG0007611	HUMAN08580	CAEEL17991
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	CAEEL08843
OG0007615	HUMAN17636	CAEEL11977
OG0007616	HUMAN16740	CAEEL01590
OG0007618	HUMAN05174, HUMAN05173	CAEEL00292
OG0007619	HUMAN21829	CAEEL00841
OG0007621	HUMAN01027, HUMAN06000	CAEEL02354
OG0007624	HUMAN00744	CAEEL00535
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	CAEEL06256
OG0007633	HUMAN13873	CAEEL20565
OG0007634	HUMAN22721	CAEEL15553
OG0007638	HUMAN25473	CAEEL00644
OG0007642	HUMAN02914	CAEEL15921
OG0007645	HUMAN10615, HUMAN10616	CAEEL07585
OG0007646	HUMAN29544	CAEEL01490
OG0007648	HUMAN29977	CAEEL02742
OG0007651	HUMAN16641	CAEEL07805
OG0007656	HUMAN02869	CAEEL10499
OG0007657	HUMAN04204	CAEEL03766
OG0007662	HUMAN05169	CAEEL14112
OG0007664	HUMAN10066	CAEEL02497
OG0007666	HUMAN10319	CAEEL06730
OG0007667	HUMAN15603	CAEEL09697
OG0007674	HUMAN08286	CAEEL07619
OG0007676	HUMAN24899	CAEEL11928
OG0007680	HUMAN17909	CAEEL08127
OG0007681	HUMAN09648	CAEEL00409
OG0007685	HUMAN18793	CAEEL05547
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	CAEEL07547
OG0007687	HUMAN20268	CAEEL12382
OG0007690	HUMAN27678	CAEEL07839
OG0007698	HUMAN29272	CAEEL09040
OG0007701	HUMAN07269	CAEEL08144
OG0007702	HUMAN20314	CAEEL09034
OG0007703	HUMAN22827	CAEEL09743
OG0007712	HUMAN03420	CAEEL10394
OG0007713	HUMAN06586	CAEEL08732
OG0007717	HUMAN03284	CAEEL05318
OG0007719	HUMAN26223	CAEEL04281
OG0007722	HUMAN03285	CAEEL04401
OG0007723	HUMAN26538	CAEEL01529
OG0007724	HUMAN03962	CAEEL11098
OG0007732	HUMAN24163, HUMAN24162	CAEEL02105
OG0007734	HUMAN00972, HUMAN17214	CAEEL20465
OG0007736	HUMAN13041	CAEEL08552
OG0007738	HUMAN19368	CAEEL13138
OG0007739	HUMAN01347	CAEEL05697
OG0007743	HUMAN09883	CAEEL01748
OG0007744	HUMAN26813, HUMAN26814	CAEEL07533
OG0007746	HUMAN25134	CAEEL14195
OG0007749	HUMAN26822	CAEEL12327
OG0007752	HUMAN05362	CAEEL16888
OG0007754	HUMAN21523	CAEEL16020
OG0007757	HUMAN01101	CAEEL04833
OG0007758	HUMAN29935	CAEEL12592
OG0007759	HUMAN01276	CAEEL09235
OG0007760	HUMAN19195	CAEEL11638
OG0007761	HUMAN00323	CAEEL04714
OG0007766	HUMAN10523, HUMAN10522	CAEEL16170
OG0007767	HUMAN17614	CAEEL04905
OG0007769	HUMAN10250	CAEEL08087
OG0007771	HUMAN06957	CAEEL07807
OG0007772	HUMAN21301	CAEEL09510
OG0007774	HUMAN17885, HUMAN17884	CAEEL00940
OG0007781	HUMAN02870	CAEEL15819
OG0007782	HUMAN10939	CAEEL02809
OG0007783	HUMAN10560	CAEEL07253
OG0007784	HUMAN12802	CAEEL08610
OG0007786	HUMAN18705	CAEEL11757
OG0007790	HUMAN25977, HUMAN25978	CAEEL09046
OG0007794	HUMAN07379, HUMAN07378	CAEEL19174
OG0007800	HUMAN05271, HUMAN05270	CAEEL08807
OG0007803	HUMAN17024	CAEEL05119
OG0007804	HUMAN27359	CAEEL00772
OG0007807	HUMAN03444	CAEEL05530
OG0007810	HUMAN20972	CAEEL03135
OG0007811	HUMAN21891	CAEEL07487
OG0007813	HUMAN02512	CAEEL13344
OG0007814	HUMAN03364	CAEEL09448
OG0007816	HUMAN00100, HUMAN00099	CAEEL05256
OG0007817	HUMAN15877	CAEEL15491
OG0007818	HUMAN07509, HUMAN07511, HUMAN07510	CAEEL09942
OG0007820	HUMAN11761	CAEEL09298
OG0007823	HUMAN03449	CAEEL13928
OG0007825	HUMAN14275, HUMAN14274	CAEEL11587
OG0007829	HUMAN11339	CAEEL06733
OG0007830	HUMAN01001	CAEEL12370
OG0007831	HUMAN27771	CAEEL09366
OG0007832	HUMAN08812	CAEEL15897
OG0007834	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232	CAEEL18324
OG0007835	HUMAN23278	CAEEL14273
OG0007837	HUMAN29610	CAEEL08272
OG0007840	HUMAN27821, HUMAN27820	CAEEL02866
OG0007848	HUMAN19483	CAEEL00623
OG0007852	HUMAN20987	CAEEL12251
OG0007858	HUMAN27701, HUMAN27702	CAEEL05800
OG0007866	HUMAN13545, HUMAN13544	CAEEL10453
OG0007911	HUMAN16282, HUMAN16283	CAEEL19720
OG0007918	HUMAN24900, HUMAN24901	CAEEL01338
OG0007929	HUMAN14119, HUMAN14120	CAEEL11949
OG0007932	HUMAN24557	CAEEL18348
OG0007942	HUMAN14706, HUMAN14708, HUMAN14707	CAEEL06424
OG0007943	HUMAN05448	CAEEL00323
OG0007952	HUMAN21513	CAEEL00559
OG0007955	HUMAN08358, HUMAN08359	CAEEL04282
OG0007956	HUMAN23725	CAEEL07040
OG0007957	HUMAN12395	CAEEL07410
OG0007958	HUMAN10130	CAEEL09574
OG0007959	HUMAN00914	CAEEL06031
OG0007962	HUMAN23916	CAEEL03907
OG0007966	HUMAN23684	CAEEL18121
OG0007969	HUMAN11764	CAEEL07525
OG0007971	HUMAN20515	CAEEL09028
OG0007974	HUMAN21538	CAEEL18470
OG0007975	HUMAN00101	CAEEL07570
OG0007976	HUMAN10652	CAEEL13363
OG0007978	HUMAN26591, HUMAN26590	CAEEL16129
OG0007980	HUMAN25126	CAEEL04889
OG0007990	HUMAN28217, HUMAN28218, HUMAN28216	CAEEL07840
OG0007994	HUMAN25068	CAEEL07063
OG0007996	HUMAN05904	CAEEL08828
OG0007997	HUMAN25806	CAEEL08226
OG0007999	HUMAN13157	CAEEL07190
OG0008000	HUMAN16710	CAEEL08364
OG0008001	HUMAN17244, HUMAN17245, HUMAN17243	CAEEL02665
OG0008007	HUMAN28574, HUMAN28573	CAEEL06239
OG0008008	HUMAN25914	CAEEL09265
OG0008009	HUMAN01656	CAEEL02124
OG0008011	HUMAN20883	CAEEL11657
OG0008016	HUMAN17122	CAEEL01402
OG0008018	HUMAN03518	CAEEL09951
OG0008020	HUMAN25874	CAEEL07350
OG0008023	HUMAN00347	CAEEL06642
OG0008028	HUMAN13789, HUMAN13788	CAEEL08626
OG0008030	HUMAN20023	CAEEL08937
OG0008031	HUMAN10154	CAEEL03012
OG0008039	HUMAN19944	CAEEL08953
