Orthogroup	BRALA	CAPO3
OG0007417	BRALA28685	CAPO303652
OG0007418	BRALA07233	CAPO300947
OG0007422	BRALA31055	CAPO301771
OG0007424	BRALA19512	CAPO304349
OG0007425	BRALA18724	CAPO303896
OG0007428	BRALA14474	CAPO301768
OG0007431	BRALA00289	CAPO304150
OG0007432	BRALA05560	CAPO307504
OG0007433	BRALA02285	CAPO307042
OG0007437	BRALA11467	CAPO302606
OG0007440	BRALA15364	CAPO302516
OG0007441	BRALA25793	CAPO304615
OG0007442	BRALA00948	CAPO308291
OG0007446	BRALA24916	CAPO303088
OG0007451	BRALA19075	CAPO303173
OG0007455	BRALA23733	CAPO303919
OG0007456	BRALA10347	CAPO301020
OG0007457	BRALA01396	CAPO302854
OG0007458	BRALA00936	CAPO300350
OG0007459	BRALA25784	CAPO304746
OG0007462	BRALA04774	CAPO300088
OG0007463	BRALA34987	CAPO300212
OG0007466	BRALA04313	CAPO300471
OG0007470	BRALA00749	CAPO304669
OG0007471	BRALA03355	CAPO307438
OG0007472	BRALA15060	CAPO302245
OG0007473	BRALA14480	CAPO303433
OG0007476	BRALA05145	CAPO303558
OG0007478	BRALA07242	CAPO301266
OG0007480	BRALA27468	CAPO306792
OG0007482	BRALA05483	CAPO307266
OG0007483	BRALA14638	CAPO300503
OG0007484	BRALA34970, BRALA25018	CAPO302421
OG0007488	BRALA07730	CAPO308146
OG0007490	BRALA09759	CAPO303421
OG0007491	BRALA27933	CAPO304949
OG0007494	BRALA27579	CAPO300105
OG0007496	BRALA04764	CAPO306996
OG0007498	BRALA18534	CAPO306301
OG0007499	BRALA22115	CAPO302974
OG0007503	BRALA05826	CAPO308251
OG0007506	BRALA21570	CAPO305836
OG0007509	BRALA01191	CAPO301428
OG0007510	BRALA26388	CAPO303897
OG0007513	BRALA26098	CAPO308263
OG0007515	BRALA19434	CAPO300264
OG0007518	BRALA11045	CAPO304172
OG0007519	BRALA16478	CAPO307472
OG0007524	BRALA12115	CAPO306111
OG0007525	BRALA00802	CAPO300836
OG0007527	BRALA03350	CAPO306220
OG0007529	BRALA16768	CAPO307735
OG0007531	BRALA17602	CAPO301562
OG0007539	BRALA02189	CAPO301294
OG0007541	BRALA24666, BRALA31281	CAPO301788
OG0007546	BRALA06575	CAPO301193
OG0007550	BRALA12482	CAPO301421, CAPO302720, CAPO300311, CAPO304075
OG0007582	BRALA17102	CAPO305253
OG0007586	BRALA09264	CAPO305648
OG0007588	BRALA22913	CAPO306467
OG0007591	BRALA06678	CAPO302671
OG0007594	BRALA01388	CAPO307951
OG0007597	BRALA14989	CAPO302699
OG0007601	BRALA06275	CAPO303119
OG0007602	BRALA01092	CAPO307324
OG0007603	BRALA03223	CAPO301881
OG0007604	BRALA03083	CAPO302471
OG0007606	BRALA22619	CAPO303879
OG0007607	BRALA18781	CAPO304420
OG0007611	BRALA10782, BRALA10908	CAPO300602
OG0007613	BRALA26105, BRALA09491	CAPO304725
OG0007614	BRALA19107	CAPO307463
OG0007615	BRALA18987	CAPO302208
OG0007616	BRALA21883, BRALA21884	CAPO305524
OG0007617	BRALA14633	CAPO306965
OG0007619	BRALA15804	CAPO307079
OG0007621	BRALA05330	CAPO302700
OG0007622	BRALA12768	CAPO304123
OG0007624	BRALA09011	CAPO306507
OG0007629	BRALA14609	CAPO306379
OG0007633	BRALA00395	CAPO303133
OG0007634	BRALA03596	CAPO301291
OG0007640	BRALA13545	CAPO305938
OG0007646	BRALA28662	CAPO303345
OG0007648	BRALA16886	CAPO303467
OG0007649	BRALA25057	CAPO300338
OG0007653	BRALA01387	CAPO304087
OG0007656	BRALA28227	CAPO306133
OG0007657	BRALA02507	CAPO302526
OG0007660	BRALA24102	CAPO308074
OG0007663	BRALA23722	CAPO303269
OG0007666	BRALA33167	CAPO302483
OG0007676	BRALA24716	CAPO301687
OG0007677	BRALA27552	CAPO302393
OG0007680	BRALA29244, BRALA00113	CAPO301892
OG0007685	BRALA23469	CAPO307242
OG0007686	BRALA03570	CAPO307006
OG0007687	BRALA27367	CAPO301616
OG0007690	BRALA07457	CAPO306330
OG0007691	BRALA07253	CAPO306763
OG0007692	BRALA06346	CAPO304764
OG0007694	BRALA20549	CAPO300777
OG0007698	BRALA16601	CAPO302218
OG0007704	BRALA04558	CAPO307102
OG0007708	BRALA21010	CAPO302223
OG0007709	BRALA04067	CAPO305895
OG0007712	BRALA21710	CAPO301491
OG0007713	BRALA14454	CAPO305624
OG0007714	BRALA19211	CAPO301857
OG0007721	BRALA22357	CAPO303794
OG0007722	BRALA21943	CAPO300661
OG0007727	BRALA21003	CAPO301122
OG0007728	BRALA21819	CAPO300608
OG0007729	BRALA03408	CAPO302375
OG0007732	BRALA11518	CAPO302232
OG0007739	BRALA18839	CAPO306247
OG0007741	BRALA28913	CAPO305702
OG0007744	BRALA05195	CAPO302276
OG0007749	BRALA18940	CAPO303871
OG0007751	BRALA33971	CAPO306625
OG0007752	BRALA16189	CAPO303736
OG0007754	BRALA01279	CAPO307268
OG0007757	BRALA05183	CAPO305840
OG0007758	BRALA28225	CAPO302132
OG0007759	BRALA10072	CAPO304951
OG0007760	BRALA03356	CAPO305618, CAPO303194
OG0007765	BRALA03217	CAPO302630
OG0007766	BRALA25273	CAPO305894
OG0007767	BRALA19625	CAPO304549
OG0007768	BRALA19624	CAPO305420
OG0007769	BRALA10426	CAPO301827
OG0007770	BRALA26856	CAPO306211
OG0007771	BRALA17154	CAPO302978
OG0007772	BRALA14256	CAPO304662
OG0007773	BRALA11668, BRALA02134, BRALA11667	CAPO302396
OG0007776	BRALA01389	CAPO303389
OG0007782	BRALA03653	CAPO301686
OG0007783	BRALA06375	CAPO302092
OG0007784	BRALA31814, BRALA33762	CAPO307704
OG0007786	BRALA26160	CAPO302428
OG0007787	BRALA12709	CAPO307455
OG0007789	BRALA27109	CAPO305782
OG0007791	BRALA05718	CAPO305711
OG0007793	BRALA05293	CAPO308075
OG0007794	BRALA27571	CAPO300123
OG0007801	BRALA18634	CAPO304268
OG0007802	BRALA13990	CAPO304335, CAPO304333
OG0007803	BRALA12041	CAPO301792
OG0007804	BRALA17552	CAPO302116
OG0007807	BRALA11441	CAPO300823
OG0007810	BRALA25717	CAPO306480
OG0007811	BRALA27274	CAPO303448
OG0007813	BRALA13378	CAPO300842
OG0007816	BRALA08675	CAPO300570
OG0007820	BRALA30054	CAPO308148
OG0007823	BRALA17117	CAPO300300
OG0007825	BRALA04064	CAPO304573
OG0007827	BRALA26239	CAPO305582
OG0007829	BRALA12876	CAPO305400
OG0007830	BRALA07914	CAPO300733
OG0007831	BRALA34154	CAPO306309
OG0007832	BRALA02310, BRALA10819	CAPO301843
OG0007833	BRALA14984	CAPO303972
OG0007835	BRALA00895	CAPO300924
OG0007836	BRALA00326	CAPO305319
OG0007838	BRALA12878	CAPO305759
OG0007840	BRALA15126	CAPO301709
OG0007849	BRALA31006	CAPO306245
OG0007852	BRALA22715	CAPO305092
OG0007854	BRALA24517	CAPO300573
OG0007858	BRALA11551	CAPO306180
OG0007859	BRALA14553	CAPO304922
OG0007866	BRALA13127	CAPO307919
OG0007879	BRALA35720, BRALA27063	CAPO305995
OG0007908	BRALA26877	CAPO305292
OG0007912	BRALA14981	CAPO300094
OG0007913	BRALA17110	CAPO303796
OG0007917	BRALA35616, BRALA22429	CAPO301739
OG0007918	BRALA21791	CAPO306768
OG0007926	BRALA25041	CAPO306159
OG0007929	BRALA19972	CAPO305925
OG0007934	BRALA00291	CAPO306627, CAPO304422
OG0007936	BRALA09697	CAPO302586
OG0007941	BRALA16696	CAPO303397
OG0007943	BRALA08955	CAPO303432
OG0007947	BRALA21953	CAPO304390
OG0007948	BRALA23934	CAPO300847
OG0007952	BRALA04663	CAPO304443
OG0007957	BRALA10642	CAPO307185
OG0007958	BRALA21738	CAPO307613
OG0007961	BRALA14330	CAPO300412
OG0007962	BRALA35335, BRALA26967	CAPO304291
OG0007966	BRALA04442	CAPO300853
OG0007967	BRALA03723	CAPO303649
OG0007968	BRALA21749	CAPO302503
OG0007971	BRALA19533	CAPO306113
OG0007973	BRALA18923	CAPO303148
OG0007974	BRALA05720	CAPO308066
OG0007975	BRALA26783	CAPO300899
OG0007978	BRALA01087	CAPO300419
OG0007979	BRALA15926	CAPO301049
OG0007982	BRALA21295	CAPO306558
OG0007984	BRALA14202	CAPO304783
OG0007986	BRALA09512	CAPO301210
OG0007988	BRALA03214	CAPO307013
OG0007990	BRALA12460	CAPO302135
OG0007994	BRALA25978	CAPO307783
OG0007996	BRALA27572	CAPO301705
OG0007997	BRALA22191	CAPO302071
OG0007999	BRALA09129	CAPO305183
OG0008000	BRALA16665	CAPO303381
OG0008002	BRALA09632	CAPO306531
OG0008005	BRALA10917, BRALA10791	CAPO303144
OG0008006	BRALA06060	CAPO303383
OG0008008	BRALA18635	CAPO306044
OG0008011	BRALA20521	CAPO308001
OG0008012	BRALA14487, BRALA14488	CAPO301194
OG0008013	BRALA23684	CAPO300786
OG0008016	BRALA15634	CAPO307694
OG0008017	BRALA17211	CAPO306337
OG0008018	BRALA28380	CAPO303249
OG0008020	BRALA27130	CAPO300340
OG0008025	BRALA06316	CAPO300183
OG0008027	BRALA25111	CAPO300126
OG0008028	BRALA21166	CAPO308036
OG0008030	BRALA07301	CAPO303940
OG0008031	BRALA30757	CAPO301663
OG0008033	BRALA16320	CAPO305641
OG0008038	BRALA00052	CAPO303434
OG0008041	BRALA15327	CAPO304528
OG0008045	BRALA00416	CAPO304124
OG0008046	BRALA12449	CAPO303942
OG0008049	BRALA28424	CAPO303430
OG0008050	BRALA05347	CAPO301839
OG0008051	BRALA06514	CAPO306666
OG0008053	BRALA27848	CAPO307475
OG0008055	BRALA18953	CAPO304973
OG0008056	BRALA12095	CAPO305715
OG0008060	BRALA11739, BRALA11738	CAPO301527
OG0008062	BRALA29465	CAPO307985
OG0008069	BRALA05254	CAPO302773
OG0008071	BRALA07291	CAPO303085
OG0008072	BRALA18765	CAPO304116
OG0008075	BRALA16942	CAPO304938
OG0008077	BRALA25001	CAPO303807
OG0008079	BRALA08589	CAPO305873
OG0008082	BRALA15693	CAPO303589
OG0008083	BRALA28836	CAPO305526
OG0008085	BRALA16435, BRALA31770	CAPO306772, CAPO306778
OG0008088	BRALA28845	CAPO303270
OG0008091	BRALA30103	CAPO301577
OG0008094	BRALA15291	CAPO302837
OG0008098	BRALA30312	CAPO301911
OG0008100	BRALA16672	CAPO303437
OG0008103	BRALA34312	CAPO302032
OG0008104	BRALA06606	CAPO303964
OG0008105	BRALA33680	CAPO301825
OG0008106	BRALA26078, BRALA26076	CAPO300930
OG0008109	BRALA30499	CAPO302029
OG0008110	BRALA13888	CAPO307398
OG0008111	BRALA15647	CAPO300295
OG0008113	BRALA07943	CAPO306004
OG0008117	BRALA02820	CAPO307273
OG0008120	BRALA23874	CAPO306854
OG0008122	BRALA26542	CAPO306853
OG0008125	BRALA35372, BRALA34832	CAPO301486
OG0008126	BRALA14557	CAPO301598
OG0008136	BRALA20212	CAPO306527
OG0008143	BRALA28781	CAPO303100
OG0008196	BRALA17122	CAPO305556
OG0008202	BRALA16861	CAPO303070
OG0008203	BRALA03991	CAPO300798
OG0008204	BRALA33352, BRALA19971	CAPO303341
OG0008206	BRALA17145	CAPO300194
OG0008208	BRALA20062	CAPO301623
OG0008219	BRALA06408	CAPO303960
OG0008230	BRALA28895	CAPO302415
OG0008234	BRALA06578	CAPO303355
OG0008238	BRALA15105	CAPO301578
OG0008239	BRALA17929	CAPO300821
OG0008244	BRALA10429	CAPO305920
OG0008247	BRALA34550	CAPO301105
OG0008249	BRALA05292	CAPO305940
OG0008251	BRALA07938	CAPO306974
OG0008252	BRALA09548	CAPO301636
OG0008254	BRALA18783	CAPO307977
OG0008256	BRALA25076	CAPO302660
OG0008260	BRALA22417	CAPO300752
OG0008263	BRALA30316	CAPO305878
OG0008266	BRALA16480	CAPO300538
OG0008267	BRALA28040	CAPO305434
OG0008268	BRALA03654	CAPO307500
OG0008269	BRALA18372	CAPO301506
OG0008270	BRALA21257	CAPO300872
OG0008271	BRALA13152	CAPO300716
OG0008272	BRALA16559	CAPO308267
OG0008273	BRALA05439	CAPO300883
OG0008281	BRALA11926	CAPO304839
OG0008283	BRALA17761	CAPO300148
OG0008295	BRALA31051	CAPO301876
OG0008297	BRALA03422	CAPO301044
OG0008299	BRALA00329	CAPO302513
OG0008304	BRALA31258	CAPO304565
OG0008305	BRALA04867	CAPO307576
OG0008307	BRALA26874	CAPO301267
OG0008308	BRALA22670	CAPO301770
OG0008309	BRALA14664	CAPO301941
OG0008313	BRALA13109	CAPO305984
OG0008318	BRALA10037	CAPO308255
OG0008323	BRALA12203	CAPO307881
OG0008325	BRALA19943	CAPO305284
OG0008327	BRALA18892	CAPO305580
OG0008332	BRALA29844	CAPO307922
OG0008335	BRALA05150	CAPO303407
OG0008336	BRALA15357	CAPO301347
OG0008337	BRALA25417	CAPO300735
OG0008339	BRALA09633	CAPO307257
OG0008341	BRALA24420	CAPO301643
OG0008343	BRALA10295	CAPO302270
OG0008345	BRALA04347	CAPO301947
OG0008346	BRALA10836	CAPO307261
OG0008348	BRALA02881	CAPO303902
OG0008349	BRALA15925	CAPO301052
OG0008350	BRALA06366	CAPO306988
OG0008351	BRALA02173	CAPO307792
OG0008354	BRALA31017, BRALA32314	CAPO304881
OG0008358	BRALA33771	CAPO306438
OG0008381	BRALA34490	CAPO307305
OG0008386	BRALA01056	CAPO306554
OG0008391	BRALA02821	CAPO306819
OG0008400	BRALA29815, BRALA00697	CAPO300651
OG0008401	BRALA17999	CAPO304023
OG0008403	BRALA24505	CAPO300621
OG0008404	BRALA23651	CAPO307542
OG0008406	BRALA01198	CAPO304896
OG0008416	BRALA17626	CAPO300816
OG0008419	BRALA13393	CAPO302047
OG0008422	BRALA18880	CAPO301678
OG0008424	BRALA14612	CAPO300325
OG0008427	BRALA08333	CAPO300837
OG0008432	BRALA18703	CAPO301824
OG0008437	BRALA00511	CAPO305258
OG0008444	BRALA22302	CAPO305551
OG0008448	BRALA11933	CAPO302399
OG0008515	BRALA11973	CAPO307779
OG0008516	BRALA10786, BRALA10911	CAPO306989
OG0008519	BRALA31571	CAPO303354
OG0008524	BRALA34791, BRALA35810	CAPO305854
OG0008529	BRALA09012	CAPO300648
OG0008532	BRALA28388	CAPO305346
OG0008533	BRALA28209	CAPO306433
OG0008538	BRALA11832	CAPO308019
OG0008540	BRALA07940	CAPO306008
OG0008542	BRALA16597	CAPO303728
OG0008546	BRALA20223	CAPO306328
OG0008558	BRALA02508	CAPO304939
OG0008570	BRALA21939	CAPO306028
OG0008572	BRALA19309	CAPO302769
OG0008589	BRALA12750	CAPO300561
OG0008596	BRALA09201	CAPO303431
OG0008601	BRALA20388	CAPO308135
OG0008605	BRALA11490	CAPO307450
OG0008620	BRALA09482	CAPO301626
OG0008626	BRALA19975	CAPO305741
OG0008627	BRALA11795	CAPO304143
OG0008633	BRALA22271	CAPO307916
OG0008638	BRALA04155	CAPO302585
OG0008639	BRALA29796	CAPO304406
OG0008643	BRALA19720	CAPO305110
OG0008645	BRALA27600	CAPO307683
OG0008654	BRALA27377	CAPO302567
OG0008655	BRALA20532	CAPO303594
OG0008658	BRALA21119	CAPO302962
OG0008659	BRALA28628	CAPO304842
OG0008662	BRALA00592	CAPO304364
OG0008663	BRALA34276	CAPO305299
OG0008669	BRALA16331	CAPO302940
OG0008672	BRALA18524, BRALA29802	CAPO301934
OG0008673	BRALA20899	CAPO307917
OG0008675	BRALA22504	CAPO300293
OG0008676	BRALA07254	CAPO303608
OG0008684	BRALA10687	CAPO306544
OG0008685	BRALA03084	CAPO305455
OG0008696	BRALA11880	CAPO301935
OG0008762	BRALA21759	CAPO303477, CAPO307966
OG0008785	BRALA21787	CAPO301308
OG0008792	BRALA04071	CAPO303971
OG0008794	BRALA31199	CAPO303046
OG0008799	BRALA31717	CAPO304437
OG0008804	BRALA13316	CAPO302280
OG0008816	BRALA13552	CAPO305371
OG0008818	BRALA23356	CAPO306967
OG0008823	BRALA14958	CAPO306173
OG0008824	BRALA02996	CAPO307205
OG0008829	BRALA04028	CAPO303197
OG0008836	BRALA24617	CAPO302250
OG0008837	BRALA17709	CAPO307939
OG0008840	BRALA03104	CAPO300288
OG0008844	BRALA03082	CAPO302017
OG0008855	BRALA02652	CAPO305952
OG0008856	BRALA13489	CAPO301745
OG0008872	BRALA05136	CAPO300021
OG0008873	BRALA06718, BRALA16425, BRALA24736, BRALA05045	CAPO304889
OG0008877	BRALA06180	CAPO307090
OG0008879	BRALA06508	CAPO302991
OG0008883	BRALA17730	CAPO307045
OG0008891	BRALA21419	CAPO308327, CAPO306577
OG0008903	BRALA17180	CAPO303747
OG0008910	BRALA21579	CAPO301796
OG0008911	BRALA27205	CAPO303875
OG0008913	BRALA18540	CAPO300541
OG0008917	BRALA22737	CAPO306124
OG0008923	BRALA24473	CAPO301602
OG0008937	BRALA27864	CAPO306450
OG0008938	BRALA33318	CAPO300696
OG0008946	BRALA28598	CAPO302886
OG0008953	BRALA17142	CAPO302096
OG0008955	BRALA28537	CAPO308117
OG0008959	BRALA01481	CAPO308005
OG0008969	BRALA03250	CAPO306557
OG0008977	BRALA26321, BRALA12665	CAPO303125
OG0008990	BRALA07068	CAPO301077
OG0009052	BRALA06022	CAPO308131
OG0009066	BRALA29047	CAPO303946
OG0009069	BRALA10186	CAPO307868
OG0009070	BRALA20738	CAPO304616
OG0009078	BRALA27983	CAPO306454
OG0009082	BRALA04176	CAPO307883
OG0009090	BRALA18004	CAPO302052
OG0009091	BRALA16726	CAPO302198
OG0009096	BRALA05732, BRALA05733	CAPO307816
OG0009098	BRALA28133, BRALA09390, BRALA09387	CAPO302843
OG0009102	BRALA17636, BRALA17637	CAPO300296
OG0009104	BRALA13053	CAPO307672
OG0009105	BRALA20875	CAPO307554
OG0009115	BRALA05149	CAPO303581
OG0009118	BRALA05213	CAPO306907
OG0009121	BRALA30881	CAPO301808
OG0009131	BRALA35724	CAPO302501
OG0009135	BRALA19626	CAPO302523
OG0009151	BRALA06692	CAPO301713
OG0009153	BRALA22180	CAPO300987
OG0009156	BRALA18998, BRALA17165	CAPO301084
OG0009164	BRALA00857	CAPO305979
OG0009165	BRALA18726	CAPO303917
OG0009166	BRALA21167	CAPO306637
OG0009169	BRALA18947	CAPO307723
OG0009172	BRALA07436	CAPO303130
OG0009174	BRALA16276	CAPO306369
OG0009175	BRALA14628	CAPO305249
OG0009176	BRALA27004, BRALA05657	CAPO302260
OG0009180	BRALA16224	CAPO308017
OG0009181	BRALA13515	CAPO303752
OG0009188	BRALA18924, BRALA18925	CAPO303052
OG0009195	BRALA01482	CAPO302713
OG0009196	BRALA11271	CAPO302676
OG0009197	BRALA16159	CAPO307545
OG0009199	BRALA03072	CAPO305271
OG0009203	BRALA20170, BRALA18997	CAPO306679
OG0009225	BRALA00399	CAPO300867
OG0009230	BRALA13379, BRALA07677	CAPO304005
OG0009232	BRALA29290	CAPO306362, CAPO300613
OG0009293	BRALA00720	CAPO302359
OG0009305	BRALA00580	CAPO304439
OG0009307	BRALA06199	CAPO305768
OG0009310	BRALA28856	CAPO303191
OG0009311	BRALA19236	CAPO300670
OG0009314	BRALA20494	CAPO303717
OG0009320	BRALA01411, BRALA28204	CAPO304806
OG0009334	BRALA34146	CAPO306334
OG0009336	BRALA11823	CAPO301042
OG0009339	BRALA21120	CAPO303020
OG0009343	BRALA18002	CAPO302053
OG0009354	BRALA26573	CAPO303841
OG0009358	BRALA07358	CAPO307748
OG0009360	BRALA26256	CAPO305111
OG0009361	BRALA06923	CAPO301081
OG0009363	BRALA22159	CAPO302266
OG0009370	BRALA03320	CAPO305276
OG0009371	BRALA34598	CAPO302126
OG0009372	BRALA15777	CAPO307875
OG0009374	BRALA25382, BRALA25380	CAPO307954
OG0009385	BRALA17721	CAPO308166
OG0009388	BRALA33919, BRALA33489	CAPO304763
OG0009389	BRALA16747	CAPO302985
OG0009392	BRALA14009	CAPO300845
OG0009394	BRALA02911	CAPO306321
OG0009400	BRALA13658, BRALA13659	CAPO300534
OG0009413	BRALA26269	CAPO307306
OG0009415	BRALA11437	CAPO304010
OG0009440	BRALA17775	CAPO303442, CAPO307150, CAPO308108
OG0009451	BRALA21705	CAPO304190
OG0009452	BRALA13295	CAPO304474
OG0009472	BRALA14356	CAPO304554
OG0009474	BRALA00360	CAPO307974
OG0009483	BRALA12485	CAPO301155
OG0009486	BRALA18698, BRALA18699	CAPO304979
OG0009489	BRALA19895, BRALA27105, BRALA04594, BRALA04990, BRALA26604, BRALA29436, BRALA29435, BRALA03293	CAPO302536
OG0009492	BRALA12780, BRALA16771, BRALA26934	CAPO308278, CAPO305357
OG0009543	BRALA24262	CAPO302200
OG0009555	BRALA15563, BRALA20122, BRALA07855	CAPO302201
OG0009584	BRALA23633	CAPO300268
OG0009587	BRALA11199, BRALA11201	CAPO302994
OG0009590	BRALA06074	CAPO302279
OG0009591	BRALA04414, BRALA20890	CAPO305910
OG0009599	BRALA18841	CAPO300676
OG0009604	BRALA03268	CAPO307674
OG0009610	BRALA00421	CAPO306556
OG0009614	BRALA06398	CAPO304376
OG0009620	BRALA10800, BRALA10922	CAPO303211
OG0009624	BRALA10713	CAPO301434
OG0009629	BRALA07743	CAPO304001
OG0009630	BRALA15002	CAPO307063
OG0009639	BRALA07241	CAPO302947
OG0009654	BRALA10438	CAPO304675
OG0009663	BRALA17217	CAPO301430
OG0009676	BRALA29430	CAPO302100
OG0009677	BRALA23197	CAPO301926, CAPO305625
OG0009683	BRALA17382	CAPO307930
OG0009695	BRALA22721	CAPO305380
OG0009700	BRALA21855, BRALA18054	CAPO301696
OG0009707	BRALA01223	CAPO300362
OG0009870	BRALA29388	CAPO307177
OG0009886	BRALA34039, BRALA34492	CAPO306684
OG0009887	BRALA23467	CAPO304717
OG0009890	BRALA16602	CAPO304901
OG0009892	BRALA13546	CAPO304276
OG0009899	BRALA26149	CAPO305540
OG0009903	BRALA25268, BRALA26402	CAPO304229
OG0009906	BRALA22491	CAPO304048
OG0009911	BRALA05445	CAPO305191
OG0009916	BRALA29291	CAPO303534
OG0009920	BRALA18486	CAPO301007
OG0009922	BRALA17962	CAPO306699
OG0009926	BRALA35838	CAPO304251
OG0009957	BRALA23958	CAPO304781
OG0009959	BRALA25426	CAPO300346
OG0009976	BRALA02296	CAPO304620
OG0010022	BRALA02537	CAPO301184
OG0010033	BRALA09589, BRALA09997, BRALA21692, BRALA26882	CAPO304431
OG0010037	BRALA34777, BRALA08864, BRALA27026, BRALA08771, BRALA28544, BRALA27024, BRALA08773, BRALA16145, BRALA32377	CAPO306122
OG0010047	BRALA10441	CAPO303938
OG0010048	BRALA05578	CAPO302482
OG0010125	BRALA34719	CAPO307044
OG0010126	BRALA07846	CAPO301111
OG0010139	BRALA06822	CAPO300252
OG0010155	BRALA12889	CAPO304770
OG0010163	BRALA32271	CAPO302235
OG0010172	BRALA16860	CAPO305674
OG0010177	BRALA27294	CAPO300963
OG0010189	BRALA19753	CAPO301469
OG0010213	BRALA08214	CAPO301027
OG0010218	BRALA03101	CAPO302550
OG0010244	BRALA15218	CAPO301765
OG0010252	BRALA20443	CAPO304663
OG0010254	BRALA17905	CAPO307982
OG0010256	BRALA23812	CAPO302740
OG0010259	BRALA02476	CAPO308092
OG0010276	BRALA01964	CAPO303860
OG0010323	BRALA13149	CAPO305906
OG0010346	BRALA33257	CAPO300263
OG0010353	BRALA03635	CAPO300261
OG0010363	BRALA08421	CAPO304329
OG0010363	BRALA08553, BRALA26824, BRALA26830, BRALA26825, BRALA31218	CAPO305628, CAPO307284, CAPO307344, CAPO303983, CAPO301922
OG0010487	BRALA15086	CAPO304418
OG0010492	BRALA31008	CAPO302373
OG0010499	BRALA17771	CAPO301617
OG0010505	BRALA11527	CAPO303112
OG0010525	BRALA31072	CAPO303308
OG0010528	BRALA20620, BRALA04299	CAPO305757
OG0010545	BRALA27719, BRALA27717	CAPO305227
OG0010563	BRALA31347	CAPO300739
OG0010568	BRALA09655, BRALA09654	CAPO301174
OG0010574	BRALA15374	CAPO308072
OG0010575	BRALA03559, BRALA28097	CAPO304323
OG0010601	BRALA23989	CAPO308252
OG0010612	BRALA08809	CAPO307121
OG0010643	BRALA13039	CAPO307317
OG0010705	BRALA19516	CAPO301775
OG0010713	BRALA00238	CAPO304252
OG0010876	BRALA24224	CAPO307416
OG0010880	BRALA25572	CAPO303091
OG0010890	BRALA04324	CAPO305999
OG0010893	BRALA21310	CAPO300796
OG0010914	BRALA16324	CAPO300508
OG0010927	BRALA24457, BRALA24458, BRALA24454, BRALA24455, BRALA24456, BRALA24452	CAPO307216
OG0010930	BRALA11505	CAPO302013
OG0010934	BRALA11893, BRALA18874	CAPO300554
OG0010941	BRALA12718	CAPO307828
OG0010958	BRALA28386	CAPO300004
OG0010974	BRALA07859	CAPO301138
OG0011003	BRALA17178	CAPO301580
OG0011094	BRALA20251	CAPO303986
OG0011208	BRALA19016	CAPO307220
OG0011243	BRALA15075	CAPO303857
OG0011256	BRALA27112	CAPO307482
OG0011289	BRALA10273	CAPO301065
OG0011313	BRALA08277	CAPO300455
OG0011346	BRALA32998	CAPO301815
OG0011465	BRALA19452, BRALA27862, BRALA26976, BRALA26975	CAPO307787
OG0011476	BRALA06609, BRALA28373, BRALA28372	CAPO303255
OG0011624	BRALA19059	CAPO302976
OG0011628	BRALA17704	CAPO300891
OG0011673	BRALA03218	CAPO303114
OG0011709	BRALA27144	CAPO303019
OG0011710	BRALA13501, BRALA17587	CAPO306516
OG0011728	BRALA11433	CAPO305728
OG0011794	BRALA29237	CAPO306504
OG0011898	BRALA29423	CAPO301059
OG0011922	BRALA26115	CAPO304910
OG0011947	BRALA27829	CAPO300896
OG0011960	BRALA23926, BRALA02006	CAPO304036, CAPO306291
OG0011968	BRALA33414	CAPO300180
OG0011977	BRALA00856	CAPO302350
OG0012160	BRALA11931	CAPO301793
OG0012285	BRALA28997, BRALA23545, BRALA29663	CAPO306739
OG0012449	BRALA28661	CAPO300937
OG0012482	BRALA10342	CAPO306432
OG0012842	BRALA22114	CAPO305650
OG0013135	BRALA08323	CAPO305657
OG0013224	BRALA12612, BRALA23761	CAPO305282
OG0013226	BRALA23394, BRALA23395, BRALA23396, BRALA23376, BRALA23377	CAPO302528
