Orthogroup	APOSJ_ok	YEAST
OG0006250	APOSJ_31972, APOSJ_31974, APOSJ_31971, APOSJ_03417, APOSJ_31973	YEAST05424
OG0006251	APOSJ_27203, APOSJ_10288, APOSJ_10287	YEAST04963
OG0006255	APOSJ_55215	YEAST03350
OG0006258	APOSJ_32818, APOSJ_32820, APOSJ_32819	YEAST05637
OG0006259	APOSJ_13586	YEAST05672
OG0006260	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930	YEAST04100
OG0006263	APOSJ_15707, APOSJ_15708	YEAST02521
OG0006269	APOSJ_15897, APOSJ_15894, APOSJ_23234, APOSJ_15898	YEAST03069
OG0006271	APOSJ_07222	YEAST00375
OG0006275	APOSJ_11088	YEAST06102
OG0006277	APOSJ_45461	YEAST02811
OG0006279	APOSJ_64917, APOSJ_61543	YEAST04402
OG0006280	APOSJ_02182, APOSJ_20935	YEAST04541
OG0006281	APOSJ_54169	YEAST04979
OG0006282	APOSJ_65191	YEAST01445
OG0006283	APOSJ_02407, APOSJ_02408	YEAST00229
OG0006284	APOSJ_59652	YEAST04213
OG0006288	APOSJ_53588, APOSJ_63550	YEAST02860
OG0006289	APOSJ_06892, APOSJ_06894, APOSJ_06893	YEAST06209
OG0006293	APOSJ_06678, APOSJ_06679	YEAST05380
OG0006294	APOSJ_48736, APOSJ_36731, APOSJ_48737	YEAST04000
OG0006295	APOSJ_07872, APOSJ_07869, APOSJ_07871, APOSJ_07873	YEAST05360
OG0006302	APOSJ_30748	YEAST01852
OG0006306	APOSJ_38594, APOSJ_38595, APOSJ_38591, APOSJ_38593	YEAST00230
OG0006311	APOSJ_23814	YEAST01145
OG0006313	APOSJ_53596, APOSJ_53597	YEAST02392
OG0006315	APOSJ_12124, APOSJ_15316	YEAST00489
OG0006319	APOSJ_41318, APOSJ_06537, APOSJ_06539, APOSJ_06538	YEAST01135
OG0006320	APOSJ_34261, APOSJ_34260	YEAST04478
OG0006322	APOSJ_00282, APOSJ_00283	YEAST00815
OG0006329	APOSJ_54948, APOSJ_33322	YEAST01245
OG0006332	APOSJ_55631	YEAST06042
OG0006334	APOSJ_62432, APOSJ_33605, APOSJ_33604	YEAST00864
OG0006335	APOSJ_00061, APOSJ_00060, APOSJ_62644	YEAST02588
OG0006340	APOSJ_27720	YEAST00922, YEAST05387
OG0006341	APOSJ_29954, APOSJ_29951, APOSJ_29953	YEAST01452
OG0006344	APOSJ_51267	YEAST01465
OG0006347	APOSJ_08400	YEAST03436
OG0006349	APOSJ_63730, APOSJ_63731	YEAST05233
OG0006350	APOSJ_46136, APOSJ_14238, APOSJ_24113	YEAST00452
OG0006360	APOSJ_57553, APOSJ_57554, APOSJ_57555	YEAST01556
OG0006362	APOSJ_14933, APOSJ_14931, APOSJ_14930, APOSJ_14932	YEAST05722
OG0006370	APOSJ_12769, APOSJ_64242, APOSJ_12771, APOSJ_64227	YEAST02350
OG0006372	APOSJ_38720	YEAST05423
OG0006375	APOSJ_22689	YEAST05198
OG0006377	APOSJ_43050, APOSJ_03855, APOSJ_43049, APOSJ_43048	YEAST04974
OG0006378	APOSJ_62345, APOSJ_55754, APOSJ_62356	YEAST01924
OG0006381	APOSJ_39481	YEAST01058
OG0006382	APOSJ_14538, APOSJ_02410, APOSJ_54276, APOSJ_02409	YEAST03313
OG0006385	APOSJ_48761	YEAST04806
OG0006387	APOSJ_26237, APOSJ_26238	YEAST05324
OG0006389	APOSJ_36637, APOSJ_36635	YEAST02409
OG0006390	APOSJ_57658, APOSJ_11781	YEAST00339
OG0006392	APOSJ_29507, APOSJ_15113, APOSJ_15114	YEAST01246
OG0006395	APOSJ_25087	YEAST03605
OG0006396	APOSJ_48940, APOSJ_48936, APOSJ_48937, APOSJ_61567, APOSJ_48934, APOSJ_48938	YEAST02453
OG0006398	APOSJ_11677, APOSJ_08362, APOSJ_20411, APOSJ_11678	YEAST04420, YEAST03553
OG0006407	APOSJ_62382	YEAST02250
OG0006447	APOSJ_21791, APOSJ_21792, APOSJ_21789, APOSJ_21790	YEAST03459
OG0006448	APOSJ_02510	YEAST00505, YEAST04285
OG0006449	APOSJ_64971, APOSJ_12864	YEAST02458
OG0006459	APOSJ_18769	YEAST00972, YEAST00245
OG0006461	APOSJ_54174, APOSJ_54175	YEAST05346
OG0006462	APOSJ_53770, APOSJ_53769	YEAST01838
OG0006464	APOSJ_46425, APOSJ_46426	YEAST05965
OG0006465	APOSJ_34388	YEAST01875
OG0006467	APOSJ_17442, APOSJ_17443	YEAST00027, YEAST02272
OG0006470	APOSJ_43022	YEAST01306
OG0006474	APOSJ_40819	YEAST03988
OG0006475	APOSJ_07401	YEAST06223, YEAST00349
OG0006476	APOSJ_46290	YEAST00315
OG0006479	APOSJ_52929, APOSJ_52930	YEAST05669
OG0006481	APOSJ_18843, APOSJ_18839	YEAST06165
OG0006488	APOSJ_25192	YEAST02614
OG0006498	APOSJ_32514	YEAST02291
OG0006503	APOSJ_33556, APOSJ_33553	YEAST06053
OG0006504	APOSJ_24974	YEAST02866
OG0006507	APOSJ_29786, APOSJ_25525, APOSJ_29789	YEAST02914
OG0006509	APOSJ_44041, APOSJ_44038, APOSJ_44039, APOSJ_44040	YEAST02252
OG0006511	APOSJ_44173	YEAST01899
OG0006512	APOSJ_43557	YEAST04169
OG0006514	APOSJ_29777, APOSJ_29778	YEAST05820
OG0006515	APOSJ_59058	YEAST03195
OG0006516	APOSJ_18851, APOSJ_58515	YEAST02248
OG0006520	APOSJ_63638	YEAST05914
OG0006523	APOSJ_38263, APOSJ_37003	YEAST04170
OG0006528	APOSJ_53437, APOSJ_53438	YEAST02276
OG0006532	APOSJ_28621	YEAST05019
OG0006533	APOSJ_62052	YEAST00790
OG0006538	APOSJ_28426, APOSJ_28427	YEAST02168
OG0006543	APOSJ_44995, APOSJ_28802	YEAST03219
OG0006544	APOSJ_18040	YEAST06160
OG0006550	APOSJ_11948	YEAST05541
OG0006552	APOSJ_50686	YEAST02016
OG0006553	APOSJ_16537, APOSJ_38552	YEAST05825
OG0006561	APOSJ_40512, APOSJ_40511, APOSJ_40510, APOSJ_40509	YEAST00874
OG0006564	APOSJ_33440, APOSJ_41153, APOSJ_65187, APOSJ_05383	YEAST05934
OG0006568	APOSJ_01640, APOSJ_11311, APOSJ_01643, APOSJ_01641	YEAST03560
OG0006569	APOSJ_15129, APOSJ_02494, APOSJ_61842, APOSJ_02495	YEAST02940
OG0006571	APOSJ_08378, APOSJ_08377	YEAST00795
OG0006574	APOSJ_61707, APOSJ_61705	YEAST06163
OG0006577	APOSJ_00939, APOSJ_00940	YEAST03945
OG0006580	APOSJ_50989, APOSJ_50990	YEAST04957
OG0006582	APOSJ_50439, APOSJ_50434, APOSJ_50440, APOSJ_50438, APOSJ_50436, APOSJ_50435	YEAST04615
OG0006584	APOSJ_58429	YEAST01846
OG0006589	APOSJ_04336, APOSJ_23184, APOSJ_23186, APOSJ_23185	YEAST04474
OG0006594	APOSJ_58318, APOSJ_42912	YEAST00464
OG0006595	APOSJ_22937	YEAST05577
OG0006596	APOSJ_25382	YEAST03312
OG0006597	APOSJ_18430, APOSJ_13338, APOSJ_13339	YEAST01876
OG0006598	APOSJ_65035, APOSJ_42262, APOSJ_65039	YEAST02580
OG0006602	APOSJ_18629, APOSJ_18628	YEAST06259
OG0006603	APOSJ_06735, APOSJ_06734	YEAST05721
OG0006604	APOSJ_33094	YEAST01597
OG0006607	APOSJ_27410	YEAST05258
OG0006609	APOSJ_09900, APOSJ_11962, APOSJ_11963	YEAST04231
OG0006610	APOSJ_40165	YEAST04593
OG0006611	APOSJ_33235, APOSJ_33233	YEAST02395
OG0006613	APOSJ_56982	YEAST00490
OG0006615	APOSJ_56224	YEAST02695
OG0006617	APOSJ_37542, APOSJ_37543	YEAST01373
OG0006619	APOSJ_54958, APOSJ_54959	YEAST03691
OG0006622	APOSJ_58078, APOSJ_58079	YEAST04382
OG0006627	APOSJ_45289	YEAST01553
OG0006630	APOSJ_17512	YEAST05584
OG0006631	APOSJ_08387	YEAST01419, YEAST04493
OG0006633	APOSJ_49882	YEAST05580
OG0006636	APOSJ_44189, APOSJ_44188	YEAST06190
OG0006637	APOSJ_28692, APOSJ_28691	YEAST06011
OG0006651	APOSJ_08235	YEAST03308
OG0006655	APOSJ_00356, APOSJ_00357, APOSJ_00358, APOSJ_00359	YEAST04609
OG0006658	APOSJ_49113	YEAST03323
OG0006662	APOSJ_31084	YEAST02707
OG0006663	APOSJ_47812, APOSJ_47813	YEAST04538
OG0006664	APOSJ_14184	YEAST04769
OG0006667	APOSJ_64701, APOSJ_60811, APOSJ_64702	YEAST03011
OG0006668	APOSJ_62152, APOSJ_37718	YEAST00040
OG0006669	APOSJ_03766, APOSJ_03764	YEAST05379
OG0006678	APOSJ_17723, APOSJ_17724	YEAST03428
OG0006681	APOSJ_61068, APOSJ_61067	YEAST02774
OG0006688	APOSJ_27808	YEAST02298
OG0006690	APOSJ_25656	YEAST00986
OG0006691	APOSJ_19044	YEAST06141
OG0006692	APOSJ_65340, APOSJ_52416	YEAST04243
OG0006694	APOSJ_03363, APOSJ_10796	YEAST04074
OG0006703	APOSJ_14770, APOSJ_14769	YEAST04919
OG0006706	APOSJ_36222, APOSJ_36223	YEAST01312
OG0006707	APOSJ_27464	YEAST04448
OG0006712	APOSJ_45419, APOSJ_28195	YEAST01297
OG0006716	APOSJ_50873, APOSJ_50871, APOSJ_50874, APOSJ_50872	YEAST01688
OG0006717	APOSJ_52799, APOSJ_52798	YEAST03273, YEAST00511
OG0006722	APOSJ_00145, APOSJ_00146	YEAST05928
OG0006725	APOSJ_30326, APOSJ_38927	YEAST05141
OG0006728	APOSJ_21456	YEAST01819
OG0006730	APOSJ_01719	YEAST06066
OG0006732	APOSJ_61979, APOSJ_61978	YEAST05092
OG0006738	APOSJ_25025, APOSJ_26457, APOSJ_25026, APOSJ_25024	YEAST03786
OG0006741	APOSJ_38664	YEAST00908
OG0006752	APOSJ_17882, APOSJ_17881	YEAST01605
OG0006753	APOSJ_38998	YEAST06210
OG0006754	APOSJ_05837	YEAST05223, YEAST00660
OG0006755	APOSJ_44274, APOSJ_64561, APOSJ_64563, APOSJ_64564	YEAST03743
OG0006757	APOSJ_42820	YEAST02585
OG0006758	APOSJ_41069, APOSJ_28300	YEAST00132
OG0006766	APOSJ_06534, APOSJ_41319, APOSJ_06535	YEAST01711
OG0006769	APOSJ_16333	YEAST04955
OG0006772	APOSJ_31036	YEAST05602
OG0006775	APOSJ_42124, APOSJ_42123	YEAST01095
OG0006776	APOSJ_12966, APOSJ_12967	YEAST02455
OG0006777	APOSJ_19246, APOSJ_19247, APOSJ_19248	YEAST05242
OG0006826	APOSJ_17237	YEAST03748
OG0006830	APOSJ_62499, APOSJ_07449, APOSJ_01198, APOSJ_01199	YEAST02320
OG0006838	APOSJ_02122	YEAST01244
OG0006843	APOSJ_33620	YEAST03855
OG0006846	APOSJ_25724	YEAST04146
OG0006853	APOSJ_44043	YEAST03500
OG0006860	APOSJ_56395	YEAST03798
OG0006867	APOSJ_33171, APOSJ_44359, APOSJ_44361	YEAST03341
OG0006869	APOSJ_45609, APOSJ_18190, APOSJ_45611, APOSJ_45604, APOSJ_22739	YEAST01706
OG0006874	APOSJ_64944, APOSJ_64943	YEAST03449
OG0006876	APOSJ_24646	YEAST00384
OG0006880	APOSJ_63743, APOSJ_63741, APOSJ_63742, APOSJ_63740	YEAST04631
OG0006881	APOSJ_26248, APOSJ_26247, APOSJ_26246	YEAST01049
OG0006887	APOSJ_27115	YEAST01983
OG0006888	APOSJ_14838	YEAST00485
OG0006890	APOSJ_60946, APOSJ_59956, APOSJ_59957	YEAST02034
OG0006891	APOSJ_65427, APOSJ_65426, APOSJ_65425, APOSJ_65370	YEAST00187
OG0006892	APOSJ_20019	YEAST04820
OG0006894	APOSJ_09632	YEAST01360
OG0006897	APOSJ_01491, APOSJ_01490	YEAST00856
OG0006901	APOSJ_17690	YEAST05480
OG0006906	APOSJ_05156	YEAST00746
OG0006920	APOSJ_50381, APOSJ_50380, APOSJ_50384, APOSJ_50382, APOSJ_50379, APOSJ_45653, APOSJ_50377, APOSJ_50378, APOSJ_61750, APOSJ_61751	YEAST02490
OG0006924	APOSJ_62477, APOSJ_09705	YEAST04308
OG0006927	APOSJ_51313, APOSJ_34133, APOSJ_63788	YEAST00921
OG0006934	APOSJ_56368	YEAST02053
OG0006935	APOSJ_55531, APOSJ_55532	YEAST02014
OG0006936	APOSJ_19875	YEAST06114
OG0006937	APOSJ_63843, APOSJ_10217	YEAST05537
OG0006938	APOSJ_18988, APOSJ_18985	YEAST02536
OG0006939	APOSJ_61018	YEAST01033
OG0006940	APOSJ_42534	YEAST05163
OG0006942	APOSJ_23645, APOSJ_23646	YEAST00190
OG0006943	APOSJ_00830, APOSJ_00829	YEAST02583
OG0006949	APOSJ_13101, APOSJ_26893	YEAST00975, YEAST00256
OG0006952	APOSJ_40243, APOSJ_51453	YEAST02831
OG0006953	APOSJ_36543, APOSJ_21697, APOSJ_28368	YEAST02903, YEAST04751, YEAST05739
OG0006959	APOSJ_61981, APOSJ_61980	YEAST01865
OG0006964	APOSJ_09573, APOSJ_09572	YEAST05995
OG0006966	APOSJ_53307	YEAST02544
OG0006967	APOSJ_22231	YEAST06235
OG0006968	APOSJ_23282	YEAST03972
OG0006969	APOSJ_25946	YEAST01604
OG0006971	APOSJ_24320, APOSJ_24319	YEAST00044
OG0006973	APOSJ_26316	YEAST03793
OG0006975	APOSJ_42307, APOSJ_16860, APOSJ_42306	YEAST02322
OG0006977	APOSJ_05269, APOSJ_26690	YEAST06248
OG0006978	APOSJ_54706, APOSJ_54708, APOSJ_54710, APOSJ_54709, APOSJ_04481	YEAST00696
OG0006980	APOSJ_61662, APOSJ_61663	YEAST02173
OG0006985	APOSJ_32747, APOSJ_63924, APOSJ_63920	YEAST03215
OG0006989	APOSJ_24754, APOSJ_24755	YEAST04914
OG0006991	APOSJ_46537	YEAST05066
OG0006992	APOSJ_16368	YEAST04657
OG0006994	APOSJ_10380, APOSJ_10381	YEAST05554
OG0006995	APOSJ_22637	YEAST06048
OG0006997	APOSJ_53210, APOSJ_56310	YEAST00664
OG0006998	APOSJ_57837, APOSJ_57838	YEAST02509
OG0006999	APOSJ_46842	YEAST03874
OG0007003	APOSJ_61780, APOSJ_17005	YEAST01840
OG0007005	APOSJ_48701, APOSJ_28138	YEAST03907
OG0007009	APOSJ_10045	YEAST05645
OG0007010	APOSJ_62140, APOSJ_45122	YEAST01652
OG0007012	APOSJ_00889	YEAST05361
OG0007013	APOSJ_58627	YEAST05971
OG0007015	APOSJ_58087	YEAST03053
OG0007016	APOSJ_33383, APOSJ_33386, APOSJ_33384, APOSJ_33385	YEAST05307
OG0007020	APOSJ_09751	YEAST00663
OG0007024	APOSJ_58666	YEAST01864
OG0007028	APOSJ_53149, APOSJ_53150, APOSJ_61675, APOSJ_53152, APOSJ_59905	YEAST06312
OG0007029	APOSJ_38852, APOSJ_38853	YEAST05619
OG0007030	APOSJ_19471, APOSJ_19472, APOSJ_19474, APOSJ_19473, APOSJ_58282, APOSJ_19470	YEAST05712
OG0007033	APOSJ_12615	YEAST04002
OG0007036	APOSJ_62513	YEAST04799
OG0007043	APOSJ_42024, APOSJ_42025	YEAST02072, YEAST01064
OG0007045	APOSJ_01927	YEAST01113
OG0007046	APOSJ_06037	YEAST04826
OG0007050	APOSJ_15289, APOSJ_30393	YEAST05668
OG0007053	APOSJ_16019	YEAST05898
OG0007055	APOSJ_31312	YEAST02593
OG0007057	APOSJ_28684, APOSJ_28683, APOSJ_28685, APOSJ_28686	YEAST05673
OG0007061	APOSJ_46459	YEAST03247
OG0007063	APOSJ_04903, APOSJ_04902	YEAST04650
OG0007071	APOSJ_18860	YEAST02162
OG0007073	APOSJ_28284, APOSJ_64545	YEAST03946
OG0007075	APOSJ_38690, APOSJ_45515	YEAST00811
OG0007084	APOSJ_54010	YEAST05527
OG0007089	APOSJ_25775, APOSJ_25776	YEAST04132
OG0007092	APOSJ_25956, APOSJ_25955	YEAST01811
OG0007093	APOSJ_62680	YEAST01923
OG0007095	APOSJ_17446	YEAST02581
OG0007097	APOSJ_33669	YEAST01699
OG0007098	APOSJ_25086	YEAST03783
OG0007106	APOSJ_46368	YEAST00202
OG0007112	APOSJ_25298	YEAST05597
OG0007114	APOSJ_18015	YEAST03493
OG0007118	APOSJ_38787, APOSJ_43062, APOSJ_46166	YEAST01120
OG0007119	APOSJ_35224	YEAST05459
OG0007120	APOSJ_12641	YEAST04248
OG0007121	APOSJ_04164, APOSJ_04163, APOSJ_54402, APOSJ_04165	YEAST05746
OG0007124	APOSJ_37108	YEAST04818
OG0007127	APOSJ_31901	YEAST04415
OG0007130	APOSJ_06883	YEAST05158
OG0007131	APOSJ_28471, APOSJ_28473	YEAST05874
OG0007132	APOSJ_60411, APOSJ_60410	YEAST06078
OG0007137	APOSJ_56755	YEAST00797
OG0007138	APOSJ_58570, APOSJ_58571	YEAST04319
OG0007143	APOSJ_34275, APOSJ_34276	YEAST02636
OG0007144	APOSJ_07260	YEAST04135
OG0007150	APOSJ_14446, APOSJ_14447	YEAST00900
OG0007154	APOSJ_00713	YEAST01439
OG0007164	APOSJ_28942, APOSJ_28941	YEAST05557
OG0007165	APOSJ_27299	YEAST04228, YEAST02514
OG0007166	APOSJ_43197	YEAST05384
OG0007168	APOSJ_11442, APOSJ_02599, APOSJ_08930	YEAST02929
OG0007182	APOSJ_09065, APOSJ_57711, APOSJ_21176, APOSJ_57710, APOSJ_17787	YEAST00042
OG0007184	APOSJ_45651	YEAST01512
OG0007186	APOSJ_46996, APOSJ_07485, APOSJ_07483, APOSJ_15652	YEAST00761
OG0007192	APOSJ_11345	YEAST00860
OG0007201	APOSJ_54513, APOSJ_54512, APOSJ_54511	YEAST01721
OG0007254	APOSJ_13177	YEAST00328
OG0007258	APOSJ_39371	YEAST02867
OG0007264	APOSJ_04142	YEAST04093
OG0007274	APOSJ_58383	YEAST04165, YEAST05634
OG0007276	APOSJ_56899	YEAST02007
OG0007279	APOSJ_45405	YEAST02363
OG0007282	APOSJ_52740, APOSJ_52741	YEAST04912
OG0007288	APOSJ_62431	YEAST02949
OG0007292	APOSJ_35746, APOSJ_35745	YEAST05159
OG0007303	APOSJ_28901, APOSJ_28900	YEAST05207
OG0007313	APOSJ_11566, APOSJ_11567, APOSJ_11565	YEAST02047
OG0007317	APOSJ_35307, APOSJ_48501	YEAST04084
OG0007321	APOSJ_00773, APOSJ_42511, APOSJ_42509	YEAST05016
OG0007322	APOSJ_38642, APOSJ_38640, APOSJ_38641, APOSJ_38639	YEAST01090
OG0007325	APOSJ_29140, APOSJ_58466	YEAST03249
OG0007330	APOSJ_06174, APOSJ_38790	YEAST00633
OG0007332	APOSJ_52532, APOSJ_52527, APOSJ_52530, APOSJ_52528, APOSJ_14624	YEAST02451
OG0007335	APOSJ_39648	YEAST06084
OG0007341	APOSJ_50200, APOSJ_44552, APOSJ_50199	YEAST00183
OG0007342	APOSJ_29822	YEAST03859
OG0007343	APOSJ_45945	YEAST00383
OG0007347	APOSJ_12120	YEAST02066
OG0007349	APOSJ_21746, APOSJ_21745	YEAST01492
OG0007354	APOSJ_26923	YEAST03378
OG0007355	APOSJ_41454, APOSJ_41455, APOSJ_41453	YEAST02682
OG0007361	APOSJ_34784	YEAST02394
OG0007363	APOSJ_32242	YEAST05519
OG0007364	APOSJ_26331	YEAST01959
OG0007367	APOSJ_31799, APOSJ_15504, APOSJ_15505, APOSJ_31802	YEAST01013
OG0007371	APOSJ_05203, APOSJ_05204	YEAST04970
OG0007376	APOSJ_04287	YEAST02976
OG0007379	APOSJ_42997, APOSJ_63432	YEAST00967
OG0007380	APOSJ_43045	YEAST00785, YEAST00666
OG0007382	APOSJ_56678, APOSJ_14341	YEAST01108
OG0007387	APOSJ_21483	YEAST06326
OG0007393	APOSJ_53832	YEAST01116
OG0007394	APOSJ_01644, APOSJ_01645	YEAST05998
OG0007395	APOSJ_54612	YEAST00603
OG0007397	APOSJ_50479	YEAST03512
OG0007399	APOSJ_42198	YEAST02279
OG0007408	APOSJ_47695	YEAST03401
OG0007409	APOSJ_05303, APOSJ_05302	YEAST05329
OG0007411	APOSJ_19728, APOSJ_19729	YEAST04399
OG0007412	APOSJ_42010	YEAST04822
OG0007414	APOSJ_29005	YEAST01970
OG0007415	APOSJ_31789	YEAST01948
OG0007417	APOSJ_04996	YEAST04175
OG0007419	APOSJ_55294, APOSJ_55296, APOSJ_55295	YEAST02667
OG0007421	APOSJ_20549, APOSJ_20548	YEAST00762
OG0007424	APOSJ_24053, APOSJ_24054	YEAST05463
OG0007425	APOSJ_14859, APOSJ_14860	YEAST06135
OG0007428	APOSJ_18898	YEAST01536
OG0007431	APOSJ_12963, APOSJ_16258, APOSJ_12962, APOSJ_12964	YEAST00610
OG0007439	APOSJ_10207	YEAST01063
OG0007442	APOSJ_24971	YEAST03687
OG0007446	APOSJ_30397	YEAST04647
OG0007451	APOSJ_43780	YEAST02017
OG0007454	APOSJ_05135, APOSJ_05134	YEAST01359
OG0007456	APOSJ_44072, APOSJ_44071	YEAST00931
OG0007458	APOSJ_17630	YEAST02196
OG0007460	APOSJ_52023	YEAST04891
OG0007463	APOSJ_18618	YEAST00394
OG0007466	APOSJ_43950	YEAST00806
OG0007473	APOSJ_09192	YEAST03408
OG0007478	APOSJ_39185	YEAST02470
OG0007482	APOSJ_56374	YEAST05783
OG0007483	APOSJ_24186	YEAST01187
OG0007484	APOSJ_20434	YEAST00517
OG0007488	APOSJ_64769, APOSJ_64768	YEAST04193
OG0007491	APOSJ_56972	YEAST05032
OG0007495	APOSJ_07062	YEAST04536
OG0007498	APOSJ_20907, APOSJ_20908	YEAST00593
OG0007504	APOSJ_56533, APOSJ_56531, APOSJ_56529, APOSJ_56532, APOSJ_56528	YEAST02642
OG0007508	APOSJ_42211, APOSJ_12770, APOSJ_42209	YEAST05759
OG0007509	APOSJ_22228	YEAST03229
OG0007519	APOSJ_57278, APOSJ_19035, APOSJ_27726, APOSJ_19033, APOSJ_19034	YEAST04589
OG0007528	APOSJ_03313, APOSJ_03314	YEAST02438
OG0007531	APOSJ_05087	YEAST05725
OG0007591	APOSJ_13984	YEAST02623
OG0007605	APOSJ_57733, APOSJ_57732	YEAST04509
OG0007615	APOSJ_15242	YEAST05127
OG0007618	APOSJ_36206	YEAST02486
OG0007619	APOSJ_20532, APOSJ_46029	YEAST04342
OG0007622	APOSJ_45494, APOSJ_50260	YEAST01282
OG0007624	APOSJ_29108	YEAST03901
OG0007646	APOSJ_27306	YEAST05572
OG0007648	APOSJ_18949	YEAST03775
OG0007656	APOSJ_37917	YEAST02935
OG0007657	APOSJ_39247	YEAST01213
OG0007663	APOSJ_15618	YEAST01133
OG0007673	APOSJ_43198	YEAST04892
OG0007676	APOSJ_35148	YEAST01965
OG0007685	APOSJ_36019	YEAST00976
OG0007690	APOSJ_08597	YEAST00054
OG0007692	APOSJ_52739	YEAST05386
OG0007698	APOSJ_55206, APOSJ_55203, APOSJ_55205	YEAST04526
OG0007701	APOSJ_08845	YEAST04394
OG0007703	APOSJ_11401, APOSJ_12163	YEAST03290
OG0007704	APOSJ_59327	YEAST01687
OG0007722	APOSJ_64468	YEAST06130
OG0007727	APOSJ_27606, APOSJ_14786	YEAST01129
OG0007739	APOSJ_60438	YEAST04408
OG0007744	APOSJ_54566, APOSJ_40709	YEAST04303
OG0007749	APOSJ_05959	YEAST02144
OG0007751	APOSJ_31881	YEAST03046
OG0007754	APOSJ_11636	YEAST03550
OG0007758	APOSJ_00722, APOSJ_00721	YEAST04336
OG0007766	APOSJ_28798	YEAST03772, YEAST02908
OG0007767	APOSJ_21727, APOSJ_06802	YEAST03177
OG0007769	APOSJ_27398, APOSJ_27399, APOSJ_27397	YEAST02589
OG0007772	APOSJ_37333	YEAST05211
OG0007773	APOSJ_24453	YEAST05609
OG0007783	APOSJ_01960	YEAST03579
OG0007784	APOSJ_50170, APOSJ_44397	YEAST01170
OG0007786	APOSJ_43351	YEAST01347
OG0007801	APOSJ_40019	YEAST02556, YEAST00332
OG0007803	APOSJ_34976	YEAST00818
OG0007810	APOSJ_01691, APOSJ_01692	YEAST06278
OG0007811	APOSJ_35843, APOSJ_60437	YEAST05686
OG0007816	APOSJ_56226	YEAST00605
OG0007823	APOSJ_07308	YEAST03887
OG0007825	APOSJ_11194, APOSJ_58685	YEAST05054
OG0007827	APOSJ_12653, APOSJ_12650	YEAST01279
OG0007829	APOSJ_63161	YEAST02649
OG0007830	APOSJ_59767	YEAST03594
OG0007831	APOSJ_17577	YEAST03693
OG0007838	APOSJ_28337, APOSJ_28338	YEAST04312
OG0007840	APOSJ_12720	YEAST02829
OG0007843	APOSJ_13560, APOSJ_13561	YEAST04794
OG0007848	APOSJ_16156, APOSJ_16157	YEAST03711
OG0007849	APOSJ_29591, APOSJ_29592, APOSJ_29595, APOSJ_29593, APOSJ_29596, APOSJ_29594	YEAST01915
OG0007850	APOSJ_38482, APOSJ_38483	YEAST01418
OG0007858	APOSJ_03039, APOSJ_18545, APOSJ_03037	YEAST03196
OG0007866	APOSJ_64828, APOSJ_64826, APOSJ_61720, APOSJ_12173, APOSJ_12172, APOSJ_29769, APOSJ_64829, APOSJ_12171, APOSJ_55261	YEAST06036
OG0007912	APOSJ_33437	YEAST04725
OG0007918	APOSJ_51266	YEAST04092
OG0007941	APOSJ_62222, APOSJ_41784	YEAST03892
OG0007943	APOSJ_57289	YEAST03288
OG0007947	APOSJ_16372	YEAST02420
OG0007958	APOSJ_24354, APOSJ_24353	YEAST01011
OG0007971	APOSJ_63266	YEAST03990
OG0007975	APOSJ_03609	YEAST01243
OG0007976	APOSJ_18713, APOSJ_18714	YEAST02259
OG0007978	APOSJ_26866	YEAST01491
OG0007986	APOSJ_29320, APOSJ_16479, APOSJ_16483	YEAST01263
OG0007991	APOSJ_50763	YEAST02341
OG0007993	APOSJ_39787	YEAST00089
OG0007996	APOSJ_39750	YEAST04079
OG0008008	APOSJ_07170, APOSJ_07169	YEAST02355
OG0008020	APOSJ_62404	YEAST05433
OG0008030	APOSJ_33665	YEAST00039
OG0008031	APOSJ_52849	YEAST04719
OG0008038	APOSJ_48027	YEAST05601
OG0008042	APOSJ_24268, APOSJ_24887	YEAST04557, YEAST00839
OG0008053	APOSJ_38972	YEAST05804
OG0008055	APOSJ_12200	YEAST05224
OG0008056	APOSJ_12453	YEAST04542
OG0008069	APOSJ_22755, APOSJ_22757	YEAST00959
OG0008072	APOSJ_02517	YEAST00552
OG0008074	APOSJ_28168, APOSJ_56384, APOSJ_28169, APOSJ_28167	YEAST05664
OG0008079	APOSJ_32217	YEAST03108
OG0008091	APOSJ_32247	YEAST06200
OG0008100	APOSJ_07191	YEAST03959
OG0008103	APOSJ_62425	YEAST05352
OG0008104	APOSJ_62016	YEAST06240
OG0008105	APOSJ_38249, APOSJ_39455	YEAST03324
OG0008110	APOSJ_35676, APOSJ_53484	YEAST00121
OG0008111	APOSJ_16263, APOSJ_16185, APOSJ_16187	YEAST06004, YEAST05693
OG0008122	APOSJ_62606, APOSJ_47901, APOSJ_62607	YEAST01663
OG0008127	APOSJ_62727	YEAST05342
OG0008196	APOSJ_10141	YEAST03623
OG0008201	APOSJ_45578	YEAST01163
OG0008202	APOSJ_17669	YEAST06186
OG0008208	APOSJ_60973, APOSJ_60974	YEAST04341
OG0008219	APOSJ_02829, APOSJ_02827	YEAST05754
OG0008244	APOSJ_07823	YEAST04999
OG0008251	APOSJ_47958, APOSJ_46428	YEAST01472
OG0008254	APOSJ_62688	YEAST04740
OG0008267	APOSJ_56245	YEAST02722
