Orthogroup	YEAST	APOSJ_ok
OG0006271	YEAST00375	APOSJ_07222
OG0006275	YEAST06102	APOSJ_11088
OG0006277	YEAST02811	APOSJ_45461
OG0006279	YEAST04402	APOSJ_64917, APOSJ_61543
OG0006280	YEAST04541	APOSJ_02182, APOSJ_20935
OG0006281	YEAST04979	APOSJ_54169
OG0006282	YEAST01445	APOSJ_65191
OG0006283	YEAST00229	APOSJ_02407, APOSJ_02408
OG0006284	YEAST04213	APOSJ_59652
OG0006288	YEAST02860	APOSJ_53588, APOSJ_63550
OG0006289	YEAST06209	APOSJ_06892, APOSJ_06894, APOSJ_06893
OG0006293	YEAST05380	APOSJ_06678, APOSJ_06679
OG0006294	YEAST04000	APOSJ_48736, APOSJ_36731, APOSJ_48737
OG0006295	YEAST05360	APOSJ_07872, APOSJ_07869, APOSJ_07871, APOSJ_07873
OG0006302	YEAST01852	APOSJ_30748
OG0006306	YEAST00230	APOSJ_38594, APOSJ_38595, APOSJ_38591, APOSJ_38593
OG0006311	YEAST01145	APOSJ_23814
OG0006313	YEAST02392	APOSJ_53596, APOSJ_53597
OG0006315	YEAST00489	APOSJ_12124, APOSJ_15316
OG0006319	YEAST01135	APOSJ_41318, APOSJ_06537, APOSJ_06539, APOSJ_06538
OG0006320	YEAST04478	APOSJ_34261, APOSJ_34260
OG0006322	YEAST00815	APOSJ_00282, APOSJ_00283
OG0006329	YEAST01245	APOSJ_54948, APOSJ_33322
OG0006332	YEAST06042	APOSJ_55631
OG0006334	YEAST00864	APOSJ_62432, APOSJ_33605, APOSJ_33604
OG0006335	YEAST02588	APOSJ_00061, APOSJ_00060, APOSJ_62644
OG0006340	YEAST00922, YEAST05387	APOSJ_27720
OG0006341	YEAST01452	APOSJ_29954, APOSJ_29951, APOSJ_29953
OG0006344	YEAST01465	APOSJ_51267
OG0006347	YEAST03436	APOSJ_08400
OG0006349	YEAST05233	APOSJ_63730, APOSJ_63731
OG0006350	YEAST00452	APOSJ_46136, APOSJ_14238, APOSJ_24113
OG0006360	YEAST01556	APOSJ_57553, APOSJ_57554, APOSJ_57555
OG0006362	YEAST05722	APOSJ_14933, APOSJ_14931, APOSJ_14930, APOSJ_14932
OG0006370	YEAST02350	APOSJ_12769, APOSJ_64242, APOSJ_12771, APOSJ_64227
OG0006372	YEAST05423	APOSJ_38720
OG0006375	YEAST05198	APOSJ_22689
OG0006377	YEAST04974	APOSJ_43050, APOSJ_03855, APOSJ_43049, APOSJ_43048
OG0006378	YEAST01924	APOSJ_62345, APOSJ_55754, APOSJ_62356
OG0006381	YEAST01058	APOSJ_39481
OG0006382	YEAST03313	APOSJ_14538, APOSJ_02410, APOSJ_54276, APOSJ_02409
OG0006385	YEAST04806	APOSJ_48761
OG0006387	YEAST05324	APOSJ_26237, APOSJ_26238
OG0006389	YEAST02409	APOSJ_36637, APOSJ_36635
OG0006390	YEAST00339	APOSJ_57658, APOSJ_11781
OG0006392	YEAST01246	APOSJ_29507, APOSJ_15113, APOSJ_15114
OG0006395	YEAST03605	APOSJ_25087
OG0006396	YEAST02453	APOSJ_48940, APOSJ_48936, APOSJ_48937, APOSJ_61567, APOSJ_48934, APOSJ_48938
OG0006398	YEAST04420, YEAST03553	APOSJ_11677, APOSJ_08362, APOSJ_20411, APOSJ_11678
OG0006407	YEAST02250	APOSJ_62382
OG0006447	YEAST03459	APOSJ_21791, APOSJ_21792, APOSJ_21789, APOSJ_21790
OG0006448	YEAST00505, YEAST04285	APOSJ_02510
OG0006449	YEAST02458	APOSJ_64971, APOSJ_12864
OG0006459	YEAST00972, YEAST00245	APOSJ_18769
OG0006461	YEAST05346	APOSJ_54174, APOSJ_54175
OG0006462	YEAST01838	APOSJ_53770, APOSJ_53769
OG0006464	YEAST05965	APOSJ_46425, APOSJ_46426
OG0006465	YEAST01875	APOSJ_34388
OG0006467	YEAST00027, YEAST02272	APOSJ_17442, APOSJ_17443
OG0006470	YEAST01306	APOSJ_43022
OG0006474	YEAST03988	APOSJ_40819
OG0006475	YEAST06223, YEAST00349	APOSJ_07401
OG0006476	YEAST00315	APOSJ_46290
OG0006479	YEAST05669	APOSJ_52929, APOSJ_52930
OG0006481	YEAST06165	APOSJ_18843, APOSJ_18839
OG0006488	YEAST02614	APOSJ_25192
OG0006498	YEAST02291	APOSJ_32514
OG0006503	YEAST06053	APOSJ_33556, APOSJ_33553
OG0006504	YEAST02866	APOSJ_24974
OG0006507	YEAST02914	APOSJ_29786, APOSJ_25525, APOSJ_29789
OG0006509	YEAST02252	APOSJ_44041, APOSJ_44038, APOSJ_44039, APOSJ_44040
OG0006511	YEAST01899	APOSJ_44173
OG0006512	YEAST04169	APOSJ_43557
OG0006514	YEAST05820	APOSJ_29777, APOSJ_29778
OG0006515	YEAST03195	APOSJ_59058
OG0006516	YEAST02248	APOSJ_18851, APOSJ_58515
OG0006520	YEAST05914	APOSJ_63638
OG0006523	YEAST04170	APOSJ_38263, APOSJ_37003
OG0006528	YEAST02276	APOSJ_53437, APOSJ_53438
OG0006532	YEAST05019	APOSJ_28621
OG0006533	YEAST00790	APOSJ_62052
OG0006538	YEAST02168	APOSJ_28426, APOSJ_28427
OG0006543	YEAST03219	APOSJ_44995, APOSJ_28802
OG0006544	YEAST06160	APOSJ_18040
OG0006550	YEAST05541	APOSJ_11948
OG0006552	YEAST02016	APOSJ_50686
OG0006553	YEAST05825	APOSJ_16537, APOSJ_38552
OG0006561	YEAST00874	APOSJ_40512, APOSJ_40511, APOSJ_40510, APOSJ_40509
OG0006564	YEAST05934	APOSJ_33440, APOSJ_41153, APOSJ_65187, APOSJ_05383
OG0006568	YEAST03560	APOSJ_01640, APOSJ_11311, APOSJ_01643, APOSJ_01641
OG0006569	YEAST02940	APOSJ_15129, APOSJ_02494, APOSJ_61842, APOSJ_02495
OG0006571	YEAST00795	APOSJ_08378, APOSJ_08377
OG0006574	YEAST06163	APOSJ_61707, APOSJ_61705
OG0006577	YEAST03945	APOSJ_00939, APOSJ_00940
OG0006580	YEAST04957	APOSJ_50989, APOSJ_50990
OG0006582	YEAST04615	APOSJ_50439, APOSJ_50434, APOSJ_50440, APOSJ_50438, APOSJ_50436, APOSJ_50435
OG0006584	YEAST01846	APOSJ_58429
OG0006589	YEAST04474	APOSJ_04336, APOSJ_23184, APOSJ_23186, APOSJ_23185
OG0006594	YEAST00464	APOSJ_58318, APOSJ_42912
OG0006595	YEAST05577	APOSJ_22937
OG0006596	YEAST03312	APOSJ_25382
OG0006597	YEAST01876	APOSJ_18430, APOSJ_13338, APOSJ_13339
OG0006598	YEAST02580	APOSJ_65035, APOSJ_42262, APOSJ_65039
OG0006602	YEAST06259	APOSJ_18629, APOSJ_18628
OG0006603	YEAST05721	APOSJ_06735, APOSJ_06734
OG0006604	YEAST01597	APOSJ_33094
OG0006607	YEAST05258	APOSJ_27410
OG0006609	YEAST04231	APOSJ_09900, APOSJ_11962, APOSJ_11963
OG0006610	YEAST04593	APOSJ_40165
OG0006611	YEAST02395	APOSJ_33235, APOSJ_33233
OG0006613	YEAST00490	APOSJ_56982
OG0006615	YEAST02695	APOSJ_56224
OG0006617	YEAST01373	APOSJ_37542, APOSJ_37543
OG0006619	YEAST03691	APOSJ_54958, APOSJ_54959
OG0006622	YEAST04382	APOSJ_58078, APOSJ_58079
OG0006627	YEAST01553	APOSJ_45289
OG0006630	YEAST05584	APOSJ_17512
OG0006631	YEAST01419, YEAST04493	APOSJ_08387
OG0006633	YEAST05580	APOSJ_49882
OG0006636	YEAST06190	APOSJ_44189, APOSJ_44188
OG0006637	YEAST06011	APOSJ_28692, APOSJ_28691
OG0006651	YEAST03308	APOSJ_08235
OG0006655	YEAST04609	APOSJ_00356, APOSJ_00357, APOSJ_00358, APOSJ_00359
OG0006658	YEAST03323	APOSJ_49113
OG0006662	YEAST02707	APOSJ_31084
OG0006663	YEAST04538	APOSJ_47812, APOSJ_47813
OG0006664	YEAST04769	APOSJ_14184
OG0006667	YEAST03011	APOSJ_64701, APOSJ_60811, APOSJ_64702
OG0006668	YEAST00040	APOSJ_62152, APOSJ_37718
OG0006669	YEAST05379	APOSJ_03766, APOSJ_03764
OG0006678	YEAST03428	APOSJ_17723, APOSJ_17724
OG0006681	YEAST02774	APOSJ_61068, APOSJ_61067
OG0006688	YEAST02298	APOSJ_27808
OG0006690	YEAST00986	APOSJ_25656
OG0006691	YEAST06141	APOSJ_19044
OG0006692	YEAST04243	APOSJ_65340, APOSJ_52416
OG0006694	YEAST04074	APOSJ_03363, APOSJ_10796
OG0006703	YEAST04919	APOSJ_14770, APOSJ_14769
OG0006706	YEAST01312	APOSJ_36222, APOSJ_36223
OG0006707	YEAST04448	APOSJ_27464
OG0006712	YEAST01297	APOSJ_45419, APOSJ_28195
OG0006716	YEAST01688	APOSJ_50873, APOSJ_50871, APOSJ_50874, APOSJ_50872
OG0006717	YEAST03273, YEAST00511	APOSJ_52799, APOSJ_52798
OG0006722	YEAST05928	APOSJ_00145, APOSJ_00146
OG0006725	YEAST05141	APOSJ_30326, APOSJ_38927
OG0006728	YEAST01819	APOSJ_21456
OG0006730	YEAST06066	APOSJ_01719
OG0006732	YEAST05092	APOSJ_61979, APOSJ_61978
OG0006738	YEAST03786	APOSJ_25025, APOSJ_26457, APOSJ_25026, APOSJ_25024
OG0006741	YEAST00908	APOSJ_38664
OG0006752	YEAST01605	APOSJ_17882, APOSJ_17881
OG0006753	YEAST06210	APOSJ_38998
OG0006754	YEAST05223, YEAST00660	APOSJ_05837
OG0006755	YEAST03743	APOSJ_44274, APOSJ_64561, APOSJ_64563, APOSJ_64564
OG0006757	YEAST02585	APOSJ_42820
OG0006758	YEAST00132	APOSJ_41069, APOSJ_28300
OG0006766	YEAST01711	APOSJ_06534, APOSJ_41319, APOSJ_06535
OG0006769	YEAST04955	APOSJ_16333
OG0006772	YEAST05602	APOSJ_31036
OG0006775	YEAST01095	APOSJ_42124, APOSJ_42123
OG0006776	YEAST02455	APOSJ_12966, APOSJ_12967
OG0006777	YEAST05242	APOSJ_19246, APOSJ_19247, APOSJ_19248
OG0006826	YEAST03748	APOSJ_17237
OG0006830	YEAST02320	APOSJ_62499, APOSJ_07449, APOSJ_01198, APOSJ_01199
OG0006838	YEAST01244	APOSJ_02122
OG0006843	YEAST03855	APOSJ_33620
OG0006846	YEAST04146	APOSJ_25724
OG0006853	YEAST03500	APOSJ_44043
OG0006860	YEAST03798	APOSJ_56395
OG0006867	YEAST03341	APOSJ_33171, APOSJ_44359, APOSJ_44361
OG0006869	YEAST01706	APOSJ_45609, APOSJ_18190, APOSJ_45611, APOSJ_45604, APOSJ_22739
OG0006874	YEAST03449	APOSJ_64944, APOSJ_64943
OG0006876	YEAST00384	APOSJ_24646
OG0006880	YEAST04631	APOSJ_63743, APOSJ_63741, APOSJ_63742, APOSJ_63740
OG0006881	YEAST01049	APOSJ_26248, APOSJ_26247, APOSJ_26246
OG0006887	YEAST01983	APOSJ_27115
OG0006888	YEAST00485	APOSJ_14838
OG0006890	YEAST02034	APOSJ_60946, APOSJ_59956, APOSJ_59957
OG0006891	YEAST00187	APOSJ_65427, APOSJ_65426, APOSJ_65425, APOSJ_65370
OG0006892	YEAST04820	APOSJ_20019
OG0006894	YEAST01360	APOSJ_09632
OG0006897	YEAST00856	APOSJ_01491, APOSJ_01490
OG0006901	YEAST05480	APOSJ_17690
OG0006906	YEAST00746	APOSJ_05156
OG0006920	YEAST02490	APOSJ_50381, APOSJ_50380, APOSJ_50384, APOSJ_50382, APOSJ_50379, APOSJ_45653, APOSJ_50377, APOSJ_50378, APOSJ_61750, APOSJ_61751
OG0006924	YEAST04308	APOSJ_62477, APOSJ_09705
OG0006927	YEAST00921	APOSJ_51313, APOSJ_34133, APOSJ_63788
OG0006934	YEAST02053	APOSJ_56368
OG0006935	YEAST02014	APOSJ_55531, APOSJ_55532
OG0006936	YEAST06114	APOSJ_19875
OG0006937	YEAST05537	APOSJ_63843, APOSJ_10217
OG0006938	YEAST02536	APOSJ_18988, APOSJ_18985
OG0006939	YEAST01033	APOSJ_61018
OG0006940	YEAST05163	APOSJ_42534
OG0006942	YEAST00190	APOSJ_23645, APOSJ_23646
OG0006943	YEAST02583	APOSJ_00830, APOSJ_00829
OG0006949	YEAST00975, YEAST00256	APOSJ_13101, APOSJ_26893
OG0006952	YEAST02831	APOSJ_40243, APOSJ_51453
OG0006953	YEAST02903, YEAST04751, YEAST05739	APOSJ_36543, APOSJ_21697, APOSJ_28368
OG0006959	YEAST01865	APOSJ_61981, APOSJ_61980
OG0006964	YEAST05995	APOSJ_09573, APOSJ_09572
OG0006966	YEAST02544	APOSJ_53307
OG0006967	YEAST06235	APOSJ_22231
OG0006968	YEAST03972	APOSJ_23282
OG0006969	YEAST01604	APOSJ_25946
OG0006971	YEAST00044	APOSJ_24320, APOSJ_24319
OG0006973	YEAST03793	APOSJ_26316
OG0006975	YEAST02322	APOSJ_42307, APOSJ_16860, APOSJ_42306
OG0006977	YEAST06248	APOSJ_05269, APOSJ_26690
OG0006978	YEAST00696	APOSJ_54706, APOSJ_54708, APOSJ_54710, APOSJ_54709, APOSJ_04481
OG0006980	YEAST02173	APOSJ_61662, APOSJ_61663
OG0006985	YEAST03215	APOSJ_32747, APOSJ_63924, APOSJ_63920
OG0006989	YEAST04914	APOSJ_24754, APOSJ_24755
OG0006991	YEAST05066	APOSJ_46537
OG0006992	YEAST04657	APOSJ_16368
OG0006994	YEAST05554	APOSJ_10380, APOSJ_10381
OG0006995	YEAST06048	APOSJ_22637
OG0006997	YEAST00664	APOSJ_53210, APOSJ_56310
OG0006998	YEAST02509	APOSJ_57837, APOSJ_57838
OG0006999	YEAST03874	APOSJ_46842
OG0007003	YEAST01840	APOSJ_61780, APOSJ_17005
OG0007005	YEAST03907	APOSJ_48701, APOSJ_28138
OG0007009	YEAST05645	APOSJ_10045
OG0007010	YEAST01652	APOSJ_62140, APOSJ_45122
OG0007012	YEAST05361	APOSJ_00889
OG0007013	YEAST05971	APOSJ_58627
OG0007015	YEAST03053	APOSJ_58087
OG0007016	YEAST05307	APOSJ_33383, APOSJ_33386, APOSJ_33384, APOSJ_33385
OG0007020	YEAST00663	APOSJ_09751
OG0007024	YEAST01864	APOSJ_58666
OG0007028	YEAST06312	APOSJ_53149, APOSJ_53150, APOSJ_61675, APOSJ_53152, APOSJ_59905
OG0007029	YEAST05619	APOSJ_38852, APOSJ_38853
OG0007030	YEAST05712	APOSJ_19471, APOSJ_19472, APOSJ_19474, APOSJ_19473, APOSJ_58282, APOSJ_19470
OG0007033	YEAST04002	APOSJ_12615
OG0007036	YEAST04799	APOSJ_62513
OG0007043	YEAST02072, YEAST01064	APOSJ_42024, APOSJ_42025
OG0007045	YEAST01113	APOSJ_01927
OG0007046	YEAST04826	APOSJ_06037
OG0007050	YEAST05668	APOSJ_15289, APOSJ_30393
OG0007053	YEAST05898	APOSJ_16019
OG0007055	YEAST02593	APOSJ_31312
OG0007057	YEAST05673	APOSJ_28684, APOSJ_28683, APOSJ_28685, APOSJ_28686
OG0007061	YEAST03247	APOSJ_46459
OG0007063	YEAST04650	APOSJ_04903, APOSJ_04902
OG0007071	YEAST02162	APOSJ_18860
OG0007073	YEAST03946	APOSJ_28284, APOSJ_64545
OG0007075	YEAST00811	APOSJ_38690, APOSJ_45515
OG0007084	YEAST05527	APOSJ_54010
OG0007089	YEAST04132	APOSJ_25775, APOSJ_25776
OG0007092	YEAST01811	APOSJ_25956, APOSJ_25955
OG0007093	YEAST01923	APOSJ_62680
OG0007095	YEAST02581	APOSJ_17446
OG0007097	YEAST01699	APOSJ_33669
OG0007098	YEAST03783	APOSJ_25086
OG0007106	YEAST00202	APOSJ_46368
OG0007112	YEAST05597	APOSJ_25298
OG0007114	YEAST03493	APOSJ_18015
OG0007118	YEAST01120	APOSJ_38787, APOSJ_43062, APOSJ_46166
OG0007119	YEAST05459	APOSJ_35224
OG0007120	YEAST04248	APOSJ_12641
OG0007121	YEAST05746	APOSJ_04164, APOSJ_04163, APOSJ_54402, APOSJ_04165
OG0007124	YEAST04818	APOSJ_37108
OG0007127	YEAST04415	APOSJ_31901
OG0007130	YEAST05158	APOSJ_06883
OG0007131	YEAST05874	APOSJ_28471, APOSJ_28473
OG0007132	YEAST06078	APOSJ_60411, APOSJ_60410
OG0007137	YEAST00797	APOSJ_56755
OG0007138	YEAST04319	APOSJ_58570, APOSJ_58571
OG0007143	YEAST02636	APOSJ_34275, APOSJ_34276
OG0007144	YEAST04135	APOSJ_07260
OG0007150	YEAST00900	APOSJ_14446, APOSJ_14447
OG0007154	YEAST01439	APOSJ_00713
OG0007164	YEAST05557	APOSJ_28942, APOSJ_28941
OG0007165	YEAST04228, YEAST02514	APOSJ_27299
OG0007166	YEAST05384	APOSJ_43197
OG0007168	YEAST02929	APOSJ_11442, APOSJ_02599, APOSJ_08930
OG0007182	YEAST00042	APOSJ_09065, APOSJ_57711, APOSJ_21176, APOSJ_57710, APOSJ_17787
OG0007184	YEAST01512	APOSJ_45651
OG0007186	YEAST00761	APOSJ_46996, APOSJ_07485, APOSJ_07483, APOSJ_15652
OG0007192	YEAST00860	APOSJ_11345
OG0007201	YEAST01721	APOSJ_54513, APOSJ_54512, APOSJ_54511
OG0007254	YEAST00328	APOSJ_13177
OG0007258	YEAST02867	APOSJ_39371
OG0007264	YEAST04093	APOSJ_04142
OG0007274	YEAST04165, YEAST05634	APOSJ_58383
OG0007276	YEAST02007	APOSJ_56899
OG0007279	YEAST02363	APOSJ_45405
OG0007282	YEAST04912	APOSJ_52740, APOSJ_52741
OG0007288	YEAST02949	APOSJ_62431
OG0007292	YEAST05159	APOSJ_35746, APOSJ_35745
OG0007303	YEAST05207	APOSJ_28901, APOSJ_28900
OG0007313	YEAST02047	APOSJ_11566, APOSJ_11567, APOSJ_11565
OG0007317	YEAST04084	APOSJ_35307, APOSJ_48501
OG0007321	YEAST05016	APOSJ_00773, APOSJ_42511, APOSJ_42509
OG0007322	YEAST01090	APOSJ_38642, APOSJ_38640, APOSJ_38641, APOSJ_38639
OG0007325	YEAST03249	APOSJ_29140, APOSJ_58466
OG0007330	YEAST00633	APOSJ_06174, APOSJ_38790
OG0007332	YEAST02451	APOSJ_52532, APOSJ_52527, APOSJ_52530, APOSJ_52528, APOSJ_14624
OG0007335	YEAST06084	APOSJ_39648
OG0007341	YEAST00183	APOSJ_50200, APOSJ_44552, APOSJ_50199
OG0007342	YEAST03859	APOSJ_29822
OG0007343	YEAST00383	APOSJ_45945
OG0007347	YEAST02066	APOSJ_12120
OG0007349	YEAST01492	APOSJ_21746, APOSJ_21745
OG0007354	YEAST03378	APOSJ_26923
OG0007355	YEAST02682	APOSJ_41454, APOSJ_41455, APOSJ_41453
OG0007361	YEAST02394	APOSJ_34784
OG0007363	YEAST05519	APOSJ_32242
OG0007364	YEAST01959	APOSJ_26331
OG0007367	YEAST01013	APOSJ_31799, APOSJ_15504, APOSJ_15505, APOSJ_31802
OG0007371	YEAST04970	APOSJ_05203, APOSJ_05204
OG0007376	YEAST02976	APOSJ_04287
OG0007379	YEAST00967	APOSJ_42997, APOSJ_63432
OG0007380	YEAST00785, YEAST00666	APOSJ_43045
OG0007382	YEAST01108	APOSJ_56678, APOSJ_14341
OG0007387	YEAST06326	APOSJ_21483
OG0007393	YEAST01116	APOSJ_53832
OG0007394	YEAST05998	APOSJ_01644, APOSJ_01645
OG0007395	YEAST00603	APOSJ_54612
OG0007397	YEAST03512	APOSJ_50479
OG0007399	YEAST02279	APOSJ_42198
OG0007408	YEAST03401	APOSJ_47695
OG0007409	YEAST05329	APOSJ_05303, APOSJ_05302
OG0007411	YEAST04399	APOSJ_19728, APOSJ_19729
OG0007412	YEAST04822	APOSJ_42010
OG0007414	YEAST01970	APOSJ_29005
OG0007415	YEAST01948	APOSJ_31789
OG0007417	YEAST04175	APOSJ_04996
OG0007419	YEAST02667	APOSJ_55294, APOSJ_55296, APOSJ_55295
OG0007421	YEAST00762	APOSJ_20549, APOSJ_20548
OG0007424	YEAST05463	APOSJ_24053, APOSJ_24054
OG0007425	YEAST06135	APOSJ_14859, APOSJ_14860
OG0007428	YEAST01536	APOSJ_18898
OG0007431	YEAST00610	APOSJ_12963, APOSJ_16258, APOSJ_12962, APOSJ_12964
OG0007439	YEAST01063	APOSJ_10207
OG0007442	YEAST03687	APOSJ_24971
OG0007446	YEAST04647	APOSJ_30397
OG0007451	YEAST02017	APOSJ_43780
OG0007454	YEAST01359	APOSJ_05135, APOSJ_05134
OG0007456	YEAST00931	APOSJ_44072, APOSJ_44071
OG0007458	YEAST02196	APOSJ_17630
OG0007460	YEAST04891	APOSJ_52023
OG0007463	YEAST00394	APOSJ_18618
OG0007466	YEAST00806	APOSJ_43950
OG0007473	YEAST03408	APOSJ_09192
OG0007478	YEAST02470	APOSJ_39185
OG0007482	YEAST05783	APOSJ_56374
OG0007483	YEAST01187	APOSJ_24186
OG0007484	YEAST00517	APOSJ_20434
OG0007488	YEAST04193	APOSJ_64769, APOSJ_64768
OG0007491	YEAST05032	APOSJ_56972
OG0007495	YEAST04536	APOSJ_07062
OG0007498	YEAST00593	APOSJ_20907, APOSJ_20908
OG0007504	YEAST02642	APOSJ_56533, APOSJ_56531, APOSJ_56529, APOSJ_56532, APOSJ_56528
OG0007508	YEAST05759	APOSJ_42211, APOSJ_12770, APOSJ_42209
OG0007509	YEAST03229	APOSJ_22228
OG0007519	YEAST04589	APOSJ_57278, APOSJ_19035, APOSJ_27726, APOSJ_19033, APOSJ_19034
OG0007528	YEAST02438	APOSJ_03313, APOSJ_03314
OG0007531	YEAST05725	APOSJ_05087
OG0007591	YEAST02623	APOSJ_13984
OG0007605	YEAST04509	APOSJ_57733, APOSJ_57732
OG0007615	YEAST05127	APOSJ_15242
OG0007618	YEAST02486	APOSJ_36206
OG0007619	YEAST04342	APOSJ_20532, APOSJ_46029
OG0007622	YEAST01282	APOSJ_45494, APOSJ_50260
OG0007624	YEAST03901	APOSJ_29108
OG0007646	YEAST05572	APOSJ_27306
OG0007648	YEAST03775	APOSJ_18949
OG0007656	YEAST02935	APOSJ_37917
OG0007657	YEAST01213	APOSJ_39247
OG0007663	YEAST01133	APOSJ_15618
OG0007673	YEAST04892	APOSJ_43198
OG0007676	YEAST01965	APOSJ_35148
OG0007685	YEAST00976	APOSJ_36019
OG0007690	YEAST00054	APOSJ_08597
OG0007692	YEAST05386	APOSJ_52739
OG0007698	YEAST04526	APOSJ_55206, APOSJ_55203, APOSJ_55205
OG0007701	YEAST04394	APOSJ_08845
OG0007703	YEAST03290	APOSJ_11401, APOSJ_12163
OG0007704	YEAST01687	APOSJ_59327
OG0007722	YEAST06130	APOSJ_64468
OG0007727	YEAST01129	APOSJ_27606, APOSJ_14786
OG0007739	YEAST04408	APOSJ_60438
OG0007744	YEAST04303	APOSJ_54566, APOSJ_40709
OG0007749	YEAST02144	APOSJ_05959
OG0007751	YEAST03046	APOSJ_31881
OG0007754	YEAST03550	APOSJ_11636
OG0007758	YEAST04336	APOSJ_00722, APOSJ_00721
OG0007766	YEAST03772, YEAST02908	APOSJ_28798
OG0007767	YEAST03177	APOSJ_21727, APOSJ_06802
OG0007769	YEAST02589	APOSJ_27398, APOSJ_27399, APOSJ_27397
OG0007772	YEAST05211	APOSJ_37333
OG0007773	YEAST05609	APOSJ_24453
OG0007783	YEAST03579	APOSJ_01960
OG0007784	YEAST01170	APOSJ_50170, APOSJ_44397
OG0007786	YEAST01347	APOSJ_43351
OG0007801	YEAST02556, YEAST00332	APOSJ_40019
OG0007803	YEAST00818	APOSJ_34976
OG0007810	YEAST06278	APOSJ_01691, APOSJ_01692
OG0007811	YEAST05686	APOSJ_35843, APOSJ_60437
OG0007816	YEAST00605	APOSJ_56226
OG0007823	YEAST03887	APOSJ_07308
OG0007825	YEAST05054	APOSJ_11194, APOSJ_58685
OG0007827	YEAST01279	APOSJ_12653, APOSJ_12650
OG0007829	YEAST02649	APOSJ_63161
OG0007830	YEAST03594	APOSJ_59767
OG0007831	YEAST03693	APOSJ_17577
OG0007838	YEAST04312	APOSJ_28337, APOSJ_28338
OG0007840	YEAST02829	APOSJ_12720
OG0007843	YEAST04794	APOSJ_13560, APOSJ_13561
OG0007848	YEAST03711	APOSJ_16156, APOSJ_16157
OG0007849	YEAST01915	APOSJ_29591, APOSJ_29592, APOSJ_29595, APOSJ_29593, APOSJ_29596, APOSJ_29594
OG0007850	YEAST01418	APOSJ_38482, APOSJ_38483
OG0007858	YEAST03196	APOSJ_03039, APOSJ_18545, APOSJ_03037
OG0007866	YEAST06036	APOSJ_64828, APOSJ_64826, APOSJ_61720, APOSJ_12173, APOSJ_12172, APOSJ_29769, APOSJ_64829, APOSJ_12171, APOSJ_55261
OG0007912	YEAST04725	APOSJ_33437
OG0007918	YEAST04092	APOSJ_51266
OG0007941	YEAST03892	APOSJ_62222, APOSJ_41784
OG0007943	YEAST03288	APOSJ_57289
OG0007947	YEAST02420	APOSJ_16372
OG0007958	YEAST01011	APOSJ_24354, APOSJ_24353
OG0007971	YEAST03990	APOSJ_63266
OG0007975	YEAST01243	APOSJ_03609
OG0007976	YEAST02259	APOSJ_18713, APOSJ_18714
OG0007978	YEAST01491	APOSJ_26866
OG0007986	YEAST01263	APOSJ_29320, APOSJ_16479, APOSJ_16483
OG0007991	YEAST02341	APOSJ_50763
OG0007993	YEAST00089	APOSJ_39787
OG0007996	YEAST04079	APOSJ_39750
OG0008008	YEAST02355	APOSJ_07170, APOSJ_07169
OG0008020	YEAST05433	APOSJ_62404
OG0008030	YEAST00039	APOSJ_33665
OG0008031	YEAST04719	APOSJ_52849
OG0008038	YEAST05601	APOSJ_48027
OG0008042	YEAST04557, YEAST00839	APOSJ_24268, APOSJ_24887
OG0008053	YEAST05804	APOSJ_38972
OG0008055	YEAST05224	APOSJ_12200
OG0008056	YEAST04542	APOSJ_12453
OG0008069	YEAST00959	APOSJ_22755, APOSJ_22757
OG0008072	YEAST00552	APOSJ_02517
OG0008074	YEAST05664	APOSJ_28168, APOSJ_56384, APOSJ_28169, APOSJ_28167
OG0008079	YEAST03108	APOSJ_32217
OG0008091	YEAST06200	APOSJ_32247
OG0008100	YEAST03959	APOSJ_07191
OG0008103	YEAST05352	APOSJ_62425
OG0008104	YEAST06240	APOSJ_62016
OG0008105	YEAST03324	APOSJ_38249, APOSJ_39455
OG0008110	YEAST00121	APOSJ_35676, APOSJ_53484
OG0008111	YEAST06004, YEAST05693	APOSJ_16263, APOSJ_16185, APOSJ_16187
OG0008122	YEAST01663	APOSJ_62606, APOSJ_47901, APOSJ_62607
OG0008127	YEAST05342	APOSJ_62727
OG0008196	YEAST03623	APOSJ_10141
OG0008201	YEAST01163	APOSJ_45578
OG0008202	YEAST06186	APOSJ_17669
OG0008208	YEAST04341	APOSJ_60973, APOSJ_60974
OG0008219	YEAST05754	APOSJ_02829, APOSJ_02827
OG0008244	YEAST04999	APOSJ_07823
OG0008251	YEAST01472	APOSJ_47958, APOSJ_46428
OG0008254	YEAST04740	APOSJ_62688
OG0008267	YEAST02722	APOSJ_56245
OG0008273	YEAST00628	APOSJ_51333, APOSJ_51334
OG0008275	YEAST05358	APOSJ_49649
OG0008281	YEAST01387	APOSJ_09942
OG0008332	YEAST03366	APOSJ_16003, APOSJ_16004
OG0008339	YEAST03286	APOSJ_03577
OG0008346	YEAST01382	APOSJ_18773
OG0008348	YEAST03383	APOSJ_31793, APOSJ_31792
OG0008351	YEAST01276	APOSJ_08801
OG0008401	YEAST02115	APOSJ_47311
OG0008403	YEAST01318	APOSJ_19467
OG0008404	YEAST02842	APOSJ_03514
OG0008416	YEAST05168	APOSJ_03126, APOSJ_53722, APOSJ_53721, APOSJ_64881
