Orthogroup	PFLAV	HUMAN
OG0006475	TCONS_00056392.p1, TCONS_00041422.p1	HUMAN26136
OG0006476	TCONS_00042228.p1	HUMAN07555, HUMAN07556
OG0006477	TCONS_00040932.p1, TCONS_00031480.p1	HUMAN05076
OG0006478	TCONS_00054517.p1	HUMAN14445
OG0006479	TCONS_00051879.p1	HUMAN00009
OG0006480	TCONS_00057242.p1	HUMAN03645
OG0006481	TCONS_00034795.p1	HUMAN05570, HUMAN20279
OG0006482	TCONS_00009649.p1	HUMAN08453
OG0006483	TCONS_00010956.p1	HUMAN08362
OG0006485	TCONS_00010701.p1	HUMAN04789
OG0006486	TCONS_00048186.p1	HUMAN21434, HUMAN21433, HUMAN06954
OG0006487	TCONS_00049079.p1	HUMAN20882
OG0006488	TCONS_00011528.p1	HUMAN15844
OG0006490	TCONS_00049724.p1	HUMAN07030
OG0006491	TCONS_00044639.p1	HUMAN13791, HUMAN13790
OG0006493	TCONS_00022120.p1	HUMAN05189, HUMAN05188, HUMAN05190
OG0006494	TCONS_00021999.p1	HUMAN21838, HUMAN21837
OG0006495	TCONS_00050223.p1	HUMAN11902, HUMAN11903
OG0006496	TCONS_00016568.p1	HUMAN02167
OG0006497	TCONS_00054999.p1	HUMAN07721, HUMAN07722, HUMAN07720
OG0006498	TCONS_00043357.p1, TCONS_00043346.p1	HUMAN29984
OG0006499	TCONS_00015424.p1	HUMAN02242, HUMAN02243, HUMAN02244
OG0006500	TCONS_00009974.p1	HUMAN08688, HUMAN08687, HUMAN08690, HUMAN08689
OG0006501	TCONS_00010106.p1	HUMAN15460
OG0006502	TCONS_00012707.p1	HUMAN12374, HUMAN12375
OG0006503	TCONS_00021845.p1	HUMAN27658
OG0006505	TCONS_00056089.p1	HUMAN02985, HUMAN02984
OG0006506	TCONS_00036362.p1	HUMAN21266
OG0006507	TCONS_00049530.p1	HUMAN17635, HUMAN17633, HUMAN17634
OG0006508	TCONS_00026619.p1	HUMAN22149
OG0006510	TCONS_00009163.p1	HUMAN19222
OG0006511	TCONS_00007950.p1	HUMAN18611, HUMAN09163
OG0006512	TCONS_00011733.p1	HUMAN20059
OG0006513	TCONS_00007347.p1	HUMAN10996, HUMAN10995
OG0006514	TCONS_00043974.p1	HUMAN22995
OG0006515	TCONS_00004438.p1	HUMAN08961
OG0006516	TCONS_00010802.p1	HUMAN09318
OG0006517	TCONS_00020570.p1	HUMAN13704
OG0006518	TCONS_00001085.p1	HUMAN25430, HUMAN25432, HUMAN25431
OG0006519	TCONS_00009727.p1	HUMAN02479
OG0006520	TCONS_00042468.p1, TCONS_00042416.p1	HUMAN07570
OG0006522	TCONS_00005801.p1, TCONS_00005787.p1	HUMAN12255, HUMAN12266
OG0006523	TCONS_00011605.p1	HUMAN15810, HUMAN15811
OG0006524	TCONS_00048319.p1	HUMAN26841
OG0006525	TCONS_00047745.p1	HUMAN28845
OG0006526	TCONS_00008656.p1	HUMAN28412
OG0006527	TCONS_00012766.p1	HUMAN13585
OG0006528	TCONS_00004367.p1	HUMAN18246
OG0006530	TCONS_00029282.p1	HUMAN01857
OG0006531	TCONS_00057127.p1	HUMAN05816, HUMAN05815
OG0006532	TCONS_00053038.p1, TCONS_00053081.p1	HUMAN14164
OG0006534	TCONS_00027612.p1	HUMAN03546, HUMAN03547
OG0006535	TCONS_00023337.p1, TCONS_00023207.p1	HUMAN06136
OG0006536	TCONS_00026188.p1	HUMAN14779
OG0006537	TCONS_00041692.p1	HUMAN22896
OG0006538	TCONS_00018708.p1, TCONS_00018657.p1	HUMAN17787
OG0006540	TCONS_00022205.p1	HUMAN30223
OG0006541	TCONS_00027019.p1	HUMAN23369
OG0006542	TCONS_00043741.p1, TCONS_00043757.p1	HUMAN07571
OG0006543	TCONS_00017046.p1	HUMAN25209
OG0006545	TCONS_00056038.p1	HUMAN29010, HUMAN29009
OG0006546	TCONS_00011832.p1	HUMAN08888
OG0006547	TCONS_00015546.p1	HUMAN06438
OG0006548	TCONS_00023200.p1, TCONS_00023331.p1	HUMAN02142, HUMAN21298
OG0006549	TCONS_00048349.p1	HUMAN06269
OG0006550	TCONS_00049126.p1	HUMAN02858
OG0006551	TCONS_00015875.p1	HUMAN01474
OG0006552	TCONS_00029062.p1	HUMAN23496
OG0006553	TCONS_00014564.p1	HUMAN25917
OG0006554	TCONS_00005063.p1	HUMAN07135
OG0006555	TCONS_00044540.p1	HUMAN18243, HUMAN18244
OG0006556	TCONS_00001090.p1	HUMAN25766
OG0006557	TCONS_00005264.p1	HUMAN19957
OG0006559	TCONS_00054654.p1	HUMAN14395, HUMAN28495
OG0006560	TCONS_00010738.p1	HUMAN08721
OG0006561	TCONS_00009958.p1	HUMAN08528, HUMAN08523
OG0006562	TCONS_00022910.p1	HUMAN30594
OG0006563	TCONS_00011237.p1	HUMAN03286
OG0006564	TCONS_00005531.p1	HUMAN26384, HUMAN26375
OG0006565	TCONS_00047631.p1	HUMAN26889, HUMAN21101
OG0006566	TCONS_00012618.p1	HUMAN12988
OG0006568	TCONS_00045070.p1	HUMAN25683
OG0006569	TCONS_00004482.p1	HUMAN17062
OG0006570	TCONS_00016369.p1	HUMAN24735
OG0006571	TCONS_00027928.p1	HUMAN23449
OG0006572	TCONS_00053653.p1	HUMAN00888, HUMAN00887, HUMAN00889
OG0006573	TCONS_00005210.p1	HUMAN12290, HUMAN12289
OG0006574	TCONS_00029325.p1	HUMAN14370
OG0006575	TCONS_00009220.p1	HUMAN29420, HUMAN29419
OG0006576	TCONS_00031187.p1, TCONS_00031210.p1	HUMAN23000
OG0006577	TCONS_00054554.p1	HUMAN05518, HUMAN05517
OG0006578	TCONS_00026429.p1	HUMAN22134
OG0006579	TCONS_00053710.p1	HUMAN28507
OG0006580	TCONS_00003702.p1	HUMAN12502
OG0006581	TCONS_00055023.p1	HUMAN09574
OG0006583	TCONS_00002402.p1	HUMAN25717
OG0006584	TCONS_00009190.p1	HUMAN20560
OG0006585	TCONS_00011678.p1	HUMAN17034
OG0006586	TCONS_00056653.p1	HUMAN11398
OG0006587	TCONS_00011724.p1	HUMAN15554, HUMAN15555, HUMAN15553
OG0006588	TCONS_00049561.p1	HUMAN29928
OG0006589	TCONS_00047690.p1	HUMAN17150
OG0006590	TCONS_00006410.p1, TCONS_00006411.p1	HUMAN05823
OG0006592	TCONS_00002772.p1	HUMAN01445
OG0006593	TCONS_00033505.p1	HUMAN20736
OG0006594	TCONS_00005014.p1	HUMAN10868, HUMAN10810
OG0006595	TCONS_00029764.p1	HUMAN03332
OG0006596	TCONS_00007790.p1	HUMAN19063, HUMAN19062
OG0006597	TCONS_00042667.p1	HUMAN30289
OG0006598	TCONS_00029076.p1	HUMAN28610
OG0006599	TCONS_00031431.p1	HUMAN17165, HUMAN22523
OG0006600	TCONS_00013731.p1	HUMAN13359, HUMAN13358
OG0006601	TCONS_00054928.p1	HUMAN18406
OG0006602	TCONS_00056704.p1	HUMAN14818
OG0006603	TCONS_00007117.p1	HUMAN11393
OG0006604	TCONS_00006520.p1	HUMAN11730, HUMAN11731
OG0006605	TCONS_00014163.p1	HUMAN28716, HUMAN28714, HUMAN28715
OG0006606	TCONS_00001826.p1	HUMAN11489
OG0006607	TCONS_00044660.p1	HUMAN00747, HUMAN00746
OG0006608	TCONS_00021081.p1	HUMAN21771, HUMAN21770
OG0006609	TCONS_00056679.p1	HUMAN27322
OG0006610	TCONS_00012981.p1	HUMAN10217
OG0006611	TCONS_00055553.p1	HUMAN06625
OG0006612	TCONS_00053948.p1	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	TCONS_00020318.p1	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	TCONS_00036181.p1	HUMAN06112, HUMAN06113
OG0006615	TCONS_00055565.p1	HUMAN13872
OG0006617	TCONS_00056205.p1	HUMAN16554, HUMAN16553
OG0006618	TCONS_00007076.p1	HUMAN14073
OG0006619	TCONS_00045095.p1	HUMAN24501
OG0006620	TCONS_00017309.p1	HUMAN00655, HUMAN27431
OG0006622	TCONS_00021887.p1	HUMAN28527, HUMAN29955
OG0006623	TCONS_00025757.p1, TCONS_00025795.p1	HUMAN04365, HUMAN04366
OG0006624	TCONS_00056405.p1	HUMAN20606
OG0006626	TCONS_00006380.p1	HUMAN20006, HUMAN21273
OG0006627	TCONS_00000978.p1	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	TCONS_00050775.p1	HUMAN09710
OG0006630	TCONS_00032852.p1	HUMAN09502
OG0006631	TCONS_00003832.p1	HUMAN17541
OG0006632	TCONS_00027325.p1	HUMAN24257, HUMAN22067
OG0006633	TCONS_00045550.p1	HUMAN24475
OG0006635	TCONS_00027064.p1	HUMAN27593, HUMAN20098
OG0006636	TCONS_00012633.p1	HUMAN16299
OG0006637	TCONS_00013489.p1	HUMAN13012
OG0006638	TCONS_00008465.p1	HUMAN28339
OG0006639	TCONS_00018695.p1, TCONS_00017679.p1	HUMAN28928
OG0006640	TCONS_00006552.p1	HUMAN22776
OG0006641	TCONS_00010089.p1	HUMAN08764, HUMAN08760
OG0006642	TCONS_00014397.p1	HUMAN03282
OG0006644	TCONS_00008651.p1	HUMAN21498, HUMAN21497
OG0006645	TCONS_00003989.p1	HUMAN28961, HUMAN28960
OG0006646	TCONS_00028509.p1	HUMAN10004
OG0006648	TCONS_00000125.p1	HUMAN25312
OG0006649	TCONS_00010217.p1, TCONS_00011294.p1, TCONS_00011271.p1	HUMAN08947
OG0006650	TCONS_00042837.p1	HUMAN11219
OG0006651	TCONS_00000270.p1	HUMAN19384
OG0006652	TCONS_00004473.p1	HUMAN08636, HUMAN08637
OG0006653	TCONS_00007193.p1	HUMAN13701
OG0006654	TCONS_00002127.p1	HUMAN25444
OG0006655	TCONS_00028473.p1	HUMAN23490
OG0006656	TCONS_00025652.p1	HUMAN05804
OG0006657	TCONS_00006349.p1	HUMAN07133
OG0006658	TCONS_00045451.p1, TCONS_00045482.p1	HUMAN08547
OG0006660	TCONS_00049634.p1	HUMAN20944, HUMAN20943
OG0006661	TCONS_00021055.p1	HUMAN30226, HUMAN05192
OG0006662	TCONS_00035039.p1	HUMAN05526
OG0006663	TCONS_00006144.p1, TCONS_00006163.p1	HUMAN18303
OG0006664	TCONS_00015932.p1	HUMAN23221
OG0006666	TCONS_00048338.p1	HUMAN28875
OG0006667	TCONS_00015836.p1	HUMAN09839
OG0006668	TCONS_00042523.p1	HUMAN17409
OG0006669	TCONS_00052745.p1	HUMAN23253
OG0006670	TCONS_00016009.p1	HUMAN02070, HUMAN02071
OG0006672	TCONS_00010908.p1	HUMAN00506
OG0006673	TCONS_00025948.p1	HUMAN18662, HUMAN18663
OG0006675	TCONS_00027673.p1	HUMAN27406, HUMAN27405
OG0006677	TCONS_00013225.p1	HUMAN16360, HUMAN16361
OG0006678	TCONS_00013801.p1	HUMAN13325, HUMAN13324
OG0006679	TCONS_00026672.p1	HUMAN03663
OG0006680	TCONS_00056961.p1	HUMAN18867
OG0006681	TCONS_00056930.p1	HUMAN27423, HUMAN27424
OG0006683	TCONS_00051711.p1, TCONS_00051709.p1	HUMAN00125
OG0006684	TCONS_00047879.p1	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	TCONS_00045009.p1	HUMAN16707, HUMAN13839, HUMAN13838
OG0006686	TCONS_00044306.p1, TCONS_00016179.p1	HUMAN29261
OG0006687	TCONS_00001712.p1	HUMAN00731
OG0006688	TCONS_00008729.p1	HUMAN07994
OG0006689	TCONS_00028006.p1	HUMAN09931
OG0006690	TCONS_00048041.p1	HUMAN01353
OG0006691	TCONS_00053236.p1	HUMAN12921
OG0006692	TCONS_00003067.p1	HUMAN12863, HUMAN12864
OG0006693	TCONS_00030832.p1, TCONS_00030829.p1	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	TCONS_00002311.p1	HUMAN25673
OG0006695	TCONS_00010698.p1	HUMAN05347, HUMAN05346
OG0006696	TCONS_00049680.p1	HUMAN17071, HUMAN08548
OG0006697	TCONS_00026718.p1	HUMAN03758
OG0006698	TCONS_00008813.p1	HUMAN28004
OG0006699	TCONS_00005799.p1, TCONS_00005785.p1	HUMAN07333
OG0006700	TCONS_00022105.p1	HUMAN18335
OG0006702	TCONS_00044891.p1	HUMAN00468
OG0006703	TCONS_00045997.p1	HUMAN27810
OG0006704	TCONS_00000539.p1	HUMAN01256
OG0006705	TCONS_00052193.p1	HUMAN21830, HUMAN21831
OG0006706	TCONS_00014874.p1	HUMAN01180
OG0006707	TCONS_00014958.p1	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	TCONS_00029711.p1	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	TCONS_00056346.p1	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	TCONS_00028493.p1	HUMAN28677
OG0006711	TCONS_00000423.p1	HUMAN21244
OG0006712	TCONS_00007395.p1	HUMAN19027
OG0006713	TCONS_00012197.p1	HUMAN08608
OG0006714	TCONS_00026867.p1	HUMAN24242, HUMAN24241
OG0006715	TCONS_00047508.p1	HUMAN28884, HUMAN28887, HUMAN29933
OG0006716	TCONS_00018192.p1	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	TCONS_00012131.p1	HUMAN04735
OG0006718	TCONS_00027315.p1	HUMAN03526
OG0006719	TCONS_00014267.p1	HUMAN12021
OG0006720	TCONS_00055157.p1, TCONS_00055188.p1	HUMAN29778
OG0006721	TCONS_00027927.p1	HUMAN15069, HUMAN15065
OG0006722	TCONS_00053746.p1	HUMAN10116
OG0006723	TCONS_00050670.p1	HUMAN01452
OG0006724	TCONS_00050671.p1	HUMAN00251, HUMAN00252
OG0006725	TCONS_00048951.p1	HUMAN20956
OG0006726	TCONS_00044651.p1	HUMAN25679
OG0006727	TCONS_00002233.p1, TCONS_00047000.p1	HUMAN25384
OG0006728	TCONS_00055761.p1	HUMAN13866, HUMAN13863, HUMAN13864, HUMAN13865
OG0006729	TCONS_00053241.p1	HUMAN23307
OG0006730	TCONS_00044178.p1	HUMAN01413
OG0006731	TCONS_00048222.p1	HUMAN15325
OG0006732	TCONS_00020263.p1	HUMAN17586
OG0006733	TCONS_00010742.p1	HUMAN04919
OG0006734	TCONS_00010746.p1	HUMAN25074
OG0006735	TCONS_00006698.p1, TCONS_00006692.p1	HUMAN06599
OG0006736	TCONS_00008432.p1	HUMAN20713
OG0006737	TCONS_00007118.p1	HUMAN10669
OG0006738	TCONS_00057052.p1	HUMAN17555, HUMAN17554
OG0006739	TCONS_00027123.p1	HUMAN28943
OG0006740	TCONS_00003536.p1	HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	TCONS_00047318.p1	HUMAN20918
OG0006742	TCONS_00043768.p1	HUMAN30051, HUMAN22412
OG0006743	TCONS_00047854.p1	HUMAN29392, HUMAN29393, HUMAN09528
OG0006744	TCONS_00015329.p1, TCONS_00015326.p1	HUMAN18493, HUMAN02331
OG0006745	TCONS_00050410.p1	HUMAN21637
OG0006747	TCONS_00010637.p1	HUMAN09322, HUMAN15592, HUMAN17504, HUMAN17503
OG0006748	TCONS_00018819.p1	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505
OG0006749	TCONS_00042544.p1	HUMAN10255, HUMAN10254
OG0006750	TCONS_00018018.p1	HUMAN16679
OG0006752	TCONS_00040754.p1	HUMAN05470
OG0006753	TCONS_00011610.p1	HUMAN08651
OG0006754	TCONS_00008287.p1	HUMAN28391
OG0006755	TCONS_00042769.p1	HUMAN17392
OG0006756	TCONS_00012561.p1	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006757	TCONS_00011154.p1	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	TCONS_00057241.p1	HUMAN20524
OG0006759	TCONS_00049458.p1	HUMAN06777
OG0006760	TCONS_00052472.p1	HUMAN23407
OG0006761	TCONS_00041721.p1	HUMAN22866, HUMAN22865
OG0006762	TCONS_00009970.p1	HUMAN16948
OG0006763	TCONS_00054857.p1	HUMAN20641, HUMAN12652
OG0006764	TCONS_00042688.p1, TCONS_00042687.p1	HUMAN24101, HUMAN24102
OG0006765	TCONS_00020825.p1	HUMAN11017
OG0006766	TCONS_00022745.p1	HUMAN30336
OG0006768	TCONS_00040904.p1	HUMAN15305
OG0006769	TCONS_00023716.p1, TCONS_00029383.p1	HUMAN03966
OG0006770	TCONS_00029250.p1	HUMAN09788
OG0006772	TCONS_00026780.p1	HUMAN17212
OG0006774	TCONS_00007059.p1	HUMAN22081, HUMAN22082, HUMAN22083
OG0006775	TCONS_00012501.p1	HUMAN25975
OG0006776	TCONS_00055607.p1	HUMAN12695, HUMAN12694
OG0006777	TCONS_00010464.p1	HUMAN15487
OG0006780	TCONS_00011880.p1	HUMAN08729
OG0006784	TCONS_00043506.p1, TCONS_00056166.p1	HUMAN29013
OG0006807	TCONS_00047216.p1	HUMAN05963, HUMAN05968, HUMAN05969, HUMAN05961, HUMAN05962, HUMAN05964, HUMAN05972, HUMAN05971, HUMAN05966
OG0006824	TCONS_00049579.p1, TCONS_00048045.p1, TCONS_00048053.p1	HUMAN21478
OG0006826	TCONS_00041653.p1	HUMAN23918
OG0006827	TCONS_00052486.p1	HUMAN01037
OG0006828	TCONS_00028430.p1	HUMAN23672
OG0006829	TCONS_00027627.p1	HUMAN17262
OG0006830	TCONS_00010805.p1	HUMAN12476
OG0006832	TCONS_00009744.p1	HUMAN08383
OG0006833	TCONS_00007887.p1	HUMAN11220
OG0006835	TCONS_00000118.p1	HUMAN05300
OG0006837	TCONS_00035178.p1	HUMAN05482
OG0006838	TCONS_00012572.p1	HUMAN10291
OG0006842	TCONS_00052911.p1	HUMAN14862
OG0006843	TCONS_00029554.p1	HUMAN28655
OG0006844	TCONS_00028350.p1	HUMAN09468
OG0006845	TCONS_00010267.p1	HUMAN04886
OG0006846	TCONS_00010501.p1	HUMAN08740, HUMAN08738
OG0006847	TCONS_00016701.p1	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	TCONS_00031133.p1	HUMAN03233, HUMAN23824
OG0006849	TCONS_00011426.p1	HUMAN16918
OG0006850	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1	HUMAN22747
OG0006851	TCONS_00026166.p1	HUMAN03180
OG0006852	TCONS_00017237.p1	HUMAN26914
OG0006853	TCONS_00049013.p1	HUMAN06735
OG0006856	TCONS_00007016.p1	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	TCONS_00021829.p1	HUMAN29744
OG0006860	TCONS_00008747.p1	HUMAN11386
OG0006862	TCONS_00011019.p1	HUMAN08983
OG0006863	TCONS_00052861.p1	HUMAN21315
OG0006864	TCONS_00041648.p1	HUMAN10411
OG0006865	TCONS_00022194.p1	HUMAN07621
OG0006866	TCONS_00050259.p1	HUMAN00414, HUMAN00412
OG0006867	TCONS_00010725.p1	HUMAN16895
OG0006868	TCONS_00010919.p1	HUMAN20940
OG0006869	TCONS_00048793.p1	HUMAN21448, HUMAN21447
OG0006870	TCONS_00021310.p1	HUMAN17467, HUMAN17468
OG0006871	TCONS_00022851.p1	HUMAN02101
OG0006872	TCONS_00019934.p1	HUMAN11636
OG0006873	TCONS_00006389.p1	HUMAN07171
OG0006874	TCONS_00013010.p1	HUMAN21129
OG0006875	TCONS_00057246.p1	HUMAN05504
OG0006876	TCONS_00054383.p1	HUMAN01056
OG0006877	TCONS_00042767.p1	HUMAN09886
OG0006878	TCONS_00054061.p1	HUMAN01136
OG0006879	TCONS_00037030.p1	HUMAN20296
OG0006880	TCONS_00014869.p1	HUMAN21476
OG0006881	TCONS_00043849.p1	HUMAN04095
OG0006882	TCONS_00008216.p1	HUMAN11464
OG0006883	TCONS_00000173.p1	HUMAN16684
OG0006885	TCONS_00012966.p1	HUMAN20135
OG0006886	TCONS_00023776.p1	HUMAN29974
OG0006887	TCONS_00055244.p1	HUMAN12500
OG0006888	TCONS_00017203.p1	HUMAN25053
OG0006889	TCONS_00007492.p1	HUMAN11509
OG0006890	TCONS_00026380.p1	HUMAN03527
OG0006891	TCONS_00005459.p1	HUMAN04608
OG0006892	TCONS_00055599.p1	HUMAN18023
OG0006893	TCONS_00013269.p1	HUMAN13212, HUMAN13211
OG0006894	TCONS_00013687.p1	HUMAN13291
OG0006895	TCONS_00056044.p1	HUMAN03555
OG0006896	TCONS_00030685.p1	HUMAN22142
OG0006897	TCONS_00028324.p1	HUMAN23447
OG0006898	TCONS_00008723.p1	HUMAN11309
OG0006899	TCONS_00024262.p1	HUMAN07006
OG0006900	TCONS_00000838.p1, TCONS_00000847.p1	HUMAN25793
OG0006901	TCONS_00056765.p1	HUMAN18029, HUMAN18028
OG0006902	TCONS_00036412.p1	HUMAN27525
OG0006903	TCONS_00004437.p1	HUMAN12933
OG0006904	TCONS_00042496.p1	HUMAN22374
OG0006905	TCONS_00008743.p1	HUMAN19217
OG0006906	TCONS_00006172.p1	HUMAN11694
OG0006907	TCONS_00045849.p1	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	TCONS_00005913.p1	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	TCONS_00049209.p1	HUMAN29823
OG0006911	TCONS_00015301.p1	HUMAN04725
OG0006912	TCONS_00015868.p1	HUMAN02108, HUMAN02109
OG0006913	TCONS_00016051.p1	HUMAN01275
OG0006914	TCONS_00028393.p1	HUMAN28656
OG0006915	TCONS_00007143.p1	HUMAN15921, HUMAN15920
OG0006916	TCONS_00029180.p1	HUMAN11501
OG0006917	TCONS_00050600.p1	HUMAN18466, HUMAN18467
OG0006918	TCONS_00046489.p1	HUMAN28188
OG0006919	TCONS_00026791.p1	HUMAN22288
OG0006920	TCONS_00001003.p1	HUMAN07463
OG0006921	TCONS_00042938.p1	HUMAN07563, HUMAN07564, HUMAN07562
OG0006922	TCONS_00013220.p1	HUMAN10671
OG0006923	TCONS_00002022.p1	HUMAN00553, HUMAN00554
OG0006924	TCONS_00019814.p1	HUMAN23650
OG0006925	TCONS_00056528.p1	HUMAN09328
OG0006926	TCONS_00017933.p1	HUMAN00625
OG0006927	TCONS_00056916.p1	HUMAN14265
OG0006928	TCONS_00017403.p1	HUMAN16715
OG0006929	TCONS_00001534.p1	HUMAN25390
OG0006930	TCONS_00002013.p1	HUMAN28830
OG0006931	TCONS_00016839.p1	HUMAN27632, HUMAN27633
OG0006932	TCONS_00013192.p1	HUMAN20250
OG0006934	TCONS_00021826.p1	HUMAN07628
OG0006935	TCONS_00027216.p1	HUMAN28718
OG0006936	TCONS_00026943.p1	HUMAN03224
OG0006937	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1	HUMAN13657
OG0006938	TCONS_00048561.p1	HUMAN20508, HUMAN20507
OG0006939	TCONS_00045731.p1, TCONS_00045732.p1	HUMAN00665
OG0006940	TCONS_00020637.p1	HUMAN12719
OG0006942	TCONS_00011962.p1	HUMAN04879, HUMAN04878
OG0006943	TCONS_00016606.p1	HUMAN03534
OG0006944	TCONS_00032488.p1	HUMAN20962
OG0006945	TCONS_00057264.p1	HUMAN18030
OG0006946	TCONS_00015357.p1	HUMAN29373, HUMAN29374, HUMAN29372
OG0006947	TCONS_00025232.p1	HUMAN25930
OG0006948	TCONS_00012980.p1	HUMAN20132, HUMAN20131
OG0006949	TCONS_00019352.p1	HUMAN09677
OG0006951	TCONS_00004238.p1	HUMAN26563
OG0006952	TCONS_00007043.p1	HUMAN29995, HUMAN28013
OG0006953	TCONS_00057019.p1	HUMAN11732
OG0006954	TCONS_00010499.p1	HUMAN08336
OG0006955	TCONS_00048448.p1	HUMAN26505, HUMAN26506
OG0006956	TCONS_00026768.p1, TCONS_00003397.p1	HUMAN03801
OG0006957	TCONS_00026693.p1	HUMAN24327
OG0006958	TCONS_00016237.p1	HUMAN29194, HUMAN29193
OG0006959	TCONS_00017783.p1	HUMAN02003
OG0006960	TCONS_00000655.p1	HUMAN21367
OG0006962	TCONS_00051747.p1	HUMAN00834
OG0006964	TCONS_00013322.p1	HUMAN25417
OG0006965	TCONS_00030810.p1	HUMAN22591, HUMAN22590
OG0006966	TCONS_00021949.p1	HUMAN21659
OG0006967	TCONS_00013925.p1, TCONS_00013924.p1	HUMAN20241
OG0006968	TCONS_00008544.p1	HUMAN28378
OG0006969	TCONS_00027604.p1	HUMAN22092, HUMAN22091
OG0006970	TCONS_00006686.p1	HUMAN04563
OG0006971	TCONS_00006676.p1	HUMAN07273
OG0006972	TCONS_00008627.p1	HUMAN11350, HUMAN11349
OG0006973	TCONS_00001025.p1	HUMAN25475
OG0006974	TCONS_00055278.p1	HUMAN15890, HUMAN25069
OG0006975	TCONS_00001197.p1	HUMAN00754
OG0006976	TCONS_00002169.p1, TCONS_00002172.p1	HUMAN25513, HUMAN25515
OG0006977	TCONS_00047323.p1	HUMAN21112
OG0006978	TCONS_00028090.p1	HUMAN23552
OG0006979	TCONS_00057104.p1, TCONS_00057116.p1	HUMAN09404
OG0006980	TCONS_00052008.p1	HUMAN21874
OG0006981	TCONS_00056032.p1	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	TCONS_00027060.p1	HUMAN18636, HUMAN18637
OG0006983	TCONS_00051148.p1	HUMAN00205, HUMAN00204
OG0006984	TCONS_00024114.p1	HUMAN04268, HUMAN06255
OG0006985	TCONS_00049518.p1	HUMAN20423
OG0006987	TCONS_00004775.p1, TCONS_00031258.p1, TCONS_00016667.p1	HUMAN02240
OG0006988	TCONS_00010329.p1	HUMAN15597, HUMAN15598
OG0006989	TCONS_00055897.p1	HUMAN18220
OG0006990	TCONS_00030941.p1	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	TCONS_00045078.p1	HUMAN19260
OG0006992	TCONS_00052895.p1	HUMAN03662
OG0006993	TCONS_00022435.p1	HUMAN18314, HUMAN18313
OG0006994	TCONS_00002645.p1	HUMAN17956
OG0006995	TCONS_00001363.p1	HUMAN20603
OG0006996	TCONS_00010926.p1	HUMAN16905, HUMAN16903, HUMAN16904
OG0006997	TCONS_00048268.p1	HUMAN20333, HUMAN20332
OG0006998	TCONS_00056048.p1	HUMAN13149
OG0006999	TCONS_00018389.p1	HUMAN28121
OG0007000	TCONS_00026369.p1, TCONS_00026368.p1	HUMAN17347, HUMAN17373
OG0007001	TCONS_00035924.p1	HUMAN06080
OG0007002	TCONS_00016683.p1	HUMAN29202
OG0007003	TCONS_00007710.p1	HUMAN15197
OG0007004	TCONS_00007966.p1	HUMAN14061
OG0007005	TCONS_00005914.p1	HUMAN26374
OG0007006	TCONS_00042060.p1	HUMAN21322
OG0007007	TCONS_00047237.p1	HUMAN05696, HUMAN05695
OG0007008	TCONS_00029015.p1	HUMAN13956
OG0007009	TCONS_00031874.p1	HUMAN28810
OG0007010	TCONS_00042742.p1	HUMAN22418
OG0007011	TCONS_00043983.p1	HUMAN05430
OG0007012	TCONS_00030131.p1	HUMAN22710
OG0007013	TCONS_00013691.p1	HUMAN12055
OG0007014	TCONS_00026656.p1	HUMAN03563, HUMAN03564
OG0007015	TCONS_00009257.p1	HUMAN19068
OG0007016	TCONS_00007491.p1	HUMAN11135
OG0007017	TCONS_00021379.p1	HUMAN26658
OG0007018	TCONS_00013158.p1	HUMAN24153
OG0007019	TCONS_00014248.p1	HUMAN13523, HUMAN13524
OG0007020	TCONS_00025884.p1	HUMAN17277, HUMAN17276
OG0007021	TCONS_00020938.p1	HUMAN07675, HUMAN07676
OG0007022	TCONS_00056686.p1	HUMAN17994
OG0007023	TCONS_00049329.p1	HUMAN21002
OG0007024	TCONS_00048088.p1	HUMAN26989
OG0007025	TCONS_00055826.p1	HUMAN13355, HUMAN13354
OG0007026	TCONS_00025829.p1, TCONS_00024459.p1	HUMAN04469
OG0007027	TCONS_00047558.p1	HUMAN20548, HUMAN20547
