TCONS_00019737	OFUSG13305.1.p1
TCONS_00049252	OFUSG11017.1.p1
TCONS_00056819	OFUSG06735.1.p1
TCONS_00055292	OFUSG24335.1.p1
TCONS_00028821	OFUSG08993.1.p1
TCONS_00048018	OFUSG10257.1.p1
TCONS_00027214	OFUSG05742.1.p1
TCONS_00051028	OFUSG21945.1.p1
TCONS_00012138	OFUSG25021.1.p1
TCONS_00042521	OFUSG02172.1.p1
TCONS_00012859	OFUSG08950.1.p1
TCONS_00011108	OFUSG11871.1.p1
TCONS_00016871	OFUSG15376.1.p1
TCONS_00006381	OFUSG23880.1.p1
TCONS_00006069	OFUSG14835.1.p1
TCONS_00043800	OFUSG02167.1.p1
TCONS_00014246	OFUSG00997.1.p1
TCONS_00011353	OFUSG11850.1.p1
TCONS_00025963	OFUSG06086.1.p1
TCONS_00042261	OFUSG10392.1.p1
TCONS_00013040	OFUSG10797.1.p1
TCONS_00027944	OFUSG09719.1.p1
TCONS_00047578	OFUSG19938.1.p1
TCONS_00006399	OFUSG24199.1.p1
TCONS_00000188	OFUSG00411.1.p1
TCONS_00049755	OFUSG18812.1.p1
TCONS_00044161	OFUSG03226.1.p1
TCONS_00008071	OFUSG20351.1.p1
TCONS_00008381	OFUSG20235.1.p1
TCONS_00018836	OFUSG23641.1.p1
TCONS_00005114	OFUSG24140.1.p1
TCONS_00014584	OFUSG17855.1.p1
TCONS_00010498	OFUSG21851.1.p1
TCONS_00025511	OFUSG07380.1.p1
TCONS_00056761	OFUSG15807.1.p1
TCONS_00048233	OFUSG18746.1.p1
TCONS_00020391	OFUSG12830.1.p1
TCONS_00057067	OFUSG16700.1.p1
TCONS_00029458	OFUSG15154.1.p1
TCONS_00036833	OFUSG00466.1.p1
TCONS_00045794	OFUSG20983.1.p1
TCONS_00023124	OFUSG08002.1.p1
TCONS_00007128	OFUSG05201.1.p1
TCONS_00024829	OFUSG07149.1.p1
TCONS_00046780	OFUSG23698.1.p1
TCONS_00043977	OFUSG03211.1.p1
TCONS_00054208	OFUSG21110.1.p1
TCONS_00053525	OFUSG23439.1.p1
TCONS_00015891	OFUSG07310.1.p1
TCONS_00006416	OFUSG23885.1.p1
TCONS_00043488	OFUSG03661.1.p1
TCONS_00002976	OFUSG16290.1.p1
TCONS_00050833	OFUSG21485.1.p1
TCONS_00036084	OFUSG00053.1.p1
TCONS_00007371	OFUSG20771.1.p1
TCONS_00010524	OFUSG17972.1.p1
TCONS_00003544	OFUSG12398.1.p1
TCONS_00048120	OFUSG06913.1.p1
TCONS_00020564	OFUSG26337.1.p1
TCONS_00012111	OFUSG11489.1.p1
TCONS_00048989	OFUSG18780.1.p1
TCONS_00005043	OFUSG24010.1.p1
TCONS_00049074	OFUSG05483.1.p1
TCONS_00011027	OFUSG25108.1.p1
TCONS_00036085	OFUSG01562.1.p1
TCONS_00015683	OFUSG06272.1.p1
TCONS_00010757	OFUSG12555.1.p1
TCONS_00027076	OFUSG19032.1.p1
TCONS_00010922	OFUSG12576.1.p1
TCONS_00002769	OFUSG04089.1.p1
TCONS_00005350	OFUSG15368.1.p1
TCONS_00028948	OFUSG09040.1.p1
TCONS_00010436	OFUSG11684.1.p1
TCONS_00019862	OFUSG04242.1.p1
TCONS_00009612	OFUSG11236.1.p1
TCONS_00014749	OFUSG07978.1.p1
TCONS_00005382	OFUSG22463.1.p1
TCONS_00000635	OFUSG00079.1.p1
TCONS_00003468	OFUSG11243.1.p1
TCONS_00048579	OFUSG16587.1.p1
TCONS_00028321	OFUSG09108.1.p1
TCONS_00008390	OFUSG19526.1.p1
TCONS_00041732	OFUSG02811.1.p1
TCONS_00029450	OFUSG09768.1.p1
TCONS_00042666	OFUSG02684.1.p1
TCONS_00048104	OFUSG06477.1.p1
TCONS_00001733	OFUSG01243.1.p1
TCONS_00031107	OFUSG18312.1.p1
TCONS_00007987	OFUSG22975.1.p1
TCONS_00015366	OFUSG07068.1.p1
TCONS_00055789	OFUSG08205.1.p1
TCONS_00019275	OFUSG12733.1.p1
TCONS_00001410	OFUSG01815.1.p1
TCONS_00051487	OFUSG12655.1.p1
TCONS_00012970	OFUSG10908.1.p1
TCONS_00012331	OFUSG10017.1.p1
TCONS_00012416	OFUSG10555.1.p1
TCONS_00042670	OFUSG11032.1.p1
TCONS_00009201	OFUSG22813.1.p1
TCONS_00026415	OFUSG19358.1.p1
TCONS_00008388	OFUSG20468.1.p1
TCONS_00028062	OFUSG08560.1.p1
TCONS_00048004	OFUSG06885.1.p1
TCONS_00009368	OFUSG22790.1.p1
TCONS_00016605	OFUSG01401.1.p1
TCONS_00013274	OFUSG10395.1.p1
TCONS_00051131	OFUSG23626.1.p1
TCONS_00038662	OFUSG04433.1.p1
TCONS_00009342	OFUSG04754.1.p1
TCONS_00030558	OFUSG10345.1.p1
TCONS_00018259	OFUSG17137.1.p1
TCONS_00045727	OFUSG02209.1.p1
TCONS_00002384	OFUSG01081.1.p1
TCONS_00014030	OFUSG17823.1.p1
TCONS_00006729	OFUSG14937.1.p1
TCONS_00003451	OFUSG24570.1.p1
TCONS_00053524	OFUSG13252.1.p1
TCONS_00028157	OFUSG08787.1.p1
TCONS_00038738	OFUSG04432.1.p1
TCONS_00028021	OFUSG09417.1.p1
TCONS_00014505	OFUSG09022.1.p1
TCONS_00054220	OFUSG06863.1.p1
TCONS_00017570	OFUSG21447.1.p1
TCONS_00007412	OFUSG04814.1.p1
TCONS_00042941	OFUSG02443.1.p1
TCONS_00015720	OFUSG08348.1.p1
TCONS_00011021	OFUSG11752.1.p1
TCONS_00048315	OFUSG18771.1.p1
TCONS_00049070	OFUSG05618.1.p1
TCONS_00020161	OFUSG23254.1.p1
TCONS_00008816	OFUSG20693.1.p1
TCONS_00020657	OFUSG06332.1.p1
TCONS_00048272	OFUSG05460.1.p1
TCONS_00001002	OFUSG00447.1.p1
TCONS_00006465	OFUSG15033.1.p1
TCONS_00010339	OFUSG11718.1.p1
TCONS_00052964	OFUSG23558.1.p1
TCONS_00008166	OFUSG04755.1.p1
TCONS_00052177	OFUSG16930.1.p1
TCONS_00017809	OFUSG09255.1.p1
TCONS_00037289	OFUSG00598.1.p1
TCONS_00012263	OFUSG10968.1.p1
TCONS_00029849	OFUSG09803.1.p1
TCONS_00026493	OFUSG06865.1.p1
TCONS_00004811	OFUSG15696.1.p1
TCONS_00027597	OFUSG15155.1.p1
TCONS_00051471	OFUSG23318.1.p1
TCONS_00022470	OFUSG13858.1.p1
TCONS_00006279	OFUSG22258.1.p1
TCONS_00012475	OFUSG10887.1.p1
TCONS_00013893	OFUSG17817.1.p1
TCONS_00056818	OFUSG03887.1.p1
TCONS_00004936	OFUSG22162.1.p1
TCONS_00055770	OFUSG16757.1.p1
TCONS_00015717	OFUSG24646.1.p1
TCONS_00014897	OFUSG07330.1.p1
TCONS_00050788	OFUSG12779.1.p1
TCONS_00026686	OFUSG19134.1.p1
TCONS_00046267	OFUSG12624.1.p1
TCONS_00022548	OFUSG01139.1.p1
TCONS_00005209	OFUSG14931.1.p1
TCONS_00010127	OFUSG25114.1.p1
TCONS_00041928	OFUSG03005.1.p1
TCONS_00055454	OFUSG16147.1.p1
TCONS_00011854	OFUSG25157.1.p1
TCONS_00026507	OFUSG05493.1.p1
TCONS_00050937	OFUSG13105.1.p1
TCONS_00054585	OFUSG12985.1.p1
TCONS_00047560	OFUSG06945.1.p1
TCONS_00045332	OFUSG01902.1.p1
TCONS_00045316	OFUSG12826.1.p1
TCONS_00018555	OFUSG05573.1.p1
TCONS_00009876	OFUSG21961.1.p1
TCONS_00018330	OFUSG12909.1.p1
TCONS_00056217	OFUSG03931.1.p1
TCONS_00004497	OFUSG21846.1.p1
TCONS_00004068	OFUSG03582.1.p1
TCONS_00012708	OFUSG10074.1.p1
TCONS_00057084	OFUSG02204.1.p1
TCONS_00049591	OFUSG06739.1.p1
TCONS_00028293	OFUSG09737.1.p1
TCONS_00011797	OFUSG11463.1.p1
TCONS_00051279	OFUSG17504.1.p1
TCONS_00029292	OFUSG08444.1.p1
TCONS_00046387	OFUSG13310.1.p1
TCONS_00007589	OFUSG20692.1.p1
TCONS_00045263	OFUSG26486.1.p1
TCONS_00003883	OFUSG11369.1.p1
TCONS_00021499	OFUSG24687.1.p1
TCONS_00030987	OFUSG10107.1.p1
TCONS_00002675	OFUSG16157.1.p1
TCONS_00005290	OFUSG24194.1.p1
TCONS_00027431	OFUSG19350.1.p1
TCONS_00036916	OFUSG00174.1.p1
TCONS_00039338	OFUSG09275.1.p1
TCONS_00056289	OFUSG24359.1.p1
TCONS_00019276	OFUSG12613.1.p1
TCONS_00053560	OFUSG13239.1.p1
TCONS_00056162	OFUSG01142.1.p1
TCONS_00026138	OFUSG06073.1.p1
TCONS_00008791	OFUSG05285.1.p1
TCONS_00056702	OFUSG07990.1.p1
TCONS_00010601	OFUSG21555.1.p1
TCONS_00053240	OFUSG13130.1.p1
TCONS_00006442	OFUSG22265.1.p1
TCONS_00013495	OFUSG18310.1.p1
TCONS_00015782	OFUSG07980.1.p1
TCONS_00008160	OFUSG23196.1.p1
TCONS_00004746	OFUSG15405.1.p1
TCONS_00053973	OFUSG23511.1.p1
TCONS_00047658	OFUSG06169.1.p1
TCONS_00000579	OFUSG01568.1.p1
TCONS_00016582	OFUSG08101.1.p1
TCONS_00003180	OFUSG16679.1.p1
TCONS_00053366	OFUSG23529.1.p1
TCONS_00056621	OFUSG04256.1.p1
TCONS_00027945	OFUSG09784.1.p1
TCONS_00044185	OFUSG03075.1.p1
TCONS_00056677	OFUSG09885.1.p1
TCONS_00002155	OFUSG00969.1.p1
TCONS_00011225	OFUSG11407.1.p1
TCONS_00028179	OFUSG09806.1.p1
TCONS_00007094	OFUSG05264.1.p1
TCONS_00000871	OFUSG00470.1.p1
TCONS_00038046	OFUSG12540.1.p1
TCONS_00001656	OFUSG25088.1.p1
TCONS_00009745	OFUSG21949.1.p1
TCONS_00011216	OFUSG11767.1.p1
TCONS_00025372	OFUSG25496.1.p1
TCONS_00028842	OFUSG08812.1.p1
TCONS_00028834	OFUSG19633.1.p1
TCONS_00016538	OFUSG07711.1.p1
TCONS_00043979	OFUSG02685.1.p1
TCONS_00022547	OFUSG11494.1.p1
TCONS_00041302	OFUSG04635.1.p1
TCONS_00006173	OFUSG24099.1.p1
TCONS_00050077	OFUSG03376.1.p1
TCONS_00026652	OFUSG19195.1.p1
TCONS_00002353	OFUSG00049.1.p1
TCONS_00055322	OFUSG26102.1.p1
TCONS_00020792	OFUSG21391.1.p1
TCONS_00041723	OFUSG03338.1.p2
TCONS_00009850	OFUSG12177.1.p1
TCONS_00019944	OFUSG16024.1.p1
TCONS_00028830	OFUSG12183.1.p1
TCONS_00030513	OFUSG10671.1.p1
TCONS_00009322	OFUSG05395.1.p1
TCONS_00051895	OFUSG17508.1.p1
TCONS_00055094	OFUSG25553.1.p1
TCONS_00002034	OFUSG01921.1.p1
TCONS_00046007	OFUSG21013.1.p1
TCONS_00038069	OFUSG00772.1.p1
TCONS_00001004	OFUSG01030.1.p1
TCONS_00006675	OFUSG14860.1.p1
TCONS_00048627	OFUSG06884.1.p1
TCONS_00009652	OFUSG25009.1.p1
TCONS_00027979	OFUSG26684.1.p1
TCONS_00000164	OFUSG01336.1.p1
TCONS_00028949	OFUSG09256.1.p1
TCONS_00056172	OFUSG07908.1.p1
TCONS_00025715	OFUSG24662.1.p1
TCONS_00027830	OFUSG06713.1.p1
TCONS_00019482	OFUSG04767.1.p1
TCONS_00045806	OFUSG17327.1.p1
TCONS_00018557	OFUSG13580.1.p1
TCONS_00012906	OFUSG18534.1.p1
TCONS_00014348	OFUSG17975.1.p1
TCONS_00012321	OFUSG10821.1.p1
TCONS_00016163	OFUSG07473.1.p1
TCONS_00047598	OFUSG06308.1.p1
TCONS_00002130	OFUSG01116.1.p1
TCONS_00056290	OFUSG03935.1.p1
TCONS_00026747	OFUSG05768.1.p1
TCONS_00009179	OFUSG20253.1.p1
TCONS_00015306	OFUSG25699.1.p1
TCONS_00051193	OFUSG12929.1.p1
TCONS_00015184	OFUSG15215.1.p1
TCONS_00049453	OFUSG18811.1.p1
TCONS_00027870	OFUSG08810.1.p1
TCONS_00048980	OFUSG06744.1.p1
TCONS_00047716	OFUSG06622.1.p1
TCONS_00009650	OFUSG11788.1.p1
TCONS_00012984	OFUSG10175.1.p1
TCONS_00007557	OFUSG20255.1.p1
TCONS_00042998	OFUSG03819.1.p1
TCONS_00027980	OFUSG08674.1.p1
TCONS_00005902	OFUSG15301.1.p1
TCONS_00012121	OFUSG12270.1.p1
TCONS_00004471	OFUSG12050.1.p1
TCONS_00051785	OFUSG07843.1.p1
TCONS_00029149	OFUSG09631.1.p1
TCONS_00020183	OFUSG23488.1.p1
TCONS_00008591	OFUSG05239.1.p1
TCONS_00048514	OFUSG03641.1.p1
TCONS_00018903	OFUSG20879.1.p1
TCONS_00002305	OFUSG18703.1.p1
TCONS_00010189	OFUSG25060.1.p1
TCONS_00012038	OFUSG25067.1.p1
TCONS_00005861	OFUSG06048.1.p1
TCONS_00048808	OFUSG05614.1.p2
TCONS_00012135	OFUSG21893.1.p1
TCONS_00023995	OFUSG07868.1.p1
TCONS_00017004	OFUSG12898.1.p1
TCONS_00001536	OFUSG00907.1.p1
TCONS_00029817	OFUSG08505.1.p1
TCONS_00035288	OFUSG09354.1.p1
TCONS_00039409	OFUSG09341.1.p1
TCONS_00010941	OFUSG21525.1.p1
TCONS_00028728	OFUSG08718.1.p1
TCONS_00011639	OFUSG11240.1.p1
TCONS_00042679	OFUSG03229.1.p1
TCONS_00005105	OFUSG22426.1.p1
TCONS_00027814	OFUSG06610.1.p1
TCONS_00018263	OFUSG26283.1.p1
TCONS_00044991	OFUSG01221.1.p1
TCONS_00051875	OFUSG26285.1.p1
TCONS_00020376	OFUSG23694.1.p1
TCONS_00035275	OFUSG09320.1.p1
TCONS_00003635	OFUSG15924.1.p1
TCONS_00024570	OFUSG07593.1.p1
TCONS_00012607	OFUSG10910.1.p1
TCONS_00052857	OFUSG13091.1.p1
TCONS_00029369	OFUSG19673.1.p1
TCONS_00056295	OFUSG26039.1.p1
TCONS_00029152	OFUSG08452.1.p1
TCONS_00010923	OFUSG21326.1.p1
TCONS_00003459	OFUSG21915.1.p1
TCONS_00025548	OFUSG25581.1.p1
TCONS_00017140	OFUSG21215.1.p1
TCONS_00010097	OFUSG07395.1.p1
TCONS_00049075	OFUSG06148.1.p1
TCONS_00041068	OFUSG16968.1.p1
TCONS_00053147	OFUSG26545.1.p1
TCONS_00048618	OFUSG06593.1.p1
TCONS_00056689	OFUSG04735.1.p1
TCONS_00010841	OFUSG11354.1.p1
TCONS_00020074	OFUSG04204.1.p1
TCONS_00056529	OFUSG25376.1.p1
TCONS_00042636	OFUSG02206.1.p1
TCONS_00010955	OFUSG11677.1.p1
TCONS_00042486	OFUSG02414.1.p1
TCONS_00035292	OFUSG09611.1.p1
TCONS_00037683	OFUSG00771.1.p1
TCONS_00013895	OFUSG10389.1.p1
TCONS_00009879	OFUSG12259.1.p1
TCONS_00056870	OFUSG16676.1.p1
TCONS_00002094	OFUSG00409.1.p1
TCONS_00011977	OFUSG11289.1.p1
TCONS_00028092	OFUSG00621.1.p1
TCONS_00030862	OFUSG10217.1.p1
TCONS_00056927	OFUSG07559.1.p1
TCONS_00000165	OFUSG00724.1.p1
TCONS_00013114	OFUSG10829.1.p1
TCONS_00006805	OFUSG24105.1.p1
TCONS_00003600	OFUSG16795.1.p1
TCONS_00053189	OFUSG21234.1.p1
TCONS_00027119	OFUSG06801.1.p1
TCONS_00050827	OFUSG26334.1.p1
TCONS_00009597	OFUSG12261.1.p1
TCONS_00022397	OFUSG24616.1.p1
TCONS_00006551	OFUSG24114.1.p1
TCONS_00007279	OFUSG18308.1.p1
TCONS_00012470	OFUSG10001.1.p1
TCONS_00010263	OFUSG11669.1.p1
TCONS_00009445	OFUSG20889.1.p1
TCONS_00001126	OFUSG00890.1.p1
TCONS_00010081	OFUSG11646.1.p1
TCONS_00011829	OFUSG25100.1.p1
TCONS_00026863	OFUSG06725.1.p1
TCONS_00014663	OFUSG07244.1.p1
TCONS_00052207	OFUSG13312.1.p1
TCONS_00018641	OFUSG23400.1.p1
TCONS_00051271	OFUSG21153.1.p1
TCONS_00005764	OFUSG23821.1.p1
TCONS_00026115	OFUSG06523.1.p1
TCONS_00009011	OFUSG20546.1.p1
TCONS_00049233	OFUSG18768.1.p1
TCONS_00026100	OFUSG20193.1.p1
TCONS_00019120	OFUSG24289.1.p1
TCONS_00013342	OFUSG10236.1.p1
TCONS_00040106	OFUSG11628.1.p1
TCONS_00028555	OFUSG19683.1.p1
TCONS_00002956	OFUSG18234.1.p1
TCONS_00048907	OFUSG19410.1.p1
TCONS_00005767	OFUSG22573.1.p1
TCONS_00056580	OFUSG25736.1.p1
TCONS_00057011	OFUSG16765.1.p1
TCONS_00005285	OFUSG15209.1.p1
TCONS_00019636	OFUSG17128.1.p1
TCONS_00006542	OFUSG15081.1.p1
TCONS_00012096	OFUSG12544.1.p1
TCONS_00026559	OFUSG05577.1.p1
TCONS_00019805	OFUSG04858.1.p1
TCONS_00005212	OFUSG24231.1.p1
TCONS_00020834	OFUSG04450.1.p1
TCONS_00010186	OFUSG25058.1.p1
TCONS_00014168	OFUSG10907.1.p1
TCONS_00010401	OFUSG21881.1.p1
TCONS_00043928	OFUSG02936.1.p1
TCONS_00026052	OFUSG19165.1.p1
TCONS_00002032	OFUSG00469.1.p1
TCONS_00006874	OFUSG22164.1.p1
TCONS_00024347	OFUSG08407.1.p1
TCONS_00036379	OFUSG07396.1.p1
TCONS_00026497	OFUSG05659.1.p1
TCONS_00048434	OFUSG05789.1.p1
TCONS_00049783	OFUSG06414.1.p1
TCONS_00019244	OFUSG23495.1.p1
TCONS_00017409	OFUSG13366.1.p1
TCONS_00012209	OFUSG12282.1.p1
TCONS_00046199	OFUSG13228.1.p1
TCONS_00031171	OFUSG02628.1.p1
TCONS_00001309	OFUSG00203.1.p1
TCONS_00004979	OFUSG15579.1.p1
TCONS_00014974	OFUSG26693.1.p1
TCONS_00054098	OFUSG16921.1.p1
TCONS_00043769	OFUSG03165.1.p1
TCONS_00035638	OFUSG08700.1.p1
TCONS_00008634	OFUSG20861.1.p1
TCONS_00043743	OFUSG03345.1.p1
TCONS_00012039	OFUSG06443.1.p1
TCONS_00028334	OFUSG19922.1.p1
TCONS_00052830	OFUSG20436.1.p1
TCONS_00010085	OFUSG25255.1.p1
TCONS_00043041	OFUSG01951.1.p1
TCONS_00021324	OFUSG24826.1.p1
TCONS_00022433	OFUSG16566.1.p1
TCONS_00009666	OFUSG25199.1.p1
TCONS_00008173	OFUSG20688.1.p1
TCONS_00011717	OFUSG12481.1.p1
TCONS_00012388	OFUSG10649.1.p1
TCONS_00015166	OFUSG25677.1.p1
TCONS_00017271	OFUSG20997.1.p1
TCONS_00028394	OFUSG20011.1.p1
TCONS_00009969	OFUSG12182.1.p1
TCONS_00049269	OFUSG18988.1.p1
TCONS_00051025	OFUSG26467.1.p1
TCONS_00048330	OFUSG06619.1.p1
TCONS_00013435	OFUSG10537.1.p1
TCONS_00053148	OFUSG17341.1.p1
TCONS_00008859	OFUSG04977.1.p1
TCONS_00051168	OFUSG23427.1.p1
TCONS_00044297	OFUSG18912.1.p1
TCONS_00004607	OFUSG22725.1.p1
TCONS_00009606	OFUSG11296.1.p1
TCONS_00027411	OFUSG19386.1.p1
TCONS_00019984	OFUSG21341.1.p1
TCONS_00024697	OFUSG07961.1.p1
TCONS_00006393	OFUSG22158.1.p1
TCONS_00011337	OFUSG25263.1.p1
TCONS_00009042	OFUSG05016.1.p1
TCONS_00028775	OFUSG09532.1.p1
TCONS_00010383	OFUSG03944.1.p1
TCONS_00017341	OFUSG13167.1.p1
TCONS_00049313	OFUSG06948.1.p1
TCONS_00047621	OFUSG06743.1.p1
TCONS_00047217	OFUSG06345.1.p1
TCONS_00015167	OFUSG07115.1.p1
TCONS_00048339	OFUSG06246.1.p1
TCONS_00046700	OFUSG26456.1.p1
TCONS_00009759	OFUSG11301.1.p1
TCONS_00009786	OFUSG12048.1.p1
TCONS_00024142	OFUSG07579.1.p1
TCONS_00008834	OFUSG20830.1.p1
TCONS_00045383	OFUSG17171.1.p1
TCONS_00047800	OFUSG18693.1.p1
TCONS_00026284	OFUSG18997.1.p1
TCONS_00021917	OFUSG14465.1.p1
TCONS_00013931	OFUSG10802.1.p1
TCONS_00046200	OFUSG13227.1.p1
TCONS_00009811	OFUSG12399.1.p1
TCONS_00030780	OFUSG18059.1.p1
TCONS_00005042	OFUSG15454.1.p1
TCONS_00026402	OFUSG19209.1.p1
TCONS_00053640	OFUSG13244.1.p1
TCONS_00043929	OFUSG03774.1.p1
TCONS_00016563	OFUSG08153.1.p1
TCONS_00027452	OFUSG18767.1.p1
TCONS_00025907	OFUSG19496.1.p1
TCONS_00056828	OFUSG11813.1.p1
TCONS_00029460	OFUSG08766.1.p1
TCONS_00022680	OFUSG14120.1.p1
TCONS_00056276	OFUSG09061.1.p1
TCONS_00003584	OFUSG16807.1.p1
TCONS_00018096	OFUSG09776.1.p1
TCONS_00009723	OFUSG11390.1.p1
TCONS_00005757	OFUSG15401.1.p1
TCONS_00012212	OFUSG21819.1.p1
TCONS_00051738	OFUSG18656.1.p1
TCONS_00002992	OFUSG09906.1.p1
TCONS_00001337	OFUSG00422.1.p1
TCONS_00029839	OFUSG09636.1.p1
TCONS_00011084	OFUSG11996.1.p1
TCONS_00019185	OFUSG26582.1.p1
TCONS_00056141	OFUSG08127.1.p1
TCONS_00044189	OFUSG03423.1.p1
TCONS_00013414	OFUSG17852.1.p1
TCONS_00021325	OFUSG14677.1.p1
TCONS_00001196	OFUSG01082.1.p1
TCONS_00014652	OFUSG25441.1.p1
TCONS_00010748	OFUSG11375.1.p1
TCONS_00037488	OFUSG00035.1.p1
TCONS_00010978	OFUSG12518.1.p1
TCONS_00047293	OFUSG18309.1.p1
TCONS_00052967	OFUSG13545.1.p1
TCONS_00045352	OFUSG23478.1.p1
TCONS_00041587	OFUSG03116.1.p1
TCONS_00029651	OFUSG19645.1.p1
TCONS_00001125	OFUSG01573.1.p1
TCONS_00049629	OFUSG06617.1.p1
TCONS_00056697	OFUSG08023.1.p1
TCONS_00026465	OFUSG05588.1.p1
TCONS_00005302	OFUSG15330.1.p1
TCONS_00057140	OFUSG16160.1.p1
TCONS_00048167	OFUSG19088.1.p1
TCONS_00027639	OFUSG05803.1.p1
TCONS_00031070	OFUSG10254.1.p1
TCONS_00009019	OFUSG20456.1.p1
TCONS_00056683	OFUSG15827.1.p1
TCONS_00012995	OFUSG10231.1.p1
TCONS_00010463	OFUSG11844.1.p1
TCONS_00004277	OFUSG16777.1.p1
TCONS_00019249	OFUSG04300.1.p1
TCONS_00048163	OFUSG05915.1.p1
TCONS_00010207	OFUSG05292.1.p1
TCONS_00027016	OFUSG05717.1.p1
TCONS_00014803	OFUSG08311.1.p1
TCONS_00016120	OFUSG08419.1.p1
TCONS_00013095	OFUSG17534.1.p1
TCONS_00008333	OFUSG04848.1.p1
TCONS_00027138	OFUSG19390.1.p1
TCONS_00036740	OFUSG00807.1.p1
TCONS_00014236	OFUSG18368.1.p1
TCONS_00014951	OFUSG07164.1.p1
TCONS_00041597	OFUSG03770.1.p1
TCONS_00040519	OFUSG08702.1.p1
TCONS_00022165	OFUSG14817.1.p1
TCONS_00025939	OFUSG18727.1.p1
TCONS_00000426	OFUSG00691.1.p1
TCONS_00028168	OFUSG08438.1.p1
TCONS_00043926	OFUSG03371.1.p1
TCONS_00013453	OFUSG17955.1.p1
TCONS_00006494	OFUSG22627.1.p1
TCONS_00026150	OFUSG05565.1.p1
TCONS_00049551	OFUSG18655.1.p1
TCONS_00007986	OFUSG25734.1.p1
TCONS_00031843	OFUSG16074.1.p1
TCONS_00026167	OFUSG05856.1.p1
TCONS_00010817	OFUSG11215.1.p1
TCONS_00017080	OFUSG21512.1.p1
TCONS_00014787	OFUSG11858.1.p1
TCONS_00038005	OFUSG26919.1.p1
TCONS_00040447	OFUSG02313.1.p1
TCONS_00011401	OFUSG25079.1.p1
TCONS_00010737	OFUSG03024.1.p1
TCONS_00016083	OFUSG07104.1.p1
TCONS_00042092	OFUSG02044.1.p1
TCONS_00018318	OFUSG23378.1.p1
TCONS_00027364	OFUSG18957.1.p1
TCONS_00050735	OFUSG23265.1.p1
TCONS_00008076	OFUSG20618.1.p1
TCONS_00006233	OFUSG22134.1.p1
TCONS_00004818	OFUSG23898.1.p1
TCONS_00030272	OFUSG10912.1.p1
TCONS_00013808	OFUSG10372.1.p1
TCONS_00005056	OFUSG04572.1.p1
TCONS_00047434	OFUSG06342.1.p1
TCONS_00015124	OFUSG07111.1.p1
TCONS_00049700	OFUSG21855.1.p1
TCONS_00012581	OFUSG11141.1.p1
TCONS_00050221	OFUSG25948.1.p1
TCONS_00027453	OFUSG19529.1.p1
TCONS_00010247	OFUSG11546.1.p1
TCONS_00044155	OFUSG02636.1.p1
TCONS_00048115	OFUSG19261.1.p1
TCONS_00056591	OFUSG07445.1.p1
TCONS_00020866	OFUSG24647.1.p1
TCONS_00000600	OFUSG01244.1.p1
TCONS_00022740	OFUSG13987.1.p1
TCONS_00009849	OFUSG02256.1.p1
TCONS_00028496	OFUSG09201.1.p1
TCONS_00001447	OFUSG01090.1.p1
TCONS_00003622	OFUSG15883.1.p1
TCONS_00010985	OFUSG21044.1.p1
TCONS_00048118	OFUSG05804.1.p1
TCONS_00040418	OFUSG09677.1.p1
TCONS_00021087	OFUSG13427.1.p1
TCONS_00027039	OFUSG06508.1.p1
TCONS_00055029	OFUSG04577.1.p1
TCONS_00006221	OFUSG24173.1.p1
TCONS_00042167	OFUSG03603.1.p1
TCONS_00021956	OFUSG14110.1.p1
TCONS_00044916	OFUSG26437.1.p1
TCONS_00015215	OFUSG25498.1.p1
TCONS_00011579	OFUSG25061.1.p1
TCONS_00022229	OFUSG25787.1.p1
TCONS_00012208	OFUSG12379.1.p1
TCONS_00015905	OFUSG07771.1.p1
TCONS_00013897	OFUSG10349.1.p1
TCONS_00048859	OFUSG05579.1.p1
TCONS_00042395	OFUSG03493.1.p1
TCONS_00043517	OFUSG02817.1.p1
TCONS_00010473	OFUSG12038.1.p1
TCONS_00004479	OFUSG11612.1.p1
TCONS_00009332	OFUSG04823.1.p1
TCONS_00056962	OFUSG25636.1.p1
TCONS_00054295	OFUSG23472.1.p1
TCONS_00014208	OFUSG10298.1.p1
TCONS_00010399	OFUSG11989.1.p1
TCONS_00027105	OFUSG19185.1.p1
TCONS_00005996	OFUSG23785.1.p1
TCONS_00049727	OFUSG18893.1.p1
TCONS_00014632	OFUSG23804.1.p1
TCONS_00053837	OFUSG24925.1.p1
TCONS_00010647	OFUSG22021.1.p1
TCONS_00017296	OFUSG13170.1.p1
TCONS_00053838	OFUSG08926.1.p1
TCONS_00026868	OFUSG06380.1.p1
TCONS_00055331	OFUSG25403.1.p1
TCONS_00030828	OFUSG16839.1.p1
TCONS_00027680	OFUSG19370.1.p1
TCONS_00033554	OFUSG16686.1.p1
TCONS_00005025	OFUSG15105.1.p1
TCONS_00025619	OFUSG07670.1.p1
TCONS_00031335	OFUSG14628.1.p1
TCONS_00028318	OFUSG08468.1.p1
TCONS_00054249	OFUSG21336.1.p1
TCONS_00027247	OFUSG07137.1.p1
TCONS_00020494	OFUSG17363.1.p1
TCONS_00043684	OFUSG03682.1.p1
TCONS_00026473	OFUSG19389.1.p1
TCONS_00012205	OFUSG12508.1.p1
TCONS_00005434	OFUSG22478.1.p1
TCONS_00026290	OFUSG06494.1.p1
TCONS_00054902	OFUSG16788.1.p1
TCONS_00012570	OFUSG17808.1.p1
