Orthogroup	CAEEL	HUMAN
OG0006795	CAEEL17325, CAEEL03139, CAEEL17385, CAEEL06951, CAEEL03170, CAEEL03151, CAEEL12331, CAEEL03123, CAEEL13163, CAEEL10223, CAEEL17912, CAEEL03163, CAEEL03125, CAEEL03120, CAEEL06506	HUMAN11799
OG0006807	CAEEL10763	HUMAN05963, HUMAN05968, HUMAN05969, HUMAN05961, HUMAN05962, HUMAN05964, HUMAN05972, HUMAN05971, HUMAN05966
OG0006826	CAEEL07305	HUMAN23918, HUMAN23919
OG0006828	CAEEL01547	HUMAN23672
OG0006830	CAEEL01610	HUMAN12476
OG0006832	CAEEL18365	HUMAN08384, HUMAN08383
OG0006833	CAEEL01607	HUMAN11220
OG0006835	CAEEL10984	HUMAN05300
OG0006838	CAEEL04815	HUMAN10291
OG0006842	CAEEL01401	HUMAN14862
OG0006843	CAEEL01030	HUMAN28655
OG0006844	CAEEL01019	HUMAN09468
OG0006845	CAEEL16127	HUMAN04886, HUMAN04887
OG0006846	CAEEL15729	HUMAN08740, HUMAN08738
OG0006849	CAEEL06259	HUMAN16918
OG0006851	CAEEL12983	HUMAN03180
OG0006853	CAEEL10839	HUMAN06735
OG0006857	CAEEL20356	HUMAN29745
OG0006860	CAEEL08670	HUMAN11386
OG0006864	CAEEL08583	HUMAN10411
OG0006867	CAEEL15109	HUMAN16895
OG0006868	CAEEL07835	HUMAN20940
OG0006870	CAEEL08613	HUMAN17467, HUMAN17468
OG0006875	CAEEL10848	HUMAN05504
OG0006876	CAEEL04447	HUMAN01056
OG0006878	CAEEL06314	HUMAN01136
OG0006881	CAEEL09403	HUMAN04095
OG0006882	CAEEL09595	HUMAN11464
OG0006886	CAEEL05972, CAEEL05973	HUMAN29974
OG0006887	CAEEL04262	HUMAN12500
OG0006888	CAEEL07944	HUMAN25053
OG0006890	CAEEL05820	HUMAN03527
OG0006891	CAEEL07412	HUMAN04608
OG0006892	CAEEL07307	HUMAN18023
OG0006894	CAEEL12154	HUMAN13291, HUMAN13290
OG0006895	CAEEL18907	HUMAN03555
OG0006897	CAEEL00287	HUMAN23447
OG0006898	CAEEL01473	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006901	CAEEL06883	HUMAN18029, HUMAN18028
OG0006905	CAEEL08307	HUMAN19217
OG0006906	CAEEL05830	HUMAN11694
OG0006914	CAEEL01820	HUMAN28656
OG0006917	CAEEL05784	HUMAN18466, HUMAN18467
OG0006918	CAEEL01349	HUMAN28188
OG0006919	CAEEL05782	HUMAN22288
OG0006920	CAEEL08877	HUMAN07463
OG0006923	CAEEL09234	HUMAN00553, HUMAN00554
OG0006924	CAEEL12241	HUMAN23650
OG0006926	CAEEL19851, CAEEL00630	HUMAN00625
OG0006927	CAEEL11861	HUMAN14265
OG0006931	CAEEL14601	HUMAN27632, HUMAN27633
OG0006934	CAEEL00405	HUMAN07629, HUMAN07628
OG0006936	CAEEL11645	HUMAN03224
OG0006937	CAEEL00825	HUMAN13657
OG0006938	CAEEL00362	HUMAN20508, HUMAN20507
OG0006939	CAEEL14723	HUMAN00665
OG0006942	CAEEL08740	HUMAN04879, HUMAN04878
OG0006943	CAEEL14228	HUMAN03534
OG0006944	CAEEL11263	HUMAN20962
OG0006945	CAEEL08245	HUMAN18030
OG0006948	CAEEL04453	HUMAN20132, HUMAN20131
OG0006949	CAEEL00718	HUMAN09677
OG0006952	CAEEL11032	HUMAN29995, HUMAN28013
OG0006953	CAEEL11948	HUMAN11732
OG0006954	CAEEL16023	HUMAN08336
OG0006957	CAEEL08617	HUMAN24327
OG0006959	CAEEL04110	HUMAN02003
OG0006960	CAEEL12630	HUMAN21367
OG0006962	CAEEL05048	HUMAN00835, HUMAN00834
OG0006964	CAEEL00220	HUMAN25417
OG0006966	CAEEL05641	HUMAN21659
OG0006967	CAEEL06996	HUMAN20241
OG0006969	CAEEL02753	HUMAN22092, HUMAN22091
OG0006970	CAEEL07035	HUMAN04563
OG0006971	CAEEL08956	HUMAN07273
OG0006973	CAEEL00443	HUMAN25475
OG0006974	CAEEL11749	HUMAN15890, HUMAN25069
OG0006975	CAEEL06258	HUMAN00754
OG0006976	CAEEL02822	HUMAN25513, HUMAN25515
OG0006977	CAEEL11170	HUMAN21112
OG0006979	CAEEL01624	HUMAN09404
OG0006980	CAEEL07784	HUMAN21874
OG0006982	CAEEL08318	HUMAN18636, HUMAN18637
OG0006983	CAEEL05835	HUMAN00205, HUMAN00204
OG0006985	CAEEL09608	HUMAN20423
OG0006988	CAEEL16268	HUMAN15597, HUMAN15598
OG0006989	CAEEL07496	HUMAN18220
OG0006990	CAEEL10497, CAEEL10492	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	CAEEL04823	HUMAN19260
OG0006994	CAEEL01434	HUMAN17958, HUMAN17957, HUMAN17956
OG0006995	CAEEL02252	HUMAN20603
OG0006996	CAEEL16529	HUMAN16905, HUMAN16903, HUMAN16904
OG0006999	CAEEL04127	HUMAN28121
OG0007002	CAEEL02243	HUMAN29202
OG0007003	CAEEL10884	HUMAN15197
OG0007005	CAEEL06687	HUMAN26374
OG0007007	CAEEL08012	HUMAN05696, HUMAN05695
OG0007008	CAEEL02046	HUMAN13956
OG0007009	CAEEL01782	HUMAN28810
OG0007010	CAEEL15343	HUMAN22418
OG0007011	CAEEL08044	HUMAN05430
OG0007012	CAEEL11328	HUMAN22710
OG0007013	CAEEL06144	HUMAN12055
OG0007015	CAEEL15511	HUMAN19068
OG0007016	CAEEL00075	HUMAN11135
OG0007017	CAEEL12138	HUMAN26658
OG0007024	CAEEL10553, CAEEL11101	HUMAN26989
OG0007025	CAEEL06876	HUMAN13355, HUMAN13354
OG0007027	CAEEL09519	HUMAN20548, HUMAN20547
OG0007028	CAEEL05606	HUMAN02161
OG0007029	CAEEL09103	HUMAN02371
OG0007033	CAEEL14194	HUMAN18746
OG0007034	CAEEL08733	HUMAN06574, HUMAN06572, HUMAN06573
OG0007037	CAEEL08744	HUMAN17832, HUMAN17833
OG0007039	CAEEL13025	HUMAN08824, HUMAN08823
OG0007040	CAEEL08972	HUMAN30265
OG0007042	CAEEL08206	HUMAN26067
OG0007043	CAEEL13822	HUMAN03790
OG0007046	CAEEL09633	HUMAN25422, HUMAN25421
OG0007049	CAEEL00647	HUMAN11321, HUMAN11320
OG0007050	CAEEL06277	HUMAN22442
OG0007053	CAEEL09135	HUMAN12939, HUMAN12938, HUMAN12937
OG0007055	CAEEL08098	HUMAN19997
OG0007056	CAEEL07277	HUMAN11685, HUMAN11684
OG0007057	CAEEL00263	HUMAN03899
OG0007059	CAEEL14078	HUMAN03647
OG0007061	CAEEL08933	HUMAN03639
OG0007062	CAEEL09707	HUMAN21701
OG0007063	CAEEL07545	HUMAN15926
OG0007064	CAEEL09068	HUMAN22838
OG0007065	CAEEL20267	HUMAN04174
OG0007071	CAEEL04826	HUMAN01176
OG0007073	CAEEL05159	HUMAN18294
OG0007083	CAEEL05178	HUMAN24737
OG0007084	CAEEL01491	HUMAN28379
OG0007090	CAEEL05033	HUMAN01309
OG0007091	CAEEL12658	HUMAN00782
OG0007092	CAEEL08546	HUMAN08546
OG0007093	CAEEL04448	HUMAN11063
OG0007095	CAEEL00821	HUMAN16273
OG0007098	CAEEL08067	HUMAN11106
OG0007100	CAEEL09539	HUMAN25052, HUMAN25051
OG0007102	CAEEL08970	HUMAN17403
OG0007103	CAEEL10775	HUMAN03151, HUMAN03152
OG0007106	CAEEL05993	HUMAN21445
OG0007108	CAEEL05255	HUMAN26396
OG0007112	CAEEL01614	HUMAN09877
OG0007113	CAEEL11083	HUMAN20963
OG0007114	CAEEL01821	HUMAN20779
OG0007117	CAEEL10841	HUMAN06756
OG0007118	CAEEL02534	HUMAN25504
OG0007119	CAEEL05050	HUMAN01099
OG0007120	CAEEL07430, CAEEL07614	HUMAN23269, HUMAN23270
OG0007121	CAEEL12811	HUMAN25080, HUMAN25079
OG0007122	CAEEL04526	HUMAN00210, HUMAN00211
OG0007123	CAEEL19756	HUMAN03448
OG0007124	CAEEL07005	HUMAN17400, HUMAN17402, HUMAN17399
OG0007125	CAEEL20499	HUMAN21228
OG0007127	CAEEL15458	HUMAN26224
OG0007128	CAEEL00451	HUMAN13992, HUMAN13994
OG0007130	CAEEL11905, CAEEL11906, CAEEL09908	HUMAN06959
OG0007131	CAEEL05443	HUMAN23398
OG0007132	CAEEL02720	HUMAN28401, HUMAN28402
OG0007133	CAEEL03495	HUMAN23555
OG0007137	CAEEL15473	HUMAN15907
OG0007138	CAEEL09999	HUMAN02269
OG0007139	CAEEL01164	HUMAN24643
OG0007143	CAEEL10767	HUMAN16614
OG0007144	CAEEL05598	HUMAN02639
OG0007145	CAEEL03134	HUMAN13652
OG0007147	CAEEL02107	HUMAN21018
OG0007151	CAEEL07199	HUMAN05431
OG0007153	CAEEL12781	HUMAN16995, HUMAN16996
OG0007154	CAEEL03604	HUMAN08481
OG0007161	CAEEL00150	HUMAN27982
OG0007163	CAEEL15486	HUMAN01780
OG0007164	CAEEL07443	HUMAN21192
OG0007165	CAEEL10428	HUMAN05595
OG0007166	CAEEL06036	HUMAN04674, HUMAN04671, HUMAN04673
OG0007172	CAEEL07733	HUMAN23034, HUMAN23035, HUMAN23033
OG0007173	CAEEL07482	HUMAN05355, HUMAN05354
OG0007174	CAEEL14161	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	CAEEL05365	HUMAN04157
OG0007176	CAEEL08939	HUMAN15324, HUMAN15323
OG0007177	CAEEL15953	HUMAN09300, HUMAN09299, HUMAN09301
OG0007180	CAEEL02927	HUMAN15073
OG0007181	CAEEL09037	HUMAN30517
OG0007182	CAEEL00499	HUMAN11844
OG0007183	CAEEL02179	HUMAN25330
OG0007184	CAEEL03133	HUMAN28058, HUMAN28057, HUMAN28055
OG0007186	CAEEL05116	HUMAN12868
OG0007190	CAEEL10785	HUMAN26235
OG0007192	CAEEL16561	HUMAN17983
OG0007199	CAEEL11122	HUMAN28097
OG0007199	CAEEL18481, CAEEL18480	HUMAN28099
OG0007209	CAEEL07382	HUMAN24910
OG0007248	CAEEL16171	HUMAN13700
OG0007251	CAEEL06390	HUMAN14332
OG0007254	CAEEL02889	HUMAN02644
OG0007256	CAEEL04854	HUMAN27031
OG0007258	CAEEL01284	HUMAN14003
OG0007260	CAEEL15754	HUMAN04843, HUMAN04844
OG0007266	CAEEL01793	HUMAN20046
OG0007267	CAEEL20518	HUMAN00847
OG0007269	CAEEL20059	HUMAN16581, HUMAN16580, HUMAN16579
OG0007274	CAEEL17821	HUMAN05717
OG0007275	CAEEL06379	HUMAN24919
OG0007276	CAEEL02045	HUMAN28796
OG0007279	CAEEL01707	HUMAN11856
OG0007280	CAEEL02744	HUMAN27834, HUMAN27835, HUMAN27833
OG0007282	CAEEL08198	HUMAN07231
OG0007283	CAEEL07508	HUMAN12155
OG0007288	CAEEL09410	HUMAN22785
OG0007291	CAEEL00922	HUMAN18973
OG0007293	CAEEL02960	HUMAN28207
OG0007296	CAEEL07895	HUMAN11360
OG0007299	CAEEL08257	HUMAN27718, HUMAN27719
OG0007301	CAEEL01285	HUMAN23169, HUMAN23170
OG0007303	CAEEL00729	HUMAN18735
OG0007305	CAEEL08507	HUMAN02006
OG0007307	CAEEL05489	HUMAN17065, HUMAN17066
OG0007309	CAEEL06253	HUMAN17011
OG0007312	CAEEL18157	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	CAEEL14922	HUMAN02534
OG0007317	CAEEL04877	HUMAN17014
OG0007319	CAEEL02684	HUMAN19188
OG0007321	CAEEL08372	HUMAN04956, HUMAN04955
OG0007322	CAEEL07863	HUMAN29064
OG0007323	CAEEL17746	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
OG0007325	CAEEL02968	HUMAN11525
OG0007326	CAEEL12237	HUMAN09593
OG0007330	CAEEL08957	HUMAN05264
OG0007333	CAEEL02810	HUMAN29576
OG0007334	CAEEL16445	HUMAN01738, HUMAN01739
OG0007335	CAEEL09096	HUMAN08862
OG0007336	CAEEL07287	HUMAN00761
OG0007341	CAEEL08254	HUMAN25872
OG0007342	CAEEL17647	HUMAN28838
OG0007343	CAEEL01237	HUMAN14176, HUMAN14177
OG0007344	CAEEL14479	HUMAN25001
OG0007347	CAEEL16216	HUMAN20415
OG0007348	CAEEL01419	HUMAN07622, HUMAN07623
OG0007351	CAEEL00046	HUMAN26021
OG0007352	CAEEL02694	HUMAN04641
OG0007353	CAEEL01909	HUMAN11061, HUMAN11060
OG0007354	CAEEL07366	HUMAN23192
OG0007355	CAEEL07543	HUMAN28384
OG0007356	CAEEL10653	HUMAN24980
OG0007361	CAEEL18143	HUMAN01585, HUMAN01584
OG0007363	CAEEL15459	HUMAN07700
OG0007364	CAEEL00051	HUMAN20228
OG0007365	CAEEL15469	HUMAN01007
OG0007370	CAEEL00810	HUMAN12243, HUMAN12242
OG0007371	CAEEL08890	HUMAN03496
OG0007373	CAEEL07235	HUMAN25169
OG0007374	CAEEL08407	HUMAN17107
OG0007378	CAEEL07515	HUMAN11793, HUMAN11794, HUMAN11795
OG0007380	CAEEL02178	HUMAN13808, HUMAN13807
OG0007382	CAEEL03532	HUMAN19380
OG0007385	CAEEL10159	HUMAN04317
OG0007386	CAEEL20708	HUMAN16767
OG0007387	CAEEL01651	HUMAN29057
OG0007391	CAEEL15047	HUMAN05345
OG0007392	CAEEL04967	HUMAN28583
OG0007393	CAEEL14340	HUMAN08660
OG0007394	CAEEL17618	HUMAN15894, HUMAN15893
OG0007395	CAEEL00007	HUMAN13460
OG0007396	CAEEL08409	HUMAN11000
OG0007397	CAEEL05717	HUMAN00870
OG0007399	CAEEL09345	HUMAN16123
OG0007400	CAEEL07494	HUMAN22018
OG0007401	CAEEL06920	HUMAN30125
OG0007403	CAEEL00829	HUMAN17254
OG0007405	CAEEL09683	HUMAN20387
OG0007406	CAEEL08578	HUMAN19713
OG0007407	CAEEL09634	HUMAN03483
OG0007408	CAEEL03271	HUMAN28141, HUMAN28142
OG0007409	CAEEL00402	HUMAN25552
OG0007411	CAEEL00187	HUMAN23662, HUMAN23663
OG0007412	CAEEL02088	HUMAN17545
OG0007413	CAEEL05369	HUMAN20818
OG0007414	CAEEL02493	HUMAN01057
OG0007416	CAEEL06905	HUMAN22361
OG0007417	CAEEL11994	HUMAN07346
OG0007419	CAEEL08256	HUMAN12143, HUMAN12142
OG0007421	CAEEL05873	HUMAN06697
OG0007422	CAEEL14217	HUMAN08465
OG0007424	CAEEL09653	HUMAN10237
OG0007425	CAEEL08774	HUMAN06193
OG0007427	CAEEL12151	HUMAN03785
OG0007431	CAEEL08321	HUMAN26226
OG0007432	CAEEL05561	HUMAN05575, HUMAN05574
OG0007434	CAEEL19477	HUMAN10246
OG0007437	CAEEL05064	HUMAN17137
OG0007439	CAEEL00478	HUMAN16947
OG0007441	CAEEL08872	HUMAN13782
OG0007442	CAEEL05801, CAEEL20230	HUMAN00969
OG0007446	CAEEL08347	HUMAN07376
OG0007447	CAEEL15347, CAEEL04835	HUMAN22922
OG0007450	CAEEL15942	HUMAN08573, HUMAN08574
OG0007451	CAEEL01087	HUMAN08167, HUMAN08166
OG0007452	CAEEL11309, CAEEL11308	HUMAN22554
OG0007453	CAEEL15555	HUMAN10744
OG0007454	CAEEL05191	HUMAN18226
OG0007455	CAEEL09023	HUMAN29667
OG0007456	CAEEL09752	HUMAN07199
OG0007457	CAEEL02978	HUMAN09838
OG0007459	CAEEL08625	HUMAN16778
OG0007460	CAEEL08071	HUMAN16832, HUMAN16830, HUMAN16831, HUMAN16829
OG0007463	CAEEL05195	HUMAN06999
OG0007470	CAEEL09270	HUMAN00938
OG0007471	CAEEL00262	HUMAN07932
OG0007472	CAEEL07712	HUMAN23723
OG0007473	CAEEL06395	HUMAN18188, HUMAN18186, HUMAN18187
OG0007475	CAEEL11891	HUMAN10446, HUMAN10445
OG0007476	CAEEL05614	HUMAN14444
OG0007477	CAEEL18090	HUMAN12723
OG0007478	CAEEL10045	HUMAN19940
OG0007481	CAEEL07144	HUMAN11840
OG0007482	CAEEL05046	HUMAN01581
OG0007483	CAEEL05091	HUMAN25804
OG0007484	CAEEL15663	HUMAN15505
OG0007488	CAEEL11022	HUMAN24932
OG0007489	CAEEL01991	HUMAN08300, HUMAN08303, HUMAN08301
OG0007491	CAEEL08156	HUMAN10273
OG0007494	CAEEL07420	HUMAN16086
OG0007495	CAEEL02719	HUMAN19626, HUMAN19624
OG0007496	CAEEL08861	HUMAN21064
OG0007498	CAEEL00436	HUMAN28184
OG0007500	CAEEL02792, CAEEL15995	HUMAN21907
OG0007503	CAEEL02990	HUMAN03266, HUMAN03263, HUMAN03264, HUMAN03265
OG0007508	CAEEL11729	HUMAN29445
OG0007509	CAEEL03713	HUMAN12458
OG0007510	CAEEL02087	HUMAN00670, HUMAN00669
OG0007516	CAEEL12379, CAEEL12378	HUMAN06240, HUMAN06238, HUMAN06239
OG0007518	CAEEL09758	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007519	CAEEL01445	HUMAN15216, HUMAN15215
OG0007522	CAEEL17731, CAEEL17730, CAEEL12726, CAEEL04614	HUMAN08876
OG0007524	CAEEL19299	HUMAN26701, HUMAN30360
OG0007527	CAEEL00663	HUMAN14056
OG0007531	CAEEL00294	HUMAN23525, HUMAN23527, HUMAN23526
OG0007541	CAEEL15073	HUMAN02477
OG0007550	CAEEL07298	HUMAN14033, HUMAN11371
OG0007586	CAEEL10449	HUMAN28828
OG0007591	CAEEL00268	HUMAN12931
OG0007597	CAEEL08128	HUMAN07406
OG0007602	CAEEL04254	HUMAN00917
OG0007603	CAEEL01794	HUMAN11097
OG0007606	CAEEL07584	HUMAN16824, HUMAN16823
OG0007608	CAEEL13664	HUMAN24575, HUMAN24576
OG0007609	CAEEL18836	HUMAN07130
OG0007611	CAEEL17991	HUMAN08580
OG0007613	CAEEL08843	HUMAN14918, HUMAN14919, HUMAN14917
OG0007615	CAEEL11977	HUMAN17636
OG0007616	CAEEL01590	HUMAN16740
OG0007618	CAEEL00292	HUMAN05174, HUMAN05173
OG0007619	CAEEL00841	HUMAN21829
OG0007621	CAEEL02354	HUMAN01027, HUMAN06000
OG0007624	CAEEL00535	HUMAN00744
OG0007626	CAEEL06256	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007633	CAEEL20565	HUMAN13873
OG0007634	CAEEL15553	HUMAN22721
OG0007638	CAEEL00644	HUMAN25473
OG0007642	CAEEL15921	HUMAN02914
OG0007645	CAEEL07585	HUMAN10615, HUMAN10616
OG0007646	CAEEL01490	HUMAN29544
OG0007648	CAEEL02742	HUMAN29977
OG0007651	CAEEL07805	HUMAN16641
OG0007656	CAEEL10499	HUMAN02869
OG0007657	CAEEL03766	HUMAN04204
OG0007662	CAEEL14112	HUMAN05169
OG0007664	CAEEL02497	HUMAN10066
OG0007666	CAEEL06730	HUMAN10319
OG0007667	CAEEL09697	HUMAN15603
OG0007674	CAEEL07619	HUMAN08286
OG0007676	CAEEL11928	HUMAN24899
OG0007680	CAEEL08127	HUMAN17909
OG0007681	CAEEL00409	HUMAN09648
OG0007685	CAEEL05547	HUMAN18793
OG0007686	CAEEL07547	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599
OG0007687	CAEEL12382	HUMAN20268
OG0007690	CAEEL07839	HUMAN27678
OG0007698	CAEEL09040	HUMAN29272
OG0007701	CAEEL08144	HUMAN07269
OG0007702	CAEEL09034	HUMAN20314
OG0007703	CAEEL09743	HUMAN22827
OG0007712	CAEEL10394	HUMAN03420
OG0007713	CAEEL08732	HUMAN06586
OG0007717	CAEEL05318	HUMAN03284
OG0007719	CAEEL04281	HUMAN26223
OG0007722	CAEEL04401	HUMAN03285
OG0007723	CAEEL01529	HUMAN26538
OG0007724	CAEEL11098	HUMAN03962
OG0007732	CAEEL02105	HUMAN24163, HUMAN24162
OG0007734	CAEEL20465	HUMAN00972, HUMAN17214
OG0007736	CAEEL08552	HUMAN13041
OG0007738	CAEEL13138	HUMAN19368
OG0007739	CAEEL05697	HUMAN01347
OG0007743	CAEEL01748	HUMAN09883
OG0007744	CAEEL07533	HUMAN26813, HUMAN26814
OG0007746	CAEEL14195	HUMAN25134
OG0007749	CAEEL12327	HUMAN26822
OG0007752	CAEEL16888	HUMAN05362
OG0007754	CAEEL16020	HUMAN21523
OG0007757	CAEEL04833	HUMAN01101
OG0007758	CAEEL12592	HUMAN29935
OG0007759	CAEEL09235	HUMAN01276
OG0007760	CAEEL11638	HUMAN19195
OG0007761	CAEEL04714	HUMAN00323
OG0007766	CAEEL16170	HUMAN10523, HUMAN10522
OG0007767	CAEEL04905	HUMAN17614
OG0007769	CAEEL08087	HUMAN10250
OG0007771	CAEEL07807	HUMAN06957
OG0007772	CAEEL09510	HUMAN21301
OG0007774	CAEEL00940	HUMAN17885, HUMAN17884
OG0007781	CAEEL15819	HUMAN02870
OG0007782	CAEEL02809	HUMAN10939
OG0007783	CAEEL07253	HUMAN10560
OG0007784	CAEEL08610	HUMAN12802
OG0007786	CAEEL11757	HUMAN18705
OG0007790	CAEEL09046	HUMAN25977, HUMAN25978
OG0007794	CAEEL19174	HUMAN07379, HUMAN07378
OG0007800	CAEEL08807	HUMAN05271, HUMAN05270
OG0007803	CAEEL05119	HUMAN17024
OG0007804	CAEEL00772	HUMAN27359
OG0007807	CAEEL05530	HUMAN03444
OG0007810	CAEEL03135	HUMAN20972
OG0007811	CAEEL07487	HUMAN21891
OG0007813	CAEEL13344	HUMAN02512
OG0007814	CAEEL09448	HUMAN03364
OG0007816	CAEEL05256	HUMAN00100, HUMAN00099
OG0007817	CAEEL15491	HUMAN15877
OG0007818	CAEEL09942	HUMAN07509, HUMAN07511, HUMAN07510
OG0007820	CAEEL09298	HUMAN11761
OG0007823	CAEEL13928	HUMAN03449
OG0007825	CAEEL11587	HUMAN14275, HUMAN14274
OG0007829	CAEEL06733	HUMAN11339
OG0007830	CAEEL12370	HUMAN01001
OG0007831	CAEEL09366	HUMAN27771
OG0007832	CAEEL15897	HUMAN08812
OG0007834	CAEEL18324	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232
OG0007835	CAEEL14273	HUMAN23278
OG0007837	CAEEL08272	HUMAN29610
OG0007840	CAEEL02866	HUMAN27821, HUMAN27820
OG0007848	CAEEL00623	HUMAN19483
OG0007852	CAEEL12251	HUMAN20987
OG0007858	CAEEL05800	HUMAN27701, HUMAN27702
OG0007866	CAEEL10453	HUMAN13545, HUMAN13544
OG0007911	CAEEL19720	HUMAN16282, HUMAN16283
OG0007918	CAEEL01338	HUMAN24900, HUMAN24901
OG0007929	CAEEL11949	HUMAN14119, HUMAN14120
OG0007932	CAEEL18348	HUMAN24557
OG0007942	CAEEL06424	HUMAN14706, HUMAN14708, HUMAN14707
OG0007943	CAEEL00323	HUMAN05448
OG0007952	CAEEL00559	HUMAN21513
OG0007955	CAEEL04282	HUMAN08358, HUMAN08359
OG0007956	CAEEL07040	HUMAN23725
OG0007957	CAEEL07410	HUMAN12395
OG0007958	CAEEL09574	HUMAN10130
OG0007959	CAEEL06031	HUMAN00914
OG0007962	CAEEL03907	HUMAN23916
OG0007966	CAEEL18121	HUMAN23684
OG0007969	CAEEL07525	HUMAN11764
OG0007971	CAEEL09028	HUMAN20515
OG0007974	CAEEL18470	HUMAN21538
OG0007975	CAEEL07570	HUMAN00101
OG0007976	CAEEL13363	HUMAN10652
OG0007978	CAEEL16129	HUMAN26591, HUMAN26590
OG0007980	CAEEL04889	HUMAN25126
OG0007990	CAEEL07840	HUMAN28217, HUMAN28218, HUMAN28216
OG0007994	CAEEL07063	HUMAN25068
OG0007996	CAEEL08828	HUMAN05904
OG0007997	CAEEL08226	HUMAN25806
OG0007999	CAEEL07190	HUMAN13157
OG0008000	CAEEL08364	HUMAN16710
OG0008001	CAEEL02665	HUMAN17244, HUMAN17245, HUMAN17243
OG0008007	CAEEL06239	HUMAN28574, HUMAN28573
OG0008008	CAEEL09265	HUMAN25914
OG0008009	CAEEL02124	HUMAN01656
OG0008011	CAEEL11657	HUMAN20883
OG0008016	CAEEL01402	HUMAN17122
OG0008018	CAEEL09951	HUMAN03518
OG0008020	CAEEL07350	HUMAN25874
OG0008023	CAEEL06642	HUMAN00347
OG0008028	CAEEL08626	HUMAN13789, HUMAN13788
OG0008030	CAEEL08937	HUMAN20023
OG0008031	CAEEL03012	HUMAN10154
OG0008039	CAEEL08953	HUMAN19944
OG0008041	CAEEL11036	HUMAN27061
OG0008045	CAEEL06796	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586
OG0008046	CAEEL02060	HUMAN28416, HUMAN28418
OG0008047	CAEEL11814	HUMAN02867, HUMAN02866
OG0008049	CAEEL07907	HUMAN26750
OG0008050	CAEEL05217	HUMAN23560, HUMAN23558, HUMAN23559
OG0008051	CAEEL00393	HUMAN10716
OG0008056	CAEEL07039	HUMAN29996
OG0008059	CAEEL15078	HUMAN00551, HUMAN00552
OG0008062	CAEEL05480	HUMAN09476
OG0008065	CAEEL19082	HUMAN20388
OG0008066	CAEEL02996	HUMAN09760
OG0008067	CAEEL01642	HUMAN25616
OG0008069	CAEEL04653	HUMAN14189
OG0008071	CAEEL15707	HUMAN01032
OG0008072	CAEEL03539	HUMAN00396, HUMAN00395
OG0008074	CAEEL08812	HUMAN12463
OG0008075	CAEEL18761	HUMAN29868
OG0008079	CAEEL11763	HUMAN27934
OG0008080	CAEEL05079	HUMAN04666
OG0008081	CAEEL01394	HUMAN20765
OG0008091	CAEEL08716	HUMAN07361, HUMAN07360
OG0008094	CAEEL09901	HUMAN11989
OG0008100	CAEEL09035	HUMAN00523
OG0008104	CAEEL01994	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	CAEEL14680	HUMAN16819
OG0008108	CAEEL00549	HUMAN11110
OG0008110	CAEEL05284	HUMAN17613
OG0008113	CAEEL01854	HUMAN14020
OG0008115	CAEEL20667	HUMAN08321
OG0008117	CAEEL10260	HUMAN01737
OG0008119	CAEEL12692	HUMAN26741
OG0008123	CAEEL15956	HUMAN04954
OG0008127	CAEEL07191	HUMAN07524
OG0008136	CAEEL09654	HUMAN19121
OG0008149	CAEEL07213, CAEEL11951, CAEEL02974, CAEEL20632	HUMAN19295, HUMAN00607
OG0008151	CAEEL11030	HUMAN03088, HUMAN22588
OG0008201	CAEEL15238	HUMAN21455
OG0008202	CAEEL08153	HUMAN02093
OG0008203	CAEEL11108	HUMAN23819
OG0008208	CAEEL12161	HUMAN20538
OG0008215	CAEEL08145	HUMAN07579, HUMAN07580, HUMAN07578
OG0008217	CAEEL20440	HUMAN20199
OG0008219	CAEEL16399	HUMAN27873
OG0008224	CAEEL00450	HUMAN11586
OG0008229	CAEEL09406	HUMAN29482
OG0008232	CAEEL00894	HUMAN11841
OG0008238	CAEEL00102	HUMAN16279
OG0008239	CAEEL10269	HUMAN03298, HUMAN03297
OG0008242	CAEEL08668	HUMAN01163, HUMAN01162, HUMAN01161, HUMAN01160
OG0008243	CAEEL02601	HUMAN25428
OG0008249	CAEEL15845	HUMAN14662
OG0008258	CAEEL16173	HUMAN02572
OG0008261	CAEEL07062	HUMAN05256, HUMAN05253, HUMAN05254, HUMAN05257
OG0008262	CAEEL11455	HUMAN29219
OG0008263	CAEEL15298	HUMAN04927
OG0008267	CAEEL01941	HUMAN06220, HUMAN06219
OG0008268	CAEEL07024	HUMAN29112
OG0008271	CAEEL10188	HUMAN14372
OG0008273	CAEEL00012	HUMAN11962, HUMAN11961
OG0008275	CAEEL12381	HUMAN25394
OG0008281	CAEEL00420	HUMAN04744
