Orthogroup	DROME	MOUSE
OG0005416	DROME05882, DROME05883	MOUSE16644, MOUSE16643, MOUSE16645, MOUSE16642
OG0005417	DROME21749, DROME21750	MOUSE16971
OG0005421	DROME10396	MOUSE44783
OG0005422	DROME14313	MOUSE28074
OG0005424	DROME11089, DROME11088	MOUSE02187, MOUSE02184, MOUSE02185, MOUSE02183, MOUSE02182, MOUSE02186
OG0005427	DROME00646	MOUSE05856, MOUSE05855, MOUSE05857, MOUSE05854
OG0005430	DROME08640, DROME08641	MOUSE49705, MOUSE49703, MOUSE49704
OG0005431	DROME10519	MOUSE13565
OG0005432	DROME13664	MOUSE04489, MOUSE04490
OG0005433	DROME07842	MOUSE19851, MOUSE19850
OG0005434	DROME01961	MOUSE39468, MOUSE39469
OG0005436	DROME04381	MOUSE10133
OG0005437	DROME05038, DROME05039	MOUSE20089
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	MOUSE48410
OG0005441	DROME09657, DROME18854	MOUSE53368, MOUSE53367
OG0005442	DROME09304	MOUSE14655, MOUSE14656
OG0005443	DROME17086, DROME17085	MOUSE49928, MOUSE49929
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	MOUSE13615
OG0005446	DROME06564	MOUSE16646
OG0005448	DROME01872	MOUSE39998
OG0005449	DROME06889	MOUSE06113, MOUSE06112, MOUSE06111
OG0005450	DROME00371, DROME00369, DROME00370	MOUSE54001, MOUSE54000
OG0005451	DROME01979	MOUSE18945, MOUSE18944
OG0005452	DROME09371	MOUSE27679
OG0005455	DROME20906	MOUSE35506
OG0005456	DROME01162	MOUSE07843, MOUSE07842, MOUSE07844, MOUSE07841, MOUSE24750, MOUSE24751
OG0005457	DROME11164	MOUSE43715, MOUSE43714, MOUSE43713
OG0005461	DROME03211	MOUSE05389, MOUSE05390, MOUSE05386, MOUSE05387, MOUSE05388
OG0005462	DROME21497	MOUSE44100, MOUSE44105, MOUSE44103, MOUSE44104, MOUSE44102, MOUSE44101
OG0005463	DROME18083	MOUSE51679
OG0005464	DROME13050	MOUSE12439, MOUSE12440
OG0005465	DROME09126	MOUSE07328, MOUSE07326
OG0005466	DROME16377	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830
OG0005468	DROME01889	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934
OG0005469	DROME11630	MOUSE11875, MOUSE11877, MOUSE11874, MOUSE11876, MOUSE11878
OG0005470	DROME06057	MOUSE40247, MOUSE40245
OG0005471	DROME10379	MOUSE38010, MOUSE38012, MOUSE38011
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	MOUSE52408, MOUSE52407, MOUSE52409
OG0005474	DROME12946	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511
OG0005475	DROME17508	MOUSE09122, MOUSE54371
OG0005476	DROME18593	MOUSE14381
OG0005477	DROME20889	MOUSE32727, MOUSE32726, MOUSE32728
OG0005479	DROME10657	MOUSE49275, MOUSE49276
OG0005481	DROME09611, DROME09612	MOUSE54691
OG0005482	DROME03827, DROME18948, DROME08539	MOUSE43262
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	MOUSE44492
OG0005484	DROME20358	MOUSE30087, MOUSE30085, MOUSE30086
OG0005486	DROME03539	MOUSE13257
OG0005487	DROME08183, DROME08182	MOUSE21952, MOUSE21953
OG0005488	DROME15752, DROME15753	MOUSE37662, MOUSE37664
OG0005489	DROME07861	MOUSE05307, MOUSE05308
OG0005490	DROME19466	MOUSE23375, MOUSE23376
OG0005491	DROME04711	MOUSE19804
OG0005492	DROME06578	MOUSE32053, MOUSE32054
OG0005493	DROME12922	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220
OG0005494	DROME21649	MOUSE42636, MOUSE42637
OG0005495	DROME17019	MOUSE51252, MOUSE51255, MOUSE51254, MOUSE51253
OG0005497	DROME04924	MOUSE21190, MOUSE21194, MOUSE21193, MOUSE21191, MOUSE21192, MOUSE21195, MOUSE21189
OG0005498	DROME19676	MOUSE32600, MOUSE32601
OG0005499	DROME03401, DROME07297	MOUSE27960, MOUSE20454
OG0005500	DROME05919, DROME18022	MOUSE34905, MOUSE34906, MOUSE34907, MOUSE34909, MOUSE34908
OG0005502	DROME00912	MOUSE29853
OG0005503	DROME16857	MOUSE24292, MOUSE24291
OG0005504	DROME15054	MOUSE43308, MOUSE43307
OG0005505	DROME09144	MOUSE48206, MOUSE48207
OG0005506	DROME12679	MOUSE20839, MOUSE20836, MOUSE20838, MOUSE20840, MOUSE20837
OG0005508	DROME17492	MOUSE53116, MOUSE53117
OG0005509	DROME05301	MOUSE13938
OG0005510	DROME15194	MOUSE06251, MOUSE06248
OG0005511	DROME15312	MOUSE33545, MOUSE33546, MOUSE33547, MOUSE33548, MOUSE33550, MOUSE33549
OG0005512	DROME15424, DROME15423	MOUSE24141, MOUSE24139, MOUSE24140, MOUSE21957
OG0005514	DROME04631	MOUSE25586
OG0005516	DROME19606	MOUSE25274, MOUSE25272
OG0005517	DROME19919	MOUSE09169, MOUSE09168, MOUSE09170, MOUSE09167
OG0005518	DROME14670	MOUSE20492
OG0005519	DROME18312	MOUSE26983, MOUSE26981, MOUSE26982
OG0005520	DROME04068	MOUSE14531, MOUSE14532
OG0005521	DROME16855, DROME16854	MOUSE42821, MOUSE42817, MOUSE42820, MOUSE42818, MOUSE42819
OG0005523	DROME17840	MOUSE31331
OG0005524	DROME11985	MOUSE55181, MOUSE03806, MOUSE53499
OG0005525	DROME19467	MOUSE21160, MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162
OG0005527	DROME06165	MOUSE14339
OG0005528	DROME12253	MOUSE47013, MOUSE47014, MOUSE47011, MOUSE47012
OG0005529	DROME06637, DROME06638	MOUSE14359, MOUSE14360
OG0005531	DROME06302	MOUSE39214, MOUSE39216, MOUSE39215
OG0005533	DROME05452	MOUSE01776
OG0005535	DROME21244	MOUSE38037, MOUSE38038, MOUSE38036
OG0005536	DROME18846	MOUSE20739
OG0005537	DROME13170	MOUSE33891
OG0005538	DROME17495, DROME17493, DROME17494	MOUSE05391
OG0005539	DROME00462, DROME00460, DROME02960	MOUSE33970
OG0005541	DROME13352	MOUSE33972
OG0005543	DROME01740, DROME17862, DROME17863	MOUSE25342
OG0005545	DROME05987	MOUSE10209
OG0005546	DROME05705	MOUSE06083, MOUSE46088
OG0005550	DROME07358	MOUSE12383, MOUSE12377
OG0005551	DROME07232, DROME17410	MOUSE05208, MOUSE05209
OG0005553	DROME10357	MOUSE26003, MOUSE26002
OG0005554	DROME19929, DROME19930	MOUSE49618, MOUSE49617, MOUSE49619
OG0005556	DROME08193	MOUSE25868, MOUSE18602
OG0005557	DROME17083	MOUSE37216
OG0005558	DROME10652	MOUSE07879, MOUSE07880, MOUSE20295
OG0005559	DROME11663	MOUSE34043
OG0005560	DROME07606, DROME07948	MOUSE28924, MOUSE28923
OG0005561	DROME09536	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895
OG0005562	DROME16835	MOUSE51156, MOUSE51157, MOUSE51155
OG0005563	DROME12068	MOUSE47511, MOUSE47513, MOUSE47514
OG0005565	DROME07683, DROME07684	MOUSE05505, MOUSE05506
OG0005566	DROME17778, DROME19582, DROME08765	MOUSE37713, MOUSE37712
OG0005569	DROME06020	MOUSE44374, MOUSE44376
OG0005570	DROME12597	MOUSE47749, MOUSE47748, MOUSE47750
OG0005572	DROME12985	MOUSE20849, MOUSE13095
OG0005573	DROME00274, DROME00275	MOUSE44351, MOUSE44349, MOUSE44350
OG0005574	DROME07973	MOUSE52203, MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192
OG0005575	DROME07769	MOUSE52074, MOUSE52073, MOUSE52075
OG0005576	DROME00716, DROME00717	MOUSE16000, MOUSE16001
OG0005577	DROME13949, DROME13950	MOUSE15605, MOUSE34486
OG0005578	DROME13162	MOUSE43531, MOUSE43532
OG0005580	DROME06425	MOUSE18394
OG0005581	DROME15143	MOUSE19984
OG0005582	DROME17006	MOUSE07215, MOUSE07214, MOUSE07213
OG0005586	DROME01782	MOUSE09406, MOUSE30388, MOUSE30387, MOUSE48931
OG0005587	DROME13836	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571
OG0005588	DROME02584	MOUSE25038, MOUSE25037
OG0005589	DROME13235	MOUSE26423, MOUSE26422
OG0005590	DROME20583	MOUSE47493
OG0005592	DROME20112	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005594	DROME19266	MOUSE13391, MOUSE13390
OG0005595	DROME10967	MOUSE52151, MOUSE52150
OG0005596	DROME08093, DROME06032	MOUSE38186, MOUSE38185, MOUSE38187
OG0005597	DROME01657	MOUSE22035
OG0005598	DROME14004	MOUSE51444
OG0005599	DROME21243	MOUSE52649, MOUSE52648
OG0005603	DROME13173, DROME13174, DROME13175	MOUSE36209, MOUSE36211
OG0005604	DROME06435	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	DROME13674	MOUSE36876, MOUSE36877
OG0005607	DROME16439, DROME16438	MOUSE54462, MOUSE00215
OG0005609	DROME05252, DROME05251	MOUSE51555
OG0005610	DROME17081, DROME17082	MOUSE54699
OG0005611	DROME09603, DROME09604	MOUSE03796, MOUSE03797, MOUSE03795
OG0005613	DROME01648	MOUSE03014, MOUSE03012
OG0005614	DROME18745	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199
OG0005615	DROME05560	MOUSE41849, MOUSE41848
OG0005616	DROME12151	MOUSE19033, MOUSE19032, MOUSE19034
OG0005617	DROME14239	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823
OG0005618	DROME05739	MOUSE09424
OG0005619	DROME08173	MOUSE15606
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	MOUSE40619, MOUSE39306, MOUSE39307
OG0005622	DROME01204	MOUSE27983
OG0005623	DROME00550	MOUSE24087
OG0005624	DROME03085	MOUSE06893
OG0005625	DROME16840	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	DROME01163, DROME01164	MOUSE38207, MOUSE38206
OG0005627	DROME05020	MOUSE44327
OG0005628	DROME08416	MOUSE10270, MOUSE10272
OG0005629	DROME11049	MOUSE35116, MOUSE35115, MOUSE35114
OG0005631	DROME17841	MOUSE53040, MOUSE53039, MOUSE53041
OG0005632	DROME10651	MOUSE18683
OG0005633	DROME17761	MOUSE27481, MOUSE27480
OG0005636	DROME08136	MOUSE47057, MOUSE47058
OG0005637	DROME21544	MOUSE26591, MOUSE26590, MOUSE45961
OG0005639	DROME06385	MOUSE27352
OG0005640	DROME13728	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768
OG0005642	DROME03379	MOUSE52645, MOUSE31207, MOUSE31206, MOUSE52646
OG0005644	DROME06427	MOUSE04463, MOUSE04462
OG0005645	DROME18577	MOUSE35758
OG0005646	DROME16294	MOUSE23045, MOUSE23043, MOUSE23044
OG0005649	DROME10772	MOUSE15810
OG0005652	DROME06700	MOUSE31214, MOUSE31213
OG0005655	DROME06091	MOUSE13552, MOUSE29239
OG0005656	DROME07968	MOUSE40194
OG0005660	DROME15890, DROME15891	MOUSE03876
OG0005661	DROME08445, DROME08446	MOUSE34543, MOUSE34542, MOUSE22666, MOUSE22665
OG0005665	DROME09179	MOUSE01609, MOUSE20696
OG0005681	DROME00945	MOUSE35050, MOUSE35049, MOUSE35048
OG0005685	DROME08832	MOUSE06675
OG0005690	DROME04761	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005692	DROME13230	MOUSE40981, MOUSE40980
OG0005694	DROME13864, DROME13863	MOUSE51450, MOUSE51449
OG0005696	DROME11286	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981
OG0005698	DROME09665	MOUSE49473
OG0005700	DROME09873	MOUSE29679, MOUSE29676
OG0005702	DROME10890	MOUSE50035
OG0005703	DROME19473	MOUSE25239
OG0005704	DROME03784, DROME03785	MOUSE12509
OG0005707	DROME15744, DROME15745	MOUSE47467
OG0005708	DROME14710	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002
OG0005710	DROME07052	MOUSE48846, MOUSE48845
OG0005712	DROME16333, DROME16334	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005714	DROME20712, DROME20711, DROME20713	MOUSE26001, MOUSE25998
OG0005715	DROME18763, DROME18764, DROME18762	MOUSE20698
OG0005717	DROME06471	MOUSE52141, MOUSE52140
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	MOUSE51203
OG0005719	DROME19860	MOUSE34481
OG0005721	DROME00178	MOUSE38074
OG0005723	DROME17035	MOUSE52812, MOUSE52818
OG0005724	DROME03509, DROME03507	MOUSE19172, MOUSE19171
OG0005725	DROME09268	MOUSE38671
OG0005726	DROME08962	MOUSE13353
OG0005727	DROME20877	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850
OG0005728	DROME04547	MOUSE28822
OG0005729	DROME00800	MOUSE00534
OG0005731	DROME03369	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	DROME03588	MOUSE16964
OG0005733	DROME14541, DROME14542, DROME10332	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	DROME21588, DROME04119	MOUSE34566
OG0005735	DROME09661, DROME09662, DROME09660	MOUSE26088, MOUSE26087, MOUSE26089
OG0005737	DROME06704	MOUSE09035, MOUSE09036, MOUSE09032, MOUSE09033
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	MOUSE52272, MOUSE52271
OG0005740	DROME12219, DROME12220	MOUSE04743
OG0005741	DROME10077	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377
OG0005742	DROME15851	MOUSE39835, MOUSE39836
OG0005744	DROME21042, DROME21041, DROME13505	MOUSE32597
OG0005746	DROME19187	MOUSE31574
OG0005747	DROME12400	MOUSE34833, MOUSE34832
OG0005749	DROME00192	MOUSE02162, MOUSE02161
OG0005750	DROME14187	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005751	DROME11468	MOUSE27382, MOUSE27381
OG0005752	DROME20074	MOUSE27872, MOUSE27873
OG0005754	DROME07364	MOUSE32224, MOUSE32225
OG0005755	DROME09852	MOUSE28753, MOUSE28752, MOUSE28751, MOUSE28754
OG0005758	DROME02962	MOUSE29987, MOUSE29985, MOUSE55162, MOUSE29986
OG0005759	DROME06016	MOUSE05135
OG0005761	DROME18137, DROME18138	MOUSE15321
OG0005762	DROME15581	MOUSE29830
OG0005764	DROME08532	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005765	DROME14596	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258
OG0005766	DROME09826, DROME09825, DROME09827	MOUSE29950
OG0005769	DROME03529, DROME03528	MOUSE24029, MOUSE24027, MOUSE24028
OG0005770	DROME01271, DROME01270	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	DROME11559	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005772	DROME11383	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301
OG0005774	DROME03197	MOUSE14620
OG0005775	DROME14248, DROME03634	MOUSE14235
OG0005776	DROME05892	MOUSE46891
OG0005777	DROME12481	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	MOUSE27440, MOUSE27439
OG0005779	DROME08845	MOUSE02825, MOUSE02824
OG0005783	DROME16358	MOUSE27843
OG0005784	DROME20576	MOUSE21069
OG0005787	DROME16644, DROME18583	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851
OG0005788	DROME01890	MOUSE29202, MOUSE29203
OG0005789	DROME02052	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555
OG0005790	DROME02319	MOUSE03111, MOUSE03112, MOUSE03110
OG0005791	DROME09196, DROME09195	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620
OG0005792	DROME04031	MOUSE20396, MOUSE20395, MOUSE20397
OG0005793	DROME13741	MOUSE03696
OG0005794	DROME20570	MOUSE39908, MOUSE39909
OG0005795	DROME00921	MOUSE21846, MOUSE21845
OG0005796	DROME21579	MOUSE40257
OG0005797	DROME13677	MOUSE09433
OG0005798	DROME00436	MOUSE52512
OG0005799	DROME17772	MOUSE20188
OG0005800	DROME14692	MOUSE18364, MOUSE18363
OG0005801	DROME20251, DROME13442	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514
OG0005802	DROME18658	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182
OG0005803	DROME06804	MOUSE55345, MOUSE55344
OG0005804	DROME00221	MOUSE16105, MOUSE33565, MOUSE33564
OG0005805	DROME18523	MOUSE04358
OG0005807	DROME15016	MOUSE16334, MOUSE16333
OG0005808	DROME15577	MOUSE40760, MOUSE40759
OG0005811	DROME15005, DROME15004	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	DROME17684	MOUSE20449
OG0005813	DROME18740, DROME18739, DROME08278	MOUSE37235, MOUSE37233, MOUSE37234
OG0005815	DROME17829	MOUSE37926, MOUSE37929, MOUSE37928
OG0005817	DROME00446	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	DROME21049	MOUSE01762, MOUSE01763
OG0005819	DROME10881	MOUSE50349, MOUSE50348
OG0005821	DROME18765	MOUSE43001, MOUSE43000, MOUSE43002
OG0005822	DROME00384	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142
OG0005823	DROME16943	MOUSE04685
OG0005824	DROME14993	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408
OG0005827	DROME03179	MOUSE18759, MOUSE18758
OG0005829	DROME17916, DROME17917, DROME17918	MOUSE00184
OG0005830	DROME09394	MOUSE14203
OG0005831	DROME02056	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	DROME03903	MOUSE49608
OG0005833	DROME14025	MOUSE24738, MOUSE24737, MOUSE43193
OG0005834	DROME09861, DROME09860	MOUSE32412, MOUSE32411, MOUSE32410
OG0005835	DROME10113	MOUSE02461, MOUSE02462
OG0005836	DROME02540	MOUSE27772, MOUSE27771, MOUSE27773
OG0005837	DROME19685	MOUSE48882, MOUSE48881, MOUSE48880
OG0005840	DROME12810, DROME12811	MOUSE21324
OG0005842	DROME03001	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	DROME07738	MOUSE21541, MOUSE21537
OG0005845	DROME12524	MOUSE04473
OG0005846	DROME18114	MOUSE03064
OG0005847	DROME12864	MOUSE24586
OG0005848	DROME17120	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	DROME15063, DROME15062	MOUSE22097, MOUSE22096
OG0005850	DROME15741, DROME15742	MOUSE33785, MOUSE33784
OG0005851	DROME06389, DROME06388	MOUSE33454
OG0005853	DROME18489, DROME18488	MOUSE07627
OG0005857	DROME13133, DROME13132	MOUSE04700, MOUSE04699
OG0005858	DROME10288, DROME10287	MOUSE37403, MOUSE37400
OG0005859	DROME01874	MOUSE19800
OG0005860	DROME13592	MOUSE20692
OG0005861	DROME20036	MOUSE33700
OG0005863	DROME00631	MOUSE16980, MOUSE16979
OG0005864	DROME21983	MOUSE02844, MOUSE02845
OG0005865	DROME21095	MOUSE50053, MOUSE34615
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	MOUSE27445
OG0005867	DROME18293	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967
OG0005869	DROME01674	MOUSE28362, MOUSE28363
OG0005870	DROME19873	MOUSE31359, MOUSE31360
OG0005871	DROME05632, DROME05631	MOUSE36369, MOUSE36368, MOUSE36367
OG0005872	DROME00389	MOUSE38976
OG0005874	DROME03501	MOUSE22485, MOUSE22486
OG0005875	DROME06773	MOUSE45109
OG0005877	DROME06392	MOUSE01409, MOUSE01408
OG0005878	DROME19123	MOUSE07579
OG0005879	DROME20321	MOUSE32049
OG0005880	DROME17652, DROME17653	MOUSE10866
OG0005883	DROME19395	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199
OG0005884	DROME08061	MOUSE24783, MOUSE24785, MOUSE24784
OG0005886	DROME01867	MOUSE07662, MOUSE07661
OG0005888	DROME16104	MOUSE50312, MOUSE50313
OG0005889	DROME14304, DROME07617	MOUSE54433, MOUSE54434
OG0005890	DROME19088	MOUSE17344, MOUSE17345, MOUSE17343
OG0005892	DROME10375, DROME10374	MOUSE49065
OG0005893	DROME16783	MOUSE13001, MOUSE13002, MOUSE13003
OG0005894	DROME11886	MOUSE13056, MOUSE13057, MOUSE19376
OG0005895	DROME02103	MOUSE04970, MOUSE04969
OG0005896	DROME06811	MOUSE00284, MOUSE00283, MOUSE21618
OG0005897	DROME19090	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	DROME06116	MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	DROME02184	MOUSE48385
OG0005901	DROME08625, DROME08624	MOUSE49551
OG0005902	DROME12748	MOUSE32103
OG0005903	DROME19765	MOUSE45092
OG0005906	DROME04737, DROME04735, DROME04736	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303
OG0005907	DROME03221	MOUSE01952
OG0005909	DROME01192	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005914	DROME08503, DROME08502	MOUSE10908, MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910
OG0005919	DROME03002	MOUSE24007
OG0005921	DROME05740	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	DROME13644, DROME13643	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005923	DROME01141, DROME01142	MOUSE04049, MOUSE04048
OG0005926	DROME12066, DROME12065	MOUSE13286, MOUSE13285, MOUSE13284
OG0005928	DROME02019	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503
OG0005929	DROME01196	MOUSE48886, MOUSE48887
OG0005931	DROME08847	MOUSE44698
OG0005932	DROME15731	MOUSE24910, MOUSE24909
OG0005933	DROME19096, DROME19097	MOUSE20167
OG0005936	DROME12077	MOUSE19946, MOUSE19947
OG0005937	DROME14657	MOUSE14417, MOUSE14414, MOUSE14415
OG0005937	DROME14658	MOUSE14416
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	MOUSE13211, MOUSE13212, MOUSE13210
OG0005940	DROME18687	MOUSE27467
OG0005941	DROME14278	MOUSE18684
OG0005942	DROME17395	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005943	DROME01109	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	DROME21720	MOUSE18174
OG0005946	DROME15326	MOUSE53517, MOUSE53518
OG0005949	DROME10426	MOUSE37563, MOUSE37562
OG0005950	DROME10950	MOUSE06852, MOUSE06853, MOUSE06850
OG0005952	DROME19643	MOUSE02830
OG0005953	DROME11680	MOUSE10404, MOUSE10401
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	MOUSE32426
OG0005960	DROME11094, DROME11095	MOUSE36097, MOUSE36098
OG0005963	DROME00894	MOUSE09064
OG0005965	DROME15552	MOUSE36148
OG0005966	DROME04950	MOUSE16974, MOUSE16973
OG0005967	DROME16596, DROME14482	MOUSE14023
OG0005968	DROME21030, DROME16013, DROME08290	MOUSE29105, MOUSE19001
OG0005969	DROME08256, DROME08257	MOUSE18215
OG0005970	DROME13325	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005972	DROME16733	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253
OG0005973	DROME03261	MOUSE07223, MOUSE07222
OG0005974	DROME09177	MOUSE24031, MOUSE24032
OG0005975	DROME01949	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426
OG0005976	DROME19287	MOUSE22127
OG0005977	DROME08531	MOUSE39172, MOUSE39171
OG0005978	DROME03284	MOUSE05375, MOUSE05374
OG0005980	DROME21461	MOUSE18255
OG0005981	DROME05700	MOUSE09114, MOUSE09115
OG0005982	DROME01959	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477
OG0005983	DROME09503, DROME20869	MOUSE44477
OG0005984	DROME20805	MOUSE13162
OG0005985	DROME12892	MOUSE20715, MOUSE20714
OG0005986	DROME07616	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	DROME16681	MOUSE19110, MOUSE55047
OG0005988	DROME04858	MOUSE46877, MOUSE46879, MOUSE46878
OG0005989	DROME01935, DROME02497	MOUSE45928, MOUSE45929
OG0005993	DROME01845	MOUSE17253
OG0005995	DROME10672	MOUSE18219, MOUSE18218, MOUSE18220
OG0005997	DROME05226	MOUSE19029, MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942
OG0005998	DROME05475	MOUSE01071, MOUSE01072
OG0006002	DROME16784	MOUSE02125, MOUSE02124
OG0006003	DROME10360	MOUSE50331, MOUSE50334
OG0006004	DROME09659	MOUSE26214, MOUSE14772
OG0006005	DROME21221	MOUSE03622
OG0006009	DROME04529, DROME04530	MOUSE32966, MOUSE32967, MOUSE32968
OG0006010	DROME07208	MOUSE26647, MOUSE26648
OG0006011	DROME05625	MOUSE05003
OG0006012	DROME04986	MOUSE27648, MOUSE19422
OG0006013	DROME08145	MOUSE17852
OG0006015	DROME04440, DROME04441	MOUSE32558, MOUSE32559, MOUSE32560
OG0006021	DROME09479	MOUSE07831, MOUSE20328, MOUSE28039
OG0006031	DROME15258	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399
OG0006059	DROME07767	MOUSE13895, MOUSE13894
OG0006061	DROME04698	MOUSE44598, MOUSE44601, MOUSE44599, MOUSE44605, MOUSE44604, MOUSE44602, MOUSE44603, MOUSE44600
OG0006062	DROME04067	MOUSE14967
OG0006063	DROME20838	MOUSE09559, MOUSE09560
OG0006064	DROME01128	MOUSE19231
OG0006065	DROME06304	MOUSE10503, MOUSE10504
OG0006066	DROME20062	MOUSE15817
OG0006069	DROME20187	MOUSE38708, MOUSE38709
OG0006070	DROME16601, DROME16602	MOUSE06223
OG0006072	DROME01673	MOUSE44551
OG0006073	DROME14553	MOUSE42655, MOUSE42654
OG0006074	DROME19848	MOUSE07769
OG0006077	DROME09385	MOUSE26516
OG0006078	DROME02001	MOUSE16717, MOUSE30843
OG0006079	DROME02616	MOUSE44737, MOUSE44734
OG0006081	DROME14279	MOUSE39161, MOUSE39160
OG0006085	DROME12364	MOUSE41521, MOUSE41520
OG0006087	DROME12774	MOUSE27350
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	MOUSE24615
OG0006094	DROME09863, DROME00849, DROME00848	MOUSE29969
OG0006095	DROME21969	MOUSE27229, MOUSE50304
