Orthogroup	DROME	DANRE
OG0007589	DROME13237	DANRE15653
OG0007591	DROME03303	DANRE28953
OG0007592	DROME04907	DANRE41713, DANRE41714, DANRE35664, DANRE35663
OG0007594	DROME21320	DANRE33947
OG0007597	DROME11734	DANRE41110, DANRE41109
OG0007598	DROME18070	DANRE15966
OG0007605	DROME04308	DANRE05829
OG0007610	DROME11054, DROME13702	DANRE15863
OG0007613	DROME00786	DANRE21468
OG0007615	DROME16992	DANRE34001
OG0007616	DROME01134	DANRE09001
OG0007617	DROME17658	DANRE39217, DANRE39216
OG0007619	DROME13917	DANRE36323
OG0007621	DROME07475	DANRE40211
OG0007624	DROME22076	DANRE10072, DANRE10071
OG0007626	DROME17034	DANRE06752
OG0007628	DROME09375	DANRE23638, DANRE23637
OG0007629	DROME17004	DANRE00353
OG0007630	DROME01630	DANRE00946, DANRE00945
OG0007634	DROME03086	DANRE04843
OG0007638	DROME04531	DANRE09456
OG0007642	DROME19922, DROME10802	DANRE24589, DANRE24590
OG0007645	DROME19485	DANRE35773
OG0007646	DROME01727	DANRE42483
OG0007647	DROME12776, DROME12777	DANRE39426
OG0007648	DROME10644	DANRE33753
OG0007649	DROME07677	DANRE24527, DANRE24526
OG0007650	DROME06961	DANRE24724, DANRE24717
OG0007657	DROME21498	DANRE38249
OG0007660	DROME02310, DROME02307	DANRE26242, DANRE26241
OG0007662	DROME00293	DANRE01198
OG0007663	DROME19396	DANRE41864
OG0007664	DROME16279	DANRE25031, DANRE43355
OG0007666	DROME13925	DANRE28753, DANRE43046
OG0007667	DROME01143	DANRE19703
OG0007668	DROME16715, DROME16716, DROME16714	DANRE35347
OG0007671	DROME08426, DROME08427	DANRE42117, DANRE10499, DANRE10501, DANRE10500
OG0007673	DROME03587	DANRE09062, DANRE09061
OG0007676	DROME19677	DANRE41267
OG0007677	DROME12187	DANRE00397
OG0007680	DROME12223, DROME20813	DANRE35766
OG0007685	DROME08699	DANRE04773
OG0007686	DROME05296	DANRE39133
OG0007687	DROME05239	DANRE28499
OG0007690	DROME19805	DANRE40980, DANRE40981
OG0007691	DROME05660	DANRE07949
OG0007695	DROME08604	DANRE15123, DANRE15095, DANRE15096
OG0007696	DROME07818, DROME07817	DANRE30938, DANRE25694
OG0007698	DROME06524	DANRE19150
OG0007701	DROME20491	DANRE33601
OG0007702	DROME04524	DANRE33057
OG0007703	DROME09613	DANRE39178
OG0007706	DROME15325	DANRE29546, DANRE29547
OG0007708	DROME19898	DANRE41337
OG0007709	DROME13180	DANRE00175, DANRE10180
OG0007712	DROME00072	DANRE03501
OG0007713	DROME08102	DANRE39528, DANRE39529
OG0007714	DROME18732, DROME18731	DANRE06420, DANRE06419
OG0007715	DROME00231	DANRE34222, DANRE34223
OG0007717	DROME14273	DANRE03335, DANRE03333, DANRE03336, DANRE03334, DANRE03332
OG0007719	DROME08626	DANRE26903
OG0007722	DROME05973	DANRE02829
OG0007729	DROME13937	DANRE25403
OG0007732	DROME15276	DANRE20060, DANRE20061
OG0007733	DROME02381	DANRE40356
OG0007736	DROME02622	DANRE08414, DANRE08413
OG0007738	DROME11307	DANRE15281
OG0007739	DROME03472	DANRE22859
OG0007743	DROME21252	DANRE23141
OG0007744	DROME03287	DANRE30723
OG0007746	DROME15467	DANRE18835
OG0007749	DROME11919	DANRE25829
OG0007750	DROME14153	DANRE16845
OG0007751	DROME07969	DANRE37539
OG0007752	DROME19902	DANRE33832
OG0007754	DROME10213	DANRE07572
OG0007756	DROME19305, DROME19304	DANRE05776
OG0007758	DROME17216	DANRE39766, DANRE39765
OG0007759	DROME02749	DANRE36189
OG0007760	DROME07190	DANRE22468
OG0007761	DROME12840	DANRE01779, DANRE23485
OG0007763	DROME09941	DANRE23619, DANRE23618
OG0007766	DROME01672	DANRE03643
OG0007767	DROME15596	DANRE26292
OG0007768	DROME03522	DANRE35286
OG0007772	DROME12007	DANRE35600
OG0007774	DROME12031	DANRE41452
OG0007779	DROME02843	DANRE35838, DANRE35839
OG0007781	DROME18077	DANRE25227
OG0007782	DROME19324	DANRE29657, DANRE29656
OG0007783	DROME03858	DANRE29889, DANRE29890
OG0007784	DROME13437	DANRE24714
OG0007786	DROME18638	DANRE16722
OG0007787	DROME03884, DROME03887, DROME03885	DANRE39944
OG0007790	DROME12339	DANRE15507, DANRE15506
OG0007798	DROME15483	DANRE15789
OG0007799	DROME16355	DANRE09846, DANRE09847
OG0007800	DROME01328	DANRE07803
OG0007803	DROME02406	DANRE16825
OG0007805	DROME01226	DANRE08167, DANRE08168
OG0007807	DROME02602, DROME02603	DANRE03231, DANRE03232
OG0007809	DROME03461	DANRE43187
OG0007810	DROME06120	DANRE02679
OG0007811	DROME12619	DANRE22151
OG0007812	DROME15163	DANRE23799, DANRE26904
OG0007813	DROME14956	DANRE09038
OG0007814	DROME20150, DROME13529	DANRE04379
OG0007816	DROME17032	DANRE41106
OG0007823	DROME13489	DANRE03242, DANRE03241
OG0007825	DROME02964	DANRE21307
OG0007827	DROME12150	DANRE03768
OG0007829	DROME12217	DANRE38302
OG0007830	DROME18766	DANRE12914, DANRE12915
OG0007831	DROME00843	DANRE06160, DANRE06161, DANRE06159
OG0007833	DROME06789, DROME06790	DANRE40826
OG0007838	DROME15578	DANRE39665, DANRE39666, DANRE39664, DANRE39663
OG0007841	DROME11786	DANRE03297, DANRE11199
OG0007843	DROME21223	DANRE20583
OG0007848	DROME09406	DANRE04583
OG0007850	DROME17217	DANRE00014, DANRE00013
OG0007852	DROME07522	DANRE01671
OG0007854	DROME14458	DANRE10752, DANRE10753, DANRE10751
OG0007858	DROME07490	DANRE40953
OG0007866	DROME17318	DANRE04141
OG0007911	DROME01183	DANRE10002
OG0007913	DROME10986	DANRE12739
OG0007918	DROME12221	DANRE06819
OG0007929	DROME20970	DANRE09742
OG0007931	DROME17745	DANRE08886, DANRE15965, DANRE15964
OG0007932	DROME04704	DANRE09754, DANRE14710
OG0007935	DROME05405	DANRE30643, DANRE05485, DANRE05486
OG0007937	DROME14062	DANRE10952
OG0007941	DROME01234	DANRE30090, DANRE30089
OG0007942	DROME12846	DANRE28892
OG0007943	DROME21368	DANRE19851
OG0007947	DROME10269	DANRE30186, DANRE30187
OG0007948	DROME14592	DANRE35016
OG0007949	DROME00508	DANRE21500
OG0007951	DROME08356	DANRE03577
OG0007952	DROME20239	DANRE23982
OG0007955	DROME02061	DANRE10662
OG0007956	DROME04763, DROME04764	DANRE00513
OG0007957	DROME16988	DANRE43440
OG0007958	DROME07369	DANRE30163
OG0007962	DROME13835	DANRE20515
OG0007964	DROME15489	DANRE01563
OG0007966	DROME06982	DANRE43416, DANRE43415
OG0007968	DROME08366	DANRE05367
OG0007969	DROME08603	DANRE01846
OG0007971	DROME02958	DANRE01642
OG0007972	DROME05655	DANRE27696, DANRE27695
OG0007975	DROME08774	DANRE41055
OG0007976	DROME09395	DANRE17213, DANRE17211, DANRE17212
OG0007978	DROME15288	DANRE14537
OG0007979	DROME02018	DANRE06335, DANRE06336
OG0007980	DROME18856	DANRE05800
OG0007983	DROME15066, DROME15065	DANRE05917
OG0007984	DROME12797	DANRE38168
OG0007986	DROME01126	DANRE00518
OG0007990	DROME02537	DANRE09108
OG0007991	DROME15771	DANRE18046
OG0007993	DROME19632	DANRE17625, DANRE17626
OG0007994	DROME00744	DANRE04091
OG0007996	DROME19142	DANRE09458, DANRE09457
OG0007997	DROME05664	DANRE07075, DANRE07074
OG0007999	DROME10618	DANRE29574
OG0008002	DROME16335	DANRE43272
OG0008003	DROME00766, DROME00767	DANRE37946
OG0008007	DROME11844	DANRE39501, DANRE39500
OG0008008	DROME15850	DANRE30055
OG0008009	DROME15050	DANRE13906
OG0008011	DROME08106	DANRE43318
OG0008020	DROME08219	DANRE05165
OG0008023	DROME07714	DANRE20610
OG0008025	DROME11023, DROME11024	DANRE15444, DANRE15445, DANRE30011
OG0008027	DROME14280	DANRE10672, DANRE10671
OG0008028	DROME00865	DANRE24687
OG0008030	DROME05451	DANRE00570
OG0008031	DROME00893	DANRE07952
OG0008033	DROME16126	DANRE06622
OG0008036	DROME14879	DANRE43279
OG0008038	DROME21413	DANRE41284, DANRE41285
OG0008041	DROME15272	DANRE31092
OG0008045	DROME01340	DANRE14902, DANRE14904, DANRE14903
OG0008046	DROME04953	DANRE18874, DANRE18872
OG0008047	DROME06653	DANRE30614
OG0008049	DROME06428	DANRE35018
OG0008050	DROME04442	DANRE01483, DANRE01482
OG0008051	DROME02747	DANRE29845
OG0008053	DROME01291	DANRE13614, DANRE13613
OG0008055	DROME03088	DANRE30653
OG0008056	DROME02535	DANRE34362
OG0008062	DROME17709	DANRE12289
OG0008063	DROME08157	DANRE39414, DANRE12935, DANRE12936
OG0008067	DROME19730, DROME19732, DROME19731	DANRE23278
OG0008068	DROME01969	DANRE16266
OG0008069	DROME20009	DANRE21600
OG0008071	DROME09459, DROME16653	DANRE27128
OG0008072	DROME20664, DROME12867, DROME08206	DANRE23515
OG0008075	DROME11758	DANRE40333, DANRE40332
OG0008079	DROME10112	DANRE24318
OG0008080	DROME01083	DANRE25081
OG0008081	DROME09031	DANRE10209, DANRE10210
OG0008082	DROME14554	DANRE23942, DANRE23943
OG0008087	DROME09309, DROME09310	DANRE35823, DANRE35822, DANRE41735
OG0008091	DROME00222	DANRE35340
OG0008094	DROME08591	DANRE40459
OG0008100	DROME19462	DANRE11355
OG0008103	DROME10134	DANRE06236, DANRE06237
OG0008104	DROME08058	DANRE04052
OG0008105	DROME14648	DANRE05576
OG0008106	DROME10011	DANRE43427, DANRE43321
OG0008107	DROME05339	DANRE24308
OG0008108	DROME01195, DROME01194	DANRE38276
OG0008110	DROME00054	DANRE26439
OG0008113	DROME10166	DANRE19318
OG0008115	DROME18541, DROME18542, DROME01751	DANRE11727
OG0008117	DROME00477	DANRE14481
OG0008120	DROME14547	DANRE12139, DANRE12140
OG0008123	DROME17222, DROME17223, DROME17224	DANRE19889, DANRE19890, DANRE06823
OG0008124	DROME18787, DROME18788, DROME19283, DROME19282	DANRE36543
OG0008125	DROME00652	DANRE07128
OG0008126	DROME13720	DANRE43381, DANRE09629
OG0008127	DROME20959	DANRE06837, DANRE01181, DANRE01180
OG0008136	DROME09512	DANRE01715
OG0008143	DROME15175	DANRE20469, DANRE20470
OG0008151	DROME09619, DROME09620	DANRE00366, DANRE00365, DANRE05421, DANRE34541
OG0008163	DROME18947	DANRE33024, DANRE32977, DANRE32933, DANRE07441, DANRE07440, DANRE33041, DANRE33040, DANRE33009, DANRE33008, DANRE33011, DANRE33010, DANRE33005, DANRE33015, DANRE33020, DANRE33014, DANRE33013, DANRE33012, DANRE32961, DANRE32959, DANRE33103
OG0008201	DROME14121	DANRE36656
OG0008202	DROME21810	DANRE00001
OG0008203	DROME06351	DANRE20578
OG0008205	DROME18014	DANRE34114
OG0008208	DROME16689	DANRE22091
OG0008215	DROME06606	DANRE00844
OG0008219	DROME09623	DANRE24332
OG0008220	DROME11266	DANRE27985
OG0008224	DROME06232	DANRE39132, DANRE39131
OG0008229	DROME21747	DANRE34897
OG0008230	DROME04392	DANRE38056
OG0008232	DROME01932	DANRE33295
OG0008236	DROME21584	DANRE09853
OG0008238	DROME14135	DANRE10005
OG0008239	DROME08355	DANRE05050
OG0008240	DROME03015	DANRE30162
OG0008243	DROME17525	DANRE05481
OG0008246	DROME11496, DROME02594	DANRE23325
OG0008249	DROME19019	DANRE29808
OG0008250	DROME02536	DANRE01830
OG0008251	DROME16902	DANRE00160
OG0008254	DROME21984	DANRE13562
OG0008255	DROME11309	DANRE23775, DANRE23776, DANRE23777
OG0008256	DROME14092, DROME14091	DANRE18101, DANRE18100
OG0008257	DROME00630	DANRE27092, DANRE24473
OG0008258	DROME16701	DANRE21931
OG0008261	DROME00578	DANRE07806
OG0008262	DROME11696	DANRE40610
OG0008263	DROME00718	DANRE06277
OG0008264	DROME13492	DANRE19001
OG0008267	DROME10683	DANRE31631
OG0008268	DROME08337	DANRE00378
OG0008269	DROME17491	DANRE42531
OG0008271	DROME06996	DANRE21764
OG0008273	DROME00516	DANRE34879
OG0008275	DROME03628, DROME03627	DANRE10033
OG0008278	DROME21695	DANRE33588, DANRE33589, DANRE33590
OG0008281	DROME14998	DANRE06733
OG0008283	DROME20884	DANRE33504, DANRE33505
OG0008288	DROME19471	DANRE23483
OG0008293	DROME09142	DANRE25619, DANRE25618
OG0008295	DROME02099, DROME09306	DANRE16713, DANRE16712
OG0008297	DROME21432	DANRE35409, DANRE35410
OG0008298	DROME02895	DANRE41286
OG0008304	DROME09856	DANRE42146
OG0008305	DROME01621	DANRE42094
OG0008307	DROME12835	DANRE30680
OG0008308	DROME14838	DANRE16045
OG0008312	DROME02035	DANRE29069
OG0008313	DROME18135	DANRE04003, DANRE04002
OG0008315	DROME17780	DANRE29533, DANRE29532
OG0008318	DROME03856, DROME03855	DANRE11606
OG0008319	DROME01120	DANRE22912
OG0008320	DROME16494	DANRE20218, DANRE43277, DANRE20217
OG0008323	DROME15781	DANRE16787, DANRE16786
OG0008325	DROME03626	DANRE26133
OG0008327	DROME21746	DANRE37963, DANRE37964
OG0008328	DROME00964, DROME00963	DANRE39274
OG0008333	DROME20894	DANRE08930, DANRE08929
OG0008335	DROME12715, DROME18818	DANRE41067
OG0008336	DROME07914	DANRE25716
OG0008339	DROME15405	DANRE18405, DANRE18404, DANRE18403
OG0008341	DROME15491	DANRE11036
OG0008343	DROME05923	DANRE14708
OG0008345	DROME14820	DANRE38973
OG0008346	DROME04695	DANRE11370
OG0008347	DROME05337	DANRE29708
OG0008348	DROME00896	DANRE17655
OG0008349	DROME12360, DROME16513	DANRE33780
OG0008351	DROME01247	DANRE34946, DANRE34944
OG0008353	DROME16354	DANRE25854, DANRE25853
OG0008355	DROME11930	DANRE04471, DANRE04472
OG0008357	DROME00228	DANRE12718, DANRE12719
OG0008358	DROME14176, DROME14175, DROME14177	DANRE12537
OG0008359	DROME02002	DANRE36931
OG0008361	DROME06617	DANRE09045, DANRE14230
OG0008363	DROME09820	DANRE19998
OG0008364	DROME14632	DANRE16372, DANRE16371
OG0008369	DROME01004, DROME18984	DANRE07923
OG0008377	DROME15639, DROME15638, DROME15637	DANRE42123
OG0008379	DROME18342	DANRE01808
OG0008380	DROME20197	DANRE17412
OG0008383	DROME00341	DANRE41070
OG0008384	DROME14218	DANRE09003, DANRE09002, DANRE09004
OG0008386	DROME15270, DROME15271	DANRE03808
OG0008387	DROME07820	DANRE35613
OG0008388	DROME15477	DANRE18843, DANRE18842, DANRE18844
OG0008391	DROME01463	DANRE01919, DANRE01921, DANRE01920
OG0008392	DROME08319	DANRE04087, DANRE30010
OG0008400	DROME09510	DANRE02590, DANRE02589
OG0008401	DROME09509, DROME09508	DANRE02750
OG0008403	DROME07792	DANRE10132
OG0008404	DROME00855	DANRE19259
OG0008410	DROME09023	DANRE23915
OG0008412	DROME08805	DANRE13905
OG0008415	DROME14546	DANRE17838
OG0008416	DROME04988, DROME04987	DANRE05682
OG0008418	DROME02335	DANRE24591
OG0008422	DROME13691	DANRE38131
OG0008424	DROME21655	DANRE34570
OG0008427	DROME09186	DANRE18195
OG0008443	DROME20246	DANRE17447
OG0008444	DROME06774	DANRE07067, DANRE07068, DANRE07066
OG0008509	DROME01326	DANRE22991
OG0008516	DROME15972	DANRE10694
OG0008522	DROME17936	DANRE19243
OG0008528	DROME04176	DANRE13105
OG0008533	DROME00226	DANRE18543, DANRE18542
OG0008534	DROME06269	DANRE25231
OG0008538	DROME00792	DANRE20514
OG0008539	DROME17009	DANRE25406
OG0008540	DROME13108	DANRE14947
OG0008542	DROME07458	DANRE21467
OG0008544	DROME04324	DANRE39597
OG0008546	DROME15569	DANRE14151
OG0008555	DROME11395, DROME11394	DANRE04481
OG0008561	DROME12139	DANRE20325, DANRE07921
OG0008562	DROME14061	DANRE17268
OG0008563	DROME03604	DANRE40836
OG0008570	DROME05758	DANRE21965
OG0008571	DROME01378	DANRE12509
OG0008572	DROME13238	DANRE00022
OG0008573	DROME01886	DANRE19385
OG0008588	DROME12637	DANRE03686
OG0008591	DROME11628	DANRE28969
OG0008592	DROME10421	DANRE00377, DANRE00376
OG0008596	DROME20262	DANRE14530
OG0008600	DROME13072	DANRE05761, DANRE05760, DANRE05759
OG0008601	DROME11849	DANRE07138
OG0008602	DROME13490	DANRE05943
OG0008606	DROME08229	DANRE20257
OG0008609	DROME03665	DANRE03557
OG0008611	DROME14947	DANRE17674
OG0008620	DROME19856, DROME19857	DANRE39841
OG0008626	DROME04318	DANRE28396
OG0008627	DROME19713	DANRE20508
OG0008628	DROME05518	DANRE35278, DANRE35279
OG0008631	DROME13804	DANRE31962
OG0008637	DROME01692	DANRE36329, DANRE36328
OG0008639	DROME14156	DANRE02162
OG0008640	DROME13657, DROME13656	DANRE05356, DANRE05355, DANRE05354
OG0008644	DROME16291	DANRE11817
OG0008645	DROME10951	DANRE37027
OG0008647	DROME16287	DANRE28267, DANRE28266
OG0008656	DROME01865	DANRE03767
OG0008658	DROME15306	DANRE18377
OG0008659	DROME06094	DANRE24340, DANRE24339
OG0008662	DROME14303	DANRE39605
OG0008666	DROME19154	DANRE22833
OG0008672	DROME21006, DROME03145	DANRE34933
OG0008673	DROME17016	DANRE17542
OG0008674	DROME15616	DANRE15733
OG0008676	DROME08298	DANRE15892, DANRE15891
OG0008677	DROME02959	DANRE10643
OG0008680	DROME02750	DANRE06212
OG0008681	DROME00538	DANRE41523
OG0008682	DROME12484, DROME12483, DROME12485, DROME12486, DROME12482	DANRE22797
OG0008684	DROME05158	DANRE42050
OG0008685	DROME14794	DANRE12963
OG0008689	DROME04121	DANRE43435
OG0008705	DROME21927, DROME21926, DROME21928	DANRE28894, DANRE17512, DANRE17511, DANRE28893
OG0008714	DROME11737	DANRE13337, DANRE13336
OG0008760	DROME15736	DANRE39974
OG0008762	DROME07427	DANRE07808
OG0008782	DROME21639	DANRE10205
OG0008790	DROME10403	DANRE04440
OG0008799	DROME16243	DANRE14578, DANRE14579
OG0008816	DROME10643	DANRE00451
OG0008824	DROME09947	DANRE00389, DANRE00390
OG0008826	DROME12581	DANRE28903
OG0008828	DROME00117	DANRE42365, DANRE42366
OG0008829	DROME09279	DANRE00441
OG0008830	DROME20088	DANRE10522, DANRE21598, DANRE21599
OG0008837	DROME16336	DANRE08220, DANRE08221
OG0008840	DROME04981	DANRE01624, DANRE01623
OG0008845	DROME08807	DANRE07162
OG0008847	DROME11187	DANRE10944
OG0008850	DROME16833, DROME16834	DANRE20420
OG0008859	DROME11945	DANRE04721
OG0008870	DROME02619	DANRE33681
OG0008885	DROME18530	DANRE15048
OG0008891	DROME12640	DANRE17257
OG0008900	DROME13719	DANRE30845
OG0008910	DROME13999	DANRE27761, DANRE27762
OG0008911	DROME13742	DANRE31367, DANRE31369, DANRE31370, DANRE31368
OG0008913	DROME00509, DROME00510	DANRE22522
OG0008914	DROME12250	DANRE08866
OG0008915	DROME17080	DANRE15822, DANRE15823
OG0008916	DROME11514	DANRE33880
OG0008917	DROME18742	DANRE11441, DANRE11440
OG0008922	DROME15229	DANRE30774
OG0008924	DROME15634	DANRE22832
OG0008928	DROME02311, DROME02308	DANRE13551
OG0008929	DROME08852	DANRE11735
OG0008931	DROME11180	DANRE14949
OG0008933	DROME18427	DANRE42952
OG0008938	DROME08097	DANRE33562
OG0008943	DROME18417	DANRE42942
OG0008946	DROME03547	DANRE20400
OG0008953	DROME03933	DANRE38171, DANRE38170, DANRE00749
OG0008959	DROME08488	DANRE01766, DANRE01767, DANRE01769
OG0008962	DROME06752, DROME17394, DROME10394	DANRE10890, DANRE07537
OG0008969	DROME11989	DANRE10208, DANRE13583
OG0008990	DROME09658	DANRE03437, DANRE03438
OG0009044	DROME20940	DANRE34873
OG0009049	DROME14792	DANRE21949, DANRE30353, DANRE30354, DANRE30352
OG0009052	DROME09266, DROME09267	DANRE31419
OG0009055	DROME04696	DANRE31171
OG0009067	DROME13879	DANRE28510
OG0009076	DROME05207	DANRE19897
OG0009078	DROME10793, DROME01490	DANRE21310
OG0009083	DROME13205	DANRE04480
OG0009084	DROME06270	DANRE25581
OG0009094	DROME05666	DANRE36126
OG0009110	DROME14233	DANRE02571, DANRE42842
OG0009115	DROME19920, DROME17853	DANRE27058, DANRE27057
OG0009121	DROME13608	DANRE18049
OG0009123	DROME21384	DANRE18486, DANRE18487
OG0009127	DROME15729	DANRE39947
OG0009147	DROME19642	DANRE03579, DANRE03581, DANRE03580
OG0009152	DROME20327, DROME20329, DROME20328	DANRE04346
OG0009157	DROME17933	DANRE39561
OG0009158	DROME19303	DANRE11602, DANRE11603
OG0009163	DROME00113	DANRE30202
OG0009168	DROME00391	DANRE17639
OG0009169	DROME14808	DANRE24536
OG0009175	DROME08856	DANRE14934, DANRE14933, DANRE14932
OG0009182	DROME21411, DROME21410, DROME21412	DANRE40541
OG0009190	DROME01051, DROME07457	DANRE28164
OG0009194	DROME05340	DANRE07879, DANRE07878
OG0009196	DROME06068	DANRE09824, DANRE09825
OG0009203	DROME08846	DANRE30972
OG0009215	DROME13602, DROME13601	DANRE37932, DANRE37930, DANRE37931, DANRE19960
OG0009217	DROME09051	DANRE08274, DANRE08273
OG0009222	DROME17610, DROME17611, DROME17612	DANRE29525, DANRE03423
OG0009225	DROME05479, DROME21718	DANRE24173
OG0009231	DROME10460	DANRE42175
OG0009234	DROME16423, DROME16424	DANRE15661, DANRE06506
OG0009296	DROME04947	DANRE06255
OG0009312	DROME04430	DANRE30940
OG0009313	DROME10771	DANRE29435
OG0009315	DROME07613	DANRE20524
OG0009322	DROME01125	DANRE34895, DANRE34894
OG0009339	DROME06771	DANRE30264
OG0009340	DROME08497	DANRE41801
OG0009344	DROME07626	DANRE24052
OG0009356	DROME15974	DANRE03561
OG0009370	DROME09859	DANRE38892
OG0009378	DROME15726	DANRE24750
OG0009382	DROME11888	DANRE26921
OG0009386	DROME00798	DANRE06278
OG0009388	DROME17894	DANRE21974, DANRE21973
OG0009392	DROME06882	DANRE16844, DANRE28500
OG0009415	DROME16962	DANRE34635
OG0009419	DROME21522	DANRE23923
OG0009452	DROME00415	DANRE01640, DANRE01641
OG0009472	DROME21491	DANRE36249
OG0009483	DROME10971	DANRE25333, DANRE25334
OG0009485	DROME11380, DROME01928	DANRE30451, DANRE21963, DANRE21962
OG0009486	DROME19361, DROME19360	DANRE28215, DANRE28214, DANRE28213
OG0009548	DROME00024	DANRE06327
OG0009576	DROME20280	DANRE24747
OG0009590	DROME02782	DANRE39781, DANRE39780
OG0009591	DROME21855	DANRE29134, DANRE29133, DANRE29135, DANRE29136
OG0009604	DROME04323	DANRE25395, DANRE25396
OG0009614	DROME08966	DANRE24753
OG0009617	DROME07605	DANRE41382
OG0009629	DROME03016	DANRE25624, DANRE30863, DANRE30862
OG0009630	DROME07625	DANRE16454
OG0009639	DROME04801	DANRE16313
OG0009649	DROME13078	DANRE00166
OG0009651	DROME18444	DANRE30781
OG0009652	DROME17654	DANRE10928
OG0009654	DROME03936	DANRE04164
OG0009658	DROME07244, DROME07245, DROME07246	DANRE34822, DANRE34821
OG0009661	DROME16099	DANRE15583
OG0009673	DROME02945	DANRE31220
OG0009676	DROME10054	DANRE14614
OG0009681	DROME04548	DANRE24752
OG0009684	DROME10457, DROME10458, DROME10456	DANRE18177
OG0009687	DROME12302	DANRE43434, DANRE43433, DANRE43432
OG0009695	DROME17874, DROME17876	DANRE21267
