Orthogroup	DROME	HUMAN
OG0007331	DROME00081	HUMAN26953, HUMAN26952
OG0007333	DROME16724	HUMAN29576
OG0007334	DROME14550	HUMAN01738, HUMAN01739
OG0007335	DROME20744	HUMAN08862
OG0007336	DROME19792	HUMAN00761
OG0007339	DROME15967	HUMAN26218, HUMAN26219
OG0007340	DROME01190	HUMAN24905
OG0007341	DROME11695	HUMAN25872
OG0007342	DROME20920, DROME20921	HUMAN28838
OG0007343	DROME05240	HUMAN14176, HUMAN14177
OG0007344	DROME20098	HUMAN25001
OG0007345	DROME03586	HUMAN22717
OG0007347	DROME13215	HUMAN20415
OG0007349	DROME04078	HUMAN19722, HUMAN19724, HUMAN19723
OG0007351	DROME10598	HUMAN26021
OG0007352	DROME21703	HUMAN04641
OG0007354	DROME05477, DROME05476	HUMAN23192
OG0007355	DROME17231	HUMAN28384
OG0007356	DROME08592	HUMAN24980
OG0007357	DROME00169	HUMAN11281
OG0007358	DROME20269, DROME20268	HUMAN23692
OG0007359	DROME19146	HUMAN24471
OG0007360	DROME19459	HUMAN02160
OG0007361	DROME13934	HUMAN01585, HUMAN01584
OG0007363	DROME13676	HUMAN07700
OG0007364	DROME21809	HUMAN20228
OG0007365	DROME04793	HUMAN01007
OG0007366	DROME08151	HUMAN15080, HUMAN15079
OG0007367	DROME04903	HUMAN00909
OG0007368	DROME12399	HUMAN04400
OG0007370	DROME03968	HUMAN12243, HUMAN12242
OG0007371	DROME02186	HUMAN03496
OG0007374	DROME19817, DROME06981, DROME06980	HUMAN17107
OG0007375	DROME20148	HUMAN25512
OG0007376	DROME12395	HUMAN27825, HUMAN27824, HUMAN27826
OG0007377	DROME11841	HUMAN02116, HUMAN02117
OG0007378	DROME12005	HUMAN11793, HUMAN11794, HUMAN11795
OG0007379	DROME14877	HUMAN08973, HUMAN08972
OG0007382	DROME00478	HUMAN19380
OG0007385	DROME05965	HUMAN04317
OG0007386	DROME08936	HUMAN16767
OG0007387	DROME11857	HUMAN29057
OG0007388	DROME07430	HUMAN22118
OG0007389	DROME20485	HUMAN29100, HUMAN29099
OG0007391	DROME08685, DROME08686	HUMAN05345
OG0007393	DROME14294	HUMAN08660
OG0007394	DROME19789	HUMAN15894, HUMAN15893
OG0007395	DROME15690	HUMAN13460
OG0007396	DROME11407	HUMAN11000
OG0007397	DROME14953	HUMAN00870
OG0007399	DROME04756	HUMAN16123
OG0007400	DROME05763	HUMAN22018
OG0007401	DROME20204	HUMAN05484
OG0007403	DROME05771	HUMAN17254, HUMAN17253
OG0007405	DROME10897, DROME10896	HUMAN20387
OG0007407	DROME09567	HUMAN03483
OG0007408	DROME15350, DROME15352	HUMAN28141, HUMAN28142
OG0007409	DROME12956	HUMAN25552
OG0007411	DROME09875	HUMAN23663
OG0007412	DROME16298	HUMAN17545
OG0007413	DROME04023	HUMAN20818
OG0007414	DROME09035, DROME09036	HUMAN01057
OG0007416	DROME19013, DROME13286	HUMAN22361
OG0007417	DROME06465	HUMAN07346
OG0007418	DROME19454, DROME19453	HUMAN13111, HUMAN13110
OG0007419	DROME15814	HUMAN12142
OG0007421	DROME18796	HUMAN06697
OG0007422	DROME18166, DROME18165	HUMAN08465
OG0007423	DROME21225	HUMAN10490
OG0007424	DROME15021	HUMAN10237
OG0007425	DROME18621	HUMAN06193
OG0007427	DROME13387	HUMAN03785
OG0007431	DROME18094	HUMAN26226
OG0007432	DROME11099	HUMAN05575, HUMAN05574
OG0007433	DROME15002, DROME15003	HUMAN04271
OG0007438	DROME05724	HUMAN02955
OG0007439	DROME11359	HUMAN16947
OG0007442	DROME17214	HUMAN00969
OG0007445	DROME12184, DROME12185	HUMAN21386
OG0007446	DROME18838	HUMAN07376
OG0007450	DROME18174	HUMAN08573, HUMAN08574
OG0007451	DROME01044	HUMAN08166
OG0007452	DROME05562	HUMAN22554
OG0007453	DROME08632, DROME08631	HUMAN10744
OG0007454	DROME01936	HUMAN18226
OG0007455	DROME05407	HUMAN29667
OG0007456	DROME08553	HUMAN07199
OG0007457	DROME09037	HUMAN09838
OG0007458	DROME06115	HUMAN28978
OG0007459	DROME15675	HUMAN16778
OG0007460	DROME11931	HUMAN16832, HUMAN16830, HUMAN16831, HUMAN16829
OG0007461	DROME04326	HUMAN08943
OG0007462	DROME09094	HUMAN19637, HUMAN19636
OG0007463	DROME11508	HUMAN06999
OG0007470	DROME12837	HUMAN00938
OG0007472	DROME12085	HUMAN23723
OG0007473	DROME00942	HUMAN18188, HUMAN18186
OG0007476	DROME01998	HUMAN14444
OG0007477	DROME18579	HUMAN12723
OG0007478	DROME11578	HUMAN19940
OG0007480	DROME01310	HUMAN03711
OG0007481	DROME06787	HUMAN11840
OG0007482	DROME19386	HUMAN01581
OG0007483	DROME16379	HUMAN25804
OG0007484	DROME13008	HUMAN15505
OG0007488	DROME15720	HUMAN24932
OG0007490	DROME19319, DROME05428	HUMAN18581, HUMAN18580
OG0007491	DROME16108	HUMAN10273
OG0007492	DROME03070	HUMAN25121
OG0007493	DROME06082	HUMAN22084
OG0007495	DROME21169	HUMAN19626, HUMAN19624
OG0007496	DROME02361	HUMAN21064
OG0007498	DROME07302	HUMAN28184
OG0007499	DROME15554	HUMAN04823
OG0007501	DROME05481	HUMAN06876, HUMAN06874, HUMAN06875
OG0007503	DROME05006	HUMAN03266, HUMAN03263, HUMAN03264, HUMAN03265
OG0007504	DROME09511	HUMAN26616
OG0007507	DROME07477, DROME07281	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725
OG0007508	DROME11676, DROME11677	HUMAN29445
OG0007509	DROME00425, DROME08833	HUMAN12458
OG0007510	DROME16224	HUMAN00670, HUMAN00669
OG0007515	DROME00112	HUMAN25910
OG0007517	DROME17380, DROME17379	HUMAN04257
OG0007518	DROME00450	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007519	DROME11576	HUMAN15216, HUMAN15215
OG0007522	DROME12681, DROME06917	HUMAN08876
OG0007525	DROME18795	HUMAN01310
OG0007527	DROME11575	HUMAN14056
OG0007531	DROME18150	HUMAN23525, HUMAN23527, HUMAN23526
OG0007533	DROME10145	HUMAN18647
OG0007546	DROME08927, DROME08928, DROME08929, DROME08932, DROME08931, DROME12517, DROME12516, DROME12518, DROME12519, DROME00187	HUMAN20275
OG0007550	DROME03286	HUMAN14033, HUMAN11371
OG0007552	DROME14368	HUMAN10432, HUMAN10431, HUMAN20058
OG0007586	DROME07523	HUMAN28828
OG0007589	DROME13237	HUMAN23044
OG0007591	DROME03303	HUMAN12931
OG0007592	DROME04907	HUMAN19604
OG0007594	DROME21320	HUMAN28778, HUMAN28779, HUMAN28780
OG0007597	DROME11734	HUMAN07406
OG0007598	DROME18070	HUMAN22979
OG0007605	DROME04308	HUMAN25002
OG0007610	DROME11054, DROME13702	HUMAN20947
OG0007613	DROME00786	HUMAN14918, HUMAN14919, HUMAN14917
OG0007615	DROME16992	HUMAN17636
OG0007616	DROME01134	HUMAN16740
OG0007617	DROME17658	HUMAN28528
OG0007619	DROME13917	HUMAN21829
OG0007621	DROME07475	HUMAN01027, HUMAN06000
OG0007624	DROME22076	HUMAN00744
OG0007626	DROME17034	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007628	DROME09375	HUMAN22378
OG0007629	DROME17004	HUMAN23337
OG0007630	DROME01630	HUMAN05291, HUMAN05290
OG0007633	DROME21858	HUMAN13873
OG0007634	DROME03086	HUMAN22721
OG0007638	DROME04531	HUMAN25473
OG0007642	DROME19922, DROME10802	HUMAN02914
OG0007645	DROME19485	HUMAN10615, HUMAN10616
OG0007646	DROME01727	HUMAN29544
OG0007647	DROME12776, DROME12777	HUMAN02929
OG0007648	DROME10644	HUMAN29977, HUMAN29976
OG0007649	DROME07677	HUMAN01321
OG0007650	DROME06961	HUMAN16337, HUMAN16338
OG0007651	DROME09521	HUMAN16641
OG0007656	DROME19669	HUMAN02869
OG0007657	DROME21498	HUMAN04204
OG0007660	DROME02310, DROME02307	HUMAN02075
OG0007662	DROME00293	HUMAN05169
OG0007663	DROME19396	HUMAN19568
OG0007664	DROME16279	HUMAN10066
OG0007666	DROME13925	HUMAN10319
OG0007667	DROME01143	HUMAN15603
OG0007668	DROME16715, DROME16716, DROME16714	HUMAN07341
OG0007671	DROME08426, DROME08427	HUMAN18044
OG0007673	DROME03587	HUMAN30108, HUMAN00583
OG0007676	DROME19677	HUMAN24899
OG0007677	DROME12187	HUMAN29231, HUMAN29232
OG0007680	DROME12223, DROME20813	HUMAN17909
OG0007685	DROME08699	HUMAN18793
OG0007686	DROME05296	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599
OG0007687	DROME05239	HUMAN20268
OG0007690	DROME19805	HUMAN27678
OG0007691	DROME05660	HUMAN27822
OG0007695	DROME08604	HUMAN28172
OG0007696	DROME07818, DROME07817	HUMAN05784
OG0007698	DROME06524	HUMAN29272
OG0007701	DROME20491	HUMAN07269
OG0007702	DROME04524	HUMAN20314
OG0007703	DROME09613	HUMAN22827
OG0007706	DROME15325	HUMAN10609, HUMAN10610
OG0007708	DROME19898	HUMAN06488
OG0007709	DROME13180	HUMAN23750, HUMAN01625
OG0007712	DROME00072	HUMAN03420
OG0007713	DROME08102	HUMAN06586
OG0007714	DROME18732, DROME18731	HUMAN30023
OG0007715	DROME00231	HUMAN19961
OG0007717	DROME14273	HUMAN03284
OG0007719	DROME08626	HUMAN26223
OG0007722	DROME05973	HUMAN03285
OG0007729	DROME13937	HUMAN11128, HUMAN11127
OG0007732	DROME15276	HUMAN24163, HUMAN24162
OG0007733	DROME02381	HUMAN01349
OG0007736	DROME02622	HUMAN13041
OG0007738	DROME11307	HUMAN19368
OG0007739	DROME03472	HUMAN01347
OG0007743	DROME21252	HUMAN09883, HUMAN06357
OG0007744	DROME03287	HUMAN26813, HUMAN26814
OG0007746	DROME15467	HUMAN25134
OG0007749	DROME11919	HUMAN26822
OG0007750	DROME14153	HUMAN14835, HUMAN14833
OG0007751	DROME07969	HUMAN17117, HUMAN17120
OG0007752	DROME19902	HUMAN05362
OG0007754	DROME10213	HUMAN21523
OG0007756	DROME19305, DROME19304	HUMAN18795
OG0007758	DROME17216	HUMAN29935
OG0007759	DROME02749	HUMAN01276
OG0007760	DROME07190	HUMAN19195
OG0007761	DROME12840	HUMAN00323
OG0007763	DROME09941	HUMAN01210
OG0007766	DROME01672	HUMAN10523, HUMAN10522
OG0007767	DROME15596	HUMAN17614
OG0007768	DROME03522	HUMAN11819, HUMAN11818
OG0007772	DROME12007	HUMAN21301
OG0007773	DROME08270	HUMAN22030
OG0007774	DROME12031	HUMAN17885, HUMAN17884
OG0007779	DROME02843	HUMAN18212
OG0007781	DROME18077	HUMAN02870
OG0007782	DROME19324	HUMAN10939
OG0007783	DROME03858	HUMAN10560
OG0007784	DROME13437	HUMAN12802
OG0007786	DROME18638	HUMAN18705
OG0007790	DROME12339	HUMAN25976
OG0007798	DROME15483	HUMAN23022
OG0007799	DROME16355	HUMAN26285
OG0007800	DROME01328	HUMAN05271, HUMAN05270
OG0007803	DROME02406	HUMAN17024
OG0007805	DROME01226	HUMAN05569
OG0007807	DROME02602, DROME02603	HUMAN03444
OG0007809	DROME03461	HUMAN01412
OG0007810	DROME06120	HUMAN20972
OG0007811	DROME12619	HUMAN21891
OG0007812	DROME15163	HUMAN23209
OG0007813	DROME14956	HUMAN02512
OG0007814	DROME20150, DROME13529	HUMAN03364
OG0007816	DROME17032	HUMAN00100, HUMAN00099
OG0007817	DROME20286	HUMAN15877
OG0007823	DROME13489	HUMAN03449
OG0007825	DROME02964	HUMAN14274
OG0007827	DROME12150	HUMAN16930, HUMAN16931, HUMAN16929
OG0007829	DROME12217	HUMAN11339
OG0007830	DROME18766	HUMAN01001
OG0007831	DROME00843	HUMAN27771
OG0007833	DROME06789, DROME06790	HUMAN19927, HUMAN19926
OG0007835	DROME08087	HUMAN23278
OG0007838	DROME15578	HUMAN19928
OG0007840	DROME16035	HUMAN27821, HUMAN27820
OG0007841	DROME11786	HUMAN03161
OG0007843	DROME21223	HUMAN23053, HUMAN24119
OG0007848	DROME09406	HUMAN19483
OG0007850	DROME17217	HUMAN19514
OG0007852	DROME07522	HUMAN20987
OG0007854	DROME14458	HUMAN25144, HUMAN25143
OG0007858	DROME07490	HUMAN27701
OG0007866	DROME17318	HUMAN13545, HUMAN13544
OG0007911	DROME01183	HUMAN16282, HUMAN16283
OG0007913	DROME10986	HUMAN09685
OG0007918	DROME12221	HUMAN24900, HUMAN24901
OG0007929	DROME20970	HUMAN14120
OG0007931	DROME17745	HUMAN05429, HUMAN22978
OG0007932	DROME04704	HUMAN24557
OG0007935	DROME05405	HUMAN25433
OG0007937	DROME14062	HUMAN02729
OG0007941	DROME01234	HUMAN10746, HUMAN10745
OG0007942	DROME12846	HUMAN14706, HUMAN14708, HUMAN14707
OG0007943	DROME21368	HUMAN05448
OG0007948	DROME14592	HUMAN11837
OG0007949	DROME00508	HUMAN13796, HUMAN13795
OG0007951	DROME08356	HUMAN19098
OG0007952	DROME20239	HUMAN21513
OG0007953	DROME09819	HUMAN29593
OG0007955	DROME02061	HUMAN08358, HUMAN08359
OG0007956	DROME04763, DROME04764	HUMAN23725
OG0007957	DROME16988	HUMAN12395
OG0007958	DROME07369	HUMAN10130
OG0007962	DROME13835	HUMAN23916
OG0007964	DROME15489	HUMAN26269
OG0007966	DROME06982	HUMAN23684
OG0007968	DROME08366	HUMAN03235
OG0007969	DROME08603	HUMAN11764
OG0007971	DROME02958	HUMAN20515
OG0007972	DROME05655	HUMAN08234, HUMAN08235
OG0007975	DROME08774	HUMAN00101
OG0007976	DROME09395	HUMAN10652
OG0007978	DROME15288	HUMAN26591, HUMAN26590
OG0007979	DROME02018	HUMAN28431
OG0007980	DROME18856	HUMAN25126
OG0007983	DROME15066, DROME15065	HUMAN02648, HUMAN02647, HUMAN02649
OG0007984	DROME12797	HUMAN11790
OG0007986	DROME01126	HUMAN23732, HUMAN23729, HUMAN23731, HUMAN23730
OG0007990	DROME02537	HUMAN28217, HUMAN28218, HUMAN28216
OG0007991	DROME15771	HUMAN09310
OG0007993	DROME19632	HUMAN02476
OG0007994	DROME00744	HUMAN25068
OG0007996	DROME19142	HUMAN05904
OG0007997	DROME05664	HUMAN25806
OG0007999	DROME10618	HUMAN13157
OG0008000	DROME08107	HUMAN16710
OG0008002	DROME16335	HUMAN24480
OG0008003	DROME00766, DROME00767	HUMAN11963
OG0008007	DROME11844	HUMAN28574
OG0008008	DROME15850	HUMAN25914
OG0008009	DROME15050	HUMAN01656
OG0008011	DROME08106	HUMAN20883
OG0008013	DROME19871	HUMAN02950
OG0008020	DROME08219	HUMAN25874
OG0008023	DROME07714	HUMAN00347
OG0008025	DROME11023, DROME11024	HUMAN25944
OG0008027	DROME14280	HUMAN09297, HUMAN09295
OG0008028	DROME00865	HUMAN13789, HUMAN13788
OG0008030	DROME05451	HUMAN20023
OG0008031	DROME00893	HUMAN10154
OG0008033	DROME16126	HUMAN17142
OG0008036	DROME14879	HUMAN25880
OG0008038	DROME21413	HUMAN21043
OG0008041	DROME15272	HUMAN27061
OG0008045	DROME01340	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586
OG0008046	DROME04953	HUMAN28416, HUMAN28418
OG0008047	DROME06653	HUMAN02867, HUMAN02866
OG0008049	DROME06428	HUMAN26750
OG0008050	DROME04442	HUMAN23560, HUMAN23558, HUMAN23559
OG0008051	DROME02747	HUMAN10716
OG0008053	DROME01291	HUMAN26036
OG0008055	DROME03088	HUMAN06710
OG0008056	DROME02535	HUMAN29996
OG0008062	DROME17709	HUMAN09476
OG0008063	DROME08157	HUMAN15954, HUMAN02382
OG0008067	DROME19730, DROME19732, DROME19731	HUMAN25616
OG0008068	DROME01969	HUMAN23056, HUMAN24120
OG0008069	DROME20009	HUMAN14189
OG0008071	DROME09459, DROME16653	HUMAN01032
OG0008072	DROME20664, DROME12867, DROME08206	HUMAN00396, HUMAN00395
OG0008075	DROME11758	HUMAN29868
OG0008079	DROME10112	HUMAN27934
OG0008080	DROME01083	HUMAN04666
OG0008081	DROME09031	HUMAN20765
OG0008087	DROME09309, DROME09310	HUMAN18084
OG0008091	DROME00222	HUMAN07361, HUMAN07360
OG0008092	DROME20980, DROME20979	HUMAN04427
OG0008094	DROME08591	HUMAN11989
OG0008100	DROME19462	HUMAN00523
OG0008103	DROME10134	HUMAN04801, HUMAN04800
OG0008104	DROME08058	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	DROME14648	HUMAN16819
OG0008106	DROME10011	HUMAN20536, HUMAN20534
OG0008107	DROME05339	HUMAN23200, HUMAN23199
OG0008108	DROME01195, DROME01194	HUMAN11110
OG0008110	DROME00054	HUMAN17613
OG0008113	DROME10166	HUMAN14020
OG0008115	DROME18541, DROME18542, DROME01751	HUMAN08321
OG0008117	DROME00477	HUMAN01737
OG0008120	DROME14547	HUMAN00765
OG0008123	DROME17222, DROME17223, DROME17224	HUMAN04954
OG0008124	DROME18787, DROME18788, DROME19283, DROME19282	HUMAN06531
OG0008125	DROME00652	HUMAN24198, HUMAN24197
OG0008126	DROME13720	HUMAN01802
OG0008127	DROME20959	HUMAN07524
OG0008136	DROME09512	HUMAN19121
OG0008143	DROME15175	HUMAN23788, HUMAN23787
OG0008151	DROME09619, DROME09620	HUMAN03088, HUMAN22588
OG0008201	DROME14121	HUMAN21455
OG0008202	DROME21810	HUMAN02093
OG0008203	DROME06351	HUMAN23819
OG0008205	DROME18014	HUMAN29340
OG0008208	DROME16689	HUMAN20538
OG0008215	DROME06606	HUMAN07579, HUMAN07580, HUMAN07578
OG0008216	DROME01108, DROME00866	HUMAN08718
OG0008219	DROME09623	HUMAN27873
OG0008220	DROME11266	HUMAN30201
OG0008224	DROME06232	HUMAN11586
OG0008229	DROME21747	HUMAN29482
OG0008230	DROME04392	HUMAN08125
OG0008232	DROME01932	HUMAN11841
OG0008236	DROME21584	HUMAN02910
OG0008238	DROME14135	HUMAN16279
OG0008239	DROME08355	HUMAN03298, HUMAN03297
OG0008240	DROME03015	HUMAN10132
OG0008243	DROME17525	HUMAN25428
OG0008245	DROME06758, DROME06760, DROME06759	HUMAN29072
OG0008246	DROME11496, DROME02594	HUMAN06614
OG0008249	DROME19019	HUMAN14662
OG0008250	DROME02536	HUMAN14966
OG0008251	DROME16902	HUMAN23749
OG0008254	DROME21984	HUMAN01824
OG0008255	DROME11309	HUMAN28692
OG0008256	DROME14092, DROME14091	HUMAN16605, HUMAN16606
OG0008257	DROME00630	HUMAN21537
OG0008258	DROME16701	HUMAN02572
OG0008261	DROME00578	HUMAN05256, HUMAN05253, HUMAN05254, HUMAN05257
OG0008262	DROME11696	HUMAN29219
OG0008263	DROME00718	HUMAN04927
OG0008264	DROME13492	HUMAN23694
OG0008267	DROME10683	HUMAN06220, HUMAN06219
OG0008268	DROME08337	HUMAN29112
OG0008269	DROME17491	HUMAN21396
OG0008271	DROME06996	HUMAN14372
OG0008273	DROME00516	HUMAN11962, HUMAN11961
OG0008275	DROME03628, DROME03627	HUMAN25394
OG0008278	DROME21695	HUMAN07236
OG0008281	DROME14998	HUMAN04744
OG0008283	DROME20884	HUMAN07219
OG0008288	DROME19471	HUMAN00419
OG0008293	DROME09142	HUMAN09963, HUMAN09960, HUMAN09962, HUMAN09964, HUMAN09961
OG0008295	DROME02099, DROME09306	HUMAN16821
OG0008297	DROME21432	HUMAN19984, HUMAN19986, HUMAN19987, HUMAN19988
OG0008298	DROME02895	HUMAN00245, HUMAN00244
OG0008304	DROME09856	HUMAN07647, HUMAN07648
OG0008305	DROME01621	HUMAN18436
OG0008307	DROME12835	HUMAN06155
OG0008308	DROME14838	HUMAN21349
OG0008312	DROME02035	HUMAN13487
OG0008313	DROME18135	HUMAN13284, HUMAN13283, HUMAN13285
OG0008315	DROME17780	HUMAN10956, HUMAN10955
OG0008317	DROME08354	HUMAN29465
OG0008318	DROME03856, DROME03855	HUMAN08273
OG0008319	DROME01120	HUMAN00373
OG0008320	DROME16494	HUMAN24159
OG0008323	DROME15781	HUMAN28595
OG0008325	DROME03626	HUMAN11481, HUMAN11480
OG0008327	DROME21746	HUMAN26707
OG0008328	DROME00964, DROME00963	HUMAN22301
OG0008333	DROME20894	HUMAN21893
OG0008335	DROME12715, DROME18818	HUMAN14533
OG0008336	DROME07914	HUMAN26835
OG0008339	DROME15405	HUMAN25678
OG0008341	DROME15491	HUMAN08398
OG0008343	DROME05923	HUMAN17178
OG0008345	DROME14820	HUMAN09403
OG0008346	DROME04695	HUMAN16797
OG0008347	DROME05337	HUMAN12793
OG0008348	DROME00896	HUMAN18638
OG0008349	DROME12360, DROME16513	HUMAN03709, HUMAN30461, HUMAN30460
OG0008351	DROME01247	HUMAN12466
OG0008353	DROME16354	HUMAN26897
OG0008355	DROME11930	HUMAN17063
OG0008357	DROME00228	HUMAN09661, HUMAN09662
OG0008358	DROME14176, DROME14175, DROME14177	HUMAN11319
OG0008359	DROME02002	HUMAN19022
OG0008361	DROME06617	HUMAN00580
OG0008363	DROME09820	HUMAN04961, HUMAN04960
OG0008364	DROME14632	HUMAN17125, HUMAN23879
OG0008369	DROME01004, DROME18984	HUMAN11855
OG0008373	DROME07396	HUMAN04211
OG0008377	DROME15639, DROME15638, DROME15637	HUMAN18042
OG0008379	DROME18342	HUMAN14930, HUMAN14931, HUMAN14929
OG0008380	DROME20197	HUMAN02642
OG0008381	DROME07899	HUMAN17143
OG0008383	DROME00341	HUMAN00264
OG0008384	DROME14218	HUMAN02514
OG0008386	DROME15270, DROME15271	HUMAN13311, HUMAN13310
OG0008387	DROME07820	HUMAN06320
OG0008388	DROME15477	HUMAN25138
OG0008392	DROME08319	HUMAN26623, HUMAN26617, HUMAN26622
OG0008400	DROME09510	HUMAN14762
OG0008401	DROME09509, DROME09508	HUMAN02443
OG0008402	DROME00416	HUMAN25252
OG0008403	DROME07792	HUMAN00738
OG0008404	DROME00855	HUMAN29395, HUMAN29394
OG0008410	DROME09023	HUMAN02968
OG0008412	DROME08805	HUMAN01894, HUMAN01893
OG0008415	DROME14546	HUMAN22400, HUMAN22401
OG0008416	DROME04988, DROME04987	HUMAN08501
OG0008418	DROME02335	HUMAN02917, HUMAN02916
OG0008422	DROME13691	HUMAN04849
OG0008424	DROME21655	HUMAN23340
OG0008427	DROME09186	HUMAN25438
OG0008443	DROME20246	HUMAN25776, HUMAN25777
OG0008444	DROME06774	HUMAN04905, HUMAN04906
OG0008509	DROME01326	HUMAN00348
OG0008516	DROME15972	HUMAN09260, HUMAN09259
OG0008522	DROME17936	HUMAN23516
OG0008528	DROME04176	HUMAN21693
OG0008533	DROME00226	HUMAN25516
OG0008534	DROME06269	HUMAN04235
OG0008538	DROME00792	HUMAN23914
OG0008539	DROME17009	HUMAN11117
OG0008540	DROME13108	HUMAN01647
OG0008542	DROME07458	HUMAN14336
OG0008544	DROME04324	HUMAN11249
OG0008546	DROME15569	HUMAN13748, HUMAN13749
OG0008555	DROME11395, DROME11394	HUMAN25239
OG0008559	DROME14908	HUMAN17851
OG0008561	DROME12139	HUMAN11692
OG0008562	DROME14061	HUMAN25387
OG0008563	DROME03604	HUMAN07276
OG0008570	DROME05758	HUMAN10481
OG0008571	DROME01378	HUMAN11507
OG0008572	DROME13238	HUMAN19525
OG0008573	DROME01886	HUMAN28622
OG0008588	DROME12637	HUMAN13418, HUMAN13417
OG0008591	DROME11628	HUMAN10263
OG0008592	DROME10421	HUMAN29113
OG0008596	DROME20262	HUMAN25989
OG0008600	DROME13072	HUMAN03507, HUMAN03506
OG0008601	DROME11849	HUMAN23784
OG0008602	DROME13490	HUMAN16845
OG0008606	DROME08229	HUMAN26327
OG0008609	DROME03665	HUMAN26596
OG0008611	DROME14947	HUMAN02182
OG0008620	DROME19856, DROME19857	HUMAN28760
OG0008626	DROME04318	HUMAN08220
OG0008627	DROME19713	HUMAN23906, HUMAN23907
OG0008628	DROME05518	HUMAN07506
OG0008637	DROME01692	HUMAN18364
OG0008639	DROME14156	HUMAN18858
OG0008640	DROME13657, DROME13656	HUMAN03588
OG0008644	DROME16291	HUMAN17256
OG0008645	DROME10951	HUMAN19088, HUMAN19089
OG0008646	DROME20151	HUMAN29726
OG0008647	DROME16287	HUMAN14129
OG0008656	DROME01865	HUMAN16932
OG0008658	DROME15306	HUMAN16693
OG0008659	DROME06094	HUMAN21365, HUMAN21364
OG0008662	DROME14303	HUMAN19725
OG0008666	DROME19154	HUMAN02028
OG0008672	DROME21006, DROME03145	HUMAN23648
OG0008673	DROME17016	HUMAN25005
OG0008674	DROME15616	HUMAN23099
OG0008676	DROME08298	HUMAN22338
OG0008677	DROME02959	HUMAN20610
OG0008680	DROME02750	HUMAN24151
OG0008681	DROME00538	HUMAN07834
OG0008682	DROME12484, DROME12483, DROME12485, DROME12486, DROME12482	HUMAN25022, HUMAN25021
OG0008684	DROME05158	HUMAN17588, HUMAN17587
OG0008685	DROME14794	HUMAN11457, HUMAN11458, HUMAN11459, HUMAN11460, HUMAN11461
OG0008689	DROME04121	HUMAN14589
OG0008703	DROME08908, DROME08907, DROME08911, DROME08906, DROME08915, DROME08914, DROME08909, DROME08910, DROME08912, DROME08913, DROME08905, DROME08916, DROME08917	HUMAN17930
OG0008705	DROME21927, DROME21926, DROME21928	HUMAN14679
OG0008753	DROME16105	HUMAN24847
OG0008760	DROME15736	HUMAN02596
OG0008762	DROME07427	HUMAN15863
OG0008782	DROME21639	HUMAN28152
OG0008790	DROME10403	HUMAN02547
OG0008799	DROME16243	HUMAN24720
OG0008816	DROME10643	HUMAN13931, HUMAN13932
OG0008824	DROME09947	HUMAN29242, HUMAN29240
OG0008826	DROME12581	HUMAN14800
OG0008828	DROME00117	HUMAN21920
OG0008829	DROME09279	HUMAN23320
OG0008830	DROME20088	HUMAN14190
OG0008837	DROME16336	HUMAN12247
OG0008840	DROME04981	HUMAN18824
OG0008845	DROME08807	HUMAN30121
OG0008850	DROME16833, DROME16834	HUMAN24240
OG0008859	DROME11945	HUMAN18630
OG0008870	DROME02619	HUMAN07265, HUMAN07264, HUMAN07262
OG0008885	DROME18530	HUMAN26541
OG0008891	DROME12640	HUMAN25348, HUMAN25350, HUMAN25349
OG0008900	DROME13719	HUMAN25122
OG0008903	DROME00534	HUMAN03756, HUMAN03754
OG0008910	DROME13999	HUMAN08148
OG0008911	DROME13742	HUMAN20340, HUMAN20339
