Orthogroup	MOUSE	YEAST
OG0006141	MOUSE51343, MOUSE51342, MOUSE51341	YEAST02626
OG0006144	MOUSE20124	YEAST04770
OG0006145	MOUSE34972	YEAST01394
OG0006147	MOUSE10202, MOUSE10203, MOUSE10204, MOUSE31232	YEAST05179
OG0006149	MOUSE07677, MOUSE07678, MOUSE07679	YEAST05979
OG0006152	MOUSE00260, MOUSE00257	YEAST03796
OG0006155	MOUSE30193, MOUSE30194	YEAST04800
OG0006156	MOUSE38431, MOUSE38430	YEAST00437
OG0006159	MOUSE27864, MOUSE27865	YEAST06098
OG0006160	MOUSE24920	YEAST01548
OG0006161	MOUSE39829	YEAST04301
OG0006168	MOUSE50314	YEAST01411
OG0006169	MOUSE45226, MOUSE45225	YEAST02933
OG0006176	MOUSE48486	YEAST03164
OG0006177	MOUSE44442, MOUSE44441	YEAST01871, YEAST01295
OG0006180	MOUSE23209	YEAST00504
OG0006181	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441	YEAST02419
OG0006185	MOUSE31989	YEAST05986
OG0006186	MOUSE16055	YEAST01010
OG0006188	MOUSE32525, MOUSE32524	YEAST05311
OG0006189	MOUSE53256, MOUSE53259	YEAST00844, YEAST06269
OG0006191	MOUSE19452	YEAST02336
OG0006192	MOUSE27820, MOUSE27819	YEAST06153
OG0006196	MOUSE29966	YEAST03954
OG0006199	MOUSE15121, MOUSE15120, MOUSE15119	YEAST06121
OG0006200	MOUSE48340, MOUSE48339	YEAST05079
OG0006202	MOUSE12269, MOUSE12268	YEAST00362
OG0006204	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198	YEAST02271
OG0006209	MOUSE13266	YEAST04555
OG0006210	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962	YEAST00201
OG0006213	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343	YEAST03554
OG0006214	MOUSE01795, MOUSE01797, MOUSE01796	YEAST04089
OG0006216	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855	YEAST01089
OG0006217	MOUSE36677	YEAST00809
OG0006224	MOUSE34843	YEAST02751, YEAST03048
OG0006225	MOUSE18228	YEAST04875
OG0006227	MOUSE27758	YEAST00128
OG0006229	MOUSE30115, MOUSE30114, MOUSE30116	YEAST00143
OG0006230	MOUSE23377	YEAST03869
OG0006233	MOUSE16038	YEAST04247
OG0006237	MOUSE34509, MOUSE34508	YEAST02126
OG0006240	MOUSE32816	YEAST04649
OG0006245	MOUSE22264, MOUSE22265	YEAST05732
OG0006247	MOUSE10299	YEAST04977
OG0006249	MOUSE04079, MOUSE04078	YEAST00821
OG0006250	MOUSE19187	YEAST05424
OG0006251	MOUSE04588, MOUSE04587	YEAST04963
OG0006255	MOUSE20934, MOUSE20935, MOUSE20936, MOUSE20937, MOUSE20938	YEAST03350
OG0006258	MOUSE19643	YEAST05637
OG0006259	MOUSE13823	YEAST05672
OG0006260	MOUSE41017	YEAST04100
OG0006263	MOUSE19929	YEAST02521
OG0006269	MOUSE40907, MOUSE40906	YEAST03069
OG0006271	MOUSE21994, MOUSE21993	YEAST00375
OG0006275	MOUSE24704, MOUSE24705, MOUSE24706	YEAST06102
OG0006277	MOUSE04582	YEAST02811
OG0006279	MOUSE16388, MOUSE16387, MOUSE16386	YEAST04402
OG0006280	MOUSE00019	YEAST04541
OG0006281	MOUSE35102, MOUSE35103	YEAST04979
OG0006282	MOUSE01452, MOUSE01451	YEAST01445
OG0006283	MOUSE25149, MOUSE25148, MOUSE25150, MOUSE25147	YEAST00229
OG0006284	MOUSE01517, MOUSE01515, MOUSE01516	YEAST04213
OG0006288	MOUSE37722, MOUSE37718, MOUSE37719, MOUSE37720, MOUSE37723	YEAST02860
OG0006289	MOUSE40814, MOUSE40816	YEAST06209
OG0006293	MOUSE37627, MOUSE37625	YEAST05380
OG0006294	MOUSE07913	YEAST04000
OG0006295	MOUSE38121	YEAST05360
OG0006302	MOUSE51462, MOUSE51463, MOUSE51464	YEAST01852
OG0006306	MOUSE34252, MOUSE34251	YEAST00230
OG0006311	MOUSE42035, MOUSE42034	YEAST01145
OG0006313	MOUSE34183, MOUSE34185, MOUSE34184	YEAST02392
OG0006315	MOUSE27789, MOUSE27788	YEAST00489
OG0006317	MOUSE30611, MOUSE30613, MOUSE30612	YEAST02082
OG0006319	MOUSE45688	YEAST01135
OG0006320	MOUSE41214, MOUSE41212, MOUSE41213	YEAST04478
OG0006322	MOUSE52872	YEAST00815
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	YEAST01245
OG0006332	MOUSE27257, MOUSE27256	YEAST06042
OG0006334	MOUSE48911, MOUSE48912	YEAST00864
OG0006335	MOUSE14829	YEAST02588
OG0006339	MOUSE37259	YEAST06286
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	YEAST00922, YEAST05387
OG0006341	MOUSE47414	YEAST01452
OG0006344	MOUSE32264	YEAST01465
OG0006347	MOUSE02467	YEAST03436
OG0006349	MOUSE20753	YEAST05233
OG0006350	MOUSE19460	YEAST00452
OG0006357	MOUSE22850	YEAST02650
OG0006360	MOUSE02221	YEAST01556
OG0006362	MOUSE34247, MOUSE34248	YEAST05722
OG0006370	MOUSE35591, MOUSE35592	YEAST02350
OG0006372	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011	YEAST05423
OG0006375	MOUSE16929	YEAST05198
OG0006377	MOUSE13243	YEAST04974
OG0006378	MOUSE36964, MOUSE36966, MOUSE36963, MOUSE36965	YEAST01924
OG0006381	MOUSE02021, MOUSE02020	YEAST01058
OG0006382	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503	YEAST03313
OG0006385	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068	YEAST04806
OG0006387	MOUSE16306, MOUSE34335	YEAST05324
OG0006389	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583	YEAST02409
OG0006390	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927	YEAST00339
OG0006392	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925	YEAST01246
OG0006395	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235	YEAST03605
OG0006396	MOUSE09804, MOUSE09803	YEAST02453
OG0006398	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321, MOUSE33325	YEAST04420, YEAST03553
OG0006407	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473	YEAST02250
OG0006416	MOUSE13356, MOUSE13354, MOUSE13355, MOUSE13357	YEAST00023
OG0006447	MOUSE25747	YEAST03459
OG0006448	MOUSE13317, MOUSE13318	YEAST00505, YEAST04285
OG0006449	MOUSE13387, MOUSE13386	YEAST02458
OG0006456	MOUSE19867, MOUSE19868	YEAST06224
OG0006459	MOUSE27714, MOUSE27717	YEAST00972, YEAST00245
OG0006461	MOUSE52644	YEAST05346
OG0006462	MOUSE14254, MOUSE14253	YEAST01838
OG0006464	MOUSE15625, MOUSE15624	YEAST05965
OG0006465	MOUSE08682, MOUSE08683, MOUSE08684	YEAST01875
OG0006470	MOUSE36168	YEAST01306
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	YEAST03988
OG0006475	MOUSE39872	YEAST06223, YEAST00349
OG0006476	MOUSE38897	YEAST00315
OG0006479	MOUSE35163, MOUSE35164	YEAST05669
OG0006481	MOUSE02030, MOUSE51052	YEAST06165
OG0006488	MOUSE42690, MOUSE42689	YEAST02614
OG0006498	MOUSE54569, MOUSE54568, MOUSE54567	YEAST02291
OG0006503	MOUSE47999	YEAST06053
OG0006504	MOUSE38033, MOUSE38032, MOUSE38034	YEAST02866
OG0006507	MOUSE21775	YEAST02914
OG0006509	MOUSE48743	YEAST02252
OG0006511	MOUSE27841, MOUSE27840, MOUSE44519	YEAST01899
OG0006512	MOUSE48697	YEAST04169
OG0006514	MOUSE30039, MOUSE30040	YEAST05820
OG0006515	MOUSE08195, MOUSE08193, MOUSE08194	YEAST03195
OG0006516	MOUSE27482	YEAST02248
OG0006520	MOUSE29790, MOUSE29789	YEAST05914
OG0006523	MOUSE42761	YEAST04170
OG0006528	MOUSE22560, MOUSE22559, MOUSE22558	YEAST02276
OG0006532	MOUSE01404	YEAST05019
OG0006536	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898	YEAST05130
OG0006538	MOUSE26266	YEAST02168
OG0006543	MOUSE52038	YEAST03219
OG0006544	MOUSE28396, MOUSE28393	YEAST06160
OG0006550	MOUSE24976	YEAST05541
OG0006552	MOUSE10340, MOUSE10339	YEAST02016
OG0006553	MOUSE38559, MOUSE38560	YEAST05825
OG0006554	MOUSE37728, MOUSE37726, MOUSE37727	YEAST04136
OG0006561	MOUSE07407, MOUSE07406	YEAST00874
OG0006564	MOUSE38057	YEAST05934
OG0006568	MOUSE00150	YEAST03560
OG0006569	MOUSE02949, MOUSE02948	YEAST02940
OG0006571	MOUSE10425, MOUSE10423	YEAST00795
OG0006574	MOUSE18407	YEAST06163
OG0006577	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173	YEAST03945
OG0006578	MOUSE35928, MOUSE35927	YEAST00813
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	YEAST04957
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	YEAST01846
OG0006589	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524	YEAST04474
OG0006594	MOUSE46304, MOUSE46303	YEAST00464
OG0006595	MOUSE11155, MOUSE11154	YEAST05577
OG0006596	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679	YEAST03312
OG0006597	MOUSE28239, MOUSE53941	YEAST01876
OG0006598	MOUSE32270	YEAST02580
OG0006602	MOUSE48843, MOUSE48842, MOUSE48844	YEAST06259
OG0006603	MOUSE49497	YEAST05721
OG0006604	MOUSE04487, MOUSE04486	YEAST01597
OG0006607	MOUSE33913, MOUSE33912	YEAST05258
OG0006609	MOUSE35588	YEAST04231
OG0006610	MOUSE17087, MOUSE17086, MOUSE17088	YEAST04593
OG0006611	MOUSE02492, MOUSE02494, MOUSE02493	YEAST02395
OG0006613	MOUSE27701, MOUSE27702	YEAST00490
OG0006615	MOUSE19081	YEAST02695
OG0006617	MOUSE06872, MOUSE06873	YEAST02864, YEAST02189
OG0006619	MOUSE09213	YEAST03691
OG0006622	MOUSE33010, MOUSE55184	YEAST04382
OG0006625	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590	YEAST05905
OG0006627	MOUSE18618	YEAST01553
OG0006630	MOUSE51996	YEAST05584
OG0006631	MOUSE23336, MOUSE23337, MOUSE23338	YEAST01419, YEAST04493
OG0006633	MOUSE09178, MOUSE09174	YEAST05580
OG0006636	MOUSE42187, MOUSE42189	YEAST06190
OG0006637	MOUSE05078, MOUSE05077	YEAST06011
OG0006651	MOUSE16196, MOUSE16198	YEAST03308
OG0006655	MOUSE10356	YEAST04609
OG0006658	MOUSE07435	YEAST03323
OG0006662	MOUSE51152, MOUSE51153, MOUSE51154	YEAST02707
OG0006663	MOUSE22698	YEAST04538
OG0006664	MOUSE13287	YEAST04769
OG0006667	MOUSE51392	YEAST03011
OG0006668	MOUSE21920	YEAST00040
OG0006669	MOUSE13244	YEAST05379
OG0006678	MOUSE06118	YEAST03428
OG0006681	MOUSE12651	YEAST02774
OG0006688	MOUSE12003, MOUSE12002, MOUSE12007, MOUSE12001, MOUSE12000	YEAST02298
OG0006690	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223	YEAST00986
OG0006691	MOUSE05202, MOUSE05203	YEAST06141
OG0006692	MOUSE05269	YEAST04243
OG0006694	MOUSE00171, MOUSE00170, MOUSE00172	YEAST04074
OG0006703	MOUSE21490, MOUSE21491, MOUSE21488, MOUSE21489	YEAST04919
OG0006704	MOUSE37070, MOUSE37071, MOUSE37068, MOUSE37069	YEAST02241
OG0006706	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892	YEAST01312
OG0006707	MOUSE40954	YEAST04448
OG0006712	MOUSE28628	YEAST01297
OG0006716	MOUSE32261, MOUSE32263, MOUSE32262	YEAST01688
OG0006717	MOUSE20433	YEAST03273, YEAST00511
OG0006722	MOUSE44584, MOUSE44583	YEAST05928
OG0006725	MOUSE52635, MOUSE52636	YEAST05141
OG0006726	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158	YEAST01310
OG0006728	MOUSE19069, MOUSE19071, MOUSE19070, MOUSE19068	YEAST01819
OG0006730	MOUSE31098, MOUSE31099, MOUSE31097	YEAST06066
OG0006732	MOUSE23249, MOUSE23247, MOUSE23248	YEAST05092
OG0006736	MOUSE53272, MOUSE53273	YEAST03708, YEAST02845
OG0006738	MOUSE23304, MOUSE23306, MOUSE23305	YEAST03786
OG0006741	MOUSE52752	YEAST00908
OG0006752	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251	YEAST01605
OG0006753	MOUSE07645, MOUSE07647, MOUSE07646, MOUSE07644	YEAST06210
OG0006754	MOUSE13935, MOUSE13936	YEAST05223, YEAST00660
OG0006755	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888	YEAST03743
OG0006757	MOUSE43120, MOUSE43121, MOUSE43119	YEAST02585
OG0006758	MOUSE41066	YEAST00132
OG0006766	MOUSE54011	YEAST01711
OG0006769	MOUSE47279, MOUSE47278, MOUSE47276	YEAST04955
OG0006772	MOUSE40319	YEAST05602
OG0006775	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638	YEAST01095
OG0006776	MOUSE05553, MOUSE05552	YEAST02455
OG0006777	MOUSE43306, MOUSE43305	YEAST05242
OG0006826	MOUSE19257	YEAST03748
OG0006830	MOUSE04883	YEAST02320
OG0006838	MOUSE16969	YEAST01244
OG0006843	MOUSE32360, MOUSE32362, MOUSE32361	YEAST03855
OG0006846	MOUSE07807	YEAST04146
OG0006853	MOUSE02312, MOUSE02313, MOUSE02310, MOUSE02311	YEAST03500
OG0006860	MOUSE49501	YEAST03798
OG0006867	MOUSE18748	YEAST03341
OG0006869	MOUSE40651	YEAST01706
OG0006874	MOUSE40813, MOUSE40812	YEAST03449
OG0006876	MOUSE33297, MOUSE33298, MOUSE33299	YEAST00384
OG0006880	MOUSE40621, MOUSE40622	YEAST04631
OG0006881	MOUSE45680, MOUSE45679	YEAST01049
OG0006887	MOUSE19492, MOUSE05301	YEAST01983
OG0006888	MOUSE18268	YEAST00485
OG0006890	MOUSE21126	YEAST02034
OG0006891	MOUSE20564	YEAST00187
OG0006892	MOUSE22133	YEAST04820
OG0006894	MOUSE06080	YEAST01360
OG0006897	MOUSE10431, MOUSE10432	YEAST00856
OG0006901	MOUSE22140	YEAST05480
OG0006906	MOUSE04566, MOUSE04569, MOUSE04568, MOUSE04567	YEAST00746
OG0006918	MOUSE13577, MOUSE13576, MOUSE13578	YEAST05610
OG0006920	MOUSE12512	YEAST02490
OG0006924	MOUSE19139, MOUSE19140	YEAST04308
OG0006927	MOUSE01549, MOUSE01548, MOUSE01547	YEAST00921
OG0006934	MOUSE12905, MOUSE12906	YEAST02053
OG0006935	MOUSE32527, MOUSE32526	YEAST02014
OG0006936	MOUSE00847, MOUSE00846	YEAST06114
OG0006937	MOUSE35606	YEAST05537
OG0006938	MOUSE41043, MOUSE41042, MOUSE41040, MOUSE41041	YEAST02536
OG0006939	MOUSE34061, MOUSE34060	YEAST01033
OG0006940	MOUSE05605, MOUSE05603, MOUSE05604	YEAST05163
OG0006942	MOUSE20201, MOUSE20202	YEAST00190
OG0006943	MOUSE21146	YEAST02583
OG0006949	MOUSE51685	YEAST00975, YEAST00256
OG0006952	MOUSE54586, MOUSE32099, MOUSE32100	YEAST02831
OG0006953	MOUSE04485	YEAST02903, YEAST04751, YEAST05739
OG0006959	MOUSE24311, MOUSE24310	YEAST01865
OG0006964	MOUSE00609	YEAST05995
OG0006966	MOUSE29849, MOUSE29852	YEAST02544
OG0006967	MOUSE14234	YEAST06235
OG0006968	MOUSE13904, MOUSE13899, MOUSE13901	YEAST03972
OG0006969	MOUSE35832, MOUSE35830, MOUSE35829	YEAST01604
OG0006971	MOUSE37465	YEAST00044
OG0006973	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506	YEAST03793
OG0006975	MOUSE33904, MOUSE33903	YEAST02322
OG0006977	MOUSE10916, MOUSE10917	YEAST06248
OG0006978	MOUSE10225, MOUSE10227	YEAST00696
OG0006980	MOUSE15424	YEAST02173
OG0006985	MOUSE40889, MOUSE40890	YEAST03215
OG0006989	MOUSE22512	YEAST04914
OG0006991	MOUSE29125	YEAST05066
OG0006992	MOUSE21388	YEAST04657
OG0006994	MOUSE26596	YEAST05554
OG0006995	MOUSE10952, MOUSE10951, MOUSE10949	YEAST06048
OG0006997	MOUSE14368	YEAST00664
OG0006998	MOUSE05846	YEAST02509
OG0006999	MOUSE13476	YEAST03874
OG0007003	MOUSE09049	YEAST01840
OG0007005	MOUSE38053, MOUSE38054, MOUSE38052	YEAST03907
OG0007009	MOUSE20677, MOUSE20678, MOUSE20679	YEAST05645
OG0007010	MOUSE36520, MOUSE36523, MOUSE36522	YEAST01652
OG0007012	MOUSE31649	YEAST05361
OG0007013	MOUSE03906	YEAST05971
OG0007015	MOUSE28687, MOUSE28688, MOUSE28686	YEAST03053
OG0007016	MOUSE49206, MOUSE49205	YEAST05307
OG0007020	MOUSE40200, MOUSE40201	YEAST00663
OG0007024	MOUSE39327	YEAST01864
OG0007028	MOUSE23985, MOUSE23984	YEAST06312
OG0007029	MOUSE23539, MOUSE23537, MOUSE23536, MOUSE23540	YEAST05619
OG0007030	MOUSE48335, MOUSE48334	YEAST05712
OG0007033	MOUSE28089	YEAST04002
OG0007036	MOUSE17668, MOUSE17669	YEAST04799
OG0007043	MOUSE46823, MOUSE46824	YEAST02072, YEAST01064
OG0007045	MOUSE34173, MOUSE34174	YEAST01113
OG0007046	MOUSE00604	YEAST04826
OG0007049	MOUSE49472, MOUSE49471	YEAST05930
OG0007050	MOUSE36566	YEAST05668
OG0007053	MOUSE05180, MOUSE05179, MOUSE05181	YEAST05898
OG0007055	MOUSE02729, MOUSE02728	YEAST02593
OG0007057	MOUSE47096	YEAST05673
OG0007061	MOUSE21327	YEAST03247
OG0007063	MOUSE44304	YEAST04650
OG0007065	MOUSE45868, MOUSE45863, MOUSE45865, MOUSE45867, MOUSE45864, MOUSE45869, MOUSE45870, MOUSE45866	YEAST01111
OG0007071	MOUSE31902, MOUSE31903, MOUSE31904	YEAST02162
OG0007073	MOUSE22670, MOUSE22668	YEAST03946
OG0007075	MOUSE12810	YEAST00811
OG0007084	MOUSE13905	YEAST05527
OG0007089	MOUSE45218, MOUSE45217	YEAST04132
OG0007092	MOUSE07434	YEAST01811
OG0007093	MOUSE49068, MOUSE49069, MOUSE49070	YEAST01923
OG0007095	MOUSE42126, MOUSE42125	YEAST02581
OG0007097	MOUSE37800, MOUSE37799, MOUSE37801	YEAST01699
OG0007098	MOUSE49126, MOUSE49129, MOUSE49127	YEAST03783
OG0007106	MOUSE40661	YEAST00202
OG0007112	MOUSE51325, MOUSE51323	YEAST05597
OG0007114	MOUSE53414	YEAST03493
OG0007118	MOUSE00453	YEAST01120
OG0007119	MOUSE33186	YEAST05459
OG0007120	MOUSE13216, MOUSE13214, MOUSE13215	YEAST04248
OG0007121	MOUSE18224	YEAST05746
OG0007124	MOUSE21912, MOUSE21910	YEAST04818
OG0007127	MOUSE08708, MOUSE08709	YEAST04415
OG0007130	MOUSE01970	YEAST05158
OG0007131	MOUSE10506, MOUSE10507	YEAST05874
OG0007132	MOUSE13945	YEAST06078
OG0007137	MOUSE42561	YEAST00797
OG0007138	MOUSE23725	YEAST04319
OG0007139	MOUSE08897	YEAST05259
OG0007143	MOUSE06767	YEAST02636
OG0007144	MOUSE49923, MOUSE49924, MOUSE49922	YEAST04135
OG0007150	MOUSE48982, MOUSE48981	YEAST00900
OG0007154	MOUSE07324, MOUSE07323, MOUSE07325	YEAST01439
OG0007164	MOUSE16101, MOUSE16102, MOUSE16100	YEAST05557
OG0007165	MOUSE50996, MOUSE50995	YEAST04228, YEAST02514
OG0007166	MOUSE20485	YEAST05384
OG0007168	MOUSE01155	YEAST02929
OG0007182	MOUSE04320, MOUSE04317	YEAST00042
OG0007184	MOUSE09858	YEAST01512
OG0007185	MOUSE06224, MOUSE06225, MOUSE06226	YEAST01036
OG0007186	MOUSE05260, MOUSE05261	YEAST00761
OG0007192	MOUSE22113, MOUSE22112, MOUSE22111	YEAST00860
OG0007201	MOUSE17913, MOUSE17912, MOUSE17911	YEAST01721
OG0007254	MOUSE49930	YEAST00328
OG0007258	MOUSE19644	YEAST02867
OG0007264	MOUSE49132, MOUSE49130, MOUSE49131	YEAST04093
OG0007269	MOUSE06847	YEAST04522
OG0007274	MOUSE50595, MOUSE50596, MOUSE50594	YEAST04165, YEAST05634
OG0007276	MOUSE20695	YEAST02007
OG0007279	MOUSE04341	YEAST02363
OG0007282	MOUSE37535	YEAST04912
OG0007288	MOUSE31526, MOUSE31527, MOUSE31525	YEAST02949
OG0007292	MOUSE43053, MOUSE43052	YEAST05159
OG0007303	MOUSE28066, MOUSE28065	YEAST05207
OG0007307	MOUSE02947	YEAST05606
OG0007317	MOUSE03033	YEAST04084
OG0007321	MOUSE20101	YEAST05016
OG0007322	MOUSE32819, MOUSE32818	YEAST01090
OG0007325	MOUSE49722	YEAST03249
OG0007330	MOUSE45076, MOUSE45075	YEAST00633
OG0007335	MOUSE08020, MOUSE08021	YEAST06084
OG0007336	MOUSE33887	YEAST03606
OG0007341	MOUSE16696	YEAST00183
OG0007342	MOUSE09679, MOUSE09680, MOUSE08805	YEAST03859
OG0007343	MOUSE01417	YEAST00383
OG0007347	MOUSE40881, MOUSE40884, MOUSE40882	YEAST02066
OG0007349	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366	YEAST01492
OG0007354	MOUSE13358	YEAST03378
OG0007355	MOUSE13914	YEAST02682
OG0007361	MOUSE30812	YEAST02394
OG0007363	MOUSE12968	YEAST05519
OG0007364	MOUSE14210, MOUSE14209	YEAST01959
OG0007367	MOUSE33622	YEAST01013
OG0007371	MOUSE21071, MOUSE21072	YEAST04970
OG0007376	MOUSE32001, MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996	YEAST02976
OG0007379	MOUSE08208, MOUSE08209	YEAST00967
OG0007380	MOUSE18994	YEAST00785, YEAST00666
OG0007382	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186	YEAST01108
OG0007387	MOUSE32806	YEAST06326
OG0007393	MOUSE07668	YEAST01116
OG0007394	MOUSE42619	YEAST05998
OG0007395	MOUSE06300, MOUSE06302, MOUSE06301	YEAST00603
OG0007397	MOUSE33684	YEAST03512
OG0007399	MOUSE43864	YEAST02279
OG0007401	MOUSE51222, MOUSE13110, MOUSE54883	YEAST03451
OG0007408	MOUSE13504	YEAST03401
OG0007409	MOUSE00404, MOUSE00402	YEAST05329
OG0007411	MOUSE19156, MOUSE19154, MOUSE19155	YEAST04399
OG0007412	MOUSE23326, MOUSE23325	YEAST04822
OG0007414	MOUSE33295, MOUSE33294, MOUSE33296	YEAST01970
OG0007415	MOUSE05666	YEAST01948
OG0007417	MOUSE37895, MOUSE37894	YEAST04175
OG0007419	MOUSE03772	YEAST02667
OG0007421	MOUSE02352	YEAST00762
OG0007424	MOUSE17046	YEAST05463
OG0007425	MOUSE18550, MOUSE18548	YEAST06135
OG0007427	MOUSE46815	YEAST00763
OG0007428	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209	YEAST01536
OG0007431	MOUSE08705	YEAST00610
OG0007439	MOUSE18803	YEAST01063
OG0007442	MOUSE33512	YEAST03687
OG0007446	MOUSE37963, MOUSE37961	YEAST04647
OG0007451	MOUSE12346	YEAST02017
OG0007454	MOUSE22524	YEAST01359
OG0007456	MOUSE37583	YEAST00931
OG0007458	MOUSE32631, MOUSE32630	YEAST02196
OG0007460	MOUSE18660	YEAST04891
OG0007463	MOUSE01879, MOUSE01878	YEAST00394
OG0007466	MOUSE27626, MOUSE27627, MOUSE27628	YEAST00806
OG0007473	MOUSE22462, MOUSE22461	YEAST03408
OG0007478	MOUSE37279, MOUSE37280, MOUSE37278	YEAST02470
OG0007482	MOUSE29719, MOUSE30818	YEAST05783
OG0007483	MOUSE16635, MOUSE16636	YEAST01187
OG0007484	MOUSE43277	YEAST00517
OG0007488	MOUSE17251	YEAST04193
OG0007491	MOUSE16994	YEAST05032
OG0007495	MOUSE01209, MOUSE01208	YEAST04536
OG0007498	MOUSE13566, MOUSE13567	YEAST00593
OG0007499	MOUSE20297, MOUSE20299, MOUSE20298	YEAST03994
OG0007504	MOUSE38711, MOUSE38710	YEAST02642
OG0007508	MOUSE25338	YEAST05759
OG0007509	MOUSE04914	YEAST03229
OG0007519	MOUSE43742, MOUSE43741	YEAST04589
OG0007528	MOUSE31925, MOUSE31924, MOUSE31923	YEAST02438
OG0007531	MOUSE10278, MOUSE10279, MOUSE10277	YEAST05725
OG0007550	MOUSE23206, MOUSE49522, MOUSE49523	YEAST03311
OG0007552	MOUSE14994, MOUSE14997, MOUSE14996, MOUSE14995, MOUSE48696	YEAST04097
OG0007591	MOUSE05188, MOUSE05187	YEAST02623
OG0007597	MOUSE37260	YEAST05244
OG0007605	MOUSE17359	YEAST04509
OG0007615	MOUSE21778, MOUSE21777, MOUSE21776	YEAST05127
OG0007619	MOUSE29534	YEAST04342
OG0007622	MOUSE10876, MOUSE10875, MOUSE10877, MOUSE10878, MOUSE10879	YEAST01282
OG0007624	MOUSE33915	YEAST03901
OG0007645	MOUSE46004, MOUSE46005, MOUSE46003	YEAST05586
OG0007648	MOUSE54552, MOUSE54551	YEAST03775
OG0007656	MOUSE24937, MOUSE24938	YEAST02935
OG0007657	MOUSE45927	YEAST01213
OG0007663	MOUSE17385, MOUSE17387	YEAST01133
OG0007673	MOUSE34212, MOUSE34213	YEAST04892
OG0007676	MOUSE17543	YEAST01965
OG0007685	MOUSE28172	YEAST00976
OG0007690	MOUSE47971	YEAST00054
OG0007692	MOUSE24203, MOUSE24204, MOUSE24205	YEAST05386
OG0007698	MOUSE25625	YEAST04526
OG0007701	MOUSE37470, MOUSE37471	YEAST04394
OG0007703	MOUSE40016	YEAST03290
OG0007704	MOUSE52340, MOUSE52342, MOUSE52341	YEAST01687
OG0007712	MOUSE20927	YEAST02916
OG0007722	MOUSE11015	YEAST06130
OG0007739	MOUSE31233	YEAST04408
OG0007744	MOUSE06890	YEAST04303
OG0007749	MOUSE06879	YEAST02144
OG0007751	MOUSE40456	YEAST03046
OG0007754	MOUSE52415, MOUSE52414	YEAST03550
OG0007758	MOUSE55140, MOUSE55138, MOUSE55139	YEAST04336
OG0007760	MOUSE28922, MOUSE28920, MOUSE28921	YEAST02821
OG0007766	MOUSE15102	YEAST03772, YEAST02908
OG0007767	MOUSE19111	YEAST03177
OG0007769	MOUSE17026	YEAST02589
OG0007772	MOUSE15924	YEAST05211
OG0007773	MOUSE15622	YEAST05609
OG0007783	MOUSE15132	YEAST03579
OG0007784	MOUSE05739, MOUSE05738	YEAST01170
OG0007786	MOUSE28028	YEAST01347
OG0007801	MOUSE03771	YEAST02556, YEAST00332
OG0007803	MOUSE03002, MOUSE03005	YEAST00818
OG0007810	MOUSE52594	YEAST06278
OG0007811	MOUSE15468	YEAST05686
OG0007816	MOUSE35062	YEAST00605
OG0007823	MOUSE20989	YEAST03887
OG0007825	MOUSE01563, MOUSE01564	YEAST05054
