Orthogroup	AENJA_ok	CAPO3
OG0008309	AENJA_13239	CAPO301941
OG0008313	AENJA_13915	CAPO305984
OG0008318	AENJA_14785	CAPO308255
OG0008323	AENJA_15382	CAPO307881
OG0008325	AENJA_15718, AENJA_15717	CAPO305284
OG0008327	AENJA_15788	CAPO305580
OG0008332	AENJA_16512	CAPO307922
OG0008335	AENJA_17118	CAPO303407
OG0008336	AENJA_17129	CAPO301347
OG0008337	AENJA_17300	CAPO300735
OG0008339	AENJA_17825	CAPO307257
OG0008341	AENJA_18514	CAPO301643
OG0008343	AENJA_18563	CAPO302270
OG0008345	AENJA_18699	CAPO301947
OG0008346	AENJA_18767	CAPO307261
OG0008348	AENJA_19233	CAPO303902
OG0008349	AENJA_19677	CAPO301052
OG0008350	AENJA_19686	CAPO306988
OG0008351	AENJA_19747	CAPO307792
OG0008354	AENJA_20279	CAPO304881
OG0008358	AENJA_21304	CAPO306438
OG0008367	AENJA_23708	CAPO303697
OG0008369	AENJA_24036	CAPO301896
OG0008381	AENJA_26202	CAPO307305
OG0008386	AENJA_26631	CAPO306554
OG0008515	AENJA_23531	CAPO307779
OG0008515	AENJA_01090	CAPO305410
OG0008516	AENJA_01225	CAPO306989
OG0008519	AENJA_01960	CAPO303354, CAPO304309
OG0008524	AENJA_03437	CAPO305854
OG0008529	AENJA_04298	CAPO300648
OG0008532	AENJA_04571	CAPO305346
OG0008533	AENJA_04666	CAPO306433
OG0008538	AENJA_05378, AENJA_19445	CAPO308019
OG0008540	AENJA_05568	CAPO306008
OG0008542	AENJA_05813	CAPO303728
OG0008546	AENJA_06435	CAPO306328
OG0008549	AENJA_25235, AENJA_07473	CAPO301241
OG0008552	AENJA_07719	CAPO306825
OG0008558	AENJA_09242	CAPO304939
OG0008568	AENJA_16583, AENJA_11177	CAPO303451
OG0008570	AENJA_11204	CAPO306028
OG0008571	AENJA_11214, AENJA_11602	CAPO306528
OG0008572	AENJA_11295	CAPO302769
OG0008589	AENJA_14057, AENJA_14580	CAPO300561
OG0008596	AENJA_14880	CAPO303431
OG0008601	AENJA_16193	CAPO308135
OG0008605	AENJA_16741	CAPO307450
OG0008616	AENJA_18680, AENJA_18679	CAPO300306
OG0008620	AENJA_19257	CAPO301626
OG0008626	AENJA_20823	CAPO305741
OG0008627	AENJA_20874	CAPO304143
OG0008633	AENJA_22194	CAPO307916
OG0008638	AENJA_23413	CAPO302585
OG0008639	AENJA_23500	CAPO304406
OG0008643	AENJA_24368	CAPO305110
OG0008645	AENJA_26189	CAPO307683
OG0008762	AENJA_01196	CAPO303477, CAPO307966
OG0008775	AENJA_02882	CAPO303006
OG0008778	AENJA_02933	CAPO306085
OG0008785	AENJA_04147	CAPO301308
OG0008792	AENJA_05562	CAPO303971
OG0008794	AENJA_05734	CAPO303046
OG0008799	AENJA_06238	CAPO304437
OG0008804	AENJA_06815	CAPO302280
OG0008816	AENJA_09134	CAPO305371
OG0008817	AENJA_09251	CAPO302532
OG0008818	AENJA_09454	CAPO306967
OG0008823	AENJA_11424	CAPO306173
OG0008824	AENJA_11564	CAPO307205
OG0008829	AENJA_12118	CAPO303197
OG0008836	AENJA_12998	CAPO302250
OG0008837	AENJA_13420	CAPO307939
OG0008840	AENJA_13926	CAPO300288
OG0008844	AENJA_14159	CAPO302017
OG0008855	AENJA_17082	CAPO305952
OG0008856	AENJA_17229	CAPO301745
OG0008872	AENJA_20547	CAPO300021
OG0008873	AENJA_20898	CAPO304889
OG0008877	AENJA_21368	CAPO307090
OG0008879	AENJA_21532	CAPO302991
OG0008882	AENJA_21696	CAPO300698, CAPO305470
OG0008883	AENJA_22131	CAPO307045
OG0008891	AENJA_24806	CAPO308327, CAPO306577
OG0009052	AENJA_01879	CAPO308131
OG0009066	AENJA_04891	CAPO303946
OG0009069	AENJA_05231	CAPO307868
OG0009070	AENJA_05554	CAPO304616
OG0009075	AENJA_06924	CAPO302751
OG0009078	AENJA_07563	CAPO306454
OG0009082	AENJA_07881	CAPO307883
OG0009090	AENJA_10494	CAPO302052
OG0009091	AENJA_10589	CAPO302198
OG0009096	AENJA_11395	CAPO307816
OG0009098	AENJA_12163, AENJA_12164, AENJA_20527	CAPO302843
OG0009102	AENJA_25701, AENJA_13423	CAPO300296
OG0009104	AENJA_14011	CAPO307672
OG0009105	AENJA_14046	CAPO307554
OG0009115	AENJA_17120	CAPO303581
OG0009118	AENJA_18120	CAPO306907
OG0009121	AENJA_18409	CAPO301808
OG0009128	AENJA_19036	CAPO308246
OG0009131	AENJA_20078	CAPO302501
OG0009135	AENJA_21311	CAPO302523
OG0009147	AENJA_24589	CAPO303040
OG0009151	AENJA_25481	CAPO301713
OG0009152	AENJA_26546	CAPO303724
OG0009153	AENJA_26697	CAPO300987
OG0009289	AENJA_08443, AENJA_01866, AENJA_19619, AENJA_22074, AENJA_17859, AENJA_01915, AENJA_06951, AENJA_08205, AENJA_09154, AENJA_10778, AENJA_19627, AENJA_17217, AENJA_05924, AENJA_23898, AENJA_10322, AENJA_18009, AENJA_26519, AENJA_00193	CAPO305327
OG0009293	AENJA_00714	CAPO302359
OG0009297	AENJA_00973, AENJA_22005	CAPO302267
OG0009305	AENJA_02197, AENJA_12417	CAPO304439
OG0009307	AENJA_03027, AENJA_03026	CAPO305768
OG0009310	AENJA_03494	CAPO303191
OG0009311	AENJA_03632	CAPO300670
OG0009314	AENJA_04791	CAPO303717
OG0009320	AENJA_05791	CAPO304806
OG0009334	AENJA_08089	CAPO306334
OG0009336	AENJA_08158	CAPO301042
OG0009339	AENJA_09006	CAPO303020
OG0009343	AENJA_10493	CAPO302053
OG0009344	AENJA_10588	CAPO305907
OG0009354	AENJA_13623, AENJA_13624	CAPO303841
OG0009358	AENJA_14876	CAPO307748
OG0009360	AENJA_15358	CAPO305111
OG0009361	AENJA_15655	CAPO301081
OG0009363	AENJA_15998	CAPO302266
OG0009370	AENJA_17151	CAPO305276
OG0009371	AENJA_17602	CAPO302126
OG0009372	AENJA_17719	CAPO307875
OG0009374	AENJA_18156	CAPO307954
OG0009382	AENJA_20045	CAPO307453
OG0009385	AENJA_20219	CAPO308166
OG0009386	AENJA_20421	CAPO308276
OG0009388	AENJA_20712	CAPO304763
OG0009389	AENJA_20714, AENJA_20715	CAPO302985
OG0009392	AENJA_21369	CAPO300845
OG0009394	AENJA_21395	CAPO306321
OG0009398	AENJA_22251	CAPO305204
OG0009400	AENJA_23053	CAPO300534
OG0009413	AENJA_26737	CAPO307306
OG0009543	AENJA_00266	CAPO302200
OG0009555	AENJA_04032, AENJA_01460	CAPO302201
OG0009584	AENJA_07168	CAPO300268
OG0009587	AENJA_08535	CAPO302994
OG0009590	AENJA_08772	CAPO302279
OG0009591	AENJA_09048, AENJA_12842	CAPO305910
OG0009599	AENJA_19429, AENJA_10326	CAPO300676
OG0009604	AENJA_11213	CAPO307674
OG0009610	AENJA_13300	CAPO306556
OG0009614	AENJA_14375	CAPO304376
OG0009617	AENJA_14949	CAPO304819
OG0009620	AENJA_17026	CAPO303211
OG0009624	AENJA_17980	CAPO301434
OG0009629	AENJA_19050	CAPO304001
OG0009630	AENJA_19166	CAPO307063
OG0009634	AENJA_20375	CAPO300161
OG0009639	AENJA_21601	CAPO302947
OG0009651	AENJA_23874	CAPO301716
OG0009654	AENJA_24871	CAPO304675
OG0009865	AENJA_05625	CAPO301086
OG0009870	AENJA_05953	CAPO307177
OG0009886	AENJA_11070	CAPO306684
OG0009887	AENJA_11076	CAPO304717
OG0009890	AENJA_13003	CAPO304901
OG0009892	AENJA_13449	CAPO304276
OG0009899	AENJA_16214	CAPO305540
OG0009903	AENJA_20538, AENJA_17854	CAPO304229
OG0009906	AENJA_18517	CAPO304048
OG0009911	AENJA_20063	CAPO305191
OG0009914	AENJA_20661	CAPO305280
OG0009916	AENJA_21317	CAPO303534
OG0009920	AENJA_22906	CAPO301007
OG0009921	AENJA_24049	CAPO301535
OG0009922	AENJA_24255	CAPO306699
OG0009926	AENJA_25674	CAPO304251
OG0010125	AENJA_00452	CAPO307044
OG0010126	AENJA_00777, AENJA_17349	CAPO301111
OG0010137	AENJA_03069	CAPO306569
OG0010139	AENJA_03273	CAPO300252
OG0010150	AENJA_12931, AENJA_04364	CAPO303024
OG0010155	AENJA_05752	CAPO304770
OG0010163	AENJA_07381	CAPO302235
OG0010172	AENJA_08769	CAPO305674
OG0010177	AENJA_10783	CAPO300963
OG0010189	AENJA_14925, AENJA_13037	CAPO301469
OG0010196	AENJA_14455	CAPO301661, CAPO305383
OG0010213	AENJA_21987	CAPO301027
OG0010218	AENJA_23702	CAPO302550
OG0010229	AENJA_26343	CAPO300233, CAPO300527
OG0010487	AENJA_03325	CAPO304418
OG0010492	AENJA_04296	CAPO302373
OG0010499	AENJA_06807	CAPO301617
OG0010503	AENJA_07614, AENJA_15606	CAPO300209
OG0010505	AENJA_07782, AENJA_07781	CAPO303112
OG0010525	AENJA_12099	CAPO303308
OG0010528	AENJA_13205, AENJA_23193	CAPO305757
OG0010531	AENJA_13997	CAPO306773, CAPO306779
OG0010545	AENJA_16019	CAPO305227
OG0010563	AENJA_19992	CAPO300739
OG0010568	AENJA_21427	CAPO301174
OG0010570	AENJA_21815	CAPO300504
OG0010574	AENJA_22827	CAPO308072
OG0010575	AENJA_23354	CAPO304323
OG0010583	AENJA_25186	CAPO304585
OG0010841	AENJA_04156	CAPO305667
OG0010875	AENJA_13040	CAPO307033
OG0010876	AENJA_13415	CAPO307416
OG0010880	AENJA_14444	CAPO303091
OG0010885	AENJA_15446	CAPO303506
OG0010890	AENJA_16589	CAPO305999
OG0010893	AENJA_17950	CAPO300796
OG0010914	AENJA_23536	CAPO300508
OG0011205	AENJA_03274	CAPO300343
OG0011208	AENJA_19833, AENJA_04015	CAPO307220
OG0011234	AENJA_12509	CAPO300622
OG0011243	AENJA_16304	CAPO303857
OG0011246	AENJA_17282	CAPO302595
OG0011256	AENJA_20792	CAPO307482
OG0011258	AENJA_21543	CAPO307634
OG0011624	AENJA_00420	CAPO302976
OG0011628	AENJA_01188	CAPO300891
OG0011658	AENJA_05499	CAPO301380
OG0011673	AENJA_08523	CAPO303114
OG0011709	AENJA_17255, AENJA_23887	CAPO303019
OG0011710	AENJA_17338	CAPO306516
OG0011728	AENJA_22771	CAPO305728
OG0012157	AENJA_00781	CAPO305000
OG0012160	AENJA_01280	CAPO301793
OG0012161	AENJA_01320	CAPO300146
OG0012200	AENJA_08365	CAPO306278
OG0012208	AENJA_09963	CAPO307701
OG0012221	AENJA_14312	CAPO303770
OG0012801	AENJA_07736	CAPO305045, CAPO304228
OG0012824	AENJA_12997	CAPO301619, CAPO305973
OG0012842	AENJA_19711	CAPO305650
OG0013601	AENJA_09744	CAPO304363
OG0014511	AENJA_04051	CAPO302844
OG0014546	AENJA_20553, AENJA_11232	CAPO301130
OG0015683	AENJA_11113	CAPO305538
OG0017215	AENJA_10726	CAPO300454
OG0019253	AENJA_10098, AENJA_10105	CAPO306317, CAPO307433, CAPO303499
OG0019301	AENJA_18307	CAPO307891, CAPO302188
OG0019306	AENJA_19896	CAPO305833
OG0022080	AENJA_00102	CAPO305819
OG0026769	AENJA_11691	CAPO305330
OG0034504	AENJA_20385	CAPO304017
