Orthogroup	SCHMD	MOUSE
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	MOUSE14531, MOUSE14532
OG0005521	SCHMD18209, SCHMD20942	MOUSE42819
OG0005522	SCHMD10063	MOUSE25988, MOUSE25990, MOUSE25989, MOUSE25987, MOUSE25985, MOUSE25986
OG0005523	SCHMD26643, SCHMD21426	MOUSE31328, MOUSE31330, MOUSE31329, MOUSE31331
OG0005524	SCHMD06781	MOUSE55181, MOUSE03806, MOUSE53499
OG0005525	SCHMD03055	MOUSE21160, MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162
OG0005527	SCHMD04109	MOUSE14339
OG0005528	SCHMD02186	MOUSE47013, MOUSE47014, MOUSE47011, MOUSE47012
OG0005529	SCHMD00457	MOUSE14359, MOUSE14360
OG0005531	SCHMD03252	MOUSE39214, MOUSE39216, MOUSE39215
OG0005532	SCHMD20423, SCHMD27192, SCHMD21158, SCHMD24764	MOUSE24723
OG0005533	SCHMD00593	MOUSE01776
OG0005534	SCHMD12378	MOUSE01291, MOUSE01290, MOUSE01286, MOUSE01289, MOUSE01285
OG0005536	SCHMD08816	MOUSE20739
OG0005537	SCHMD12765	MOUSE33891
OG0005538	SCHMD07816	MOUSE05391
OG0005539	SCHMD05501, SCHMD05502	MOUSE33970
OG0005542	SCHMD10197	MOUSE46620
OG0005545	SCHMD09667	MOUSE10209
OG0005546	SCHMD22923	MOUSE06083, MOUSE46088
OG0005551	SCHMD03096	MOUSE05208, MOUSE05209
OG0005554	SCHMD05734	MOUSE49618, MOUSE49617, MOUSE49619
OG0005556	SCHMD10870, SCHMD18170	MOUSE25868, MOUSE18602
OG0005557	SCHMD05482	MOUSE37216
OG0005560	SCHMD09834, SCHMD09833	MOUSE28924, MOUSE28923
OG0005562	SCHMD14801, SCHMD19132	MOUSE51156, MOUSE51157, MOUSE51155
OG0005563	SCHMD12379	MOUSE47511, MOUSE47513, MOUSE47514
OG0005564	SCHMD20152, SCHMD14971	MOUSE25644, MOUSE25645, MOUSE25642, MOUSE25641, MOUSE25643
OG0005565	SCHMD16708, SCHMD23869	MOUSE05505, MOUSE05506
OG0005566	SCHMD17800	MOUSE37713, MOUSE37712
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	MOUSE44375, MOUSE44374, MOUSE44376, MOUSE44377
OG0005570	SCHMD09421, SCHMD03639	MOUSE47749, MOUSE47748, MOUSE47750
OG0005571	SCHMD05698, SCHMD13032, SCHMD13028, SCHMD27663, SCHMD01354	MOUSE44336
OG0005571	SCHMD16695	MOUSE18200
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	MOUSE20849, MOUSE13095
OG0005573	SCHMD02930	MOUSE44351, MOUSE44349, MOUSE44350
OG0005574	SCHMD12377	MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192
OG0005575	SCHMD29678	MOUSE52075
OG0005576	SCHMD07029, SCHMD07030	MOUSE16000, MOUSE16001
OG0005580	SCHMD13326	MOUSE18394
OG0005581	SCHMD04114	MOUSE19984
OG0005582	SCHMD14269	MOUSE07215, MOUSE07214, MOUSE07213
OG0005588	SCHMD14537	MOUSE25039, MOUSE25040, MOUSE25041, MOUSE25038, MOUSE25037
OG0005589	SCHMD00570	MOUSE26423, MOUSE26422
OG0005590	SCHMD15965	MOUSE47493
OG0005592	SCHMD29641, SCHMD06507	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005594	SCHMD01628	MOUSE13391, MOUSE13390
OG0005596	SCHMD05215	MOUSE38186, MOUSE38185, MOUSE38187
OG0005597	SCHMD15948, SCHMD15508	MOUSE22035
OG0005598	SCHMD28546, SCHMD03623	MOUSE51444
OG0005599	SCHMD02438	MOUSE52649, MOUSE52648
OG0005600	SCHMD16041	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005601	SCHMD00451	MOUSE51597, MOUSE51599, MOUSE51600, MOUSE51598, MOUSE51601
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	MOUSE36209, MOUSE36211
OG0005604	SCHMD13641, SCHMD16141	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	SCHMD17079	MOUSE36876, MOUSE36877
OG0005609	SCHMD10661, SCHMD10660	MOUSE51555
OG0005610	SCHMD05436, SCHMD09492	MOUSE54699
OG0005611	SCHMD22528, SCHMD19557	MOUSE03796, MOUSE03797, MOUSE03795
OG0005612	SCHMD03692	MOUSE07615
OG0005613	SCHMD01673	MOUSE03014, MOUSE03012
OG0005614	SCHMD23859	MOUSE08201
OG0005615	SCHMD24965, SCHMD20148	MOUSE41849, MOUSE41848
OG0005616	SCHMD16788, SCHMD04567	MOUSE19035
OG0005616	SCHMD20956	MOUSE19034
OG0005617	SCHMD04518	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823
OG0005618	SCHMD19841	MOUSE09424
OG0005620	SCHMD00996	MOUSE40619, MOUSE39306, MOUSE39307
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	MOUSE27557, MOUSE27556, MOUSE27558
OG0005622	SCHMD09799	MOUSE27983
OG0005623	SCHMD04874	MOUSE24087
OG0005624	SCHMD03490	MOUSE06893
OG0005624	SCHMD03489	MOUSE06892
OG0005625	SCHMD01610	MOUSE36060, MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	SCHMD07068	MOUSE38207, MOUSE38206
OG0005627	SCHMD08756	MOUSE44327
OG0005629	SCHMD09552	MOUSE35116, MOUSE35115, MOUSE35114
OG0005630	SCHMD01646	MOUSE39943, MOUSE39942
OG0005633	SCHMD07099	MOUSE27481, MOUSE27480
OG0005634	SCHMD20586	MOUSE25895, MOUSE25896
OG0005636	SCHMD19328, SCHMD18481	MOUSE47057, MOUSE47058
OG0005637	SCHMD23112	MOUSE26591, MOUSE26590, MOUSE45961
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	MOUSE27352
OG0005642	SCHMD13411	MOUSE52645, MOUSE31207, MOUSE31206, MOUSE52646
OG0005643	SCHMD13075	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842
OG0005644	SCHMD04718	MOUSE04463, MOUSE04462
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	MOUSE35758
OG0005649	SCHMD08195, SCHMD22964	MOUSE15810
OG0005652	SCHMD16380, SCHMD06971	MOUSE31214, MOUSE31213
OG0005656	SCHMD27371	MOUSE40194
OG0005681	SCHMD11619	MOUSE35050, MOUSE35049, MOUSE35048
OG0005685	SCHMD11471	MOUSE06675
OG0005690	SCHMD02487	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005691	SCHMD26506	MOUSE41238, MOUSE41236
OG0005692	SCHMD02679	MOUSE40981, MOUSE40980
OG0005696	SCHMD00584	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981
OG0005697	SCHMD05677	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808
OG0005701	SCHMD02012	MOUSE11437
OG0005702	SCHMD14141	MOUSE50035
OG0005702	SCHMD27930	MOUSE50036
OG0005703	SCHMD17404	MOUSE25240, MOUSE25242, MOUSE25241, MOUSE25239
OG0005704	SCHMD11470	MOUSE12509
OG0005707	SCHMD05853	MOUSE47467
OG0005712	SCHMD07067	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005714	SCHMD01804	MOUSE26001, MOUSE25998
OG0005715	SCHMD12420, SCHMD17206	MOUSE20698
OG0005718	SCHMD10737	MOUSE51203
OG0005720	SCHMD22971	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	MOUSE38074
OG0005723	SCHMD06963	MOUSE52812, MOUSE52818, MOUSE52822
OG0005724	SCHMD16415, SCHMD22314	MOUSE19172, MOUSE19171
OG0005725	SCHMD15122, SCHMD20635	MOUSE38671
OG0005727	SCHMD10634, SCHMD08590	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850
OG0005728	SCHMD03714	MOUSE28822
OG0005729	SCHMD24969	MOUSE00534
OG0005732	SCHMD29400, SCHMD29134	MOUSE16964
OG0005733	SCHMD03723	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	SCHMD02857	MOUSE34566
OG0005735	SCHMD03046	MOUSE26088
OG0005737	SCHMD03849	MOUSE09035, MOUSE09036, MOUSE09032, MOUSE09033
OG0005740	SCHMD24212, SCHMD05560	MOUSE04743
OG0005744	SCHMD03440, SCHMD17406	MOUSE32597
OG0005745	SCHMD12070	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897
OG0005746	SCHMD18087	MOUSE31574
OG0005749	SCHMD01444, SCHMD00011	MOUSE02162, MOUSE02161
OG0005750	SCHMD13471, SCHMD16445	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005754	SCHMD05805, SCHMD05804	MOUSE32224, MOUSE32225
OG0005755	SCHMD12048	MOUSE28754
OG0005757	SCHMD07565	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036
OG0005758	SCHMD02273	MOUSE29987, MOUSE29985
OG0005758	SCHMD02272	MOUSE55162, MOUSE29986
OG0005761	SCHMD17717	MOUSE15321
OG0005762	SCHMD02446	MOUSE29830
OG0005763	SCHMD07552	MOUSE19514
OG0005764	SCHMD24702	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005765	SCHMD18072, SCHMD07191	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258
OG0005770	SCHMD08433, SCHMD15883	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	SCHMD04988	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005772	SCHMD05049	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301
OG0005774	SCHMD08709	MOUSE14621, MOUSE14620
OG0005775	SCHMD29828	MOUSE14235
OG0005776	SCHMD03919	MOUSE46891
OG0005779	SCHMD09046	MOUSE02825, MOUSE02824
OG0005783	SCHMD10823	MOUSE27843
OG0005788	SCHMD17492	MOUSE29202, MOUSE29203
OG0005789	SCHMD07616, SCHMD07618	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555
OG0005789	SCHMD07617	MOUSE49560
OG0005790	SCHMD05737, SCHMD05738	MOUSE03111, MOUSE03112, MOUSE03110
OG0005791	SCHMD25739	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620
OG0005793	SCHMD01801	MOUSE03696
OG0005794	SCHMD14298	MOUSE39910
OG0005795	SCHMD13893	MOUSE21846, MOUSE21845
OG0005795	SCHMD25984, SCHMD19867	MOUSE21844
OG0005796	SCHMD07390	MOUSE40257
OG0005797	SCHMD07039	MOUSE09433
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	MOUSE20188
OG0005800	SCHMD00983	MOUSE18364, MOUSE18363
OG0005801	SCHMD02270	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514
OG0005802	SCHMD00774	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182
OG0005803	SCHMD20737	MOUSE55345, MOUSE55344
OG0005804	SCHMD08064, SCHMD11360	MOUSE16105, MOUSE33565, MOUSE33564
OG0005806	SCHMD15358	MOUSE37229, MOUSE37227, MOUSE37228
OG0005807	SCHMD05422	MOUSE16334, MOUSE16333
OG0005811	SCHMD09652	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	SCHMD11310	MOUSE20449
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	MOUSE37235, MOUSE37233, MOUSE37234
OG0005814	SCHMD01776	MOUSE20797
OG0005815	SCHMD14928, SCHMD17547	MOUSE37926, MOUSE37929, MOUSE37928
OG0005816	SCHMD28319	MOUSE02992
OG0005817	SCHMD05597, SCHMD01856	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	MOUSE01762, MOUSE01763
OG0005823	SCHMD08649	MOUSE04685
OG0005824	SCHMD01009	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408
OG0005828	SCHMD21164, SCHMD18882	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566
OG0005829	SCHMD10491	MOUSE00184
OG0005831	SCHMD04560	MOUSE06090, MOUSE06091, MOUSE06092
OG0005835	SCHMD06972	MOUSE02461, MOUSE02462
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	MOUSE27772, MOUSE27771, MOUSE27773
OG0005837	SCHMD28753	MOUSE48882
OG0005840	SCHMD07247	MOUSE21324
OG0005842	SCHMD15622	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	SCHMD06491	MOUSE21541, MOUSE21537
OG0005845	SCHMD05449	MOUSE04473, MOUSE04475
OG0005847	SCHMD14907	MOUSE24586
OG0005848	SCHMD10194, SCHMD07261	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	SCHMD07252	MOUSE22097, MOUSE22096
OG0005850	SCHMD04093	MOUSE33785, MOUSE33784
OG0005851	SCHMD25831, SCHMD26851	MOUSE33454
OG0005852	SCHMD02557	MOUSE31081
OG0005853	SCHMD29663, SCHMD04997	MOUSE07627
OG0005854	SCHMD19253, SCHMD17372	MOUSE49612
OG0005856	SCHMD06135	MOUSE27803, MOUSE38624, MOUSE38626, MOUSE38625, MOUSE38623, MOUSE27804, MOUSE18621, MOUSE18620, MOUSE18619
OG0005858	SCHMD20485	MOUSE37403, MOUSE37400
OG0005859	SCHMD09228	MOUSE19800
OG0005860	SCHMD03591	MOUSE20692
OG0005863	SCHMD02497	MOUSE16980, MOUSE16979
OG0005864	SCHMD10925	MOUSE02844, MOUSE02845
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	MOUSE50053, MOUSE34615
OG0005866	SCHMD03734	MOUSE27445
OG0005869	SCHMD26507, SCHMD23591	MOUSE28362, MOUSE28363
OG0005870	SCHMD09476	MOUSE31359, MOUSE31360
OG0005871	SCHMD00778	MOUSE36369
OG0005874	SCHMD05420	MOUSE22485, MOUSE22486
OG0005875	SCHMD00264	MOUSE45109
OG0005876	SCHMD17997, SCHMD16591	MOUSE40708, MOUSE40709
OG0005877	SCHMD25314	MOUSE01409, MOUSE01408
OG0005880	SCHMD04126	MOUSE10866
OG0005882	SCHMD00272	MOUSE41991
OG0005883	SCHMD01141	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199
OG0005886	SCHMD18383	MOUSE07662, MOUSE07661
OG0005887	SCHMD01687	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005888	SCHMD13482	MOUSE50312, MOUSE50313
OG0005889	SCHMD11972	MOUSE54433, MOUSE54434
OG0005890	SCHMD09184, SCHMD12140	MOUSE17344, MOUSE17345, MOUSE17343
OG0005892	SCHMD08931, SCHMD12929	MOUSE49067
OG0005895	SCHMD12191	MOUSE04970, MOUSE04969
OG0005897	SCHMD08042	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005899	SCHMD12880	MOUSE48385
OG0005900	SCHMD03686	MOUSE33624
OG0005901	SCHMD15462	MOUSE49551
OG0005903	SCHMD00050	MOUSE45093, MOUSE45092
OG0005909	SCHMD20781	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005910	SCHMD09520, SCHMD06408	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052, MOUSE45053, MOUSE45056
OG0005913	SCHMD08000	MOUSE38856, MOUSE38854, MOUSE38855
OG0005917	SCHMD29553, SCHMD28782	MOUSE25460, MOUSE25461
OG0005918	SCHMD16076, SCHMD19461	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762
OG0005919	SCHMD24140, SCHMD26763	MOUSE24007
OG0005921	SCHMD20283	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	SCHMD00392	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005923	SCHMD07170	MOUSE04049, MOUSE04048
OG0005924	SCHMD04645	MOUSE53385
OG0005924	SCHMD07545	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384
OG0005926	SCHMD04836	MOUSE13286, MOUSE13285, MOUSE13284
OG0005927	SCHMD05874	MOUSE15506
OG0005928	SCHMD22733, SCHMD16359	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	MOUSE48886, MOUSE48887
OG0005930	SCHMD12780	MOUSE10266
OG0005932	SCHMD11131, SCHMD00511	MOUSE24910, MOUSE24909
OG0005933	SCHMD09471	MOUSE20167
OG0005935	SCHMD06109	MOUSE13850, MOUSE13849
OG0005936	SCHMD24148, SCHMD16917	MOUSE19948, MOUSE19946, MOUSE19947
OG0005937	SCHMD13453	MOUSE14417, MOUSE14414, MOUSE14415, MOUSE14416
OG0005939	SCHMD09857	MOUSE46998, MOUSE46999, MOUSE47000
OG0005940	SCHMD20079	MOUSE27467
OG0005942	SCHMD23166	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005946	SCHMD17764, SCHMD14112	MOUSE53517, MOUSE53518
OG0005947	SCHMD04554	MOUSE13123, MOUSE13120, MOUSE13122
OG0005948	SCHMD05630	MOUSE21172
OG0005949	SCHMD04688	MOUSE37563, MOUSE37562
OG0005950	SCHMD24842	MOUSE06852, MOUSE06853
OG0005952	SCHMD14057	MOUSE02830
OG0005955	SCHMD28997	MOUSE12785
OG0005956	SCHMD02817	MOUSE32844
OG0005959	SCHMD19013	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214
OG0005965	SCHMD08437	MOUSE36149, MOUSE36148
OG0005966	SCHMD21323, SCHMD27755	MOUSE16974, MOUSE16973
OG0005967	SCHMD05472	MOUSE14023
OG0005969	SCHMD09557	MOUSE18215
OG0005970	SCHMD01213	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005971	SCHMD02682	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458
OG0005973	SCHMD13962	MOUSE07223
OG0005974	SCHMD07776	MOUSE24033, MOUSE24031, MOUSE24032
OG0005977	SCHMD05710, SCHMD05711	MOUSE39172, MOUSE39171
OG0005978	SCHMD07295, SCHMD07297	MOUSE05375, MOUSE05374
OG0005979	SCHMD12835	MOUSE35577, MOUSE35576, MOUSE35575, MOUSE35579, MOUSE35580
OG0005982	SCHMD25871, SCHMD22233	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477
OG0005984	SCHMD15039, SCHMD22394	MOUSE13162
OG0005986	SCHMD08044	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	SCHMD00944	MOUSE19110, MOUSE55047
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	MOUSE45928, MOUSE45929
OG0005991	SCHMD29601	MOUSE39460
OG0005993	SCHMD11427, SCHMD18715	MOUSE17253
OG0005994	SCHMD29551, SCHMD27858	MOUSE33621, MOUSE48840
OG0005995	SCHMD08037	MOUSE18219, MOUSE18218, MOUSE18220
OG0005998	SCHMD02380, SCHMD09950	MOUSE01071, MOUSE01072
OG0006000	SCHMD01538	MOUSE24686, MOUSE24684, MOUSE24685
OG0006001	SCHMD09797, SCHMD09796	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404
OG0006002	SCHMD03942	MOUSE02125, MOUSE02124
OG0006003	SCHMD28801, SCHMD05202	MOUSE50331, MOUSE50334
OG0006005	SCHMD22182, SCHMD08878	MOUSE03622
OG0006009	SCHMD19529	MOUSE32966, MOUSE32967, MOUSE32968
OG0006010	SCHMD15502	MOUSE26647, MOUSE26648
OG0006011	SCHMD19974, SCHMD20066	MOUSE05005, MOUSE05004, MOUSE05003
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	MOUSE27648, MOUSE19422
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	MOUSE07831, MOUSE20328, MOUSE28039
OG0006031	SCHMD16657	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399
OG0006062	SCHMD24107	MOUSE14967
OG0006063	SCHMD23310, SCHMD03030	MOUSE09559, MOUSE09560
OG0006064	SCHMD10442	MOUSE19231
OG0006066	SCHMD10156	MOUSE15817
OG0006070	SCHMD12482, SCHMD20456	MOUSE06223
OG0006074	SCHMD10253	MOUSE07769
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	MOUSE44737, MOUSE44734
OG0006081	SCHMD03767, SCHMD03768	MOUSE39161, MOUSE39160
OG0006083	SCHMD05588	MOUSE39295, MOUSE39293, MOUSE39296, MOUSE39297, MOUSE39294, MOUSE39292
OG0006084	SCHMD04050	MOUSE30094
OG0006085	SCHMD06820, SCHMD25134	MOUSE41521, MOUSE41520
OG0006087	SCHMD02837	MOUSE27350
OG0006095	SCHMD01933	MOUSE27229, MOUSE50304
OG0006097	SCHMD02082	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414
OG0006098	SCHMD03761	MOUSE09151, MOUSE09150, MOUSE09152, MOUSE09149
OG0006099	SCHMD01333, SCHMD00446	MOUSE14237, MOUSE15047
OG0006100	SCHMD13497	MOUSE49850, MOUSE49849
OG0006101	SCHMD20998, SCHMD13053	MOUSE44923, MOUSE44922, MOUSE44921
OG0006102	SCHMD05671	MOUSE01673
OG0006104	SCHMD02621	MOUSE06095, MOUSE06094
OG0006106	SCHMD07924	MOUSE31379, MOUSE31376, MOUSE31378
OG0006108	SCHMD01135	MOUSE29211, MOUSE17732
OG0006111	SCHMD08002	MOUSE45682, MOUSE45687, MOUSE45684
OG0006112	SCHMD08098	MOUSE49115, MOUSE49114, MOUSE49116
OG0006113	SCHMD19939, SCHMD12223	MOUSE15176
OG0006115	SCHMD11076, SCHMD17247	MOUSE00531
OG0006116	SCHMD23071, SCHMD20841	MOUSE20130
OG0006118	SCHMD01132	MOUSE09999
OG0006119	SCHMD11970	MOUSE35848, MOUSE35847
OG0006120	SCHMD01574	MOUSE40195
OG0006121	SCHMD07418	MOUSE09447, MOUSE09446
OG0006122	SCHMD04954	MOUSE05144
OG0006123	SCHMD01986	MOUSE40394, MOUSE40393
OG0006124	SCHMD06412	MOUSE40352
OG0006125	SCHMD18618	MOUSE43457, MOUSE43455, MOUSE43456
OG0006127	SCHMD21305	MOUSE49454, MOUSE49455
OG0006128	SCHMD10897	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	MOUSE36306
OG0006134	SCHMD03678	MOUSE10022, MOUSE10020
OG0006136	SCHMD24287, SCHMD09864	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942
OG0006137	SCHMD12111, SCHMD06962	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920
OG0006141	SCHMD14525	MOUSE51343, MOUSE51342, MOUSE51341
OG0006144	SCHMD00428, SCHMD04861	MOUSE20124
OG0006145	SCHMD01605	MOUSE34972
OG0006146	SCHMD09246	MOUSE41104, MOUSE41106, MOUSE41107
OG0006147	SCHMD22070	MOUSE31232
OG0006148	SCHMD13560, SCHMD22230	MOUSE10491, MOUSE10492
OG0006152	SCHMD06866	MOUSE00260, MOUSE00257
OG0006153	SCHMD01641	MOUSE30044
OG0006155	SCHMD16795, SCHMD26962	MOUSE30193, MOUSE30194
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	MOUSE38431, MOUSE38430
OG0006158	SCHMD08900	MOUSE07925
OG0006159	SCHMD22266	MOUSE27864, MOUSE27865
OG0006160	SCHMD05454	MOUSE24920
OG0006163	SCHMD15384	MOUSE27647, MOUSE27645, MOUSE27646
OG0006164	SCHMD06001	MOUSE26974
OG0006165	SCHMD04333, SCHMD04332	MOUSE28387
OG0006167	SCHMD07995	MOUSE40510
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	MOUSE50314
OG0006169	SCHMD23567	MOUSE45225
OG0006171	SCHMD11398	MOUSE33966, MOUSE33967, MOUSE33965, MOUSE33968
OG0006177	SCHMD21293	MOUSE44442, MOUSE44441
OG0006180	SCHMD14399, SCHMD04884	MOUSE23209
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441
OG0006183	SCHMD11899	MOUSE14194, MOUSE14197
OG0006184	SCHMD09309	MOUSE15133, MOUSE15134
OG0006185	SCHMD16220, SCHMD19381	MOUSE31989
OG0006186	SCHMD00394	MOUSE16055
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	MOUSE30179, MOUSE30178
OG0006188	SCHMD05423	MOUSE32525, MOUSE32524
OG0006189	SCHMD01559	MOUSE53256, MOUSE53259
OG0006191	SCHMD07313	MOUSE19452
OG0006192	SCHMD08338	MOUSE27820, MOUSE27819
OG0006196	SCHMD07676	MOUSE29966
OG0006198	SCHMD06672, SCHMD06669, SCHMD06670	MOUSE46635
OG0006199	SCHMD04415, SCHMD04413	MOUSE15121, MOUSE15120, MOUSE15119
OG0006202	SCHMD08868	MOUSE12269, MOUSE12268
OG0006204	SCHMD16863	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198
OG0006205	SCHMD14314	MOUSE54650
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	MOUSE48543
OG0006209	SCHMD08326, SCHMD23138	MOUSE13266
OG0006215	SCHMD09655	MOUSE33103, MOUSE33102
OG0006216	SCHMD09510	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855
OG0006217	SCHMD21927, SCHMD16840	MOUSE36677
OG0006219	SCHMD06440	MOUSE23061, MOUSE23063, MOUSE23062
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	MOUSE23373, MOUSE23372
OG0006221	SCHMD00700	MOUSE35282, MOUSE35283, MOUSE05694, MOUSE05695, MOUSE05696, MOUSE05697
OG0006224	SCHMD00469	MOUSE34843
OG0006226	SCHMD17067, SCHMD16763	MOUSE10482
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	MOUSE27758
OG0006229	SCHMD17318, SCHMD23866	MOUSE30115, MOUSE30114, MOUSE30116
OG0006230	SCHMD02493	MOUSE23377
OG0006233	SCHMD06980	MOUSE16038
OG0006234	SCHMD13683, SCHMD14118	MOUSE33398
OG0006235	SCHMD04538	MOUSE41751, MOUSE41752
OG0006239	SCHMD01406	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320
OG0006240	SCHMD29814	MOUSE32816
OG0006246	SCHMD00484	MOUSE19829, MOUSE19828, MOUSE19827, MOUSE19830, MOUSE19825
OG0006247	SCHMD22174	MOUSE10299
OG0006248	SCHMD12206, SCHMD10060	MOUSE03884, MOUSE03885, MOUSE54081
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	MOUSE04079, MOUSE04078
OG0006250	SCHMD16390	MOUSE19187
OG0006252	SCHMD16745, SCHMD16993	MOUSE41299
OG0006253	SCHMD09135	MOUSE30887
OG0006254	SCHMD04705	MOUSE14074, MOUSE14075
OG0006258	SCHMD05887	MOUSE19643
OG0006259	SCHMD06837	MOUSE13823
