Orthogroup	SCHMD	CAPO3
OG0007325	SCHMD13424	CAPO305675
OG0007326	SCHMD26648, SCHMD13997	CAPO304342
OG0007330	SCHMD01349	CAPO300366
OG0007332	SCHMD29643	CAPO302800
OG0007335	SCHMD00787	CAPO304929
OG0007339	SCHMD14813, SCHMD09117	CAPO300192
OG0007341	SCHMD01365	CAPO300898
OG0007342	SCHMD12266	CAPO300397
OG0007343	SCHMD12161	CAPO305744
OG0007347	SCHMD06807	CAPO302872
OG0007353	SCHMD22439	CAPO302025
OG0007354	SCHMD09176	CAPO303485
OG0007356	SCHMD16766, SCHMD16762, SCHMD17068	CAPO306331
OG0007357	SCHMD05386, SCHMD05385	CAPO304967
OG0007358	SCHMD10648	CAPO304741
OG0007361	SCHMD02642	CAPO305039
OG0007363	SCHMD02234	CAPO304834
OG0007364	SCHMD28442	CAPO303075
OG0007367	SCHMD09749	CAPO305088
OG0007372	SCHMD02515	CAPO307960
OG0007373	SCHMD29255, SCHMD11208, SCHMD11207	CAPO301099
OG0007380	SCHMD16057	CAPO300141
OG0007382	SCHMD06011	CAPO305525
OG0007385	SCHMD04159	CAPO304120
OG0007387	SCHMD01904, SCHMD01903	CAPO304030
OG0007391	SCHMD01653	CAPO304827
OG0007393	SCHMD29705, SCHMD00157	CAPO301859
OG0007395	SCHMD09491	CAPO302788
OG0007396	SCHMD01151	CAPO302581
OG0007397	SCHMD03095	CAPO300434
OG0007399	SCHMD13118, SCHMD13117	CAPO306050
OG0007401	SCHMD06026	CAPO302124
OG0007402	SCHMD10585, SCHMD06444	CAPO306401
OG0007405	SCHMD18973, SCHMD27327	CAPO303800
OG0007407	SCHMD14070, SCHMD08282	CAPO306953
OG0007408	SCHMD03954	CAPO303491
OG0007412	SCHMD14910, SCHMD20394	CAPO302107
OG0007414	SCHMD03104, SCHMD03103	CAPO300363
OG0007415	SCHMD29702, SCHMD13340	CAPO307758, CAPO301270
OG0007417	SCHMD04581	CAPO303652
OG0007421	SCHMD09236	CAPO301566
OG0007422	SCHMD15449	CAPO301771
OG0007425	SCHMD18256	CAPO303896
OG0007431	SCHMD02074	CAPO304150
OG0007432	SCHMD13608	CAPO307504
OG0007437	SCHMD26347	CAPO302606
OG0007439	SCHMD01098	CAPO300813
OG0007442	SCHMD10535	CAPO308291
OG0007446	SCHMD06891	CAPO303088
OG0007447	SCHMD07199	CAPO301482
OG0007455	SCHMD17462	CAPO303919
OG0007456	SCHMD11658	CAPO301020
OG0007457	SCHMD13308, SCHMD05942, SCHMD22483	CAPO302854
OG0007458	SCHMD11828	CAPO300350
OG0007459	SCHMD04395	CAPO304746
OG0007463	SCHMD17150, SCHMD29377	CAPO300212
OG0007470	SCHMD04262, SCHMD05817	CAPO304669
OG0007471	SCHMD29391	CAPO307438
OG0007472	SCHMD07414	CAPO302245
OG0007473	SCHMD18788, SCHMD20111	CAPO303433
OG0007476	SCHMD29552, SCHMD06042	CAPO303558
OG0007478	SCHMD08638, SCHMD14462	CAPO301266
OG0007482	SCHMD16972, SCHMD28646	CAPO307266
OG0007483	SCHMD12708, SCHMD14284, SCHMD23530	CAPO300503
OG0007488	SCHMD04017, SCHMD01795, SCHMD10540	CAPO308146
OG0007490	SCHMD25654	CAPO303421
OG0007491	SCHMD17539, SCHMD13726	CAPO304949
OG0007494	SCHMD02157, SCHMD22482	CAPO300105
OG0007496	SCHMD02753, SCHMD05117, SCHMD12648	CAPO306996
OG0007498	SCHMD13903	CAPO306301
OG0007499	SCHMD02341	CAPO302974
OG0007503	SCHMD02190	CAPO308251
OG0007508	SCHMD07064, SCHMD26310, SCHMD21007	CAPO306367
OG0007509	SCHMD00947	CAPO301428
OG0007510	SCHMD06196	CAPO303897
OG0007519	SCHMD00238	CAPO307472
OG0007525	SCHMD03649, SCHMD14793	CAPO300836
OG0007531	SCHMD07206	CAPO301562
OG0007541	SCHMD18271, SCHMD20165	CAPO301788
OG0007586	SCHMD00208	CAPO305648
OG0007588	SCHMD05957	CAPO306467
OG0007591	SCHMD19104	CAPO302671
OG0007597	SCHMD00061	CAPO302699
OG0007601	SCHMD28220	CAPO303119
OG0007602	SCHMD03764	CAPO307324
OG0007603	SCHMD02707	CAPO301881
OG0007607	SCHMD25251	CAPO304420
OG0007611	SCHMD04251	CAPO300602
OG0007613	SCHMD05026	CAPO304725
OG0007615	SCHMD10027	CAPO302208
OG0007619	SCHMD02768	CAPO307079
OG0007621	SCHMD00066	CAPO302700
OG0007624	SCHMD15354	CAPO306507
OG0007629	SCHMD24454, SCHMD08697	CAPO306379
OG0007633	SCHMD19695	CAPO303133
OG0007634	SCHMD06239	CAPO301291
OG0007646	SCHMD05492	CAPO303345
OG0007656	SCHMD00482	CAPO306133
OG0007657	SCHMD16543	CAPO302526
OG0007663	SCHMD11554	CAPO303269
OG0007666	SCHMD11299	CAPO302483
OG0007673	SCHMD08768	CAPO306691
OG0007676	SCHMD08823	CAPO301687
OG0007687	SCHMD06419, SCHMD07587	CAPO301616
OG0007690	SCHMD21197	CAPO306330
OG0007691	SCHMD07299	CAPO306763
OG0007698	SCHMD08531	CAPO302218
OG0007699	SCHMD16879, SCHMD00085	CAPO308210
OG0007709	SCHMD11596, SCHMD01220	CAPO305895
OG0007712	SCHMD04858	CAPO301491
OG0007713	SCHMD16511	CAPO305624
OG0007722	SCHMD27869, SCHMD06810	CAPO300661
OG0007727	SCHMD02748	CAPO301122
OG0007732	SCHMD21069, SCHMD19292	CAPO302232
OG0007739	SCHMD24121	CAPO306247
OG0007744	SCHMD01094	CAPO302276
OG0007749	SCHMD22281	CAPO303871
OG0007751	SCHMD08536	CAPO306625
OG0007752	SCHMD00218	CAPO303736
OG0007754	SCHMD22646	CAPO307268
OG0007759	SCHMD15154, SCHMD24999	CAPO304951
OG0007767	SCHMD08815	CAPO304549
OG0007771	SCHMD10247	CAPO302978
OG0007772	SCHMD02978	CAPO304662
OG0007773	SCHMD09375	CAPO302396
OG0007781	SCHMD03244, SCHMD03245	CAPO301676
OG0007782	SCHMD03677	CAPO301686
OG0007783	SCHMD07210	CAPO302092
OG0007786	SCHMD23945	CAPO302428
OG0007787	SCHMD06132, SCHMD05625	CAPO307455
OG0007791	SCHMD06525	CAPO305711
OG0007794	SCHMD29276	CAPO300123
OG0007801	SCHMD00120	CAPO304268
OG0007803	SCHMD04261	CAPO301792
OG0007804	SCHMD06254	CAPO302116
OG0007810	SCHMD02712	CAPO306480
OG0007811	SCHMD17086, SCHMD14179	CAPO303448
OG0007813	SCHMD00295	CAPO300842
OG0007816	SCHMD10692	CAPO300570
OG0007820	SCHMD03191, SCHMD03190	CAPO308148
OG0007825	SCHMD10602	CAPO304573
OG0007827	SCHMD11981	CAPO305582
OG0007829	SCHMD05047	CAPO305400
OG0007830	SCHMD06198	CAPO300733
OG0007831	SCHMD01922	CAPO306309
OG0007858	SCHMD16060	CAPO306180
OG0007913	SCHMD28174, SCHMD12506	CAPO303796
OG0007918	SCHMD04862	CAPO306768
OG0007936	SCHMD13242	CAPO302586
OG0007943	SCHMD05794	CAPO303432
OG0007947	SCHMD01811	CAPO304390
OG0007952	SCHMD11422	CAPO304443
OG0007957	SCHMD06225	CAPO307185
OG0007958	SCHMD06124	CAPO307613
OG0007962	SCHMD28715	CAPO304291
OG0007966	SCHMD18759	CAPO300853
OG0007971	SCHMD18597, SCHMD10408	CAPO306113
OG0007978	SCHMD06883	CAPO300419
OG0007979	SCHMD19003	CAPO301049
OG0007991	SCHMD23963	CAPO303503
OG0007994	SCHMD14773	CAPO307783
OG0007996	SCHMD12658	CAPO301705
OG0007999	SCHMD04760	CAPO305183
OG0008000	SCHMD06527	CAPO303381
OG0008002	SCHMD21980	CAPO306531
OG0008005	SCHMD17669, SCHMD20609	CAPO303144
OG0008008	SCHMD10303	CAPO306044
OG0008016	SCHMD00413	CAPO307694
OG0008025	SCHMD07224	CAPO300183
OG0008030	SCHMD06361	CAPO303940
OG0008031	SCHMD07106	CAPO301663
OG0008038	SCHMD19808	CAPO303434
OG0008041	SCHMD24202, SCHMD08618	CAPO304528
OG0008045	SCHMD01227	CAPO304124
OG0008050	SCHMD06152	CAPO301839
OG0008051	SCHMD23274, SCHMD15079	CAPO306666
OG0008056	SCHMD07503	CAPO305715
OG0008069	SCHMD01844	CAPO302773
OG0008079	SCHMD20114	CAPO305873
OG0008083	SCHMD06583	CAPO305526
OG0008085	SCHMD09017	CAPO306772, CAPO306778
OG0008091	SCHMD06256	CAPO301577
OG0008094	SCHMD15453	CAPO302837
OG0008100	SCHMD01273	CAPO303437
OG0008103	SCHMD17469	CAPO302032
OG0008105	SCHMD25390, SCHMD14792	CAPO301825
OG0008109	SCHMD04630	CAPO302029
OG0008110	SCHMD13980, SCHMD18485	CAPO307398
OG0008113	SCHMD11498	CAPO306004
OG0008120	SCHMD22241	CAPO306854
OG0008122	SCHMD15610	CAPO306853
OG0008126	SCHMD10157, SCHMD27581	CAPO301598
OG0008136	SCHMD15183	CAPO306527
OG0008201	SCHMD02565	CAPO303869
OG0008203	SCHMD02500	CAPO300798
OG0008204	SCHMD15894	CAPO303341
OG0008208	SCHMD04911	CAPO301623
OG0008238	SCHMD10302	CAPO301578
OG0008249	SCHMD19574	CAPO305940
OG0008268	SCHMD13577	CAPO307500
OG0008269	SCHMD14580	CAPO301506
OG0008271	SCHMD01219	CAPO300716
OG0008281	SCHMD05027	CAPO304839
OG0008283	SCHMD05016	CAPO300148
OG0008295	SCHMD09987	CAPO301876
OG0008304	SCHMD07113	CAPO304565
OG0008318	SCHMD10002	CAPO308255
OG0008327	SCHMD12357	CAPO305580
OG0008335	SCHMD12743	CAPO303407
OG0008341	SCHMD06774	CAPO301643
OG0008348	SCHMD08325	CAPO303902
OG0008358	SCHMD29773	CAPO306438
OG0008369	SCHMD11496, SCHMD16293	CAPO301896
OG0008381	SCHMD25812, SCHMD08479	CAPO307305
OG0008401	SCHMD14767	CAPO304023
OG0008403	SCHMD28274	CAPO300621
OG0008404	SCHMD00779	CAPO307542
OG0008416	SCHMD11640	CAPO300816
OG0008419	SCHMD29496, SCHMD28880, SCHMD28879	CAPO302047
OG0008422	SCHMD08546	CAPO301678
OG0008424	SCHMD01987	CAPO300325
OG0008427	SCHMD14294, SCHMD08805	CAPO300837
OG0008432	SCHMD29562	CAPO301824
OG0008444	SCHMD03971	CAPO305551
OG0008516	SCHMD16129	CAPO306989
OG0008524	SCHMD13695, SCHMD25478	CAPO305854
OG0008538	SCHMD28015, SCHMD06259	CAPO308019
OG0008540	SCHMD02327	CAPO306008
OG0008549	SCHMD09477, SCHMD08821	CAPO301241
OG0008552	SCHMD17431	CAPO306825
OG0008601	SCHMD29284, SCHMD21138, SCHMD24337	CAPO308135
OG0008616	SCHMD10573	CAPO300306
OG0008620	SCHMD03945	CAPO301626
OG0008633	SCHMD15809	CAPO307916
OG0008639	SCHMD06381	CAPO304406
OG0008654	SCHMD24065, SCHMD27002, SCHMD24064	CAPO302567
OG0008659	SCHMD12477, SCHMD07365	CAPO304842
OG0008661	SCHMD09014	CAPO305739
OG0008662	SCHMD04637	CAPO304364
OG0008663	SCHMD04228, SCHMD04984, SCHMD20775	CAPO305299
OG0008673	SCHMD24760, SCHMD26780	CAPO307917
OG0008676	SCHMD04870	CAPO303608
OG0008689	SCHMD01073, SCHMD18960, SCHMD19009	CAPO306380
OG0008762	SCHMD10840	CAPO303477, CAPO307966
OG0008778	SCHMD08083	CAPO306085
OG0008794	SCHMD07174	CAPO303046
OG0008824	SCHMD07471	CAPO307205
OG0008836	SCHMD17978	CAPO302250
OG0008837	SCHMD09041	CAPO307939
OG0008872	SCHMD07607	CAPO300021
OG0008903	SCHMD15652, SCHMD15797	CAPO303747
OG0008913	SCHMD01125	CAPO300541
OG0008938	SCHMD01642	CAPO300696
OG0008990	SCHMD05053	CAPO301077
OG0009078	SCHMD03858	CAPO306454
OG0009082	SCHMD09430	CAPO307883
OG0009104	SCHMD29841	CAPO307672
OG0009105	SCHMD29027	CAPO300479, CAPO307554
OG0009115	SCHMD04961, SCHMD24724	CAPO303581
OG0009135	SCHMD06725	CAPO302523
OG0009176	SCHMD01852	CAPO302260
OG0009196	SCHMD17104, SCHMD11345	CAPO302676
OG0009197	SCHMD27935	CAPO307545
OG0009203	SCHMD14775	CAPO306679
OG0009225	SCHMD06569, SCHMD09095	CAPO300867
OG0009297	SCHMD29664	CAPO302267
OG0009310	SCHMD26041	CAPO303191
OG0009344	SCHMD21844	CAPO305907
OG0009354	SCHMD17497, SCHMD28856	CAPO303841
OG0009382	SCHMD06902	CAPO307453
OG0009385	SCHMD04877	CAPO308166
OG0009400	SCHMD12783, SCHMD06073	CAPO300534
OG0009413	SCHMD25631	CAPO307306
OG0009415	SCHMD20606	CAPO304010
OG0009451	SCHMD01015	CAPO304190
OG0009486	SCHMD28400	CAPO304979
OG0009591	SCHMD27085, SCHMD23257	CAPO305910
OG0009617	SCHMD06650	CAPO304819
OG0009654	SCHMD11529, SCHMD10542	CAPO304675
OG0009677	SCHMD09943	CAPO301926
OG0009677	SCHMD14320	CAPO305625
OG0009703	SCHMD06929	CAPO304925
OG0009890	SCHMD17267, SCHMD15237	CAPO304901
OG0009903	SCHMD18281	CAPO304229
OG0009906	SCHMD03707	CAPO304048
OG0009911	SCHMD21137, SCHMD08065	CAPO305191
OG0009916	SCHMD17954, SCHMD18895	CAPO303534
OG0009926	SCHMD29323	CAPO304251
OG0009950	SCHMD28115	CAPO305639
OG0009976	SCHMD00227	CAPO304620
OG0009994	SCHMD14354	CAPO302402
OG0010048	SCHMD23752, SCHMD18623	CAPO302482
OG0010155	SCHMD02962	CAPO304770
OG0010346	SCHMD01346	CAPO300263
OG0010369	SCHMD06263	CAPO302233
OG0010372	SCHMD02543	CAPO307603
OG0010503	SCHMD26193	CAPO300209
OG0010570	SCHMD14073	CAPO300504
OG0010575	SCHMD02392	CAPO304323
OG0010713	SCHMD14599, SCHMD06711	CAPO304252
OG0010875	SCHMD06948	CAPO307033
OG0010876	SCHMD00051	CAPO307416
OG0011003	SCHMD00814	CAPO301580
OG0011111	SCHMD08835, SCHMD08834, SCHMD08833	CAPO300518
OG0011258	SCHMD00702	CAPO307634
OG0011313	SCHMD20909	CAPO300455
OG0011429	SCHMD22674	CAPO302665
OG0011464	SCHMD29699, SCHMD27417	CAPO305492
OG0011799	SCHMD18709	CAPO303536
OG0011869	SCHMD00108	CAPO306174
OG0011968	SCHMD02685, SCHMD15903	CAPO300180
OG0012221	SCHMD18013, SCHMD05116	CAPO303770
OG0012383	SCHMD14005, SCHMD13822, SCHMD07225, SCHMD13821, SCHMD20865, SCHMD04613, SCHMD27374, SCHMD14790	CAPO301195
OG0012801	SCHMD11811	CAPO305045, CAPO304228
OG0013224	SCHMD07071, SCHMD22046	CAPO305282
OG0013293	SCHMD18564, SCHMD03535, SCHMD03536, SCHMD03538, SCHMD28519, SCHMD25492, SCHMD27358, SCHMD26400, SCHMD25491	CAPO308297
OG0014778	SCHMD10508	CAPO301321
OG0016027	SCHMD29598	CAPO307184, CAPO300043
OG0016430	SCHMD11663	CAPO302367
OG0016566	SCHMD09618, SCHMD09616	CAPO302615
OG0016568	SCHMD04407	CAPO306487
OG0016569	SCHMD05102	CAPO306887
OG0017617	SCHMD28452, SCHMD28454	CAPO302324
OG0017673	SCHMD29077	CAPO300959
OG0017787	SCHMD29788	CAPO301671, CAPO308144
OG0017883	SCHMD04646	CAPO308300
OG0018082	SCHMD22190	CAPO302374
OG0018377	SCHMD29537	CAPO305476
OG0018378	SCHMD29067	CAPO305844
OG0018379	SCHMD29790	CAPO306184
OG0018380	SCHMD12656, SCHMD27824, SCHMD27642, SCHMD29244, SCHMD28447	CAPO306252
OG0018382	SCHMD02217, SCHMD02212, SCHMD02207	CAPO307234
OG0019668	SCHMD29564	CAPO303620
OG0019905	SCHMD29486	CAPO301833, CAPO300262
OG0020623	SCHMD06019	CAPO307680
OG0020783	SCHMD29075	CAPO303516, CAPO303517, CAPO305814, CAPO302334
OG0020789	SCHMD28705, SCHMD29171	CAPO306641
OG0024296	SCHMD28543, SCHMD29581	CAPO303151
OG0024310	SCHMD28888	CAPO300685
OG0024322	SCHMD29322	CAPO302543
OG0024338	SCHMD29415	CAPO304604
OG0024343	SCHMD29751	CAPO305788
OG0024348	SCHMD29168	CAPO308105
OG0027413	SCHMD29264	CAPO305097
OG0030057	SCHMD29228	CAPO300052
OG0030099	SCHMD28679	CAPO304286
OG0030101	SCHMD29227	CAPO304424
OG0030111	SCHMD29233	CAPO306200
OG0041460	SCHMD29237	CAPO301221
OG0041501	SCHMD28441	CAPO302511
OG0041564	SCHMD29550	CAPO305701
