Orthogroup	CAPO3	MOUSE
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	MOUSE32412, MOUSE32411, MOUSE32410
OG0005835	CAPO306285	MOUSE02461, MOUSE02462
OG0005837	CAPO300250	MOUSE48882, MOUSE48881, MOUSE48880
OG0005838	CAPO302560	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075
OG0005840	CAPO305424	MOUSE21324
OG0005842	CAPO304596	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	CAPO307528	MOUSE21541, MOUSE21537
OG0005845	CAPO307070	MOUSE04473
OG0005847	CAPO305680	MOUSE24586
OG0005848	CAPO307829	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	CAPO303230	MOUSE22097, MOUSE22096
OG0005850	CAPO307194	MOUSE33785, MOUSE33784
OG0005851	CAPO302674	MOUSE33454
OG0005852	CAPO306738	MOUSE31081
OG0005853	CAPO305397	MOUSE07627
OG0005856	CAPO308178	MOUSE27803, MOUSE38624, MOUSE38626, MOUSE38625, MOUSE38623, MOUSE27804, MOUSE18621, MOUSE18620, MOUSE18619
OG0005857	CAPO301639	MOUSE04700, MOUSE04699
OG0005858	CAPO305203	MOUSE37403, MOUSE37400
OG0005859	CAPO307160	MOUSE19800
OG0005860	CAPO300029	MOUSE20692
OG0005863	CAPO304301	MOUSE16980, MOUSE16979
OG0005864	CAPO301932	MOUSE02844, MOUSE02845
OG0005865	CAPO303346	MOUSE50053, MOUSE34615
OG0005866	CAPO302021	MOUSE27445
OG0005869	CAPO305217	MOUSE28362, MOUSE28363
OG0005870	CAPO305120	MOUSE31359, MOUSE31360
OG0005872	CAPO301101	MOUSE38976
OG0005874	CAPO301503	MOUSE22485, MOUSE22486
OG0005875	CAPO307256	MOUSE45109
OG0005876	CAPO301107	MOUSE40708, MOUSE40709
OG0005877	CAPO303218	MOUSE01409, MOUSE01408
OG0005878	CAPO307565	MOUSE07579
OG0005879	CAPO305924	MOUSE32049
OG0005880	CAPO303914	MOUSE10866
OG0005884	CAPO302326	MOUSE24783, MOUSE24785, MOUSE24784
OG0005886	CAPO302755	MOUSE07662, MOUSE07661
OG0005887	CAPO307435, CAPO303666	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005888	CAPO305237	MOUSE50312, MOUSE50313
OG0005889	CAPO306476	MOUSE54433, MOUSE54434
OG0005890	CAPO303293	MOUSE17344, MOUSE17345, MOUSE17343
OG0005892	CAPO304793	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065
OG0005893	CAPO302656	MOUSE13001, MOUSE13002, MOUSE13003
OG0005894	CAPO302802	MOUSE13056, MOUSE13057, MOUSE19376
OG0005897	CAPO306226	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	CAPO304352	MOUSE42785, MOUSE42787, MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	CAPO306295	MOUSE48385
OG0005901	CAPO307343	MOUSE49551
OG0005902	CAPO305014, CAPO305124	MOUSE32103
OG0005903	CAPO306042	MOUSE45093, MOUSE45092
OG0005907	CAPO306181	MOUSE01951, MOUSE01952
OG0005909	CAPO304980	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005910	CAPO304445	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052, MOUSE45053, MOUSE45056
OG0005914	CAPO304812	MOUSE10908, MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910
OG0005915	CAPO301830	MOUSE55180
OG0005918	CAPO304132	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762
OG0005919	CAPO301677	MOUSE24007
OG0005921	CAPO301707	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	CAPO301561	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005923	CAPO302607	MOUSE04049, MOUSE04048
OG0005924	CAPO300900	MOUSE53385, MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384
OG0005926	CAPO306981	MOUSE13286, MOUSE13285, MOUSE13284
OG0005929	CAPO308208	MOUSE48886, MOUSE48887
OG0005931	CAPO306162	MOUSE44698
OG0005932	CAPO300797	MOUSE24910, MOUSE24909
OG0005933	CAPO301858	MOUSE20167
OG0005936	CAPO302424	MOUSE19948, MOUSE19946, MOUSE19947
OG0005937	CAPO304550	MOUSE14417, MOUSE14414, MOUSE14415, MOUSE14416
OG0005938	CAPO300395	MOUSE13211, MOUSE13212, MOUSE13210
OG0005940	CAPO300232	MOUSE27467
OG0005941	CAPO302544	MOUSE18684
OG0005942	CAPO305649	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005943	CAPO304448	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	CAPO302321	MOUSE18174
OG0005946	CAPO302043	MOUSE53517, MOUSE53518
OG0005947	CAPO308067, CAPO304545	MOUSE13123, MOUSE13120, MOUSE13122
OG0005949	CAPO305776	MOUSE37563, MOUSE37562
OG0005950	CAPO302730	MOUSE06852, MOUSE06853, MOUSE06850
OG0005951	CAPO305823	MOUSE48577, MOUSE48576
OG0005952	CAPO302748	MOUSE02830
OG0005953	CAPO300018	MOUSE10404, MOUSE10401
OG0005954	CAPO300472	MOUSE49217, MOUSE49216, MOUSE49215
OG0005955	CAPO308169	MOUSE12785
OG0005958	CAPO305231	MOUSE35514, MOUSE27529, MOUSE27528, MOUSE27527, MOUSE27531, MOUSE27532, MOUSE27530
OG0005959	CAPO303727	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214
OG0005960	CAPO306619	MOUSE36097, MOUSE36098
OG0005961	CAPO301401	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923
OG0005965	CAPO304971	MOUSE36148
OG0005966	CAPO303149	MOUSE16974, MOUSE16973
OG0005967	CAPO304145	MOUSE14023
OG0005968	CAPO307899	MOUSE29105, MOUSE19001
OG0005969	CAPO304815	MOUSE18215
OG0005970	CAPO300012	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005972	CAPO306254	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253
OG0005973	CAPO301806	MOUSE07223, MOUSE07222
OG0005974	CAPO300269	MOUSE24033, MOUSE24031, MOUSE24032
OG0005975	CAPO301864	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426
OG0005976	CAPO304330	MOUSE22127
OG0005977	CAPO302621	MOUSE39172, MOUSE39171
OG0005978	CAPO302579	MOUSE05375, MOUSE05374
OG0005981	CAPO305244	MOUSE09114, MOUSE09115
OG0005982	CAPO302153	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477
OG0005983	CAPO305305	MOUSE44476, MOUSE44474, MOUSE44477, MOUSE44475, MOUSE44473
OG0005984	CAPO303854	MOUSE13162
OG0005985	CAPO305361	MOUSE20715, MOUSE20714
OG0005986	CAPO306131	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	CAPO307262	MOUSE19110, MOUSE55047
OG0005988	CAPO306075	MOUSE46877, MOUSE46879, MOUSE46878
OG0005989	CAPO304449	MOUSE45928, MOUSE45929
OG0005991	CAPO304070	MOUSE39460, MOUSE39457, MOUSE39459, MOUSE39456, MOUSE39458
OG0005993	CAPO301813	MOUSE17253
OG0005996	CAPO304073	MOUSE13630, MOUSE13631
OG0005997	CAPO307298	MOUSE19029, MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942
OG0005998	CAPO304281	MOUSE01071, MOUSE01072
OG0006000	CAPO304784	MOUSE24686, MOUSE24684, MOUSE24685
OG0006001	CAPO300287	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404
OG0006002	CAPO300104	MOUSE02125, MOUSE02124
OG0006003	CAPO307004	MOUSE50331, MOUSE50334
OG0006005	CAPO300498	MOUSE03622
OG0006006	CAPO303456	MOUSE37159, MOUSE37160
OG0006008	CAPO304325	MOUSE06292
OG0006009	CAPO302680	MOUSE32966, MOUSE32967, MOUSE32968
OG0006011	CAPO305929	MOUSE05005, MOUSE05004, MOUSE05003
OG0006012	CAPO306003	MOUSE27648, MOUSE19422
OG0006013	CAPO306786	MOUSE17849, MOUSE17848, MOUSE17851, MOUSE17850, MOUSE17847, MOUSE17852
OG0006031	CAPO307805	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399
OG0006059	CAPO306968	MOUSE13895, MOUSE13894
OG0006062	CAPO305933	MOUSE14967
OG0006063	CAPO300774	MOUSE09559, MOUSE09560
OG0006064	CAPO304870	MOUSE19231
OG0006065	CAPO301967	MOUSE10503, MOUSE10504
OG0006066	CAPO300852	MOUSE15817
OG0006069	CAPO305608	MOUSE38708, MOUSE38709
OG0006072	CAPO303438	MOUSE44551
OG0006073	CAPO303232	MOUSE42655, MOUSE42654
OG0006074	CAPO305192	MOUSE07769
OG0006075	CAPO300591	MOUSE18180, MOUSE18181, MOUSE18182
OG0006079	CAPO300122	MOUSE44737, MOUSE44734
OG0006081	CAPO304015	MOUSE39161, MOUSE39160
OG0006084	CAPO303975	MOUSE30094
OG0006085	CAPO306971	MOUSE41521, MOUSE41520
OG0006087	CAPO307633	MOUSE27350
OG0006090	CAPO303628	MOUSE24615
OG0006094	CAPO301083	MOUSE29969
OG0006095	CAPO308333, CAPO301147	MOUSE27229, MOUSE50304
OG0006096	CAPO305316	MOUSE37864, MOUSE37863
OG0006097	CAPO305425	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414, MOUSE12410
OG0006098	CAPO300607	MOUSE09151, MOUSE09150, MOUSE09152, MOUSE09149
OG0006101	CAPO301377	MOUSE44923, MOUSE44922, MOUSE44921
OG0006103	CAPO308138	MOUSE00226, MOUSE00227
OG0006106	CAPO301749	MOUSE31378
OG0006107	CAPO302627	MOUSE02191
OG0006108	CAPO302650	MOUSE29211, MOUSE17732
OG0006110	CAPO302693	MOUSE34976, MOUSE34974, MOUSE34975
OG0006111	CAPO304724	MOUSE45682, MOUSE45687, MOUSE45684
OG0006113	CAPO307626	MOUSE15176
OG0006114	CAPO304178	MOUSE52848
OG0006115	CAPO306466	MOUSE00531
OG0006116	CAPO304187	MOUSE20130
OG0006117	CAPO302456	MOUSE06195, MOUSE06196
OG0006118	CAPO306890	MOUSE09999
OG0006119	CAPO305308	MOUSE35848, MOUSE35847
OG0006121	CAPO308090	MOUSE09448, MOUSE09447, MOUSE09446
OG0006122	CAPO302744	MOUSE05144
OG0006124	CAPO304805	MOUSE40352
OG0006125	CAPO306355	MOUSE43457, MOUSE43455, MOUSE43456
OG0006127	CAPO301362	MOUSE49454, MOUSE49455
OG0006128	CAPO301150	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442
OG0006129	CAPO300938	MOUSE36305, MOUSE36306
OG0006131	CAPO303965	MOUSE05048, MOUSE05049, MOUSE16865
OG0006132	CAPO307591	MOUSE21114, MOUSE21117, MOUSE21116, MOUSE21113, MOUSE21115
OG0006133	CAPO304297	MOUSE01392, MOUSE01391, MOUSE01390, MOUSE01389, MOUSE01388
OG0006134	CAPO307652	MOUSE10022, MOUSE10020
OG0006135	CAPO307747	MOUSE20960
OG0006136	CAPO304577	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942
OG0006137	CAPO303566	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920
OG0006139	CAPO301488	MOUSE01997
OG0006140	CAPO301396	MOUSE38190, MOUSE38192, MOUSE38191
OG0006141	CAPO302378	MOUSE51343, MOUSE51342, MOUSE51341
OG0006144	CAPO307727	MOUSE20124
OG0006145	CAPO304370	MOUSE34972
OG0006147	CAPO306222	MOUSE31232
OG0006148	CAPO302407	MOUSE10491, MOUSE10492
OG0006149	CAPO301175	MOUSE07677, MOUSE07678, MOUSE07679
OG0006151	CAPO304128	MOUSE34774
OG0006152	CAPO306493	MOUSE00260, MOUSE00257
OG0006153	CAPO305107	MOUSE30044
OG0006155	CAPO301956	MOUSE30193, MOUSE30194
OG0006156	CAPO304652	MOUSE38431, MOUSE38430
OG0006158	CAPO307937	MOUSE07928, MOUSE07925
OG0006159	CAPO307030	MOUSE27864, MOUSE27865
OG0006160	CAPO304978	MOUSE24920
OG0006161	CAPO301615	MOUSE39829
OG0006162	CAPO300392	MOUSE01397, MOUSE01395, MOUSE01393
OG0006164	CAPO307640	MOUSE26974
OG0006168	CAPO306154	MOUSE50314
OG0006169	CAPO305149	MOUSE45226, MOUSE45225
OG0006176	CAPO304797	MOUSE48486
OG0006177	CAPO306017	MOUSE44442, MOUSE44441
OG0006178	CAPO306742	MOUSE09519
OG0006179	CAPO307840	MOUSE16461, MOUSE16462
OG0006180	CAPO308064	MOUSE23209
OG0006181	CAPO308207	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441
OG0006182	CAPO300329	MOUSE05545
OG0006183	CAPO306749	MOUSE14194, MOUSE14197
OG0006185	CAPO301640	MOUSE31989
OG0006186	CAPO304672	MOUSE16055
OG0006187	CAPO303722	MOUSE30179, MOUSE30178
OG0006188	CAPO307979	MOUSE32525, MOUSE32524
OG0006190	CAPO304791	MOUSE30231, MOUSE30230, MOUSE30229
OG0006191	CAPO301907	MOUSE19452
OG0006192	CAPO308099	MOUSE27820, MOUSE27819
OG0006195	CAPO308346, CAPO305489	MOUSE15018, MOUSE15019, MOUSE15020, MOUSE15021
OG0006196	CAPO304854	MOUSE29966
OG0006198	CAPO306368	MOUSE46635, MOUSE46634, MOUSE46633
OG0006199	CAPO307861	MOUSE15121, MOUSE15120, MOUSE15119
OG0006200	CAPO306047	MOUSE48339
OG0006202	CAPO307311	MOUSE12269, MOUSE12268
OG0006204	CAPO307074	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198
OG0006205	CAPO306928	MOUSE54650
OG0006206	CAPO308060	MOUSE07089, MOUSE07086
OG0006209	CAPO303208	MOUSE13266
OG0006210	CAPO301051	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962
OG0006211	CAPO305755	MOUSE14609, MOUSE14608
OG0006213	CAPO301176	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343
OG0006214	CAPO305313	MOUSE01795, MOUSE01797, MOUSE01796
OG0006216	CAPO304328	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855
OG0006225	CAPO307529	MOUSE18228
OG0006226	CAPO303955	MOUSE10482
OG0006227	CAPO304192	MOUSE27758
OG0006229	CAPO306729	MOUSE30115, MOUSE30114, MOUSE30116
OG0006230	CAPO303003	MOUSE23377
OG0006233	CAPO307263	MOUSE16038
OG0006234	CAPO305546	MOUSE33398
OG0006235	CAPO300217	MOUSE41751, MOUSE41752
OG0006237	CAPO302524	MOUSE34509, MOUSE34508
OG0006239	CAPO305262	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320
OG0006243	CAPO301646	MOUSE53975, MOUSE53974, MOUSE32277
OG0006244	CAPO306900	MOUSE37456, MOUSE37455
OG0006245	CAPO307777	MOUSE22264, MOUSE22265
OG0006248	CAPO307601	MOUSE03884, MOUSE03885, MOUSE54081
OG0006249	CAPO304667	MOUSE04079, MOUSE04078
OG0006250	CAPO301165	MOUSE19187
OG0006251	CAPO302342	MOUSE04588, MOUSE04587
OG0006252	CAPO304131	MOUSE41299
OG0006253	CAPO307341	MOUSE30887
OG0006254	CAPO305073	MOUSE14074, MOUSE14075
OG0006257	CAPO305440	MOUSE28054
OG0006258	CAPO300398	MOUSE19643
OG0006260	CAPO300587	MOUSE41017
OG0006261	CAPO305676	MOUSE06910
OG0006262	CAPO307596	MOUSE53349, MOUSE53351, MOUSE53353
OG0006263	CAPO307994	MOUSE19929
OG0006264	CAPO304943	MOUSE37346
OG0006267	CAPO300629	MOUSE36950, MOUSE36947, MOUSE36949, MOUSE36946
OG0006268	CAPO305663	MOUSE53582, MOUSE53581, MOUSE53580
OG0006271	CAPO306714	MOUSE21994, MOUSE21993
OG0006272	CAPO300074	MOUSE19856, MOUSE19857, MOUSE19859, MOUSE19858
OG0006275	CAPO304219	MOUSE24704, MOUSE24705, MOUSE24706
OG0006276	CAPO306041	MOUSE41137, MOUSE41136
OG0006277	CAPO307602	MOUSE04582
OG0006278	CAPO305153	MOUSE34489, MOUSE34487, MOUSE34488
OG0006279	CAPO307288	MOUSE16388, MOUSE16387, MOUSE16386
OG0006280	CAPO308182	MOUSE00019
OG0006281	CAPO302129	MOUSE35102, MOUSE35103
OG0006284	CAPO301681	MOUSE01515, MOUSE01516
OG0006285	CAPO301258	MOUSE22193, MOUSE22194, MOUSE22195, MOUSE22196
OG0006286	CAPO304212	MOUSE35473, MOUSE35474
OG0006287	CAPO302795	MOUSE27984, MOUSE27985
OG0006288	CAPO300129	MOUSE37718, MOUSE37719
OG0006289	CAPO306652	MOUSE40814, MOUSE40816
OG0006291	CAPO308081	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401
OG0006293	CAPO307067	MOUSE37625
OG0006294	CAPO301151	MOUSE07913
OG0006295	CAPO307143	MOUSE38121
OG0006297	CAPO301937	MOUSE40886, MOUSE40885, MOUSE40887
OG0006298	CAPO306805	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673
OG0006299	CAPO305899	MOUSE34330
OG0006301	CAPO306072	MOUSE27376, MOUSE27375
OG0006305	CAPO303850	MOUSE21331
OG0006306	CAPO303905	MOUSE34252, MOUSE34251
OG0006309	CAPO304441	MOUSE02180
OG0006311	CAPO300748	MOUSE42035, MOUSE42034
OG0006313	CAPO306539	MOUSE34183, MOUSE34185, MOUSE34184
OG0006314	CAPO308085, CAPO301326	MOUSE30884
OG0006317	CAPO301551	MOUSE30611, MOUSE30613, MOUSE30612
OG0006319	CAPO306239	MOUSE45688
OG0006320	CAPO303864	MOUSE41214, MOUSE41212, MOUSE41213
OG0006322	CAPO305971	MOUSE52872
OG0006323	CAPO300361	MOUSE12964, MOUSE12965
OG0006324	CAPO307431	MOUSE15180
OG0006329	CAPO306283	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764
OG0006330	CAPO301590	MOUSE51758, MOUSE51757, MOUSE51759
OG0006331	CAPO301721	MOUSE42771, MOUSE42772
OG0006332	CAPO306801	MOUSE27257, MOUSE27256
OG0006334	CAPO302140	MOUSE48911, MOUSE48912
OG0006335	CAPO305790	MOUSE14829
OG0006338	CAPO300367	MOUSE31793, MOUSE31791, MOUSE31792, MOUSE31794
OG0006339	CAPO306751	MOUSE37259
OG0006340	CAPO306725	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902
OG0006341	CAPO303256	MOUSE47414
OG0006344	CAPO307345	MOUSE32264
OG0006346	CAPO305832	MOUSE51221
OG0006347	CAPO305184	MOUSE02467
OG0006349	CAPO304057	MOUSE20753
OG0006350	CAPO302433	MOUSE19460
OG0006352	CAPO301346	MOUSE32257
OG0006353	CAPO301517	MOUSE42828
OG0006355	CAPO307129	MOUSE40806
OG0006356	CAPO305164	MOUSE03845, MOUSE03847, MOUSE03846
OG0006358	CAPO303299	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401
OG0006359	CAPO300583	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885
OG0006360	CAPO304103	MOUSE02221
OG0006361	CAPO308070	MOUSE48965, MOUSE48966, MOUSE48963, MOUSE48964
OG0006362	CAPO308308	MOUSE34247, MOUSE34248
OG0006363	CAPO301002	MOUSE20221
OG0006365	CAPO300671	MOUSE23279, MOUSE54173, MOUSE54172
OG0006370	CAPO300348	MOUSE35591, MOUSE35592
OG0006372	CAPO304608	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011
OG0006375	CAPO306256	MOUSE16929
OG0006377	CAPO307494	MOUSE13243
OG0006378	CAPO304918	MOUSE36964, MOUSE36966, MOUSE36963, MOUSE36965
OG0006381	CAPO301472	MOUSE02021, MOUSE02020
OG0006382	CAPO307026	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503
OG0006383	CAPO303174	MOUSE16422
OG0006384	CAPO305941	MOUSE50412, MOUSE50410, MOUSE50411, MOUSE50409
OG0006385	CAPO301074	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068
OG0006386	CAPO303165	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126
OG0006387	CAPO306319	MOUSE16306, MOUSE34335
OG0006389	CAPO302170	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583
OG0006390	CAPO308093	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927
OG0006392	CAPO305806	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925
OG0006394	CAPO302470	MOUSE14264, MOUSE14265
OG0006395	CAPO300149	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235
OG0006399	CAPO307228	MOUSE37406, MOUSE37404, MOUSE37405
OG0006443	CAPO300234	MOUSE20211
OG0006447	CAPO302283	MOUSE25747
OG0006448	CAPO301094	MOUSE13317, MOUSE13318
OG0006449	CAPO305961	MOUSE13387, MOUSE13386
OG0006456	CAPO300992	MOUSE19867, MOUSE19868
OG0006457	CAPO306648	MOUSE48917
OG0006459	CAPO307843	MOUSE27714, MOUSE27717
OG0006460	CAPO308313	MOUSE49910, MOUSE49912, MOUSE49911
OG0006461	CAPO306350	MOUSE52644
OG0006462	CAPO300662	MOUSE14254, MOUSE14253
OG0006464	CAPO307754	MOUSE15625, MOUSE15624
OG0006465	CAPO307052	MOUSE08683, MOUSE08684
OG0006467	CAPO301292	MOUSE40434, MOUSE40433, MOUSE40435
OG0006468	CAPO303390	MOUSE32105
OG0006469	CAPO302486	MOUSE03738
OG0006470	CAPO300984	MOUSE36168
OG0006471	CAPO303440	MOUSE28060, MOUSE28059, MOUSE28057, MOUSE28058, MOUSE28061
OG0006474	CAPO300155	MOUSE15358, MOUSE15357, MOUSE15356
OG0006475	CAPO301888	MOUSE39872
OG0006476	CAPO300216	MOUSE38897
OG0006478	CAPO301079	MOUSE18471, MOUSE18472
OG0006479	CAPO304002	MOUSE35163, MOUSE35164
OG0006480	CAPO300197	MOUSE21333
OG0006481	CAPO307580	MOUSE02030, MOUSE51052
OG0006482	CAPO305654	MOUSE07260, MOUSE07262
OG0006485	CAPO307612	MOUSE20333
OG0006487	CAPO300649	MOUSE52846, MOUSE52845, MOUSE52844, MOUSE52847
OG0006488	CAPO301772	MOUSE42690, MOUSE42689
OG0006490	CAPO301539	MOUSE01816
OG0006491	CAPO300606	MOUSE18971
OG0006493	CAPO306548	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213
OG0006496	CAPO304473	MOUSE23976, MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971, MOUSE23970
OG0006498	CAPO301440	MOUSE54568, MOUSE54567
OG0006501	CAPO307734	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337
OG0006502	CAPO301087	MOUSE04763, MOUSE04764, MOUSE04765
OG0006503	CAPO304660	MOUSE47999
OG0006504	CAPO302154	MOUSE38033, MOUSE38032, MOUSE38034
OG0006505	CAPO301510	MOUSE18917
OG0006507	CAPO301032	MOUSE21775
OG0006508	CAPO301635	MOUSE36086, MOUSE36085
OG0006509	CAPO304681	MOUSE48743
OG0006510	CAPO300081	MOUSE28964, MOUSE28965
OG0006512	CAPO301701	MOUSE48697
OG0006514	CAPO304095	MOUSE30039, MOUSE30040
OG0006515	CAPO306459	MOUSE08195, MOUSE08193, MOUSE08194
OG0006516	CAPO305607	MOUSE27482
OG0006517	CAPO300477	MOUSE18538
OG0006519	CAPO308006	MOUSE24786, MOUSE24788
OG0006520	CAPO300668	MOUSE29790, MOUSE29789
OG0006523	CAPO302914	MOUSE42761
OG0006526	CAPO303623	MOUSE13960
OG0006532	CAPO304147	MOUSE01404
OG0006534	CAPO305714	MOUSE21167
OG0006536	CAPO305735	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898
OG0006538	CAPO305091	MOUSE26266
OG0006540	CAPO304760	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044
OG0006541	CAPO302376, CAPO304688, CAPO300243	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560
OG0006542	CAPO305168	MOUSE29787, MOUSE29788, MOUSE29786
OG0006543	CAPO305452	MOUSE52038
OG0006544	CAPO306101	MOUSE28396, MOUSE28393
OG0006545	CAPO307929	MOUSE32675, MOUSE32676, MOUSE32674
OG0006546	CAPO305234	MOUSE08071
OG0006547	CAPO301259	MOUSE14774
OG0006549	CAPO306040	MOUSE14545
OG0006550	CAPO307487	MOUSE24976
OG0006552	CAPO301957	MOUSE10340, MOUSE10339
OG0006553	CAPO308128	MOUSE38559, MOUSE38560
OG0006554	CAPO306525	MOUSE37728, MOUSE37726, MOUSE37727
OG0006555	CAPO305951	MOUSE22556
OG0006556	CAPO304941	MOUSE16511
OG0006557	CAPO300124	MOUSE02772, MOUSE02771, MOUSE02773
OG0006561	CAPO300890	MOUSE07407, MOUSE07406
OG0006562	CAPO303607	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429
OG0006566	CAPO303944	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118
OG0006568	CAPO303043	MOUSE00150
OG0006569	CAPO300856	MOUSE02949, MOUSE02948
OG0006570	CAPO302571	MOUSE17869, MOUSE17870
OG0006571	CAPO306740	MOUSE10425, MOUSE10423
OG0006572	CAPO302175	MOUSE33656, MOUSE33655, MOUSE33654
OG0006573	CAPO306413	MOUSE04658
OG0006575	CAPO304950	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412
OG0006577	CAPO300858	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173
OG0006578	CAPO303393	MOUSE35928, MOUSE35927
OG0006580	CAPO306179	MOUSE05305, MOUSE05304, MOUSE05303
OG0006581	CAPO300223	MOUSE51836
OG0006583	CAPO308147	MOUSE00099
OG0006584	CAPO304380	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006586	CAPO300241	MOUSE49584
OG0006590	CAPO304634	MOUSE41529, MOUSE41530
OG0006591	CAPO306654	MOUSE13632, MOUSE13633
OG0006592	CAPO302105	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032
OG0006594	CAPO305352	MOUSE46304, MOUSE46303
OG0006595	CAPO306726	MOUSE11155, MOUSE11154
OG0006596	CAPO305496	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679
OG0006597	CAPO306143	MOUSE28239, MOUSE53941
OG0006598	CAPO303505	MOUSE32270
OG0006600	CAPO300993	MOUSE06170
OG0006602	CAPO306545	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	CAPO305246	MOUSE49497
OG0006604	CAPO301632	MOUSE04487, MOUSE04486
OG0006606	CAPO300627, CAPO305047	MOUSE49675
OG0006607	CAPO302836	MOUSE33913, MOUSE33912
OG0006608	CAPO304829	MOUSE30020, MOUSE30018, MOUSE30019
OG0006609	CAPO304156	MOUSE35588
OG0006610	CAPO305635	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	CAPO303370	MOUSE02492, MOUSE02494, MOUSE02493
OG0006612	CAPO303674	MOUSE18460
OG0006613	CAPO305926	MOUSE27701, MOUSE27702
OG0006614	CAPO307923	MOUSE41919
