Orthogroup	CAPO3	XENTR
OG0007619	CAPO307079	XENTR00292
OG0007621	CAPO302700	XENTR00074
OG0007622	CAPO304123	XENTR05630
OG0007624	CAPO306507	XENTR17757
OG0007629	CAPO306379	XENTR02760
OG0007634	CAPO301291	XENTR03275
OG0007640	CAPO305938	XENTR08114
OG0007646	CAPO303345	XENTR03696
OG0007648	CAPO303467	XENTR00698
OG0007649	CAPO300338	XENTR12079
OG0007653	CAPO304087	XENTR13057
OG0007656	CAPO306133	XENTR00778
OG0007657	CAPO302526	XENTR16019
OG0007660	CAPO308074	XENTR04694
OG0007666	CAPO302483	XENTR01765
OG0007673	CAPO306691	XENTR12090
OG0007674	CAPO307516	XENTR06686
OG0007676	CAPO301687	XENTR11756
OG0007677	CAPO302393	XENTR15136
OG0007680	CAPO301892	XENTR07166
OG0007685	CAPO307242	XENTR09953
OG0007686	CAPO307006	XENTR03729
OG0007687	CAPO301616	XENTR05620
OG0007690	CAPO306330	XENTR02183
OG0007691	CAPO306763	XENTR04646
OG0007692	CAPO304764	XENTR04674
OG0007694	CAPO300777	XENTR10479
OG0007698	CAPO302218	XENTR06794
OG0007704	CAPO307102	XENTR14924
OG0007708	CAPO302223	XENTR08554
OG0007709	CAPO305895	XENTR09197, XENTR13235, XENTR09692
OG0007712	CAPO301491	XENTR13584
OG0007713	CAPO305624	XENTR05208
OG0007721	CAPO303794	XENTR08661
OG0007722	CAPO300661	XENTR10029
OG0007728	CAPO300608	XENTR07809
OG0007729	CAPO302375	XENTR00460
OG0007739	CAPO306247	XENTR17717
OG0007741	CAPO305702	XENTR05551
OG0007744	CAPO302276	XENTR02881
OG0007749	CAPO303871	XENTR02891
OG0007751	CAPO306625	XENTR11316
OG0007752	CAPO303736	XENTR06969
OG0007758	CAPO302132	XENTR13164
OG0007759	CAPO304951	XENTR04000
OG0007760	CAPO305618, CAPO303194	XENTR15814, XENTR15813
OG0007766	CAPO305894	XENTR10400
OG0007767	CAPO304549	XENTR08581
OG0007768	CAPO305420	XENTR17576
OG0007769	CAPO301827	XENTR01777
OG0007771	CAPO302978	XENTR15546
OG0007772	CAPO304662	XENTR07435
OG0007776	CAPO303389	XENTR08306, XENTR08307
OG0007781	CAPO301676	XENTR00779
OG0007782	CAPO301686	XENTR14902
OG0007783	CAPO302092	XENTR10399
OG0007784	CAPO307704	XENTR06932
OG0007786	CAPO302428	XENTR00598
OG0007789	CAPO305782	XENTR18266
OG0007791	CAPO305711	XENTR11475
OG0007793	CAPO308075	XENTR12360, XENTR12359
OG0007794	CAPO300123	XENTR06444
OG0007801	CAPO304268	XENTR07313
OG0007802	CAPO304335, CAPO304333	XENTR11495
OG0007803	CAPO301792	XENTR13056
OG0007804	CAPO302116	XENTR05761
OG0007807	CAPO300823	XENTR09529
OG0007810	CAPO306480	XENTR07030
OG0007811	CAPO303448	XENTR06252
OG0007813	CAPO300842	XENTR07628
OG0007816	CAPO300570	XENTR08437
OG0007820	CAPO308148	XENTR11150
OG0007823	CAPO300300	XENTR09570
OG0007825	CAPO304573	XENTR13803
OG0007827	CAPO305582	XENTR01637
OG0007829	CAPO305400	XENTR00492
OG0007830	CAPO300733	XENTR05313
OG0007831	CAPO306309	XENTR04325
OG0007832	CAPO301843	XENTR03054
OG0007833	CAPO303972	XENTR01163, XENTR01162
OG0007835	CAPO300924	XENTR11023
OG0007836	CAPO305319	XENTR11928
OG0007838	CAPO305759	XENTR01164
OG0007840	CAPO301709	XENTR04645
OG0007849	CAPO306245	XENTR11713
OG0007850	CAPO308200	XENTR15952
OG0007852	CAPO305092	XENTR16462
OG0007854	CAPO300573	XENTR10673
OG0007858	CAPO306180	XENTR02288
OG0007859	CAPO304922	XENTR03062
OG0007908	CAPO305292	XENTR07798
OG0007913	CAPO303796	XENTR02655
OG0007917	CAPO301739	XENTR00915
OG0007918	CAPO306768	XENTR11754
OG0007926	CAPO306159	XENTR03828
OG0007929	CAPO305925	XENTR08354
OG0007934	CAPO306627, CAPO304422	XENTR17047
OG0007936	CAPO302586	XENTR07631
OG0007941	CAPO303397	XENTR11333
OG0007943	CAPO303432	XENTR05797
OG0007947	CAPO304390	XENTR09798
OG0007948	CAPO300847	XENTR08888
OG0007952	CAPO304443	XENTR10420
OG0007957	CAPO307185	XENTR13036
OG0007958	CAPO307613	XENTR11070
OG0007961	CAPO300412	XENTR06254
OG0007962	CAPO304291	XENTR13797
OG0007966	CAPO300853	XENTR00581
OG0007967	CAPO303649	XENTR04931
OG0007968	CAPO302503	XENTR07552
OG0007971	CAPO306113	XENTR17300, XENTR17301
OG0007973	CAPO303148	XENTR18672
OG0007974	CAPO308066	XENTR13640
OG0007975	CAPO300899	XENTR08436
OG0007979	CAPO301049	XENTR05250
OG0007982	CAPO306558	XENTR10596
OG0007983	CAPO304535, CAPO302820	XENTR16037
OG0007984	CAPO304783	XENTR13814
OG0007988	CAPO307013	XENTR15923
OG0007990	CAPO302135	XENTR11787
OG0007991	CAPO303503	XENTR13088
OG0007994	CAPO307783	XENTR05525
OG0007996	CAPO301705	XENTR15283
OG0007997	CAPO302071	XENTR10426
OG0007999	CAPO305183	XENTR06951
OG0008000	CAPO303381	XENTR16143
OG0008002	CAPO306531	XENTR02134, XENTR02133
OG0008006	CAPO303383	XENTR12594
OG0008008	CAPO306044	XENTR18597
OG0008011	CAPO308001	XENTR02801
OG0008016	CAPO307694	XENTR09313
OG0008018	CAPO303249	XENTR08274
OG0008020	CAPO300340	XENTR00191
OG0008027	CAPO300126	XENTR13080
OG0008028	CAPO308036	XENTR04519
OG0008030	CAPO303940	XENTR00882
OG0008031	CAPO301663	XENTR12706
OG0008033	CAPO307763	XENTR07921
OG0008041	CAPO304528	XENTR18188
OG0008045	CAPO304124	XENTR11803
OG0008049	CAPO303430	XENTR06531
OG0008051	CAPO306666	XENTR01785
OG0008053	CAPO307475	XENTR03171
OG0008055	CAPO304973	XENTR02343
OG0008056	CAPO305715	XENTR05929
OG0008062	CAPO307985	XENTR08530
OG0008069	CAPO302773	XENTR09820
OG0008071	CAPO303085	XENTR00077
OG0008072	CAPO304116	XENTR16479
OG0008075	CAPO304938	XENTR15145
OG0008077	CAPO303807	XENTR16541
OG0008079	CAPO305873	XENTR13201
OG0008082	CAPO303589	XENTR02138, XENTR02137
OG0008083	CAPO305526	XENTR03038
OG0008085	CAPO306772, CAPO306778	XENTR06383
OG0008088	CAPO303270	XENTR09004
OG0008098	CAPO301911	XENTR08899
OG0008100	CAPO303437	XENTR13894
OG0008103	CAPO302032	XENTR14105
OG0008104	CAPO303964	XENTR11834
OG0008105	CAPO301825	XENTR00182
OG0008106	CAPO300930	XENTR11126
OG0008109	CAPO302029	XENTR06543
OG0008110	CAPO307398	XENTR18890
OG0008111	CAPO300295	XENTR02658
OG0008113	CAPO306004	XENTR08629, XENTR10068
OG0008117	CAPO307273	XENTR18637
OG0008120	CAPO306854	XENTR11888
OG0008125	CAPO301486	XENTR10329
OG0008126	CAPO301598	XENTR18938
OG0008136	CAPO306527	XENTR02981
OG0008143	CAPO303100	XENTR06411
OG0008196	CAPO305556	XENTR05316
OG0008201	CAPO303869	XENTR02829
OG0008202	CAPO303070	XENTR09753
OG0008203	CAPO300798	XENTR07528
OG0008204	CAPO303341	XENTR08937
OG0008208	CAPO301623	XENTR11124
OG0008230	CAPO302415	XENTR15917
OG0008234	CAPO303355	XENTR07376
OG0008238	CAPO301578	XENTR11188
OG0008239	CAPO300821	XENTR07288
OG0008244	CAPO305920	XENTR01796, XENTR01795
OG0008247	CAPO301105	XENTR08654, XENTR08656, XENTR08655
OG0008249	CAPO305940	XENTR17513
OG0008251	CAPO306974	XENTR00537
OG0008252	CAPO301636	XENTR00568
OG0008254	CAPO307977	XENTR18327
OG0008256	CAPO302660	XENTR12140
OG0008260	CAPO300752	XENTR06274
OG0008263	CAPO305878	XENTR14542
OG0008266	CAPO300538	XENTR06901
OG0008267	CAPO305434	XENTR01352
OG0008268	CAPO307500	XENTR15406
OG0008269	CAPO301506	XENTR17860
OG0008271	CAPO300716	XENTR04352
OG0008272	CAPO308267	XENTR09866
OG0008273	CAPO300883	XENTR17915
OG0008281	CAPO304839	XENTR11627
OG0008283	CAPO300148	XENTR08251
OG0008295	CAPO301876	XENTR00184
OG0008297	CAPO301044	XENTR04554
OG0008304	CAPO304565	XENTR06190
OG0008305	CAPO307576	XENTR08211
OG0008307	CAPO301267	XENTR18959
OG0008309	CAPO301941	XENTR01300
OG0008318	CAPO308255	XENTR02401
OG0008323	CAPO307881	XENTR04337
OG0008325	CAPO305284	XENTR05952
OG0008336	CAPO301347	XENTR02376
OG0008337	CAPO300735	XENTR13556
OG0008339	CAPO307257	XENTR09613
OG0008341	CAPO301643	XENTR09053
OG0008343	CAPO302270	XENTR08200
OG0008345	CAPO301947	XENTR01459
OG0008346	CAPO307261	XENTR11364
OG0008349	CAPO301052	XENTR05258
OG0008350	CAPO306988	XENTR17287
OG0008351	CAPO307792	XENTR13343
OG0008354	CAPO304881	XENTR16532
OG0008358	CAPO306438	XENTR18534
OG0008367	CAPO303697	XENTR08139
OG0008381	CAPO307305	XENTR07926
OG0008386	CAPO306554	XENTR13717
OG0008391	CAPO306819	XENTR00428
OG0008400	CAPO300651	XENTR14794
OG0008401	CAPO304023	XENTR01244
OG0008403	CAPO300621	XENTR12767
OG0008404	CAPO307542	XENTR06168
OG0008406	CAPO304896	XENTR00299
OG0008416	CAPO300816	XENTR12955
OG0008419	CAPO302047	XENTR01646
OG0008422	CAPO301678	XENTR09498
OG0008424	CAPO300325	XENTR15296, XENTR15295
OG0008427	CAPO300837	XENTR09397
OG0008432	CAPO301824	XENTR14433
OG0008437	CAPO305258	XENTR04479
OG0008444	CAPO305551	XENTR12799
OG0008448	CAPO302399	XENTR02405
OG0008516	CAPO306989	XENTR02387
OG0008524	CAPO305854	XENTR14679
OG0008529	CAPO300648	XENTR02098
OG0008532	CAPO305346	XENTR09247
OG0008533	CAPO306433	XENTR01211
OG0008538	CAPO308019	XENTR18860
OG0008542	CAPO303728	XENTR15730
OG0008546	CAPO306328	XENTR07676
OG0008558	CAPO304939	XENTR10140
OG0008571	CAPO306528	XENTR05962
OG0008572	CAPO302769	XENTR11873
OG0008596	CAPO303431	XENTR11812
OG0008601	CAPO308135	XENTR06414
OG0008616	CAPO300306	XENTR12832
OG0008626	CAPO305741	XENTR09686
OG0008627	CAPO304143	XENTR13790
OG0008633	CAPO307916	XENTR18778
OG0008638	CAPO302585	XENTR06292
OG0008639	CAPO304406	XENTR10525
OG0008645	CAPO307683	XENTR01722
OG0008654	CAPO302567	XENTR04792
OG0008655	CAPO303594	XENTR10795
OG0008656	CAPO305542	XENTR01636
OG0008658	CAPO302962	XENTR12731
OG0008661	CAPO305739	XENTR02006
OG0008662	CAPO304364	XENTR00815
OG0008669	CAPO302940	XENTR12612
OG0008672	CAPO301934	XENTR06769
OG0008673	CAPO307917	XENTR17073
OG0008675	CAPO300293	XENTR12099, XENTR16216
OG0008676	CAPO303608	XENTR03487
OG0008684	CAPO306544	XENTR17487
OG0008685	CAPO305455	XENTR10990
OG0008688	CAPO304510	XENTR10721, XENTR10720
OG0008689	CAPO306380	XENTR17820
OG0008696	CAPO301935	XENTR03916
OG0008762	CAPO303477, CAPO307966	XENTR02066
OG0008778	CAPO306085	XENTR11252
OG0008785	CAPO301308	XENTR07791
OG0008804	CAPO302280	XENTR06681
OG0008816	CAPO305371	XENTR08319
OG0008817	CAPO302532	XENTR04869
OG0008823	CAPO306173	XENTR12534
OG0008829	CAPO303197	XENTR02771
OG0008836	CAPO302250	XENTR04547
OG0008837	CAPO307939	XENTR09454
OG0008840	CAPO300288	XENTR17338
OG0008844	CAPO302017	XENTR08180, XENTR08179
OG0008856	CAPO301745	XENTR04432
OG0008883	CAPO307045	XENTR14680
OG0008891	CAPO308327, CAPO306577	XENTR04230
OG0008903	CAPO303747	XENTR10495
OG0008910	CAPO301796	XENTR16947
OG0008913	CAPO300541	XENTR13335
OG0008923	CAPO301602	XENTR06066
OG0008937	CAPO306450	XENTR15417
OG0008938	CAPO300696	XENTR06454
OG0008946	CAPO302886	XENTR10610
OG0008953	CAPO302096	XENTR13813
OG0008955	CAPO308117	XENTR13024
OG0008959	CAPO308005	XENTR11608
OG0008962	CAPO301542	XENTR02396, XENTR03074
OG0008977	CAPO303125	XENTR05118
OG0008990	CAPO301078, CAPO301077	XENTR18969
OG0009075	CAPO302751	XENTR04147, XENTR04735
OG0009078	CAPO306454	XENTR13806
OG0009091	CAPO302198	XENTR17870
OG0009104	CAPO307672	XENTR09896
OG0009115	CAPO303581	XENTR11528
OG0009121	CAPO301808	XENTR00158
OG0009128	CAPO308246	XENTR00737
OG0009135	CAPO302523	XENTR16474, XENTR16473
OG0009147	CAPO303040	XENTR07352
OG0009151	CAPO301713	XENTR08144
OG0009152	CAPO303724	XENTR08136
OG0009156	CAPO301084	XENTR03631, XENTR19240
OG0009164	CAPO305979	XENTR00363
OG0009165	CAPO303917	XENTR01031
OG0009166	CAPO306637	XENTR03630
OG0009169	CAPO307723	XENTR01317
OG0009172	CAPO303130	XENTR05351
OG0009174	CAPO306369	XENTR08267
OG0009176	CAPO302260	XENTR06244
OG0009180	CAPO308017	XENTR01524, XENTR04549
OG0009181	CAPO303752	XENTR08802
OG0009193	CAPO304674	XENTR09952
OG0009196	CAPO302676	XENTR17135
OG0009197	CAPO307545	XENTR12720
OG0009203	CAPO306679	XENTR05979
OG0009225	CAPO300867	XENTR13638
OG0009230	CAPO304005	XENTR06967
OG0009232	CAPO306362, CAPO300613	XENTR18701
OG0009293	CAPO302359	XENTR00339
OG0009297	CAPO302267	XENTR10817
OG0009305	CAPO304439	XENTR05087
OG0009310	CAPO303191	XENTR04713
OG0009344	CAPO305907	XENTR16272
OG0009358	CAPO307748	XENTR01725
OG0009363	CAPO302266	XENTR06448
OG0009370	CAPO305276	XENTR05060
OG0009371	CAPO302126	XENTR13674
OG0009385	CAPO308166	XENTR00823
OG0009386	CAPO308276	XENTR13795
OG0009392	CAPO300845	XENTR05621
OG0009398	CAPO305204	XENTR09101
OG0009415	CAPO304010	XENTR11153
OG0009419	CAPO301909	XENTR01883
OG0009472	CAPO304554	XENTR03269
OG0009474	CAPO307974	XENTR05254
OG0009483	CAPO301155	XENTR07762
OG0009543	CAPO302200	XENTR10932
OG0009584	CAPO300268	XENTR11838
OG0009591	CAPO305910	XENTR14189
OG0009604	CAPO307674	XENTR00499
OG0009617	CAPO304819	XENTR08404
OG0009620	CAPO303211	XENTR01444
OG0009624	CAPO301434	XENTR07732
OG0009629	CAPO304001	XENTR19185
OG0009630	CAPO307063	XENTR09847
OG0009651	CAPO301716	XENTR07500
OG0009654	CAPO304675	XENTR10259
OG0009683	CAPO307930	XENTR03058
OG0009695	CAPO305380	XENTR06012
OG0009700	CAPO301696	XENTR02571
OG0009703	CAPO304925	XENTR15976
OG0009707	CAPO300362	XENTR08693
OG0009741	CAPO305177	XENTR11012
OG0009742	CAPO305554, CAPO302338	XENTR00088, XENTR06848
OG0009890	CAPO304901	XENTR13794
OG0009911	CAPO305191	XENTR16078
OG0009914	CAPO305280	XENTR05030
OG0009926	CAPO304251	XENTR07589
OG0009949	CAPO306063	XENTR06648
OG0009976	CAPO304620	XENTR10152
OG0009994	CAPO302402	XENTR02509
OG0010022	CAPO301184	XENTR17646
OG0010033	CAPO304431	XENTR04324
OG0010047	CAPO303938	XENTR07305
OG0010139	CAPO300252	XENTR00164
OG0010163	CAPO302235	XENTR06530
OG0010172	CAPO305674	XENTR07905
OG0010177	CAPO300963	XENTR08054
OG0010213	CAPO301027	XENTR02851
OG0010218	CAPO302550	XENTR04239
OG0010254	CAPO307982	XENTR01417
OG0010256	CAPO302740	XENTR07240
OG0010259	CAPO308092	XENTR06430
OG0010276	CAPO303860	XENTR12233
OG0010323	CAPO305906	XENTR16160
OG0010346	CAPO300263	XENTR10966
OG0010352	CAPO305923	XENTR11721
OG0010353	CAPO300261	XENTR05584
OG0010354	CAPO306058	XENTR14944
OG0010369	CAPO302233	XENTR05713
OG0010372	CAPO307603	XENTR06460
OG0010525	CAPO303308	XENTR13537
OG0010570	CAPO300504	XENTR05122
OG0010574	CAPO308072	XENTR18681
OG0010575	CAPO304323	XENTR16035
OG0010705	CAPO301775	XENTR17825, XENTR17824
OG0010875	CAPO307033	XENTR16466
OG0010876	CAPO307416	XENTR04544
OG0011234	CAPO300622	XENTR14259
OG0011258	CAPO307634	XENTR04596
OG0011429	CAPO302665	XENTR15159
OG0011432	CAPO301246	XENTR09733
OG0011624	CAPO302976	XENTR10664
OG0011869	CAPO306174	XENTR11292
OG0011908	CAPO305024	XENTR14176
OG0011917	CAPO307328	XENTR01650
OG0011920	CAPO301446	XENTR03369
OG0011922	CAPO304910	XENTR09936
OG0011947	CAPO300896	XENTR15387
OG0012449	CAPO300937	XENTR10597
OG0012482	CAPO306432	XENTR01028
OG0013135	CAPO305657	XENTR06063
OG0013172	CAPO306598	XENTR18709
OG0013258	CAPO304877	XENTR00922
OG0015023	CAPO305480	XENTR09124
OG0015238	CAPO304060	XENTR03835
