Orthogroup	CAPO3	SCHMD
OG0007325	CAPO305675	SCHMD13424
OG0007326	CAPO304342	SCHMD26648, SCHMD13997
OG0007330	CAPO300366	SCHMD01349
OG0007332	CAPO302800	SCHMD29643
OG0007335	CAPO304929	SCHMD00787
OG0007339	CAPO300192	SCHMD14813, SCHMD09117
OG0007341	CAPO300898	SCHMD01365
OG0007342	CAPO300397	SCHMD12266
OG0007343	CAPO305744	SCHMD12161
OG0007347	CAPO302872	SCHMD06807
OG0007353	CAPO302025	SCHMD22439
OG0007354	CAPO303485	SCHMD09176
OG0007356	CAPO306331	SCHMD16766, SCHMD16762, SCHMD17068
OG0007357	CAPO304967	SCHMD05386, SCHMD05385
OG0007358	CAPO304741	SCHMD10648
OG0007361	CAPO305039	SCHMD02642
OG0007363	CAPO304834	SCHMD02234
OG0007364	CAPO303075	SCHMD28442
OG0007367	CAPO305088	SCHMD09749
OG0007372	CAPO307960	SCHMD02515
OG0007373	CAPO301099	SCHMD29255, SCHMD11208, SCHMD11207
OG0007380	CAPO300141	SCHMD16057
OG0007382	CAPO305525	SCHMD06011
OG0007385	CAPO304120	SCHMD04159
OG0007387	CAPO304030	SCHMD01904, SCHMD01903
OG0007391	CAPO304827	SCHMD01653
OG0007393	CAPO301859	SCHMD29705, SCHMD00157
OG0007395	CAPO302788	SCHMD09491
OG0007396	CAPO302581	SCHMD01151
OG0007397	CAPO300434	SCHMD03095
OG0007399	CAPO306050	SCHMD13118, SCHMD13117
OG0007401	CAPO302124	SCHMD06026
OG0007402	CAPO306401	SCHMD10585, SCHMD06444
OG0007405	CAPO303800	SCHMD18973, SCHMD27327
OG0007407	CAPO306953	SCHMD14070, SCHMD08282
OG0007408	CAPO303491	SCHMD03954
OG0007412	CAPO302107	SCHMD14910, SCHMD20394
OG0007414	CAPO300363	SCHMD03104, SCHMD03103
OG0007415	CAPO307758, CAPO301270	SCHMD29702, SCHMD13340
OG0007417	CAPO303652	SCHMD04581
OG0007421	CAPO301566	SCHMD09236
OG0007422	CAPO301771	SCHMD15449
OG0007425	CAPO303896	SCHMD18256
OG0007431	CAPO304150	SCHMD02074
OG0007432	CAPO307504	SCHMD13608
OG0007437	CAPO302606	SCHMD26347
OG0007439	CAPO300813	SCHMD01098
OG0007442	CAPO308291	SCHMD10535
OG0007446	CAPO303088	SCHMD06891
OG0007447	CAPO301482	SCHMD07199
OG0007455	CAPO303919	SCHMD17462
OG0007456	CAPO301020	SCHMD11658
OG0007457	CAPO302854	SCHMD13308, SCHMD05942, SCHMD22483
OG0007458	CAPO300350	SCHMD11828
OG0007459	CAPO304746	SCHMD04395
OG0007463	CAPO300212	SCHMD17150, SCHMD29377
OG0007470	CAPO304669	SCHMD04262, SCHMD05817
OG0007471	CAPO307438	SCHMD29391
OG0007472	CAPO302245	SCHMD07414
OG0007473	CAPO303433	SCHMD18788, SCHMD20111
OG0007476	CAPO303558	SCHMD29552, SCHMD06042
OG0007478	CAPO301266	SCHMD08638, SCHMD14462
OG0007482	CAPO307266	SCHMD16972, SCHMD28646
OG0007483	CAPO300503	SCHMD12708, SCHMD14284, SCHMD23530
OG0007488	CAPO308146	SCHMD04017, SCHMD01795, SCHMD10540
OG0007490	CAPO303421	SCHMD25654
OG0007491	CAPO304949	SCHMD17539, SCHMD13726
OG0007494	CAPO300105	SCHMD02157, SCHMD22482
OG0007496	CAPO306996	SCHMD02753, SCHMD05117, SCHMD12648
OG0007498	CAPO306301	SCHMD13903
OG0007499	CAPO302974	SCHMD02341
OG0007503	CAPO308251	SCHMD02190
OG0007508	CAPO306367	SCHMD07064, SCHMD26310, SCHMD21007
OG0007509	CAPO301428	SCHMD00947
OG0007510	CAPO303897	SCHMD06196
OG0007519	CAPO307472	SCHMD00238
OG0007525	CAPO300836	SCHMD03649, SCHMD14793
OG0007531	CAPO301562	SCHMD07206
OG0007541	CAPO301788	SCHMD18271, SCHMD20165
OG0007586	CAPO305648	SCHMD00208
OG0007588	CAPO306467	SCHMD05957
OG0007591	CAPO302671	SCHMD19104
OG0007597	CAPO302699	SCHMD00061
OG0007601	CAPO303119	SCHMD28220
OG0007602	CAPO307324	SCHMD03764
OG0007603	CAPO301881	SCHMD02707
OG0007607	CAPO304420	SCHMD25251
OG0007611	CAPO300602	SCHMD04251
OG0007613	CAPO304725	SCHMD05026
OG0007615	CAPO302208	SCHMD10027
OG0007619	CAPO307079	SCHMD02768
OG0007621	CAPO302700	SCHMD00066
OG0007624	CAPO306507	SCHMD15354
OG0007629	CAPO306379	SCHMD24454, SCHMD08697
OG0007633	CAPO303133	SCHMD19695
OG0007634	CAPO301291	SCHMD06239
OG0007646	CAPO303345	SCHMD05492
OG0007656	CAPO306133	SCHMD00482
OG0007657	CAPO302526	SCHMD16543
OG0007663	CAPO303269	SCHMD11554
OG0007666	CAPO302483	SCHMD11299
OG0007673	CAPO306691	SCHMD08768
OG0007676	CAPO301687	SCHMD08823
OG0007687	CAPO301616	SCHMD06419, SCHMD07587
OG0007690	CAPO306330	SCHMD21197
OG0007691	CAPO306763	SCHMD07299
OG0007698	CAPO302218	SCHMD08531
OG0007699	CAPO308210	SCHMD16879, SCHMD00085
OG0007709	CAPO305895	SCHMD11596, SCHMD01220
OG0007712	CAPO301491	SCHMD04858
OG0007713	CAPO305624	SCHMD16511
OG0007722	CAPO300661	SCHMD27869, SCHMD06810
OG0007727	CAPO301122	SCHMD02748
OG0007732	CAPO302232	SCHMD21069, SCHMD19292
OG0007739	CAPO306247	SCHMD24121
OG0007744	CAPO302276	SCHMD01094
OG0007749	CAPO303871	SCHMD22281
OG0007751	CAPO306625	SCHMD08536
OG0007752	CAPO303736	SCHMD00218
OG0007754	CAPO307268	SCHMD22646
OG0007759	CAPO304951	SCHMD15154, SCHMD24999
OG0007767	CAPO304549	SCHMD08815
OG0007771	CAPO302978	SCHMD10247
OG0007772	CAPO304662	SCHMD02978
OG0007773	CAPO302396	SCHMD09375
OG0007781	CAPO301676	SCHMD03244, SCHMD03245
OG0007782	CAPO301686	SCHMD03677
OG0007783	CAPO302092	SCHMD07210
OG0007786	CAPO302428	SCHMD23945
OG0007787	CAPO307455	SCHMD06132, SCHMD05625
OG0007791	CAPO305711	SCHMD06525
OG0007794	CAPO300123	SCHMD29276
OG0007801	CAPO304268	SCHMD00120
OG0007803	CAPO301792	SCHMD04261
OG0007804	CAPO302116	SCHMD06254
OG0007810	CAPO306480	SCHMD02712
OG0007811	CAPO303448	SCHMD17086, SCHMD14179
OG0007813	CAPO300842	SCHMD00295
OG0007816	CAPO300570	SCHMD10692
OG0007820	CAPO308148	SCHMD03191, SCHMD03190
OG0007825	CAPO304573	SCHMD10602
OG0007827	CAPO305582	SCHMD11981
OG0007829	CAPO305400	SCHMD05047
OG0007830	CAPO300733	SCHMD06198
OG0007831	CAPO306309	SCHMD01922
OG0007858	CAPO306180	SCHMD16060
OG0007913	CAPO303796	SCHMD28174, SCHMD12506
OG0007918	CAPO306768	SCHMD04862
OG0007936	CAPO302586	SCHMD13242
OG0007943	CAPO303432	SCHMD05794
OG0007947	CAPO304390	SCHMD01811
OG0007952	CAPO304443	SCHMD11422
OG0007957	CAPO307185	SCHMD06225
OG0007958	CAPO307613	SCHMD06124
OG0007962	CAPO304291	SCHMD28715
OG0007966	CAPO300853	SCHMD18759
OG0007971	CAPO306113	SCHMD18597, SCHMD10408
OG0007978	CAPO300419	SCHMD06883
OG0007979	CAPO301049	SCHMD19003
OG0007991	CAPO303503	SCHMD23963
OG0007994	CAPO307783	SCHMD14773
OG0007996	CAPO301705	SCHMD12658
OG0007999	CAPO305183	SCHMD04760
OG0008000	CAPO303381	SCHMD06527
OG0008002	CAPO306531	SCHMD21980
OG0008005	CAPO303144	SCHMD17669, SCHMD20609
OG0008008	CAPO306044	SCHMD10303
OG0008016	CAPO307694	SCHMD00413
OG0008025	CAPO300183	SCHMD07224
OG0008030	CAPO303940	SCHMD06361
OG0008031	CAPO301663	SCHMD07106
OG0008038	CAPO303434	SCHMD19808
OG0008041	CAPO304528	SCHMD24202, SCHMD08618
OG0008045	CAPO304124	SCHMD01227
OG0008050	CAPO301839	SCHMD06152
OG0008051	CAPO306666	SCHMD23274, SCHMD15079
OG0008056	CAPO305715	SCHMD07503
OG0008069	CAPO302773	SCHMD01844
OG0008079	CAPO305873	SCHMD20114
OG0008083	CAPO305526	SCHMD06583
OG0008085	CAPO306772, CAPO306778	SCHMD09017
OG0008091	CAPO301577	SCHMD06256
OG0008094	CAPO302837	SCHMD15453
OG0008100	CAPO303437	SCHMD01273
OG0008103	CAPO302032	SCHMD17469
OG0008105	CAPO301825	SCHMD25390, SCHMD14792
OG0008109	CAPO302029	SCHMD04630
OG0008110	CAPO307398	SCHMD13980, SCHMD18485
OG0008113	CAPO306004	SCHMD11498
OG0008120	CAPO306854	SCHMD22241
OG0008122	CAPO306853	SCHMD15610
OG0008126	CAPO301598	SCHMD10157, SCHMD27581
OG0008136	CAPO306527	SCHMD15183
OG0008201	CAPO303869	SCHMD02565
OG0008203	CAPO300798	SCHMD02500
OG0008204	CAPO303341	SCHMD15894
OG0008208	CAPO301623	SCHMD04911
OG0008238	CAPO301578	SCHMD10302
OG0008249	CAPO305940	SCHMD19574
OG0008268	CAPO307500	SCHMD13577
OG0008269	CAPO301506	SCHMD14580
OG0008271	CAPO300716	SCHMD01219
OG0008281	CAPO304839	SCHMD05027
OG0008283	CAPO300148	SCHMD05016
OG0008295	CAPO301876	SCHMD09987
OG0008304	CAPO304565	SCHMD07113
OG0008318	CAPO308255	SCHMD10002
OG0008327	CAPO305580	SCHMD12357
OG0008335	CAPO303407	SCHMD12743
OG0008341	CAPO301643	SCHMD06774
OG0008348	CAPO303902	SCHMD08325
OG0008358	CAPO306438	SCHMD29773
OG0008369	CAPO301896	SCHMD11496, SCHMD16293
OG0008381	CAPO307305	SCHMD25812, SCHMD08479
OG0008401	CAPO304023	SCHMD14767
OG0008403	CAPO300621	SCHMD28274
OG0008404	CAPO307542	SCHMD00779
OG0008416	CAPO300816	SCHMD11640
OG0008419	CAPO302047	SCHMD29496, SCHMD28880, SCHMD28879
OG0008422	CAPO301678	SCHMD08546
OG0008424	CAPO300325	SCHMD01987
OG0008427	CAPO300837	SCHMD14294, SCHMD08805
OG0008432	CAPO301824	SCHMD29562
OG0008444	CAPO305551	SCHMD03971
OG0008516	CAPO306989	SCHMD16129
OG0008524	CAPO305854	SCHMD13695, SCHMD25478
OG0008538	CAPO308019	SCHMD28015, SCHMD06259
OG0008540	CAPO306008	SCHMD02327
OG0008549	CAPO301241	SCHMD09477, SCHMD08821
OG0008552	CAPO306825	SCHMD17431
OG0008601	CAPO308135	SCHMD29284, SCHMD21138, SCHMD24337
OG0008616	CAPO300306	SCHMD10573
OG0008620	CAPO301626	SCHMD03945
OG0008633	CAPO307916	SCHMD15809
OG0008639	CAPO304406	SCHMD06381
OG0008654	CAPO302567	SCHMD24065, SCHMD27002, SCHMD24064
OG0008659	CAPO304842	SCHMD12477, SCHMD07365
OG0008661	CAPO305739	SCHMD09014
OG0008662	CAPO304364	SCHMD04637
OG0008663	CAPO305299	SCHMD04228, SCHMD04984, SCHMD20775
OG0008673	CAPO307917	SCHMD24760, SCHMD26780
OG0008676	CAPO303608	SCHMD04870
OG0008689	CAPO306380	SCHMD01073, SCHMD18960, SCHMD19009
OG0008762	CAPO303477, CAPO307966	SCHMD10840
OG0008778	CAPO306085	SCHMD08083
OG0008794	CAPO303046	SCHMD07174
OG0008824	CAPO307205	SCHMD07471
OG0008836	CAPO302250	SCHMD17978
OG0008837	CAPO307939	SCHMD09041
OG0008872	CAPO300021	SCHMD07607
OG0008903	CAPO303747	SCHMD15652, SCHMD15797
OG0008913	CAPO300541	SCHMD01125
OG0008938	CAPO300696	SCHMD01642
OG0008990	CAPO301077	SCHMD05053
OG0009078	CAPO306454	SCHMD03858
OG0009082	CAPO307883	SCHMD09430
OG0009104	CAPO307672	SCHMD29841
OG0009105	CAPO300479, CAPO307554	SCHMD29027
OG0009115	CAPO303581	SCHMD04961, SCHMD24724
OG0009135	CAPO302523	SCHMD06725
OG0009176	CAPO302260	SCHMD01852
OG0009196	CAPO302676	SCHMD17104, SCHMD11345
OG0009197	CAPO307545	SCHMD27935
OG0009203	CAPO306679	SCHMD14775
OG0009225	CAPO300867	SCHMD06569, SCHMD09095
OG0009297	CAPO302267	SCHMD29664
OG0009310	CAPO303191	SCHMD26041
OG0009344	CAPO305907	SCHMD21844
OG0009354	CAPO303841	SCHMD17497, SCHMD28856
OG0009382	CAPO307453	SCHMD06902
OG0009385	CAPO308166	SCHMD04877
OG0009400	CAPO300534	SCHMD12783, SCHMD06073
OG0009413	CAPO307306	SCHMD25631
OG0009415	CAPO304010	SCHMD20606
OG0009451	CAPO304190	SCHMD01015
OG0009486	CAPO304979	SCHMD28400
OG0009591	CAPO305910	SCHMD27085, SCHMD23257
OG0009617	CAPO304819	SCHMD06650
OG0009654	CAPO304675	SCHMD11529, SCHMD10542
OG0009677	CAPO301926	SCHMD09943
OG0009677	CAPO305625	SCHMD14320
OG0009703	CAPO304925	SCHMD06929
OG0009890	CAPO304901	SCHMD17267, SCHMD15237
OG0009903	CAPO304229	SCHMD18281
OG0009906	CAPO304048	SCHMD03707
OG0009911	CAPO305191	SCHMD21137, SCHMD08065
OG0009916	CAPO303534	SCHMD17954, SCHMD18895
OG0009926	CAPO304251	SCHMD29323
OG0009950	CAPO305639	SCHMD28115
OG0009976	CAPO304620	SCHMD00227
OG0009994	CAPO302402	SCHMD14354
OG0010048	CAPO302482	SCHMD23752, SCHMD18623
OG0010155	CAPO304770	SCHMD02962
OG0010346	CAPO300263	SCHMD01346
OG0010369	CAPO302233	SCHMD06263
OG0010372	CAPO307603	SCHMD02543
OG0010503	CAPO300209	SCHMD26193
OG0010570	CAPO300504	SCHMD14073
OG0010575	CAPO304323	SCHMD02392
OG0010713	CAPO304252	SCHMD14599, SCHMD06711
OG0010875	CAPO307033	SCHMD06948
OG0010876	CAPO307416	SCHMD00051
OG0011003	CAPO301580	SCHMD00814
OG0011111	CAPO300518	SCHMD08835, SCHMD08834, SCHMD08833
OG0011258	CAPO307634	SCHMD00702
OG0011313	CAPO300455	SCHMD20909
OG0011429	CAPO302665	SCHMD22674
OG0011464	CAPO305492	SCHMD29699, SCHMD27417
OG0011799	CAPO303536	SCHMD18709
OG0011869	CAPO306174	SCHMD00108
OG0011968	CAPO300180	SCHMD02685, SCHMD15903
OG0012221	CAPO303770	SCHMD18013, SCHMD05116
OG0012383	CAPO301195	SCHMD14005, SCHMD13822, SCHMD07225, SCHMD13821, SCHMD20865, SCHMD04613, SCHMD27374, SCHMD14790
OG0012801	CAPO305045, CAPO304228	SCHMD11811
OG0013224	CAPO305282	SCHMD07071, SCHMD22046
OG0013293	CAPO308297	SCHMD18564, SCHMD03535, SCHMD03536, SCHMD03538, SCHMD28519, SCHMD25492, SCHMD27358, SCHMD26400, SCHMD25491
OG0014778	CAPO301321	SCHMD10508
OG0016027	CAPO307184, CAPO300043	SCHMD29598
OG0016430	CAPO302367	SCHMD11663
OG0016566	CAPO302615	SCHMD09618, SCHMD09616
OG0016568	CAPO306487	SCHMD04407
OG0016569	CAPO306887	SCHMD05102
OG0017617	CAPO302324	SCHMD28452, SCHMD28454
OG0017673	CAPO300959	SCHMD29077
OG0017787	CAPO301671, CAPO308144	SCHMD29788
OG0017883	CAPO308300	SCHMD04646
OG0018082	CAPO302374	SCHMD22190
OG0018377	CAPO305476	SCHMD29537
OG0018378	CAPO305844	SCHMD29067
OG0018379	CAPO306184	SCHMD29790
OG0018380	CAPO306252	SCHMD12656, SCHMD27824, SCHMD27642, SCHMD29244, SCHMD28447
OG0018382	CAPO307234	SCHMD02217, SCHMD02212, SCHMD02207
OG0019668	CAPO303620	SCHMD29564
OG0019905	CAPO301833, CAPO300262	SCHMD29486
OG0020623	CAPO307680	SCHMD06019
OG0020783	CAPO303516, CAPO303517, CAPO305814, CAPO302334	SCHMD29075
OG0020789	CAPO306641	SCHMD28705, SCHMD29171
OG0024296	CAPO303151	SCHMD28543, SCHMD29581
OG0024310	CAPO300685	SCHMD28888
OG0024322	CAPO302543	SCHMD29322
OG0024338	CAPO304604	SCHMD29415
OG0024343	CAPO305788	SCHMD29751
OG0024348	CAPO308105	SCHMD29168
OG0027413	CAPO305097	SCHMD29264
OG0030057	CAPO300052	SCHMD29228
OG0030099	CAPO304286	SCHMD28679
OG0030101	CAPO304424	SCHMD29227
OG0030111	CAPO306200	SCHMD29233
OG0041460	CAPO301221	SCHMD29237
OG0041501	CAPO302511	SCHMD28441
OG0041564	CAPO305701	SCHMD29550
