Orthogroup	CAPO3	AENJA_ok
OG0008309	CAPO301941	AENJA_13239
OG0008313	CAPO305984	AENJA_13915
OG0008318	CAPO308255	AENJA_14785
OG0008323	CAPO307881	AENJA_15382
OG0008325	CAPO305284	AENJA_15718, AENJA_15717
OG0008327	CAPO305580	AENJA_15788
OG0008332	CAPO307922	AENJA_16512
OG0008335	CAPO303407	AENJA_17118
OG0008336	CAPO301347	AENJA_17129
OG0008337	CAPO300735	AENJA_17300
OG0008339	CAPO307257	AENJA_17825
OG0008341	CAPO301643	AENJA_18514
OG0008343	CAPO302270	AENJA_18563
OG0008345	CAPO301947	AENJA_18699
OG0008346	CAPO307261	AENJA_18767
OG0008348	CAPO303902	AENJA_19233
OG0008349	CAPO301052	AENJA_19677
OG0008350	CAPO306988	AENJA_19686
OG0008351	CAPO307792	AENJA_19747
OG0008354	CAPO304881	AENJA_20279
OG0008358	CAPO306438	AENJA_21304
OG0008367	CAPO303697	AENJA_23708
OG0008369	CAPO301896	AENJA_24036
OG0008381	CAPO307305	AENJA_26202
OG0008386	CAPO306554	AENJA_26631
OG0008515	CAPO307779	AENJA_23531
OG0008515	CAPO305410	AENJA_01090
OG0008516	CAPO306989	AENJA_01225
OG0008519	CAPO303354, CAPO304309	AENJA_01960
OG0008524	CAPO305854	AENJA_03437
OG0008529	CAPO300648	AENJA_04298
OG0008532	CAPO305346	AENJA_04571
OG0008533	CAPO306433	AENJA_04666
OG0008538	CAPO308019	AENJA_05378, AENJA_19445
OG0008540	CAPO306008	AENJA_05568
OG0008542	CAPO303728	AENJA_05813
OG0008546	CAPO306328	AENJA_06435
OG0008549	CAPO301241	AENJA_25235, AENJA_07473
OG0008552	CAPO306825	AENJA_07719
OG0008558	CAPO304939	AENJA_09242
OG0008568	CAPO303451	AENJA_16583, AENJA_11177
OG0008570	CAPO306028	AENJA_11204
OG0008571	CAPO306528	AENJA_11214, AENJA_11602
OG0008572	CAPO302769	AENJA_11295
OG0008589	CAPO300561	AENJA_14057, AENJA_14580
OG0008596	CAPO303431	AENJA_14880
OG0008601	CAPO308135	AENJA_16193
OG0008605	CAPO307450	AENJA_16741
OG0008616	CAPO300306	AENJA_18680, AENJA_18679
OG0008620	CAPO301626	AENJA_19257
OG0008626	CAPO305741	AENJA_20823
OG0008627	CAPO304143	AENJA_20874
OG0008633	CAPO307916	AENJA_22194
OG0008638	CAPO302585	AENJA_23413
OG0008639	CAPO304406	AENJA_23500
OG0008643	CAPO305110	AENJA_24368
OG0008645	CAPO307683	AENJA_26189
OG0008762	CAPO303477, CAPO307966	AENJA_01196
OG0008775	CAPO303006	AENJA_02882
OG0008778	CAPO306085	AENJA_02933
OG0008785	CAPO301308	AENJA_04147
OG0008792	CAPO303971	AENJA_05562
OG0008794	CAPO303046	AENJA_05734
OG0008799	CAPO304437	AENJA_06238
OG0008804	CAPO302280	AENJA_06815
OG0008816	CAPO305371	AENJA_09134
OG0008817	CAPO302532	AENJA_09251
OG0008818	CAPO306967	AENJA_09454
OG0008823	CAPO306173	AENJA_11424
OG0008824	CAPO307205	AENJA_11564
OG0008829	CAPO303197	AENJA_12118
OG0008836	CAPO302250	AENJA_12998
OG0008837	CAPO307939	AENJA_13420
OG0008840	CAPO300288	AENJA_13926
OG0008844	CAPO302017	AENJA_14159
OG0008855	CAPO305952	AENJA_17082
OG0008856	CAPO301745	AENJA_17229
OG0008872	CAPO300021	AENJA_20547
OG0008873	CAPO304889	AENJA_20898
OG0008877	CAPO307090	AENJA_21368
OG0008879	CAPO302991	AENJA_21532
OG0008882	CAPO300698, CAPO305470	AENJA_21696
OG0008883	CAPO307045	AENJA_22131
OG0008891	CAPO308327, CAPO306577	AENJA_24806
OG0009052	CAPO308131	AENJA_01879
OG0009066	CAPO303946	AENJA_04891
OG0009069	CAPO307868	AENJA_05231
OG0009070	CAPO304616	AENJA_05554
OG0009075	CAPO302751	AENJA_06924
OG0009078	CAPO306454	AENJA_07563
OG0009082	CAPO307883	AENJA_07881
OG0009090	CAPO302052	AENJA_10494
OG0009091	CAPO302198	AENJA_10589
OG0009096	CAPO307816	AENJA_11395
OG0009098	CAPO302843	AENJA_12163, AENJA_12164, AENJA_20527
OG0009102	CAPO300296	AENJA_25701, AENJA_13423
OG0009104	CAPO307672	AENJA_14011
OG0009105	CAPO307554	AENJA_14046
OG0009115	CAPO303581	AENJA_17120
OG0009118	CAPO306907	AENJA_18120
OG0009121	CAPO301808	AENJA_18409
OG0009128	CAPO308246	AENJA_19036
OG0009131	CAPO302501	AENJA_20078
OG0009135	CAPO302523	AENJA_21311
OG0009147	CAPO303040	AENJA_24589
OG0009151	CAPO301713	AENJA_25481
OG0009152	CAPO303724	AENJA_26546
OG0009153	CAPO300987	AENJA_26697
OG0009289	CAPO305327	AENJA_08443, AENJA_01866, AENJA_19619, AENJA_22074, AENJA_17859, AENJA_01915, AENJA_06951, AENJA_08205, AENJA_09154, AENJA_10778, AENJA_19627, AENJA_17217, AENJA_05924, AENJA_23898, AENJA_10322, AENJA_18009, AENJA_26519, AENJA_00193
OG0009293	CAPO302359	AENJA_00714
OG0009297	CAPO302267	AENJA_00973, AENJA_22005
OG0009305	CAPO304439	AENJA_02197, AENJA_12417
OG0009307	CAPO305768	AENJA_03027, AENJA_03026
OG0009310	CAPO303191	AENJA_03494
OG0009311	CAPO300670	AENJA_03632
OG0009314	CAPO303717	AENJA_04791
OG0009320	CAPO304806	AENJA_05791
OG0009334	CAPO306334	AENJA_08089
OG0009336	CAPO301042	AENJA_08158
OG0009339	CAPO303020	AENJA_09006
OG0009343	CAPO302053	AENJA_10493
OG0009344	CAPO305907	AENJA_10588
OG0009354	CAPO303841	AENJA_13623, AENJA_13624
OG0009358	CAPO307748	AENJA_14876
OG0009360	CAPO305111	AENJA_15358
OG0009361	CAPO301081	AENJA_15655
OG0009363	CAPO302266	AENJA_15998
OG0009370	CAPO305276	AENJA_17151
OG0009371	CAPO302126	AENJA_17602
OG0009372	CAPO307875	AENJA_17719
OG0009374	CAPO307954	AENJA_18156
OG0009382	CAPO307453	AENJA_20045
OG0009385	CAPO308166	AENJA_20219
OG0009386	CAPO308276	AENJA_20421
OG0009388	CAPO304763	AENJA_20712
OG0009389	CAPO302985	AENJA_20714, AENJA_20715
OG0009392	CAPO300845	AENJA_21369
OG0009394	CAPO306321	AENJA_21395
OG0009398	CAPO305204	AENJA_22251
OG0009400	CAPO300534	AENJA_23053
OG0009413	CAPO307306	AENJA_26737
OG0009543	CAPO302200	AENJA_00266
OG0009555	CAPO302201	AENJA_04032, AENJA_01460
OG0009584	CAPO300268	AENJA_07168
OG0009587	CAPO302994	AENJA_08535
OG0009590	CAPO302279	AENJA_08772
OG0009591	CAPO305910	AENJA_09048, AENJA_12842
OG0009599	CAPO300676	AENJA_19429, AENJA_10326
OG0009604	CAPO307674	AENJA_11213
OG0009610	CAPO306556	AENJA_13300
OG0009614	CAPO304376	AENJA_14375
OG0009617	CAPO304819	AENJA_14949
OG0009620	CAPO303211	AENJA_17026
OG0009624	CAPO301434	AENJA_17980
OG0009629	CAPO304001	AENJA_19050
OG0009630	CAPO307063	AENJA_19166
OG0009634	CAPO300161	AENJA_20375
OG0009639	CAPO302947	AENJA_21601
OG0009651	CAPO301716	AENJA_23874
OG0009654	CAPO304675	AENJA_24871
OG0009865	CAPO301086	AENJA_05625
OG0009870	CAPO307177	AENJA_05953
OG0009886	CAPO306684	AENJA_11070
OG0009887	CAPO304717	AENJA_11076
OG0009890	CAPO304901	AENJA_13003
OG0009892	CAPO304276	AENJA_13449
OG0009899	CAPO305540	AENJA_16214
OG0009903	CAPO304229	AENJA_20538, AENJA_17854
OG0009906	CAPO304048	AENJA_18517
OG0009911	CAPO305191	AENJA_20063
OG0009914	CAPO305280	AENJA_20661
OG0009916	CAPO303534	AENJA_21317
OG0009920	CAPO301007	AENJA_22906
OG0009921	CAPO301535	AENJA_24049
OG0009922	CAPO306699	AENJA_24255
OG0009926	CAPO304251	AENJA_25674
OG0010125	CAPO307044	AENJA_00452
OG0010126	CAPO301111	AENJA_00777, AENJA_17349
OG0010137	CAPO306569	AENJA_03069
OG0010139	CAPO300252	AENJA_03273
OG0010150	CAPO303024	AENJA_12931, AENJA_04364
OG0010155	CAPO304770	AENJA_05752
OG0010163	CAPO302235	AENJA_07381
OG0010172	CAPO305674	AENJA_08769
OG0010177	CAPO300963	AENJA_10783
OG0010189	CAPO301469	AENJA_14925, AENJA_13037
OG0010196	CAPO301661, CAPO305383	AENJA_14455
OG0010213	CAPO301027	AENJA_21987
OG0010218	CAPO302550	AENJA_23702
OG0010229	CAPO300233, CAPO300527	AENJA_26343
OG0010487	CAPO304418	AENJA_03325
OG0010492	CAPO302373	AENJA_04296
OG0010499	CAPO301617	AENJA_06807
OG0010503	CAPO300209	AENJA_07614, AENJA_15606
OG0010505	CAPO303112	AENJA_07782, AENJA_07781
OG0010525	CAPO303308	AENJA_12099
OG0010528	CAPO305757	AENJA_13205, AENJA_23193
OG0010531	CAPO306773, CAPO306779	AENJA_13997
OG0010545	CAPO305227	AENJA_16019
OG0010563	CAPO300739	AENJA_19992
OG0010568	CAPO301174	AENJA_21427
OG0010570	CAPO300504	AENJA_21815
OG0010574	CAPO308072	AENJA_22827
OG0010575	CAPO304323	AENJA_23354
OG0010583	CAPO304585	AENJA_25186
OG0010841	CAPO305667	AENJA_04156
OG0010875	CAPO307033	AENJA_13040
OG0010876	CAPO307416	AENJA_13415
OG0010880	CAPO303091	AENJA_14444
OG0010885	CAPO303506	AENJA_15446
OG0010890	CAPO305999	AENJA_16589
OG0010893	CAPO300796	AENJA_17950
OG0010914	CAPO300508	AENJA_23536
OG0011205	CAPO300343	AENJA_03274
OG0011208	CAPO307220	AENJA_19833, AENJA_04015
OG0011234	CAPO300622	AENJA_12509
OG0011243	CAPO303857	AENJA_16304
OG0011246	CAPO302595	AENJA_17282
OG0011256	CAPO307482	AENJA_20792
OG0011258	CAPO307634	AENJA_21543
OG0011624	CAPO302976	AENJA_00420
OG0011628	CAPO300891	AENJA_01188
OG0011658	CAPO301380	AENJA_05499
OG0011673	CAPO303114	AENJA_08523
OG0011709	CAPO303019	AENJA_17255, AENJA_23887
OG0011710	CAPO306516	AENJA_17338
OG0011728	CAPO305728	AENJA_22771
OG0012157	CAPO305000	AENJA_00781
OG0012160	CAPO301793	AENJA_01280
OG0012161	CAPO300146	AENJA_01320
OG0012200	CAPO306278	AENJA_08365
OG0012208	CAPO307701	AENJA_09963
OG0012221	CAPO303770	AENJA_14312
OG0012801	CAPO305045, CAPO304228	AENJA_07736
OG0012824	CAPO301619, CAPO305973	AENJA_12997
OG0012842	CAPO305650	AENJA_19711
OG0013601	CAPO304363	AENJA_09744
OG0014511	CAPO302844	AENJA_04051
OG0014546	CAPO301130	AENJA_20553, AENJA_11232
OG0015683	CAPO305538	AENJA_11113
OG0017215	CAPO300454	AENJA_10726
OG0019253	CAPO306317, CAPO307433, CAPO303499	AENJA_10098, AENJA_10105
OG0019301	CAPO307891, CAPO302188	AENJA_18307
OG0019306	CAPO305833	AENJA_19896
OG0022080	CAPO305819	AENJA_00102
OG0026769	CAPO305330	AENJA_11691
OG0034504	CAPO304017	AENJA_20385
