Orthogroup	CAPO3	OWEFU
OG0007624	CAPO306507	OFUSG00912.1.p1
OG0007629	CAPO306379	OFUSG08807.1.p1
OG0007633	CAPO303133	OFUSG17043.1.p1
OG0007634	CAPO301291	OFUSG18364.1.p1
OG0007640	CAPO305938	OFUSG19648.1.p1
OG0007646	CAPO303345	OFUSG02602.2.p1, OFUSG02602.1.p1
OG0007648	CAPO303467	OFUSG23402.1.p1
OG0007649	CAPO300338	OFUSG11208.1.p1
OG0007653	CAPO304087	OFUSG12107.1.p1
OG0007656	CAPO306133	OFUSG06312.1.p1
OG0007657	CAPO302526	OFUSG00269.1.p1
OG0007660	CAPO308074	OFUSG08033.1.p1
OG0007663	CAPO303269	OFUSG08187.1.p1
OG0007666	CAPO302483	OFUSG18592.1.p1
OG0007673	CAPO306691	OFUSG12933.1.p1
OG0007674	CAPO307516	OFUSG12587.1.p1
OG0007676	CAPO301687	OFUSG07077.2.p1, OFUSG07077.1.p1
OG0007677	CAPO302393	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1
OG0007680	CAPO301892	OFUSG13025.1.p1
OG0007685	CAPO307242	OFUSG11339.1.p1
OG0007686	CAPO307006	OFUSG05228.1.p1
OG0007690	CAPO306330	OFUSG05888.1.p1
OG0007691	CAPO306763	OFUSG17394.1.p1
OG0007692	CAPO304764	OFUSG10240.1.p1
OG0007694	CAPO300777	OFUSG22930.1.p1
OG0007698	CAPO302218	OFUSG13946.1.p1
OG0007699	CAPO308210	OFUSG03949.1.p1
OG0007704	CAPO307102	OFUSG04621.1.p1
OG0007708	CAPO302223	OFUSG16188.2.p1, OFUSG16188.1.p1
OG0007712	CAPO301491	OFUSG05858.1.p1
OG0007713	CAPO305624	OFUSG15968.1.p1
OG0007714	CAPO301857	OFUSG02938.1.p1
OG0007721	CAPO303794	OFUSG06763.1.p1
OG0007722	CAPO300661	OFUSG09667.1.p1
OG0007727	CAPO301122	OFUSG04739.1.p1
OG0007728	CAPO300608	OFUSG12092.1.p1
OG0007729	CAPO302375	OFUSG11497.1.p1
OG0007732	CAPO302232	OFUSG19296.1.p1
OG0007739	CAPO306247	OFUSG00877.1.p1
OG0007741	CAPO305702	OFUSG04087.1.p1
OG0007744	CAPO302276	OFUSG07022.1.p1
OG0007749	CAPO303871	OFUSG06926.1.p1
OG0007751	CAPO306625	OFUSG19113.1.p1
OG0007752	CAPO303736	OFUSG14080.1.p1
OG0007754	CAPO307268	OFUSG23541.2.p2, OFUSG23541.1.p1
OG0007757	CAPO305840	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1
OG0007759	CAPO304951	OFUSG09907.1.p1
OG0007760	CAPO305618, CAPO303194	OFUSG13141.1.p1
OG0007765	CAPO302630	OFUSG04752.1.p1, OFUSG04752.2.p1
OG0007766	CAPO305894	OFUSG10019.2.p1, OFUSG10019.1.p1
OG0007768	CAPO305420	OFUSG23414.1.p1
OG0007769	CAPO301827	OFUSG10116.1.p1
OG0007770	CAPO306211	OFUSG15214.1.p1
OG0007771	CAPO302978	OFUSG19373.1.p1
OG0007772	CAPO304662	OFUSG14806.1.p1
OG0007773	CAPO302396	OFUSG05099.1.p1
OG0007776	CAPO303389	OFUSG19566.2.p1, OFUSG19566.1.p1
OG0007781	CAPO301676	OFUSG12252.1.p1
OG0007782	CAPO301686	OFUSG18608.1.p1
OG0007783	CAPO302092	OFUSG18356.1.p1
OG0007784	CAPO307704	OFUSG04138.1.p1
OG0007786	CAPO302428	OFUSG12053.1.p1
OG0007787	CAPO307455	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1
OG0007789	CAPO305782	OFUSG15126.1.p1
OG0007791	CAPO305711	OFUSG13381.1.p1
OG0007793	CAPO308075	OFUSG17651.1.p1
OG0007794	CAPO300123	OFUSG22344.1.p1
OG0007801	CAPO304268	OFUSG10903.1.p1
OG0007802	CAPO304335, CAPO304333	OFUSG19089.1.p1
OG0007803	CAPO301792	OFUSG11295.1.p1
OG0007804	CAPO302116	OFUSG26380.1.p1
OG0007807	CAPO300823	OFUSG21236.2.p1, OFUSG21236.1.p1
OG0007810	CAPO306480	OFUSG18852.1.p1
OG0007811	CAPO303448	OFUSG20077.1.p1
OG0007813	CAPO300842	OFUSG25358.1.p1
OG0007816	CAPO300570	OFUSG17687.1.p1
OG0007820	CAPO308148	OFUSG15238.1.p1
OG0007823	CAPO300300	OFUSG18984.1.p1
OG0007825	CAPO304573	OFUSG04410.1.p1
OG0007829	CAPO305400	OFUSG21398.1.p1
OG0007830	CAPO300733	OFUSG03916.1.p1
OG0007831	CAPO306309	OFUSG19212.1.p1
OG0007832	CAPO301843	OFUSG12592.1.p1
OG0007833	CAPO303972	OFUSG22278.2.p1, OFUSG22278.1.p1
OG0007835	CAPO300924	OFUSG17500.1.p1
OG0007836	CAPO305319	OFUSG17797.1.p1
OG0007838	CAPO305759	OFUSG23633.1.p1
OG0007840	CAPO301709	OFUSG12949.1.p1
OG0007849	CAPO306245	OFUSG25057.1.p1, OFUSG25057.2.p1
OG0007854	CAPO300573	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1
OG0007858	CAPO306180	OFUSG19527.1.p1
OG0007859	CAPO304922	OFUSG16552.1.p1
OG0007866	CAPO307919	OFUSG18566.2.p1, OFUSG18566.1.p1
OG0007908	CAPO305292	OFUSG23097.1.p1
OG0007912	CAPO300094	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1
OG0007913	CAPO303796	OFUSG08874.1.p1
OG0007926	CAPO306159	OFUSG09991.1.p1
OG0007929	CAPO305925	OFUSG22970.1.p1
OG0007934	CAPO306627, CAPO304422	OFUSG17387.1.p1
OG0007936	CAPO302586	OFUSG21009.1.p1
OG0007941	CAPO303397	OFUSG13492.1.p1
OG0007943	CAPO303432	OFUSG00522.1.p1
OG0007947	CAPO304390	OFUSG17878.1.p1
OG0007948	CAPO300847	OFUSG22612.1.p1
OG0007952	CAPO304443	OFUSG15821.1.p1
OG0007957	CAPO307185	OFUSG17042.1.p1
OG0007958	CAPO307613	OFUSG17138.1.p1
OG0007961	CAPO300412	OFUSG21435.1.p1
OG0007962	CAPO304291	OFUSG02608.1.p1
OG0007966	CAPO300853	OFUSG04273.1.p1
OG0007968	CAPO302503	OFUSG07892.1.p1
OG0007971	CAPO306113	OFUSG13159.1.p1
OG0007973	CAPO303148	OFUSG18662.1.p1
OG0007974	CAPO308066	OFUSG24934.1.p1
OG0007975	CAPO300899	OFUSG26469.1.p1
OG0007978	CAPO300419	OFUSG23595.1.p1
OG0007979	CAPO301049	OFUSG02899.1.p1
OG0007982	CAPO306558	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1
OG0007983	CAPO304535, CAPO302820	OFUSG12564.1.p1
OG0007984	CAPO304783	OFUSG09870.1.p1
OG0007986	CAPO301210	OFUSG09300.1.p1
OG0007988	CAPO307013	OFUSG05086.1.p1
OG0007990	CAPO302135	OFUSG20268.1.p1
OG0007991	CAPO303503	OFUSG11336.1.p1
OG0007994	CAPO307783	OFUSG00061.1.p1
OG0007996	CAPO301705	OFUSG25545.1.p1
OG0007997	CAPO302071	OFUSG14866.1.p1
OG0007999	CAPO305183	OFUSG16655.1.p1
OG0008000	CAPO303381	OFUSG17338.1.p1
OG0008002	CAPO306531	OFUSG21031.1.p1
OG0008005	CAPO303144	OFUSG12467.1.p1
OG0008006	CAPO303383	OFUSG13906.1.p1
OG0008008	CAPO306044	OFUSG08327.1.p1
OG0008011	CAPO308001	OFUSG11017.1.p1
OG0008012	CAPO301194	OFUSG06735.1.p1
OG0008013	CAPO300786	OFUSG24335.1.p1
OG0008016	CAPO307694	OFUSG08993.1.p1
OG0008017	CAPO306337	OFUSG10257.1.p1
OG0008018	CAPO303249	OFUSG05742.1.p1
OG0008020	CAPO300340	OFUSG25021.1.p1
OG0008025	CAPO300183	OFUSG08950.1.p1
OG0008027	CAPO300126	OFUSG11871.1.p1
OG0008028	CAPO308036	OFUSG15376.1.p1
OG0008030	CAPO303940	OFUSG14835.1.p1
OG0008031	CAPO301663	OFUSG02167.1.p1
OG0008033	CAPO305641, CAPO307763	OFUSG06086.1.p1
OG0008038	CAPO303434	OFUSG19938.1.p1
OG0008041	CAPO304528	OFUSG18812.1.p1
OG0008046	CAPO303942	OFUSG20235.1.p1
OG0008049	CAPO303430	OFUSG24140.1.p1
OG0008051	CAPO306666	OFUSG17855.1.p1
OG0008053	CAPO307475	OFUSG07380.1.p1
OG0008055	CAPO304973	OFUSG18746.1.p1
OG0008056	CAPO305715	OFUSG12830.1.p1
OG0008060	CAPO301527	OFUSG00466.1.p1
OG0008062	CAPO307985	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1
OG0008069	CAPO302773	OFUSG21110.1.p1
OG0008071	CAPO303085	OFUSG23439.1.p1
OG0008075	CAPO304938	OFUSG03661.1.p1
OG0008077	CAPO303807	OFUSG12356.1.p1
OG0008079	CAPO305873	OFUSG21485.1.p1
OG0008082	CAPO303589	OFUSG13504.2.p1, OFUSG13504.1.p1
OG0008083	CAPO305526	OFUSG17972.1.p1
OG0008085	CAPO306772, CAPO306778	OFUSG06913.1.p1
OG0008088	CAPO303270	OFUSG11489.1.p1
OG0008091	CAPO301577	OFUSG24010.1.p1
OG0008094	CAPO302837	OFUSG05483.1.p1
OG0008098	CAPO301911	OFUSG25108.1.p1
OG0008100	CAPO303437	OFUSG01562.1.p1
OG0008103	CAPO302032	OFUSG12555.1.p1
OG0008104	CAPO303964	OFUSG19032.1.p1
OG0008105	CAPO301825	OFUSG12576.1.p1
OG0008106	CAPO300930	OFUSG06436.1.p1
OG0008109	CAPO302029	OFUSG15368.1.p1
OG0008111	CAPO300295	OFUSG09040.1.p1
OG0008113	CAPO306004	OFUSG04242.1.p1
OG0008117	CAPO307273	OFUSG07978.1.p1
OG0008120	CAPO306854	OFUSG00079.1.p1
OG0008122	CAPO306853	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1
OG0008125	CAPO301486	OFUSG16587.1.p1
OG0008126	CAPO301598	OFUSG09108.1.p1
OG0008136	CAPO306527	OFUSG19526.1.p1
OG0008143	CAPO303100	OFUSG02811.2.p1, OFUSG02811.1.p1
OG0008167	CAPO300083, CAPO306750	OFUSG02460.1.p1, OFUSG17400.1.p1, OFUSG24989.1.p1, OFUSG20288.1.p1, OFUSG15165.1.p1, OFUSG15166.1.p1, OFUSG15167.1.p1, OFUSG21052.1.p1, OFUSG15150.1.p1, OFUSG22789.1.p1, OFUSG22759.1.p1, OFUSG22758.1.p1, OFUSG12480.1.p1, OFUSG24138.1.p1, OFUSG02410.1.p1, OFUSG18736.1.p1, OFUSG06798.1.p1, OFUSG26584.1.p1, OFUSG11963.1.p1, OFUSG25681.1.p1, OFUSG08594.1.p1
OG0008196	CAPO305556	OFUSG09768.1.p1
OG0008201	CAPO303869	OFUSG06477.1.p1
OG0008202	CAPO303070	OFUSG01243.1.p1
OG0008203	CAPO300798	OFUSG18312.1.p1
OG0008204	CAPO303341	OFUSG22975.1.p1
OG0008206	CAPO300194	OFUSG08205.1.p1
OG0008219	CAPO303960	OFUSG10555.1.p1
OG0008230	CAPO302415	OFUSG22790.1.p1
OG0008234	CAPO303355	OFUSG10395.1.p1
OG0008238	CAPO301578	OFUSG04754.1.p1
OG0008239	CAPO300821	OFUSG10345.1.p1
OG0008244	CAPO305920	OFUSG17823.1.p1
OG0008247	CAPO301105	OFUSG24142.1.p1, OFUSG24142.2.p1
OG0008249	CAPO305940	OFUSG13252.1.p1
OG0008251	CAPO306974	OFUSG04432.1.p1
OG0008252	CAPO301636	OFUSG09419.1.p1, OFUSG09417.1.p1
OG0008254	CAPO307977	OFUSG09022.1.p1
OG0008256	CAPO302660	OFUSG06863.1.p1
OG0008260	CAPO300752	OFUSG04814.1.p1
OG0008263	CAPO305878	OFUSG11752.1.p1
OG0008266	CAPO300538	OFUSG04753.1.p1
OG0008267	CAPO305434	OFUSG05618.1.p1
OG0008268	CAPO307500	OFUSG12661.1.p1
OG0008269	CAPO301506	OFUSG23254.1.p1
OG0008270	CAPO300872	OFUSG20693.1.p1
OG0008271	CAPO300716	OFUSG06332.1.p1
OG0008272	CAPO308267	OFUSG26020.1.p1, OFUSG26020.2.p1
OG0008273	CAPO300883	OFUSG16901.1.p2
OG0008281	CAPO304839	OFUSG11718.1.p1
OG0008283	CAPO300148	OFUSG22210.1.p1
OG0008297	CAPO301044	OFUSG15155.1.p1
OG0008299	CAPO302513	OFUSG12957.1.p1, OFUSG12957.2.p1
OG0008304	CAPO304565	OFUSG13858.1.p1
OG0008305	CAPO307576	OFUSG04370.1.p1
OG0008307	CAPO301267	OFUSG22258.1.p1
OG0008308	CAPO301770	OFUSG19152.2.p1, OFUSG19152.1.p1, OFUSG19152.3.p1
OG0008313	CAPO305984	OFUSG17817.1.p1
OG0008318	CAPO308255	OFUSG07330.1.p1
OG0008323	CAPO307881	OFUSG01139.1.p1
OG0008325	CAPO305284	OFUSG05287.2.p1, OFUSG05287.1.p1
OG0008327	CAPO305580	OFUSG25114.1.p1
OG0008332	CAPO307922	OFUSG05493.1.p1
OG0008335	CAPO303407	OFUSG12985.1.p1
OG0008336	CAPO301347	OFUSG06945.1.p1
OG0008337	CAPO300735	OFUSG01902.1.p1
OG0008339	CAPO307257	OFUSG05573.1.p1
OG0008341	CAPO301643	OFUSG21961.1.p1
OG0008343	CAPO302270	OFUSG12909.1.p1
OG0008345	CAPO301947	OFUSG24454.1.p1
OG0008346	CAPO307261	OFUSG21846.1.p1
OG0008348	CAPO303902	OFUSG17668.1.p1
OG0008350	CAPO306988	OFUSG10074.1.p1
OG0008351	CAPO307792	OFUSG02204.1.p1
OG0008354	CAPO304881	OFUSG09737.1.p1
OG0008367	CAPO303697	OFUSG10107.1.p1
OG0008369	CAPO301896	OFUSG24194.1.p1
OG0008381	CAPO307305	OFUSG06073.1.p1
OG0008386	CAPO306554	OFUSG13130.1.p1
OG0008391	CAPO306819	OFUSG07980.1.p1
OG0008400	CAPO300651	OFUSG23511.1.p1
OG0008401	CAPO304023	OFUSG06169.1.p1
OG0008403	CAPO300621	OFUSG01568.1.p1
OG0008404	CAPO307542	OFUSG08101.1.p1
OG0008406	CAPO304896	OFUSG23529.1.p1
OG0008416	CAPO300816	OFUSG20930.1.p1
OG0008422	CAPO301678	OFUSG11407.1.p1
OG0008424	CAPO300325	OFUSG09806.1.p1
OG0008427	CAPO300837	OFUSG00470.1.p1
OG0008437	CAPO305258	OFUSG12540.1.p1
OG0008444	CAPO305551	OFUSG21949.1.p1
OG0008448	CAPO302399	OFUSG11767.1.p1
OG0008515	CAPO307779	OFUSG11494.1.p1
OG0008519	CAPO303354	OFUSG00689.1.p1
OG0008524	CAPO305854	OFUSG24099.1.p1
OG0008529	CAPO300648	OFUSG00911.1.p1
OG0008532	CAPO305346	OFUSG19195.1.p1
OG0008533	CAPO306433	OFUSG00049.1.p1
OG0008538	CAPO308019	OFUSG03338.1.p2
OG0008540	CAPO306008	OFUSG16024.1.p1
OG0008542	CAPO303728	OFUSG12183.1.p1
OG0008546	CAPO306328	OFUSG05395.1.p1
OG0008549	CAPO301241	OFUSG21685.1.p1, OFUSG21684.1.p1, OFUSG21688.1.p1, OFUSG21686.1.p1, OFUSG21691.1.p1, OFUSG21690.1.p1
OG0008552	CAPO306825	OFUSG01982.1.p1, OFUSG09869.1.p1
OG0008558	CAPO304939	OFUSG00266.1.p1, OFUSG00266.2.p1
OG0008568	CAPO303451	OFUSG16114.1.p1
OG0008570	CAPO306028	OFUSG26684.1.p1
OG0008571	CAPO306528	OFUSG04980.1.p1
OG0008572	CAPO302769	OFUSG01336.1.p1
OG0008589	CAPO300561	OFUSG18658.1.p1, OFUSG18658.2.p1
OG0008596	CAPO303431	OFUSG03935.1.p1
OG0008605	CAPO307450	OFUSG05768.1.p1
OG0008616	CAPO300306	OFUSG08810.1.p1
OG0008620	CAPO301626	OFUSG20037.1.p1
OG0008626	CAPO305741	OFUSG20255.1.p1
OG0008627	CAPO304143	OFUSG03819.1.p1
OG0008633	CAPO307916	OFUSG12270.1.p1
OG0008638	CAPO302585	OFUSG23488.1.p1
OG0008643	CAPO305110	OFUSG03641.1.p1
OG0008645	CAPO307683	OFUSG20879.1.p1
OG0008655	CAPO303594	OFUSG05614.1.p2
OG0008656	CAPO305542	OFUSG21893.1.p1
OG0008658	CAPO302962	OFUSG12898.1.p1
OG0008659	CAPO304842	OFUSG00907.1.p1
OG0008661	CAPO305739	OFUSG19104.3.p1, OFUSG19104.2.p1, OFUSG19104.1.p1
OG0008662	CAPO304364	OFUSG09354.1.p1
OG0008663	CAPO305299	OFUSG21864.2.p1, OFUSG21864.3.p1, OFUSG21864.1.p1
OG0008672	CAPO301934	OFUSG08718.1.p1
OG0008673	CAPO307917	OFUSG11240.1.p1
OG0008676	CAPO303608	OFUSG22426.1.p1
OG0008684	CAPO306544	OFUSG23694.1.p1
OG0008696	CAPO301935	OFUSG02083.1.p1, OFUSG02083.2.p1
OG0008762	CAPO303477, CAPO307966	OFUSG19673.1.p1
OG0008775	CAPO303006	OFUSG25581.1.p1
OG0008785	CAPO301308	OFUSG07324.1.p1
OG0008792	CAPO303971	OFUSG04204.1.p1
OG0008794	CAPO303046	OFUSG02206.1.p1
OG0008804	CAPO302280	OFUSG12259.1.p1
OG0008818	CAPO306967	OFUSG09313.1.p1
OG0008823	CAPO306173	OFUSG15629.1.p1, OFUSG15314.1.p1
OG0008824	CAPO307205	OFUSG07974.1.p1, OFUSG07974.2.p1
OG0008829	CAPO303197	OFUSG22255.1.p1
OG0008836	CAPO302250	OFUSG15142.1.p1
OG0008837	CAPO307939	OFUSG24114.1.p1
OG0008840	CAPO300288	OFUSG18308.1.p1
OG0008844	CAPO302017	OFUSG20889.1.p1
OG0008855	CAPO305952	OFUSG05980.2.p1, OFUSG05980.1.p1
OG0008856	CAPO301745	OFUSG23400.1.p1
OG0008872	CAPO300021	OFUSG13246.1.p1, OFUSG13246.2.p1
OG0008873	CAPO304889	OFUSG11918.1.p1
OG0008877	CAPO307090	OFUSG18234.1.p1
OG0008879	CAPO302991	OFUSG22573.1.p1
OG0008882	CAPO300698, CAPO305470	OFUSG16765.1.p1
OG0008883	CAPO307045	OFUSG15209.1.p1
OG0008903	CAPO303747	OFUSG06420.1.p1
OG0008910	CAPO301796	OFUSG21881.1.p1
OG0008917	CAPO306124	OFUSG22164.1.p1
OG0008923	CAPO301602	OFUSG05659.1.p1
OG0008937	CAPO306450	OFUSG00203.1.p1
OG0008946	CAPO302886	OFUSG03165.1.p1
OG0008955	CAPO308117	OFUSG18874.1.p1
OG0008959	CAPO308005	OFUSG17686.1.p1
OG0008969	CAPO306557	OFUSG20861.1.p1
OG0008977	CAPO303125	OFUSG03345.1.p1, OFUSG11112.1.p1, OFUSG15581.1.p1, OFUSG00905.1.p1
OG0009012	CAPO301549	OFUSG08173.1.p1
OG0009013	CAPO306357	OFUSG06115.1.p1, OFUSG06115.2.p1, OFUSG07972.1.p1, OFUSG20378.2.p1, OFUSG20378.1.p1, OFUSG20378.3.p1, OFUSG20377.1.p1, OFUSG13791.1.p1, OFUSG22626.1.p1, OFUSG04310.1.p1, OFUSG04308.1.p1, OFUSG17635.1.p1, OFUSG04309.1.p1, OFUSG07520.1.p1, OFUSG07527.1.p1, OFUSG06452.1.p1, OFUSG06453.1.p1, OFUSG06761.1.p1, OFUSG21719.1.p1
OG0009052	CAPO308131	OFUSG24826.1.p1
OG0009066	CAPO303946	OFUSG15489.2.p1, OFUSG15489.1.p1
OG0009069	CAPO307868	OFUSG25677.1.p1
OG0009070	CAPO304616	OFUSG20997.1.p1
OG0009075	CAPO302751	OFUSG20011.1.p1
OG0009082	CAPO307883	OFUSG07339.1.p1
OG0009090	CAPO302052	OFUSG06619.1.p1
OG0009091	CAPO302198	OFUSG10537.1.p1
OG0009096	CAPO307816	OFUSG23427.1.p1
OG0009098	CAPO302843	OFUSG18865.1.p1
OG0009102	CAPO300296	OFUSG00030.1.p1, OFUSG18460.1.p1, OFUSG10830.1.p1, OFUSG16219.1.p1
OG0009104	CAPO307672	OFUSG10877.2.p1, OFUSG10877.1.p1
OG0009105	CAPO307554	OFUSG11296.1.p1
OG0009121	CAPO301808	OFUSG03944.1.p1
OG0009128	CAPO308246	OFUSG06345.1.p1
OG0009131	CAPO302501	OFUSG06246.1.p1
OG0009147	CAPO303040	OFUSG10802.1.p1
OG0009151	CAPO301713	OFUSG18059.1.p1
OG0009153	CAPO300987	OFUSG15454.1.p1
OG0009164	CAPO305979	OFUSG13244.1.p1
OG0009165	CAPO303917	OFUSG03774.1.p1
OG0009169	CAPO307723	OFUSG18767.1.p1
OG0009172	CAPO303130	OFUSG11813.1.p1
OG0009174	CAPO306369	OFUSG06010.1.p1, OFUSG06010.2.p1
OG0009175	CAPO305249	OFUSG08766.1.p1
OG0009181	CAPO303752	OFUSG09503.1.p1
OG0009193	CAPO304674	OFUSG09776.1.p1
OG0009195	CAPO302713	OFUSG15401.1.p1
OG0009197	CAPO307545	OFUSG14467.1.p1
OG0009199	CAPO305271	OFUSG09121.1.p1
OG0009230	CAPO304005	OFUSG05306.1.p1
OG0009232	CAPO306362, CAPO300613	OFUSG18656.1.p1
OG0009297	CAPO302267	OFUSG00253.1.p2, OFUSG00252.1.p1
OG0009305	CAPO304439	OFUSG26582.1.p1
OG0009310	CAPO303191	OFUSG25378.1.p1, OFUSG25378.2.p1
OG0009311	CAPO300670	OFUSG03423.1.p1
OG0009314	CAPO303717	OFUSG05459.1.p1
OG0009320	CAPO304806	OFUSG01082.1.p1
OG0009334	CAPO306334	OFUSG07050.1.p1
OG0009336	CAPO301042	OFUSG02730.1.p1
OG0009343	CAPO302053	OFUSG06617.1.p1
OG0009344	CAPO305907	OFUSG10536.1.p1
OG0009354	CAPO303841	OFUSG20456.1.p1
OG0009358	CAPO307748	OFUSG24366.1.p1, OFUSG24367.1.p1
OG0009360	CAPO305111	OFUSG11844.1.p1
OG0009361	CAPO301081	OFUSG16777.1.p1
OG0009363	CAPO302266	OFUSG24128.2.p1, OFUSG24128.1.p1
OG0009370	CAPO305276	OFUSG05292.1.p1
OG0009371	CAPO302126	OFUSG17675.1.p1
OG0009372	CAPO307875	OFUSG13599.1.p1, OFUSG13598.1.p1
OG0009385	CAPO308166	OFUSG15261.1.p1
OG0009386	CAPO308276	OFUSG22496.1.p1, OFUSG22496.2.p1
OG0009388	CAPO304763	OFUSG06775.1.p1
OG0009389	CAPO302985	OFUSG19390.1.p1
OG0009394	CAPO306321	OFUSG07164.1.p1
OG0009400	CAPO300534	OFUSG14817.1.p1
OG0009413	CAPO307306	OFUSG12281.1.p1
OG0009419	CAPO301909	OFUSG25734.1.p1
OG0009440	CAPO303442, CAPO307150, CAPO308108	OFUSG25079.1.p1
OG0009451	CAPO304190	OFUSG05469.1.p1, OFUSG05469.2.p1
OG0009452	CAPO304474	OFUSG23378.1.p1
OG0009472	CAPO304554	OFUSG23265.1.p1
OG0009474	CAPO307974	OFUSG19705.1.p1
OG0009483	CAPO301155	OFUSG20618.1.p1
OG0009486	CAPO304979	OFUSG03543.1.p1
OG0009489	CAPO302536	OFUSG23455.1.p1
OG0009543	CAPO302200	OFUSG22134.1.p1
OG0009584	CAPO300268	OFUSG19529.1.p1
OG0009590	CAPO302279	OFUSG19261.1.p1
OG0009599	CAPO300676	OFUSG01244.1.p1
OG0009604	CAPO307674	OFUSG20315.1.p1
OG0009610	CAPO306556	OFUSG11804.1.p1
OG0009614	CAPO304376	OFUSG18217.1.p1
OG0009617	CAPO304819	OFUSG16069.1.p1
OG0009620	CAPO303211	OFUSG21044.1.p1
OG0009624	CAPO301434	OFUSG04720.2.p1, OFUSG04720.1.p1
OG0009634	CAPO300161	OFUSG05097.1.p1
OG0009639	CAPO302947	OFUSG24173.1.p1
OG0009663	CAPO301430	OFUSG05579.1.p1
OG0009676	CAPO302100	OFUSG04823.1.p1
OG0009677	CAPO301926, CAPO305625	OFUSG25636.1.p1
OG0009683	CAPO307930	OFUSG11989.1.p1
OG0009695	CAPO305380	OFUSG18893.1.p1
OG0009703	CAPO304925	OFUSG00770.1.p1
OG0009707	CAPO300362	OFUSG24925.1.p1
OG0009865	CAPO301086	OFUSG07670.1.p1
OG0009870	CAPO307177	OFUSG07137.1.p1
OG0009886	CAPO306684	OFUSG06494.1.p1
OG0009890	CAPO304901	OFUSG19484.1.p1, OFUSG20014.1.p1
OG0009892	CAPO304276	OFUSG09272.1.p1
OG0009899	CAPO305540	OFUSG11204.1.p1
OG0009903	CAPO304229	OFUSG26226.1.p1, OFUSG06455.1.p1
OG0009911	CAPO305191	OFUSG17618.1.p1
OG0009916	CAPO303534	OFUSG23426.1.p1
OG0009921	CAPO301535	OFUSG05714.1.p1
OG0009922	CAPO306699	OFUSG10603.1.p1
OG0009950	CAPO305639	OFUSG10700.1.p1
OG0009957	CAPO304781	OFUSG11106.1.p1
OG0010022	CAPO301184	OFUSG07690.1.p1
OG0010033	CAPO304431	OFUSG05567.1.p1
OG0010047	CAPO303938	OFUSG17854.2.p1, OFUSG17854.1.p1
OG0010048	CAPO302482	OFUSG01421.1.p1, OFUSG01793.1.p1, OFUSG01793.2.p1, OFUSG00104.1.p1, OFUSG00001.5.p1, OFUSG00001.2.p1, OFUSG00001.3.p1, OFUSG00001.4.p1, OFUSG00001.1.p1
OG0010126	CAPO301111	OFUSG16398.1.p1
OG0010137	CAPO306569	OFUSG12068.1.p1
OG0010155	CAPO304770	OFUSG13109.1.p1
OG0010177	CAPO300963	OFUSG16055.1.p1, OFUSG08800.1.p1
OG0010189	CAPO301469	OFUSG19347.1.p1
OG0010196	CAPO301661, CAPO305383	OFUSG01009.2.p1, OFUSG01009.1.p1, OFUSG10366.1.p1
OG0010229	CAPO300233, CAPO300527	OFUSG15139.1.p1
OG0010240	CAPO303412	OFUSG07562.1.p1
OG0010252	CAPO304663	OFUSG05654.1.p1
OG0010253	CAPO302051	OFUSG16307.1.p1
OG0010254	CAPO307982	OFUSG09798.1.p1
OG0010259	CAPO308092	OFUSG16499.1.p1
OG0010276	CAPO303860	OFUSG01223.1.p1
OG0010352	CAPO305923	OFUSG21118.1.p1
OG0010353	CAPO300261	OFUSG18338.1.p1
OG0010354	CAPO306058	OFUSG00535.1.p1, OFUSG15180.1.p1
OG0010369	CAPO302233	OFUSG18709.1.p1, OFUSG18709.2.p1
OG0010487	CAPO304418	OFUSG13047.1.p1
OG0010492	CAPO302373	OFUSG00453.1.p1
OG0010499	CAPO301617	OFUSG26099.1.p1, OFUSG26099.2.p1
OG0010505	CAPO303112	OFUSG06715.1.p1
OG0010525	CAPO303308	OFUSG00540.1.p1
OG0010528	CAPO305757	OFUSG25569.1.p1
OG0010531	CAPO306773, CAPO306779	OFUSG08552.1.p1, OFUSG08587.1.p1
OG0010600	CAPO305919	OFUSG06811.1.p1
OG0010605	CAPO307655	OFUSG21418.1.p1
OG0010713	CAPO304252	OFUSG23653.1.p1, OFUSG23653.2.p1
OG0010841	CAPO305667	OFUSG23388.1.p1
OG0010880	CAPO303091	OFUSG22556.1.p1
OG0010885	CAPO303506	OFUSG12911.1.p1
OG0010890	CAPO305999	OFUSG16112.1.p1
OG0010893	CAPO300796	OFUSG08439.1.p1
OG0010914	CAPO300508	OFUSG19098.1.p1
OG0010930	CAPO302013	OFUSG19379.1.p1, OFUSG19379.2.p1
OG0010941	CAPO307828	OFUSG05703.1.p1
OG0010958	CAPO300004	OFUSG06206.1.p1
