Orthogroup	CAPO3	DANRE
OG0006199	CAPO307861	DANRE03649
OG0006200	CAPO306047	DANRE31009
OG0006202	CAPO307311	DANRE27776
OG0006204	CAPO307074	DANRE03153, DANRE03154
OG0006205	CAPO306928	DANRE33863
OG0006206	CAPO308060	DANRE11004, DANRE17600
OG0006209	CAPO303208	DANRE34587, DANRE00320
OG0006210	CAPO301051	DANRE14604, DANRE14603
OG0006211	CAPO305755	DANRE23001, DANRE23002, DANRE23000
OG0006213	CAPO301176	DANRE42202
OG0006214	CAPO305313	DANRE30688
OG0006216	CAPO304328	DANRE02603
OG0006225	CAPO307529	DANRE22204, DANRE22205
OG0006226	CAPO303955	DANRE00424
OG0006227	CAPO304192	DANRE34044
OG0006229	CAPO306729	DANRE15936
OG0006230	CAPO303003	DANRE41675, DANRE41674
OG0006233	CAPO307263	DANRE36490
OG0006234	CAPO305546	DANRE17683
OG0006235	CAPO300217	DANRE25558, DANRE25557
OG0006237	CAPO302524	DANRE23513, DANRE23512
OG0006239	CAPO305262	DANRE12665, DANRE12667, DANRE12666
OG0006243	CAPO301646	DANRE19390, DANRE19389
OG0006244	CAPO306900	DANRE00556, DANRE00555
OG0006245	CAPO307777	DANRE35696
OG0006248	CAPO307601	DANRE06880, DANRE06881
OG0006249	CAPO304667	DANRE03718, DANRE03719
OG0006250	CAPO301165	DANRE07127
OG0006251	CAPO302342	DANRE08349
OG0006252	CAPO304131	DANRE09470, DANRE09471
OG0006253	CAPO307341	DANRE36480, DANRE36479
OG0006254	CAPO305073	DANRE29341
OG0006257	CAPO305440	DANRE05553, DANRE05552
OG0006258	CAPO300398	DANRE19030
OG0006260	CAPO300587	DANRE22086
OG0006261	CAPO305676	DANRE13096, DANRE30739, DANRE02264
OG0006262	CAPO307596	DANRE25390, DANRE09162
OG0006263	CAPO307994	DANRE24117, DANRE24118
OG0006264	CAPO304943	DANRE33703
OG0006267	CAPO300629	DANRE00418
OG0006268	CAPO305663	DANRE40754
OG0006271	CAPO306714	DANRE35905
OG0006272	CAPO300074	DANRE34854, DANRE34853, DANRE38037
OG0006275	CAPO304219	DANRE11416
OG0006276	CAPO306041	DANRE05390, DANRE05391
OG0006277	CAPO307602	DANRE08231, DANRE08230, DANRE08233, DANRE08232
OG0006278	CAPO305153	DANRE28007, DANRE23479
OG0006279	CAPO307288	DANRE42307
OG0006280	CAPO308182	DANRE17962
OG0006281	CAPO302129	DANRE20618
OG0006284	CAPO301681	DANRE42627
OG0006285	CAPO301258	DANRE35155
OG0006286	CAPO304212	DANRE24625, DANRE24626
OG0006287	CAPO302795	DANRE10740, DANRE10741
OG0006288	CAPO300129	DANRE19521
OG0006289	CAPO306652	DANRE02205, DANRE02206
OG0006291	CAPO308081	DANRE39977
OG0006293	CAPO307067	DANRE00138, DANRE00137
OG0006294	CAPO301151	DANRE18822, DANRE18821
OG0006295	CAPO307143	DANRE19856
OG0006297	CAPO301937	DANRE36621
OG0006298	CAPO306805	DANRE01607, DANRE01606
OG0006299	CAPO305899	DANRE05858, DANRE14627, DANRE14628, DANRE17744, DANRE17743
OG0006301	CAPO306072	DANRE12054, DANRE12053, DANRE12051
OG0006305	CAPO303850	DANRE22040, DANRE22039, DANRE15982
OG0006306	CAPO303905	DANRE10076
OG0006309	CAPO304441	DANRE33045
OG0006311	CAPO300748	DANRE25002
OG0006313	CAPO306539	DANRE10086
OG0006314	CAPO308085, CAPO301326	DANRE42304
OG0006317	CAPO301551	DANRE09482, DANRE09481
OG0006319	CAPO306239	DANRE40452, DANRE40453
OG0006320	CAPO303864	DANRE25698, DANRE25697
OG0006322	CAPO305971	DANRE20598
OG0006323	CAPO300361	DANRE37133, DANRE37132, DANRE37131
OG0006329	CAPO306283	DANRE39682
OG0006330	CAPO301590	DANRE39085
OG0006331	CAPO301721	DANRE13138
OG0006332	CAPO306801	DANRE37684, DANRE37685, DANRE37686
OG0006334	CAPO302140	DANRE16756
OG0006335	CAPO305790	DANRE36579
OG0006338	CAPO300367	DANRE26304, DANRE26305, DANRE21841, DANRE21842
OG0006339	CAPO306751	DANRE19470, DANRE19472, DANRE19471
OG0006340	CAPO306725	DANRE05946
OG0006341	CAPO303256	DANRE16542
OG0006344	CAPO307345	DANRE39214, DANRE27258
OG0006346	CAPO305832	DANRE34134, DANRE08127, DANRE34135
OG0006347	CAPO305184	DANRE02099
OG0006349	CAPO304057	DANRE40582
OG0006350	CAPO302433	DANRE09366, DANRE09365
OG0006352	CAPO301346	DANRE16502, DANRE16503, DANRE06201
OG0006353	CAPO301517	DANRE07948
OG0006355	CAPO307129	DANRE02203
OG0006356	CAPO305164	DANRE35082, DANRE35081
OG0006358	CAPO303299	DANRE31437, DANRE31438
OG0006359	CAPO300583	DANRE26555, DANRE26554
OG0006360	CAPO304103	DANRE43226
OG0006361	CAPO308070	DANRE12700
OG0006362	CAPO308308	DANRE10073
OG0006363	CAPO301002	DANRE00890
OG0006365	CAPO300671	DANRE20484
OG0006370	CAPO300348	DANRE38769, DANRE38768
OG0006372	CAPO304608	DANRE15208
OG0006375	CAPO306256	DANRE03585, DANRE03583, DANRE03582, DANRE03584
OG0006377	CAPO307494	DANRE19336
OG0006378	CAPO304918	DANRE19595
OG0006381	CAPO301472	DANRE30686, DANRE12585
OG0006382	CAPO307026	DANRE05618
OG0006383	CAPO303174	DANRE00009
OG0006384	CAPO305941	DANRE29107
OG0006385	CAPO301074	DANRE19944, DANRE37812
OG0006386	CAPO303165	DANRE39443, DANRE39444
OG0006387	CAPO306319	DANRE05852, DANRE05851
OG0006389	CAPO302170	DANRE04415, DANRE04414
OG0006390	CAPO308093	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911
OG0006392	CAPO305806	DANRE41904
OG0006394	CAPO302470	DANRE16905, DANRE16906
OG0006395	CAPO300149	DANRE22284, DANRE22283
OG0006399	CAPO307228	DANRE33665
OG0006443	CAPO300234	DANRE00893, DANRE00894
OG0006447	CAPO302283	DANRE34812
OG0006448	CAPO301094	DANRE27832
OG0006449	CAPO305961	DANRE14730, DANRE14731
OG0006456	CAPO300992	DANRE14385
OG0006457	CAPO306648	DANRE28856
OG0006459	CAPO307843	DANRE25979, DANRE25980
OG0006460	CAPO308313	DANRE05152
OG0006461	CAPO306350	DANRE40456
OG0006462	CAPO300662	DANRE03375, DANRE30415
OG0006464	CAPO307754	DANRE22250
OG0006465	CAPO307052	DANRE02945, DANRE02946, DANRE02944
OG0006467	CAPO301292	DANRE39297, DANRE39298
OG0006468	CAPO303390	DANRE10143
OG0006469	CAPO302486	DANRE16763
OG0006470	CAPO300984	DANRE15907
OG0006471	CAPO303440	DANRE21870, DANRE21871
OG0006474	CAPO300155	DANRE39677
OG0006475	CAPO301888	DANRE24226
OG0006476	CAPO300216	DANRE01065, DANRE01064
OG0006478	CAPO301079	DANRE29720
OG0006479	CAPO304002	DANRE22957, DANRE22955, DANRE22956
OG0006480	CAPO300197	DANRE22037
OG0006481	CAPO307580	DANRE34163
OG0006482	CAPO305654	DANRE18945, DANRE18946
OG0006485	CAPO307612	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127
OG0006487	CAPO300649	DANRE40466
OG0006488	CAPO301772	DANRE07587, DANRE07586
OG0006490	CAPO301539	DANRE30998, DANRE30997
OG0006491	CAPO300606	DANRE24615
OG0006493	CAPO306548	DANRE19720
OG0006496	CAPO304473	DANRE27447
OG0006498	CAPO301440	DANRE34352, DANRE34351
OG0006501	CAPO307734	DANRE08955
OG0006502	CAPO301087	DANRE29381, DANRE29382, DANRE29383
OG0006503	CAPO304660	DANRE07132, DANRE07133, DANRE07134
OG0006504	CAPO302154	DANRE20127, DANRE20128
OG0006505	CAPO301510	DANRE03734, DANRE26394
OG0006507	CAPO301032	DANRE22794
OG0006508	CAPO301635	DANRE05986, DANRE05987
OG0006509	CAPO304681	DANRE23625
OG0006510	CAPO300081	DANRE36871
OG0006512	CAPO301701	DANRE29342
OG0006514	CAPO304095	DANRE07332
OG0006515	CAPO306459	DANRE04926, DANRE04925, DANRE04924
OG0006516	CAPO305607	DANRE05513, DANRE05512
OG0006517	CAPO300477	DANRE28275, DANRE28276
OG0006519	CAPO308006	DANRE17603, DANRE17604
OG0006520	CAPO300668	DANRE01097, DANRE01098
OG0006523	CAPO302914	DANRE13254
OG0006526	CAPO303623	DANRE13639
OG0006532	CAPO304147	DANRE02116
OG0006534	CAPO305714	DANRE04754, DANRE04753
OG0006536	CAPO305735	DANRE16746, DANRE16747
OG0006538	CAPO305091	DANRE01948
OG0006540	CAPO304760	DANRE43223
OG0006541	CAPO302376, CAPO304688, CAPO300243	DANRE00195
OG0006542	CAPO305168	DANRE01099
OG0006543	CAPO305452	DANRE04511
OG0006544	CAPO306101	DANRE36922, DANRE36923, DANRE36921
OG0006545	CAPO307929	DANRE14779
OG0006546	CAPO305234	DANRE17452, DANRE17453, DANRE17454
OG0006547	CAPO301259	DANRE01017, DANRE01016
OG0006549	CAPO306040	DANRE30654
OG0006550	CAPO307487	DANRE31528, DANRE31529, DANRE31527
OG0006552	CAPO301957	DANRE19095
OG0006553	CAPO308128	DANRE15584, DANRE15585, DANRE30044
OG0006554	CAPO306525	DANRE19522
OG0006555	CAPO305951	DANRE35599, DANRE35598
OG0006556	CAPO304941	DANRE11973, DANRE11974, DANRE11975
OG0006557	CAPO300124	DANRE25073, DANRE25074, DANRE25072
OG0006561	CAPO300890	DANRE18058
OG0006562	CAPO303607	DANRE20523, DANRE20522
OG0006566	CAPO303944	DANRE29055
OG0006568	CAPO303043	DANRE16829
OG0006569	CAPO300856	DANRE04566
OG0006570	CAPO302571	DANRE14648
OG0006571	CAPO306740	DANRE33971
OG0006573	CAPO306413	DANRE34641
OG0006575	CAPO304950	DANRE34819, DANRE34820
OG0006577	CAPO300858	DANRE01281
OG0006578	CAPO303393	DANRE19007, DANRE19008
OG0006580	CAPO306179	DANRE26459
OG0006581	CAPO300223	DANRE26007
OG0006583	CAPO308147	DANRE17390
OG0006584	CAPO304380	DANRE09521
OG0006586	CAPO300241	DANRE26201, DANRE26199, DANRE26200
OG0006590	CAPO304634	DANRE25511
OG0006591	CAPO306654	DANRE10350
OG0006592	CAPO302105	DANRE22277
OG0006594	CAPO305352	DANRE39229, DANRE39227, DANRE39230, DANRE39228
OG0006595	CAPO306726	DANRE04332, DANRE04333
OG0006596	CAPO305496	DANRE36993
OG0006597	CAPO306143	DANRE06998
OG0006598	CAPO303505	DANRE34799, DANRE34800
OG0006600	CAPO300993	DANRE04050
OG0006602	CAPO306545	DANRE16908, DANRE16909
OG0006603	CAPO305246	DANRE39335
OG0006604	CAPO301632	DANRE08282, DANRE08283
OG0006606	CAPO300627, CAPO305047	DANRE12518
OG0006607	CAPO302836	DANRE10066, DANRE10065
OG0006608	CAPO304829	DANRE12270, DANRE27630
OG0006609	CAPO304156	DANRE38772, DANRE38771
OG0006610	CAPO305635	DANRE15476, DANRE15475
OG0006611	CAPO303370	DANRE23305
OG0006612	CAPO303674	DANRE01859
OG0006613	CAPO305926	DANRE43420
OG0006614	CAPO307923	DANRE32921, DANRE32922, DANRE32923, DANRE32924
OG0006615	CAPO300892	DANRE14777, DANRE14778
OG0006616	CAPO302496	DANRE26673
OG0006617	CAPO304084	DANRE11557, DANRE11556
OG0006619	CAPO305225	DANRE24678
OG0006622	CAPO307274	DANRE06401
OG0006625	CAPO304287	DANRE15350, DANRE15349
OG0006627	CAPO300634	DANRE03368, DANRE03369
OG0006630	CAPO301318	DANRE13211
OG0006633	CAPO306794	DANRE26873, DANRE26872, DANRE26871
OG0006636	CAPO304383	DANRE09302
OG0006637	CAPO304312	DANRE04008, DANRE04009
OG0006638	CAPO302167	DANRE36392, DANRE36393
OG0006640	CAPO308241	DANRE39218
OG0006642	CAPO303206	DANRE11176
OG0006646	CAPO308061	DANRE37654, DANRE37653
OG0006648	CAPO300638	DANRE09069, DANRE09068
OG0006651	CAPO306376	DANRE00823, DANRE00822
OG0006655	CAPO306982	DANRE12365
OG0006657	CAPO304665	DANRE39849, DANRE39850
OG0006658	CAPO301723	DANRE11677, DANRE18834
OG0006662	CAPO305585	DANRE00965
OG0006663	CAPO301399	DANRE08633, DANRE08634
OG0006664	CAPO302941	DANRE03439
OG0006666	CAPO301682	DANRE21287
OG0006667	CAPO305573	DANRE26598
OG0006668	CAPO301053	DANRE16558, DANRE16559
OG0006669	CAPO301280	DANRE19000, DANRE18999
OG0006670	CAPO306366	DANRE40208, DANRE40209
OG0006673	CAPO302685	DANRE00592, DANRE39690
OG0006677	CAPO304250	DANRE09349
OG0006678	CAPO300092	DANRE28792
OG0006680	CAPO301748	DANRE35503
OG0006681	CAPO305354	DANRE17737
OG0006684	CAPO305512	DANRE30786
OG0006686	CAPO307531	DANRE18994, DANRE18993, DANRE18992
OG0006690	CAPO302172	DANRE23373, DANRE23374, DANRE23375
OG0006691	CAPO305670	DANRE03684
OG0006692	CAPO302647	DANRE15155, DANRE15154
OG0006693	CAPO302616	DANRE16672
OG0006694	CAPO302438	DANRE18391
OG0006695	CAPO302533	DANRE07414
OG0006696	CAPO303681	DANRE04465, DANRE05504, DANRE04466
OG0006698	CAPO305852	DANRE09646, DANRE09648, DANRE09647
OG0006702	CAPO307269	DANRE15041
OG0006703	CAPO302601	DANRE39207
OG0006704	CAPO305136	DANRE26929, DANRE26930
OG0006706	CAPO303773	DANRE26557
OG0006707	CAPO304129	DANRE41014, DANRE41015
OG0006708	CAPO304327	DANRE09074, DANRE09073
OG0006709	CAPO302993	DANRE42754, DANRE42753
OG0006710	CAPO307958	DANRE38095
OG0006712	CAPO307469	DANRE23043
OG0006714	CAPO301000	DANRE20419, DANRE06658
OG0006716	CAPO302196	DANRE27259
OG0006717	CAPO305633	DANRE07244, DANRE07245, DANRE07243
OG0006718	CAPO306293	DANRE04447
OG0006719	CAPO302454	DANRE36176, DANRE36175
OG0006721	CAPO307315	DANRE28349
OG0006722	CAPO304555	DANRE37554, DANRE37553
OG0006723	CAPO300019	DANRE39823
OG0006724	CAPO300231	DANRE40260
OG0006725	CAPO301206	DANRE36705
OG0006726	CAPO303375	DANRE18406, DANRE18407
OG0006727	CAPO306447	DANRE17270
OG0006728	CAPO303411	DANRE09817
OG0006729	CAPO301544	DANRE40633
OG0006729	CAPO302448	DANRE40632
OG0006730	CAPO307696	DANRE40426
OG0006732	CAPO301757	DANRE42548, DANRE42549
OG0006733	CAPO306420	DANRE19895, DANRE19894, DANRE19893, DANRE06825
OG0006735	CAPO307764	DANRE01761
OG0006736	CAPO301670	DANRE15188
OG0006737	CAPO302977	DANRE03073, DANRE03074, DANRE03072
OG0006738	CAPO305285	DANRE41395
OG0006740	CAPO304581	DANRE17561, DANRE17560
OG0006741	CAPO306132	DANRE22261
OG0006745	CAPO304913	DANRE22218, DANRE22215, DANRE22216, DANRE22217
OG0006750	CAPO306076	DANRE18340
OG0006751	CAPO305160	DANRE16470
OG0006752	CAPO301753	DANRE34984
OG0006753	CAPO304199	DANRE11805, DANRE11806
OG0006754	CAPO307231	DANRE09950, DANRE13577
OG0006755	CAPO304099	DANRE35544
OG0006757	CAPO308250	DANRE13143, DANRE13144
OG0006758	CAPO303486	DANRE22084
OG0006759	CAPO301178	DANRE31502
OG0006760	CAPO300357	DANRE00421
OG0006766	CAPO300327	DANRE20282, DANRE20283
OG0006769	CAPO304104	DANRE38421, DANRE38420
OG0006772	CAPO306103	DANRE16400
OG0006775	CAPO303956	DANRE03588, DANRE03589, DANRE03590
OG0006776	CAPO307354, CAPO307229	DANRE29920, DANRE29919, DANRE29918
OG0006777	CAPO308320	DANRE19888
OG0006791	CAPO302265	DANRE22117, DANRE07395, DANRE22118
OG0006796	CAPO306698, CAPO305329	DANRE12937, DANRE12939, DANRE12938, DANRE38236, DANRE38235
OG0006826	CAPO306575	DANRE20199, DANRE20200
OG0006827	CAPO306579	DANRE27134
OG0006830	CAPO304885	DANRE20293
OG0006833	CAPO307011	DANRE39031
OG0006838	CAPO304346	DANRE29999, DANRE30000
OG0006842	CAPO303033	DANRE16946
OG0006843	CAPO301783	DANRE00575
OG0006844	CAPO303858	DANRE25978, DANRE25977
OG0006845	CAPO304222	DANRE00889
OG0006846	CAPO305985, CAPO301436	DANRE11134
OG0006848	CAPO302750	DANRE04636, DANRE20561
OG0006849	CAPO306709	DANRE04779
OG0006850	CAPO300307	DANRE16405, DANRE16404
OG0006853	CAPO305011	DANRE30632
OG0006856	CAPO306926	DANRE24719
OG0006857	CAPO304592	DANRE21322, DANRE21323, DANRE21320, DANRE21321
OG0006860	CAPO304880	DANRE39348
OG0006862	CAPO306834	DANRE05434, DANRE05435
OG0006864	CAPO300266	DANRE30356
OG0006865	CAPO300579	DANRE37107, DANRE37108
OG0006867	CAPO304561	DANRE04670, DANRE04669
OG0006868	CAPO304824	DANRE40480, DANRE40481
OG0006869	CAPO303718	DANRE39720, DANRE39721
OG0006872	CAPO305763, CAPO306267	DANRE12533, DANRE12534, DANRE12532
OG0006874	CAPO303002	DANRE02204
OG0006875	CAPO300245	DANRE19819
OG0006876	CAPO301384	DANRE36350
OG0006877	CAPO303758	DANRE25161
OG0006880	CAPO300637	DANRE02192, DANRE02193, DANRE02191
OG0006881	CAPO307302	DANRE07877
OG0006886	CAPO308008	DANRE33750
OG0006887	CAPO303330	DANRE35935
OG0006888	CAPO300481	DANRE20632
OG0006889	CAPO305411	DANRE12508
OG0006890	CAPO301774	DANRE04449
OG0006892	CAPO306271	DANRE42353
OG0006893	CAPO308281	DANRE35990, DANRE35991, DANRE35992
OG0006894	CAPO305493	DANRE04254, DANRE04253
OG0006895	CAPO305321	DANRE04051
OG0006897	CAPO305270	DANRE34848, DANRE34849, DANRE34850
OG0006898	CAPO307616	DANRE12640
OG0006901	CAPO301222	DANRE42359, DANRE42358
OG0006904	CAPO301235	DANRE04837, DANRE04838
OG0006906	CAPO307116	DANRE35097
OG0006912	CAPO306387	DANRE18257
OG0006914	CAPO302212	DANRE00540, DANRE00539
OG0006916	CAPO306266	DANRE19207, DANRE19208, DANRE19209
OG0006918	CAPO303362	DANRE09402
OG0006920	CAPO306461	DANRE41930
OG0006923	CAPO302381	DANRE14202
OG0006923	CAPO303076	DANRE14203
OG0006924	CAPO304320	DANRE34932
OG0006925	CAPO306734	DANRE10925, DANRE10926
OG0006926	CAPO303493	DANRE14985
OG0006927	CAPO303700	DANRE28369
OG0006930	CAPO301522	DANRE41147
OG0006931	CAPO300460	DANRE18816
OG0006932	CAPO305813	DANRE03602, DANRE03603, DANRE29298
OG0006934	CAPO304656	DANRE42873
OG0006935	CAPO305404	DANRE04751
OG0006936	CAPO301255	DANRE05124
OG0006937	CAPO300724	DANRE39416
OG0006938	CAPO307064	DANRE01654
OG0006939	CAPO300423	DANRE05866, DANRE05865
OG0006940	CAPO308295	DANRE03264, DANRE03263
OG0006942	CAPO305131	DANRE40029
OG0006943	CAPO300653	DANRE31332
OG0006945	CAPO304257	DANRE42360
OG0006947	CAPO303778	DANRE03673
OG0006948	CAPO307507	DANRE05810
OG0006949	CAPO300866	DANRE12732
OG0006951	CAPO302915	DANRE14887, DANRE14889, DANRE14888
OG0006952	CAPO308002	DANRE14759
OG0006953	CAPO302825	DANRE01132
OG0006957	CAPO304410	DANRE06715, DANRE06716
OG0006959	CAPO305847	DANRE37495
OG0006960	CAPO306688	DANRE42368, DANRE42367
OG0006962	CAPO307572	DANRE02782
OG0006964	CAPO306352	DANRE09142
OG0006966	CAPO304695	DANRE12258
OG0006967	CAPO303820	DANRE03623, DANRE03622
OG0006968	CAPO301435	DANRE26323
OG0006969	CAPO306618	DANRE06563
OG0006970	CAPO304851	DANRE16466, DANRE16465, DANRE06600
OG0006971	CAPO303658	DANRE40878, DANRE40877
OG0006973	CAPO306305	DANRE17252
OG0006975	CAPO306893	DANRE09037
OG0006977	CAPO305268	DANRE02258
OG0006978	CAPO304336	DANRE34823, DANRE34824
OG0006979	CAPO300168	DANRE38972
OG0006980	CAPO305562	DANRE26295
OG0006982	CAPO305716	DANRE33288
OG0006983	CAPO300916	DANRE23215
OG0006989	CAPO302679	DANRE21381
OG0006990	CAPO300763	DANRE17525, DANRE17526, DANRE17527
OG0006991	CAPO303392	DANRE22662, DANRE22663, DANRE22661
OG0006992	CAPO305740	DANRE03940
OG0006993	CAPO305954	DANRE08645
OG0006994	CAPO306564	DANRE41698
OG0006995	CAPO306435	DANRE14381, DANRE14382
OG0006997	CAPO304873	DANRE31374, DANRE31375
OG0006998	CAPO301390	DANRE03324, DANRE43324
OG0006999	CAPO303913	DANRE10373, DANRE10372
OG0007001	CAPO305444	DANRE31299
OG0007002	CAPO304225	DANRE19224, DANRE19223
OG0007003	CAPO302304	DANRE38881
OG0007005	CAPO303654	DANRE07555, DANRE07554
OG0007007	CAPO302408	DANRE01269, DANRE01270
OG0007009	CAPO305960	DANRE35325
OG0007010	CAPO301780	DANRE17817
OG0007011	CAPO301128	DANRE08885, DANRE08884, DANRE08883
OG0007012	CAPO304946	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	CAPO303300	DANRE04152
OG0007015	CAPO305278	DANRE22599, DANRE22598
OG0007016	CAPO304972	DANRE25387, DANRE25386
OG0007018	CAPO300889	DANRE07063
OG0007019	CAPO304408	DANRE04085
OG0007020	CAPO303562, CAPO308296	DANRE35391, DANRE35392
OG0007021	CAPO306622	DANRE42260, DANRE42259
OG0007022	CAPO303253	DANRE01733
OG0007024	CAPO302054	DANRE25046
OG0007025	CAPO302785	DANRE39883
OG0007026	CAPO304159	DANRE25877
OG0007029	CAPO302104	DANRE02752, DANRE02753, DANRE02754
OG0007030	CAPO303845	DANRE15794
OG0007032	CAPO304830	DANRE42519
OG0007033	CAPO305180	DANRE18803, DANRE18804
OG0007034	CAPO306932	DANRE21262
OG0007038	CAPO302068	DANRE40365
OG0007040	CAPO306537	DANRE34356
OG0007042	CAPO307996	DANRE10636
OG0007043	CAPO305780	DANRE04197
OG0007044	CAPO307221	DANRE16211, DANRE16212
OG0007045	CAPO305958	DANRE10111
OG0007046	CAPO305591	DANRE11415
OG0007047	CAPO305693	DANRE14646
OG0007048	CAPO302164	DANRE30007, DANRE03630
OG0007049	CAPO305031	DANRE12279, DANRE12278
OG0007050	CAPO307898	DANRE07383, DANRE07382
OG0007055	CAPO304778	DANRE33530
OG0007057	CAPO304630	DANRE37617
OG0007058	CAPO301734, CAPO304572	DANRE13123
OG0007059	CAPO303590, CAPO303318	DANRE03981
OG0007061	CAPO305340	DANRE22042, DANRE22041
OG0007062	CAPO302545	DANRE13114, DANRE13113
OG0007063	CAPO308261	DANRE09361
OG0007065	CAPO301537	DANRE12615, DANRE12616
OG0007068	CAPO307887	DANRE39233, DANRE39232
OG0007069	CAPO307200	DANRE11002
OG0007071	CAPO301761	DANRE11841, DANRE11842, DANRE11840
OG0007072	CAPO306160	DANRE12173, DANRE12174, DANRE12175
OG0007073	CAPO302936	DANRE08821
OG0007074	CAPO306910	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007076	CAPO300474	DANRE30964, DANRE30963
OG0007081	CAPO305760	DANRE29557, DANRE29558, DANRE29559
OG0007084	CAPO307673	DANRE36884, DANRE36883
OG0007086	CAPO306079	DANRE12497
OG0007089	CAPO300706	DANRE07652, DANRE07651
OG0007090	CAPO300368	DANRE21490
OG0007091	CAPO304945	DANRE11390, DANRE11389
OG0007092	CAPO304498, CAPO305528	DANRE18833
OG0007093	CAPO308175	DANRE38295
OG0007094	CAPO301835	DANRE11853, DANRE11852
OG0007095	CAPO304293	DANRE10009, DANRE10008
OG0007097	CAPO302515	DANRE39435
OG0007098	CAPO301993	DANRE25426, DANRE25425
OG0007099	CAPO304218	DANRE16832
OG0007100	CAPO302645	DANRE20633, DANRE20634
OG0007105	CAPO303780	DANRE37505
OG0007106	CAPO302226	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007112	CAPO303793	DANRE25814
OG0007114	CAPO305243	DANRE10602, DANRE14572
OG0007118	CAPO306502	DANRE10021, DANRE10022
OG0007119	CAPO303656	DANRE36376, DANRE36377
OG0007121	CAPO305337	DANRE21444
OG0007122	CAPO302728	DANRE23206
OG0007124	CAPO307876	DANRE41957
OG0007127	CAPO305077	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007128	CAPO303539	DANRE19019
OG0007130	CAPO302224	DANRE30904
OG0007131	CAPO304315	DANRE40030, DANRE40031
OG0007132	CAPO301608	DANRE15088, DANRE15087
OG0007133	CAPO305338	DANRE01479
OG0007134	CAPO302517	DANRE22130, DANRE22129
OG0007137	CAPO303287	DANRE27979
OG0007138	CAPO307436	DANRE26666, DANRE26667
OG0007139	CAPO302325	DANRE39772, DANRE39771
OG0007141	CAPO306130	DANRE29345
OG0007143	CAPO307276	DANRE12075
OG0007144	CAPO301797	DANRE17418
OG0007145	CAPO305008	DANRE26346
OG0007146	CAPO306800	DANRE06482, DANRE06480, DANRE06481
OG0007147	CAPO305032	DANRE01796
OG0007150	CAPO304704	DANRE38611, DANRE38612
OG0007151	CAPO304299	DANRE10301
OG0007154	CAPO302715	DANRE05456
OG0007158	CAPO303011	DANRE14540
OG0007160	CAPO301230	DANRE38832, DANRE38833, DANRE38831
OG0007162	CAPO305815	DANRE40183
OG0007163	CAPO306908	DANRE09124
OG0007165	CAPO300764	DANRE01262, DANRE01263
OG0007166	CAPO301841	DANRE37616
OG0007168	CAPO304836	DANRE42575, DANRE42574
OG0007173	CAPO305749, CAPO300679	DANRE07590
OG0007174	CAPO304732	DANRE22362
OG0007175	CAPO300929	DANRE39288
OG0007176	CAPO305825	DANRE08683
OG0007178	CAPO306843	DANRE18259, DANRE18258
OG0007180	CAPO300869	DANRE21576, DANRE21577
OG0007181	CAPO302549	DANRE22763, DANRE22762
OG0007182	CAPO302258	DANRE35013
OG0007183	CAPO303453	DANRE09025, DANRE09026
OG0007184	CAPO304626	DANRE15058, DANRE15059
OG0007186	CAPO306272	DANRE03876
OG0007191	CAPO307327	DANRE40013
