peak54432	promoter-TSS 
peak8163	Intergenic
peak61521	Intergenic
peak79810	Intergenic
peak14895	Intergenic
peak73076	intron 
peak21105	intron 
peak617	intron 
peak660	Intergenic
peak41647	Intergenic
peak2802	Intergenic
peak47532	Intergenic
peak59815	Intergenic
peak55563	promoter-TSS 
peak17318	Intergenic
peak37190	Intergenic
peak7820	Intergenic
peak59397	Intergenic
peak8200	intron 
peak70706	intron 
peak19609	Intergenic
peak4509	intron 
peak18747	promoter-TSS 
peak39546	Intergenic
peak54514	Intergenic
peak58723	promoter-TSS 
peak32682	intron 
peak36494	intron 
peak59899	intron 
peak20046	exon 
peak40822	intron 
peak12864	Intergenic
peak70661	promoter-TSS 
peak54829	Intergenic
peak59467	Intergenic
peak72716	Intergenic
peak77136	Intergenic
peak23171	Intergenic
peak25351	intron 
peak52819	intron 
peak59753	Intergenic
peak81083	intron 
peak12168	exon 
peak41137	Intergenic
peak79089	exon 
peak51859	exon 
peak7648	intron 
peak57569	Intergenic
peak79091	Intergenic
peak76841	exon 
peak32874	intron 
peak4276	promoter-TSS 
peak45009	intron 
peak4134	intron 
peak43898	intron 
peak44634	intron 
peak76619	intron 
peak14191	exon 
peak35684	intron 
peak81671	intron 
peak28859	Intergenic
peak20221	Intergenic
peak9595	exon 
peak29545	intron 
peak26365	intron 
peak33100	Intergenic
peak29292	promoter-TSS 
peak29668	intron 
peak40158	intron 
peak64775	Intergenic
peak69299	intron 
peak68082	Intergenic
peak26692	Intergenic
peak51860	Intergenic
peak61901	Intergenic
peak70637	exon 
peak31319	exon 
peak49823	promoter-TSS 
peak46295	Intergenic
peak48898	intron 
peak46544	exon 
peak46958	promoter-TSS 
peak57448	Intergenic
peak12900	Intergenic
peak50910	Intergenic
peak29778	Intergenic
peak40260	promoter-TSS 
peak43027	Intergenic
peak44483	Intergenic
peak67575	Intergenic
peak13565	intron 
peak74425	exon 
peak63211	Intergenic
peak71362	Intergenic
peak26122	Intergenic
peak10849	exon 
peak50301	Intergenic
peak11188	intron 
peak22296	intron 
peak60242	Intergenic
peak11365	exon 
peak29271	promoter-TSS 
peak59935	intron 
peak59621	promoter-TSS 
peak27928	Intergenic
peak21697	promoter-TSS 
peak42554	intron 
peak42539	intron 
peak57542	Intergenic
peak17923	intron 
peak71567	intron 
peak47363	Intergenic
peak52912	Intergenic
peak28572	intron 
peak21432	intron 
peak8220	Intergenic
peak51850	Intergenic
peak23790	intron 
peak17113	promoter-TSS 
peak61465	intron 
peak18258	Intergenic
peak31995	promoter-TSS 
peak54549	intron 
peak18152	intron 
peak65427	Intergenic
peak15191	TTS 
peak36425	Intergenic
peak31649	Intergenic
peak3426	Intergenic
peak32980	Intergenic
peak14539	intron 
peak27724	Intergenic
peak73107	exon 
peak6348	intron 
peak52542	Intergenic
peak63998	Intergenic
peak25114	Intergenic
peak38833	Intergenic
peak53049	intron 
peak22465	promoter-TSS 
peak20769	intron 
peak25843	exon 
peak66217	Intergenic
peak71474	TTS 
peak21126	intron 
peak9016	exon 
peak53652	intron 
peak16986	Intergenic
peak34819	Intergenic
peak19003	promoter-TSS 
peak60414	Intergenic
peak54761	Intergenic
peak43822	promoter-TSS 
peak53855	Intergenic
peak66183	exon 
peak73901	exon 
peak6676	Intergenic
peak61017	promoter-TSS 
peak1238	Intergenic
peak21159	intron 
peak16868	Intergenic
peak47836	Intergenic
peak7362	Intergenic
peak5372	exon 
peak2537	Intergenic
peak82020	exon 
peak55772	Intergenic
peak27914	Intergenic
peak50401	Intergenic
peak17465	intron 
peak46387	promoter-TSS 
peak11376	Intergenic
peak21193	intron 
peak45360	intron 
peak5549	Intergenic
peak36454	intron 
peak12819	exon 
peak78038	Intergenic
peak63488	intron 
peak44650	Intergenic
peak63705	TTS 
peak60059	Intergenic
peak55115	intron 
peak64826	exon 
peak19098	exon 
peak74273	exon 
peak79728	intron 
peak17227	Intergenic
peak2091	promoter-TSS 
peak68096	Intergenic
peak27760	promoter-TSS 
peak50460	intron 
peak34322	promoter-TSS 
peak43952	intron 
peak55724	Intergenic
peak58835	Intergenic
peak35030	promoter-TSS 
peak13105	intron 
peak67884	Intergenic
peak20361	promoter-TSS 
peak79303	intron 
peak1451	Intergenic
peak3023	Intergenic
peak80748	exon 
peak74897	exon 
peak16247	Intergenic
peak57938	exon 
peak55190	promoter-TSS 
peak78664	intron 
peak55803	intron 
peak8758	exon 
peak77193	exon 
peak9386	exon 
peak44381	Intergenic
peak62795	Intergenic
peak53367	intron 
peak40702	promoter-TSS 
peak76771	intron 
peak57352	promoter-TSS 
peak68293	Intergenic
peak5169	intron 
peak37450	intron 
peak53118	intron 
peak80037	intron 
peak23718	promoter-TSS 
peak1646	promoter-TSS 
peak53948	promoter-TSS 
peak25289	Intergenic
peak27215	intron 
peak57493	exon 
peak73137	Intergenic
peak61854	intron 
peak60994	Intergenic
peak36155	Intergenic
peak44117	intron 
peak69856	intron 
peak82582	Intergenic
peak43676	Intergenic
peak64507	Intergenic
peak7777	intron 
peak29488	intron 
peak73812	Intergenic
peak73168	Intergenic
peak50446	Intergenic
peak62644	intron 
peak16379	promoter-TSS 
peak55244	intron 
peak32995	Intergenic
peak74517	exon 
peak33546	exon 
peak50350	intron 
peak81315	intron 
peak49075	exon 
peak79425	Intergenic
peak72590	Intergenic
peak11466	Intergenic
peak11795	intron 
peak54210	Intergenic
peak54934	Intergenic
peak45545	Intergenic
peak68916	intron 
peak73783	Intergenic
peak23446	Intergenic
peak68320	Intergenic
peak75799	intron 
peak78157	TTS 
peak30618	promoter-TSS 
peak58178	exon 
peak25509	intron 
peak46419	Intergenic
peak61691	Intergenic
peak27000	promoter-TSS 
peak37931	intron 
peak9507	Intergenic
peak51099	intron 
peak14243	intron 
peak28746	promoter-TSS 
peak55982	Intergenic
peak45303	intron 
peak35067	exon 
peak20410	promoter-TSS 
peak11196	Intergenic
peak2580	promoter-TSS 
peak22943	intron 
peak68583	Intergenic
peak2406	promoter-TSS 
peak29453	intron 
peak19950	intron 
peak23123	intron 
peak37367	intron 
peak42661	promoter-TSS 
peak74631	TTS 
peak63542	intron 
peak18658	Intergenic
peak54195	promoter-TSS 
peak31053	intron 
peak1331	Intergenic
peak10102	exon 
peak46973	Intergenic
peak19369	intron 
peak7979	intron 
peak39728	promoter-TSS 
peak61558	Intergenic
peak51866	intron 
peak73386	intron 
peak25679	Intergenic
peak66958	Intergenic
peak11086	intron 
peak68511	intron 
peak48149	intron 
peak43711	Intergenic
peak46576	promoter-TSS 
peak41122	promoter-TSS 
peak12671	intron 
peak58796	exon 
peak63181	promoter-TSS 
peak30702	promoter-TSS 
peak61030	intron 
peak21372	promoter-TSS 
peak28624	Intergenic
peak48142	intron 
peak82113	promoter-TSS 
peak74021	intron 
peak70084	Intergenic
peak77618	exon 
peak55110	Intergenic
peak71570	exon 
peak3663	intron 
peak14775	promoter-TSS 
peak22680	Intergenic
peak58456	intron 
peak66450	exon 
peak52181	intron 
peak75639	promoter-TSS 
peak3225	intron 
peak70751	intron 
peak30301	intron 
peak15844	promoter-TSS 
peak82798	Intergenic
peak73721	Intergenic
peak74156	Intergenic
peak24912	Intergenic
peak30501	Intergenic
peak15065	exon 
peak38467	intron 
peak6057	intron 
peak61961	intron 
peak69712	intron 
peak17656	intron 
peak47185	promoter-TSS 
peak30400	promoter-TSS 
peak69481	exon 
peak11166	Intergenic
peak53442	TTS 
peak20253	intron 
peak19645	Intergenic
peak42446	intron 
peak29718	intron 
peak52907	Intergenic
peak79071	Intergenic
peak10762	intron 
peak42736	Intergenic
peak64846	exon 
peak78027	intron 
peak76329	Intergenic
peak67809	exon 
peak13372	promoter-TSS 
peak40912	Intergenic
peak28998	intron 
peak51468	promoter-TSS 
peak45449	intron 
peak53497	intron 
peak73341	intron 
peak12190	Intergenic
peak56809	Intergenic
peak19940	Intergenic
peak4167	Intergenic
peak7980	intron 
peak26187	intron 
peak61806	Intergenic
peak30736	intron 
peak5328	intron 
peak20615	intron 
peak20372	intron 
peak1217	Intergenic
peak72850	exon 
peak69006	intron 
peak703	intron 
peak65052	Intergenic
peak42364	Intergenic
peak8541	Intergenic
peak44415	intron 
peak61212	intron 
peak3529	Intergenic
peak33833	intron 
peak34066	Intergenic
peak5748	promoter-TSS 
peak63031	Intergenic
peak47296	exon 
peak13974	Intergenic
peak1069	Intergenic
peak60166	promoter-TSS 
peak39314	intron 
peak43403	exon 
peak14726	exon 
peak19422	promoter-TSS 
peak5410	exon 
peak25302	intron 
peak48506	intron 
peak14547	promoter-TSS 
peak19863	Intergenic
peak67426	Intergenic
peak42272	exon 
peak53529	intron 
peak77436	Intergenic
peak45900	Intergenic
peak6050	intron 
peak19375	promoter-TSS 
peak16470	exon 
peak46132	exon 
peak28778	intron 
peak23600	Intergenic
peak60869	Intergenic
peak29920	exon 
peak27647	intron 
peak73543	Intergenic
peak57037	Intergenic
peak60496	Intergenic
peak18105	intron 
peak6099	promoter-TSS 
peak17763	Intergenic
peak79128	intron 
peak29208	Intergenic
peak11312	intron 
peak27384	promoter-TSS 
peak18414	intron 
peak38025	Intergenic
peak7262	promoter-TSS 
peak60515	intron 
peak57646	intron 
peak65494	intron 
peak25218	exon 
peak24802	intron 
peak62496	Intergenic
peak34143	Intergenic
peak46032	intron 
peak52662	intron 
peak53352	Intergenic
peak18327	intron 
peak23550	exon 
peak42885	intron 
peak52779	intron 
peak30980	intron 
peak5882	promoter-TSS 
peak19126	promoter-TSS 
peak36663	TTS 
peak18348	promoter-TSS 
peak55393	exon 
peak41027	promoter-TSS 
peak35116	intron 
peak13292	promoter-TSS 
peak1573	intron 
peak69797	exon 
peak67916	Intergenic
peak65933	Intergenic
peak78585	intron 
peak7795	Intergenic
peak61317	promoter-TSS 
peak65500	promoter-TSS 
peak25835	Intergenic
peak4687	intron 
peak27332	exon 
peak72787	Intergenic
peak31535	Intergenic
peak55671	exon 
peak59105	Intergenic
peak18702	exon 
peak4208	intron 
peak76203	Intergenic
peak60527	intron 
peak52615	intron 
peak51349	intron 
peak6399	promoter-TSS 
peak8589	intron 
peak65218	Intergenic
peak30158	promoter-TSS 
peak7193	intron 
peak32215	Intergenic
peak13926	exon 
peak45912	Intergenic
peak66762	Intergenic
peak45101	intron 
peak57690	intron 
peak30449	Intergenic
peak11816	Intergenic
peak43251	intron 
peak59136	Intergenic
peak68308	intron 
peak26570	promoter-TSS 
peak69573	exon 
peak24692	Intergenic
peak64411	intron 
peak44088	Intergenic
peak70385	Intergenic
peak24938	Intergenic
peak79036	intron 
peak72095	intron 
peak1907	intron 
peak79435	Intergenic
peak72608	TTS 
peak31240	promoter-TSS 
peak4878	TTS 
peak72041	Intergenic
peak61350	intron 
peak53139	intron 
peak48204	TTS 
peak71614	exon 
peak65432	exon 
peak29217	Intergenic
peak68447	Intergenic
peak17510	Intergenic
peak54817	promoter-TSS 
peak47256	intron 
peak61618	intron 
peak78217	TTS 
peak18899	Intergenic
peak4548	Intergenic
peak52628	promoter-TSS 
peak3341	intron 
peak77372	intron 
peak12160	promoter-TSS 
peak14643	Intergenic
peak49345	Intergenic
peak5666	Intergenic
peak12821	intron 
peak42543	Intergenic
peak60743	intron 
peak72222	exon 
peak13122	Intergenic
peak69734	intron 
peak41149	Intergenic
peak20240	intron 
peak68579	Intergenic
peak36359	intron 
peak7931	promoter-TSS 
peak49023	Intergenic
peak41449	Intergenic
peak13305	promoter-TSS 
peak66032	Intergenic
peak72743	Intergenic
peak74151	intron 
peak59320	Intergenic
peak64719	intron 
peak18014	Intergenic
peak50780	Intergenic
peak49235	intron 
peak35957	intron 
peak30099	intron 
peak36808	intron 
peak34998	TTS 
peak25731	Intergenic
peak27892	Intergenic
peak69415	Intergenic
peak5234	exon 
peak75841	Intergenic
peak67433	promoter-TSS 
peak10670	intron 
peak62234	TTS 
peak68677	intron 
peak64670	promoter-TSS 
peak19880	Intergenic
peak75248	intron 
peak56672	exon 
peak82319	Intergenic
peak72157	exon 
peak78699	intron 
peak29281	promoter-TSS 
peak21447	Intergenic
peak7879	intron 
peak49795	intron 
peak69703	Intergenic
peak57679	promoter-TSS 
peak38180	intron 
peak72355	intron 
peak70352	exon 
peak10242	promoter-TSS 
peak25575	Intergenic
peak54040	intron 
peak24453	intron 
peak40125	intron 
peak28097	intron 
peak7334	Intergenic
peak20631	Intergenic
peak59434	TTS 
peak6291	Intergenic
peak5657	intron 
peak35966	exon 
peak65716	promoter-TSS 
peak66824	Intergenic
peak11339	intron 
peak42997	promoter-TSS 
peak57963	Intergenic
peak59058	Intergenic
peak19987	intron 
peak3972	intron 
peak51889	Intergenic
peak7580	Intergenic
peak12881	Intergenic
peak9240	Intergenic
peak70112	Intergenic
peak68640	Intergenic
peak22887	Intergenic
peak34624	intron 
peak81048	TTS 
peak3751	intron 
peak3351	promoter-TSS 
peak66733	Intergenic
peak37229	intron 
peak31837	Intergenic
peak21484	exon 
peak73322	intron 
peak50177	Intergenic
peak13749	intron 
peak73684	Intergenic
peak10131	Intergenic
peak5632	Intergenic
peak77526	promoter-TSS 
peak76546	intron 
peak25314	intron 
peak17976	intron 
peak27773	Intergenic
peak9065	intron 
peak3676	promoter-TSS 
peak53724	intron 
peak13242	intron 
peak62190	TTS 
peak42126	intron 
peak64725	intron 
peak32537	Intergenic
peak55617	intron 
peak26891	Intergenic
peak41675	Intergenic
peak81027	promoter-TSS 
peak7189	intron 
peak66039	intron 
peak15371	Intergenic
peak20544	promoter-TSS 
peak45232	Intergenic
peak71032	intron 
peak32739	intron 
peak79868	intron 
peak71089	TTS 
peak71785	Intergenic
peak68237	promoter-TSS 
peak5141	intron 
peak53038	Intergenic
peak52880	Intergenic
peak11698	Intergenic
peak13643	intron 
peak16042	intron 
peak15398	intron 
peak75001	intron 
peak58035	Intergenic
peak64522	promoter-TSS 
peak20825	Intergenic
peak51336	Intergenic
peak2881	intron 
peak18114	Intergenic
peak35012	intron 
peak24336	Intergenic
peak34524	Intergenic
peak1172	Intergenic
peak26002	intron 
peak63680	Intergenic
peak26951	intron 
peak42778	Intergenic
peak45605	Intergenic
peak59947	Intergenic
peak22904	intron 
peak11675	Intergenic
peak1191	intron 
peak54021	intron 
peak39577	exon 
peak35333	Intergenic
peak50917	Intergenic
peak3612	intron 
peak11563	intron 
peak55238	Intergenic
peak35305	intron 
peak24351	intron 
peak22893	promoter-TSS 
peak45210	intron 
peak14903	Intergenic
peak37340	promoter-TSS 
peak40405	intron 
peak54335	intron 
peak78642	intron 
peak75818	intron 
peak63453	exon 
peak10627	Intergenic
peak3980	intron 
peak32692	Intergenic
peak61958	intron 
peak68920	Intergenic
peak42589	intron 
peak54923	exon 
peak59416	Intergenic
peak28976	Intergenic
peak37270	exon 
peak54234	Intergenic
peak17396	promoter-TSS 
peak7824	intron 
peak7831	Intergenic
peak73790	intron 
peak33902	Intergenic
peak4255	Intergenic
peak74588	intron 
peak54867	Intergenic
peak41966	Intergenic
peak12488	intron 
peak10418	intron 
peak29424	promoter-TSS 
peak45000	Intergenic
peak60063	intron 
peak50620	Intergenic
peak56471	Intergenic
peak27578	intron 
peak7535	intron 
peak32110	Intergenic
peak35040	Intergenic
peak25976	Intergenic
peak6125	Intergenic
peak75333	intron 
peak74837	promoter-TSS 
peak56482	Intergenic
peak40682	intron 
peak26505	Intergenic
peak61878	intron 
peak5909	Intergenic
peak2230	intron 
peak8453	exon 
peak69172	intron 
peak67004	exon 
peak27257	Intergenic
peak64690	Intergenic
peak49689	Intergenic
peak33528	Intergenic
peak64294	intron 
peak41723	TTS 
peak52236	intron 
peak74016	promoter-TSS 
peak5949	Intergenic
peak62353	promoter-TSS 
peak72238	intron 
peak82155	Intergenic
peak44916	intron 
peak49441	intron 
peak47902	Intergenic
peak64023	Intergenic
peak13777	promoter-TSS 
peak3915	intron 
peak14320	intron 
peak65825	Intergenic
peak63177	intron 
peak31250	promoter-TSS 
peak35547	Intergenic
peak31369	Intergenic
peak48404	Intergenic
peak73299	intron 
peak29301	Intergenic
peak10909	exon 
peak38164	Intergenic
peak22939	Intergenic
peak53612	exon 
peak8777	Intergenic
peak54793	intron 
peak17014	Intergenic
peak50647	Intergenic
peak20869	intron 
peak27842	Intergenic
peak31691	promoter-TSS 
peak14210	intron 
peak66332	intron 
peak66517	promoter-TSS 
peak29557	Intergenic
peak70175	intron 
peak71211	Intergenic
peak16400	exon 
peak10731	Intergenic
peak31791	Intergenic
peak27085	Intergenic
peak39366	intron 
peak59043	intron 
peak73911	Intergenic
peak55334	promoter-TSS 
peak58647	Intergenic
peak6836	Intergenic
peak44948	Intergenic
peak79491	intron 
peak16321	intron 
peak55702	Intergenic
peak1034	Intergenic
peak45369	Intergenic
peak59692	Intergenic
peak15594	Intergenic
peak66139	intron 
peak33272	Intergenic
peak50472	TTS 
peak5478	Intergenic
peak44866	exon 
peak56981	Intergenic
peak24465	Intergenic
peak68089	Intergenic
peak64819	intron 
peak213	promoter-TSS 
peak61625	intron 
peak33020	Intergenic
peak11913	Intergenic
peak35746	intron 
peak38460	exon 
peak44287	Intergenic
peak58418	Intergenic
peak26761	intron 
peak8263	exon 
peak26181	Intergenic
peak46456	Intergenic
peak79484	exon 
peak23785	intron 
peak78075	Intergenic
peak15341	Intergenic
peak72059	Intergenic
peak75066	intron 
peak16949	intron 
peak66166	intron 
peak58992	intron 
peak47774	Intergenic
peak78759	promoter-TSS 
peak5759	Intergenic
peak61589	promoter-TSS 
peak80601	Intergenic
peak55661	exon 
peak21803	intron 
peak82486	intron 
peak16479	promoter-TSS 
peak8255	Intergenic
peak71515	Intergenic
peak46267	TTS 
peak78179	promoter-TSS 
peak70529	Intergenic
peak9284	Intergenic
peak11032	intron 
peak8735	Intergenic
peak2368	Intergenic
peak12477	Intergenic
peak36975	intron 
peak76335	Intergenic
peak12686	intron 
peak5606	intron 
peak44476	TTS 
peak46647	intron 
peak59354	promoter-TSS 
peak54293	intron 
peak14044	promoter-TSS 
peak11522	exon 
peak77410	intron 
peak69746	exon 
peak24972	promoter-TSS 
peak60612	exon 
peak81709	intron 
peak27126	promoter-TSS 
peak18165	intron 
peak62118	promoter-TSS 
peak6855	Intergenic
peak34191	promoter-TSS 
peak42394	Intergenic
peak23339	promoter-TSS 
peak47440	intron 
peak54187	exon 
peak66925	promoter-TSS 
peak40321	intron 
peak11922	TTS 
peak70957	exon 
peak70730	intron 
peak40678	intron 
peak44024	exon 
peak10115	Intergenic
peak47556	Intergenic
peak208	promoter-TSS 
peak82681	intron 
peak23415	promoter-TSS 
peak79258	intron 
peak71449	intron 
peak20561	Intergenic
peak50735	intron 
peak31138	Intergenic
peak77110	exon 
peak22259	intron 
peak45122	Intergenic
peak35564	intron 
peak21052	exon 
peak45655	Intergenic
peak60856	Intergenic
peak67387	Intergenic
peak41281	Intergenic
peak22853	intron 
peak34799	Intergenic
peak77909	intron 
peak81379	TTS 
peak14217	intron 
peak7678	Intergenic
peak38238	intron 
peak41461	intron 
peak71339	Intergenic
peak25861	exon 
peak82620	Intergenic
peak28686	promoter-TSS 
peak1469	promoter-TSS 
peak27057	Intergenic
peak18527	promoter-TSS 
peak51253	exon 
peak80974	intron 
peak38869	intron 
peak23057	intron 
peak62620	intron 
peak27948	intron 
peak75756	promoter-TSS 
peak29389	Intergenic
peak73171	Intergenic
peak2157	exon 
peak42910	intron 
peak40257	Intergenic
peak66636	Intergenic
peak26624	intron 
peak10387	intron 
peak64736	intron 
peak4081	Intergenic
peak2812	intron 
peak20886	Intergenic
peak51169	Intergenic
peak24022	Intergenic
peak38802	Intergenic
peak72207	Intergenic
peak58561	Intergenic
peak53247	exon 
peak82557	Intergenic
peak5710	Intergenic
peak48427	intron 
peak62374	promoter-TSS 
peak2723	intron 
peak36480	Intergenic
peak2344	Intergenic
peak37148	intron 
peak46055	promoter-TSS 
peak64683	Intergenic
peak45761	intron 
peak51047	exon 
peak621	exon 
peak38736	exon 
peak25053	Intergenic
peak81017	Intergenic
peak16840	intron 
peak68596	intron 
peak70418	Intergenic
peak63575	intron 
peak61231	exon 
peak75868	promoter-TSS 
