protein_ID	transcript_ID	gene_ID
XP_030830000.1	rna-XM_030974140.1	LOC593038
XP_797640.3	rna-XM_792547.5	LOC593051
XP_011684138.1	rna-XM_011685836.2	LOC593051
XP_030830304.1	rna-XM_030974444.1	LOC115919874
XP_030830610.1	rna-XM_030974750.1	LOC105447585
XP_788312.4	rna-XM_783219.5	LOC583305
XP_030830655.1	rna-XM_030974795.1	LOC100891557
XP_030830068.1	rna-XM_030974208.1	LOC589928
XP_030830069.1	rna-XM_030974209.1	LOC115919821
XP_030830064.1	rna-XM_030974204.1	LOC589897
XP_030830061.1	rna-XM_030974201.1	LOC589897
XP_030830066.1	rna-XM_030974206.1	LOC589897
XP_030830065.1	rna-XM_030974205.1	LOC589897
XP_030830062.1	rna-XM_030974202.1	LOC589897
XP_030830063.1	rna-XM_030974203.1	LOC589897
XP_030830059.1	rna-XM_030974199.1	LOC589897
XP_030830060.1	rna-XM_030974200.1	LOC589897
XP_030830071.1	rna-XM_030974211.1	LOC115919822
XP_030830070.1	rna-XM_030974210.1	LOC115919822
XP_787069.1	rna-XM_781976.5	LOC581999
XP_011684126.1	rna-XM_011685824.2	LOC581999
XP_786961.3	rna-XM_781868.5	LOC581891
XP_786921.4	rna-XM_781828.5	LOC581847
XP_011684124.2	rna-XM_011685822.2	LOC581847
XP_030830224.1	rna-XM_030974364.1	LOC588510
XP_030830223.1	rna-XM_030974363.1	LOC590076
XP_030830222.1	rna-XM_030974362.1	LOC590076
XP_030829735.1	rna-XM_030973875.1	LOC590056
XP_011684120.1	rna-XM_011685818.2	LOC100890911
XP_011684119.1	rna-XM_011685817.2	LOC100890911
XP_011684118.2	rna-XM_011685816.2	LOC105447579
XP_001198703.3	rna-XM_001198703.4	LOC762899
XP_030829761.1	rna-XM_030973901.1	LOC588488
XP_030830861.1	rna-XM_030975001.1	LOC100890675
XP_030830862.1	rna-XM_030975002.1	LOC100890675
XP_030830860.1	rna-XM_030975000.1	LOC100890675
XP_030830733.1	rna-XM_030974873.1	LOC100892159
XP_030830732.1	rna-XM_030974872.1	LOC100892159
XP_030830286.1	rna-XM_030974426.1	LOC585584
XP_030830494.1	rna-XM_030974634.1	LOC100890458
XP_030830720.1	rna-XM_030974860.1	LOC115918151
XP_030830735.1	rna-XM_030974875.1	LOC100892365
XP_030830176.1	rna-XM_030974316.1	LOC115918149
XP_030830305.1	rna-XM_030974445.1	LOC115919875
XP_030830787.1	rna-XM_030974927.1	LOC115920041
XP_003728893.2	rna-XM_003728845.3	LOC580912
XP_786033.2	rna-XM_780940.5	LOC580912
XP_011663019.2	rna-XM_011664717.2	LOC580912
XP_003728892.2	rna-XM_003728844.3	LOC580912
XP_011663020.2	rna-XM_011664718.2	LOC580912
NP_001073019.1	rna-NM_001079551.1	NBC
XP_030830525.1	rna-XM_030974665.1	LOC115919937
XP_030830524.1	rna-XM_030974664.1	LOC115919937
XP_030830306.1	rna-XM_030974446.1	LOC115918345
XP_011671675.2	rna-XM_011673373.2	LOC105441843
XP_030830074.1	rna-XM_030974214.1	LOC105441844
XP_003730705.1	rna-XM_003730657.3	LOC580897
XP_011673649.2	rna-XM_011675347.2	LOC105442793
XP_030830599.1	rna-XM_030974739.1	LOC115919968
XP_030830307.1	rna-XM_030974447.1	LOC115919876
XP_030829527.1	rna-XM_030973667.1	arc1
XP_030829526.1	rna-XM_030973666.1	arc1
NP_001103716.1	rna-NM_001110246.1	arc1
XP_030830213.1	rna-XM_030974353.1	LOC115918074
XP_030830216.1	rna-XM_030974356.1	LOC115918074
XP_030830211.1	rna-XM_030974351.1	LOC115918074
XP_030830215.1	rna-XM_030974355.1	LOC115918074
XP_030830214.1	rna-XM_030974354.1	LOC115918074
XP_030830414.1	rna-XM_030974554.1	LOC581039
XP_030829732.1	rna-XM_030973872.1	LOC115919752
XP_030829731.1	rna-XM_030973871.1	LOC115919752
XP_030830308.1	rna-XM_030974448.1	LOC579673
XP_003724399.2	rna-XM_003724351.2	LOC100893464
XP_030830310.1	rna-XM_030974450.1	LOC105445422
XP_030829736.1	rna-XM_030973876.1	LOC581114
XP_030829828.1	rna-XM_030973968.1	LOC100890060
XP_030829829.1	rna-XM_030973969.1	LOC115919781
XP_030830311.1	rna-XM_030974451.1	LOC115919877
XP_030830312.1	rna-XM_030974452.1	LOC115919878
XP_030830313.1	rna-XM_030974453.1	LOC115919879
XP_030830314.1	rna-XM_030974454.1	LOC115919880
XP_030830746.1	rna-XM_030974886.1	LOC105446013
XP_030830316.1	rna-XM_030974456.1	LOC105446018
XP_011674818.1	rna-XM_011676516.1	LOC105443408
XP_030830786.1	rna-XM_030974926.1	LOC115920040
XP_030830762.1	rna-XM_030974902.1	LOC105442389
XP_792865.3	rna-XM_787772.5	LOC588072
XP_030830533.1	rna-XM_030974673.1	LOC754012
XP_030830542.1	rna-XM_030974682.1	LOC575651
XP_781890.2	rna-XM_776797.4	LOC576495
XP_030830015.1	rna-XM_030974155.1	LOC100890411
XP_781765.4	rna-XM_776672.5	LOC576357
XP_030830318.1	rna-XM_030974458.1	LOC590447
XP_030830319.1	rna-XM_030974459.1	LOC115919881
XP_030830320.1	rna-XM_030974460.1	LOC100893146
XP_030830608.1	rna-XM_030974748.1	LOC115918349
XP_030830609.1	rna-XM_030974749.1	LOC100892846
XP_030830438.1	rna-XM_030974578.1	LOC576141
XP_030830441.1	rna-XM_030974581.1	LOC576141
XP_030830440.1	rna-XM_030974580.1	LOC576141
XP_030830439.1	rna-XM_030974579.1	LOC576141
XP_030829963.1	rna-XM_030974103.1	LOC590191
XP_030829964.1	rna-XM_030974104.1	LOC593013
XP_797590.2	rna-XM_792497.4	LOC592999
XP_011680157.1	rna-XM_011681855.2	LOC576711
NP_001027543.1	rna-NM_001032371.2	LOC576711
XP_030829938.1	rna-XM_030974078.1	LOC100889298
XP_030829937.1	rna-XM_030974077.1	LOC100889298
XP_030830322.1	rna-XM_030974462.1	LOC105442022
XP_030830549.1	rna-XM_030974689.1	LOC115919949
XP_030830550.1	rna-XM_030974690.1	LOC115919950
XP_030830551.1	rna-XM_030974691.1	LOC115919951
XP_030830552.1	rna-XM_030974692.1	LOC115919952
XP_030830553.1	rna-XM_030974693.1	LOC583762
XP_030830554.1	rna-XM_030974694.1	LOC583762
XP_030830323.1	rna-XM_030974463.1	LOC579692
XP_030829572.1	rna-XM_030973712.1	LOC589299
XP_030829575.1	rna-XM_030973715.1	LOC589299
XP_030829574.1	rna-XM_030973714.1	LOC589299
XP_003725914.2	rna-XM_003725866.3	LOC579133
XP_003725916.3	rna-XM_003725868.3	LOC100889763
XP_030829724.1	rna-XM_030973864.1	LOC100888816
XP_030830548.1	rna-XM_030974688.1	LOC100890032
XP_030830546.1	rna-XM_030974686.1	LOC100890032
XP_789110.2	rna-XM_784017.5	LOC584138
XP_798297.1	rna-XM_793204.5	LOC593736
XP_011677187.2	rna-XM_011678885.2	LOC593659
XP_030829967.1	rna-XM_030974107.1	LOC593659
XP_030829969.1	rna-XM_030974109.1	LOC593659
XP_030829968.1	rna-XM_030974108.1	LOC593659
XP_030829970.1	rna-XM_030974110.1	LOC593659
XP_011677205.2	rna-XM_011678903.2	LOC593659
XP_011677196.2	rna-XM_011678894.2	LOC593659
XP_800773.1	rna-XM_795680.5	LOC593646
XP_011677153.1	rna-XM_011678851.2	LOC593646
XP_030830537.1	rna-XM_030974677.1	LOC100889028
XP_003729212.3	rna-XM_003729164.3	LOC100889028
XP_030830641.1	rna-XM_030974781.1	LOC100889106
XP_030830642.1	rna-XM_030974782.1	LOC115919991
XP_030830643.1	rna-XM_030974783.1	LOC100892252
XP_003725934.2	rna-XM_003725886.3	LOC100892252
XP_003725942.3	rna-XM_003725894.3	LOC100892990
XP_030830324.1	rna-XM_030974464.1	LOC100892400
XP_030829603.1	rna-XM_030973743.1	LOC115919729
XP_030829604.1	rna-XM_030973744.1	LOC115919730
XP_001191391.1	rna-XM_001191391.4	LOC755709
XP_003725937.2	rna-XM_003725889.3	LOC100892460
XP_030830325.1	rna-XM_030974465.1	LOC105444279
XP_003725938.1	rna-XM_003725890.3	LOC755699
XP_030830004.1	rna-XM_030974144.1	LOC579328
XP_794287.4	rna-XM_789194.5	LOC589555
XP_003728103.1	rna-XM_003728055.3	LOC586388
XP_791288.2	rna-XM_786195.5	LOC586411
XP_001177344.2	rna-XM_001177344.4	LOC753887
XP_030830673.1	rna-XM_030974813.1	LOC115918350
NP_999760.1	rna-NM_214595.1	Coel1
XP_030830593.1	rna-XM_030974733.1	LOC100891724
XP_030830592.1	rna-XM_030974732.1	LOC100891724
XP_011683752.1	rna-XM_011685450.2	LOC585715
XP_790625.3	rna-XM_785532.5	LOC585715
XP_011683775.2	rna-XM_011685473.2	LOC586246
XP_030829907.1	rna-XM_030974047.1	LOC586246
XP_791128.2	rna-XM_786035.4	LOC586246
XP_792075.2	rna-XM_786982.5	LOC587240
XP_030829570.1	rna-XM_030973710.1	LOC587222
XP_780502.1	rna-XM_775409.5	LOC582309
XP_030830577.1	rna-XM_030974717.1	LOC592598
XP_030830132.1	rna-XM_030974272.1	LOC592578
XP_030829700.1	rna-XM_030973840.1	LOC753190
XP_030829702.1	rna-XM_030973842.1	LOC753190
XP_030829703.1	rna-XM_030973843.1	LOC753190
XP_030829705.1	rna-XM_030973845.1	LOC753190
XP_030829704.1	rna-XM_030973844.1	LOC753190
XP_030829706.1	rna-XM_030973846.1	LOC753190
XP_030829707.1	rna-XM_030973847.1	LOC753190
XP_030829708.1	rna-XM_030973848.1	LOC753190
XP_011664975.2	rna-XM_011666673.2	LOC105438631
XP_796312.3	rna-XM_791219.5	LOC591667
XP_003724859.2	rna-XM_003724811.3	LOC591686
XP_030829852.1	rna-XM_030973992.1	LOC756379
XP_030829534.1	rna-XM_030973674.1	Klf7
NP_001189420.1	rna-NM_001202491.1	Klf7
XP_030830585.1	rna-XM_030974725.1	LOC585533
XP_030829695.1	rna-XM_030973835.1	LOC576486
XP_030829694.1	rna-XM_030973834.1	LOC576486
XP_011664317.1	rna-XM_011666015.2	LOC576486
XP_011664319.1	rna-XM_011666017.2	LOC576486
XP_030830586.1	rna-XM_030974726.1	LOC100893738
XP_011664311.2	rna-XM_011666009.2	LOC579086
XP_011664309.2	rna-XM_011666007.2	LOC579086
XP_011664313.2	rna-XM_011666011.2	LOC579086
XP_030830326.1	rna-XM_030974466.1	LOC115919882
XP_003729848.1	rna-XM_003729800.3	LOC585281
XP_030830739.1	rna-XM_030974879.1	LOC585281
XP_790207.3	rna-XM_785114.5	LOC585281
XP_030830709.1	rna-XM_030974849.1	LOC754278
XP_030830708.1	rna-XM_030974848.1	LOC754278
XP_011664967.1	rna-XM_011666665.2	LOC754278
XP_011668242.1	rna-XM_011669940.2	LOC591504
XP_796157.3	rna-XM_791064.5	LOC591504
XP_030829584.1	rna-XM_030973724.1	LOC591504
XP_011668243.1	rna-XM_011669941.2	LOC591504
XP_030830431.1	rna-XM_030974571.1	LOC590019
XP_003727967.3	rna-XM_003727919.3	LOC100890031
XP_030829797.1	rna-XM_030973937.1	LOC105438049
XP_030829795.1	rna-XM_030973935.1	LOC115919770
XP_030829990.1	rna-XM_030974130.1	LOC115918005
XP_030829992.1	rna-XM_030974132.1	LOC115918005
XP_030830715.1	rna-XM_030974855.1	LOC115918352
XP_003730882.2	rna-XM_003730834.3	LOC100891658
XP_030830759.1	rna-XM_030974899.1	LOC755589
XP_030830760.1	rna-XM_030974900.1	LOC755589
XP_030830761.1	rna-XM_030974901.1	LOC755589
XP_030830756.1	rna-XM_030974896.1	LOC105437649
XP_789669.4	rna-XM_784576.5	LOC584724
XP_011662796.2	rna-XM_011664494.2	LOC584724
XP_011662795.2	rna-XM_011664493.2	LOC584747
XP_030830042.1	rna-XM_030974182.1	LOC584771
XP_789713.2	rna-XM_784620.4	LOC584771
XP_030830327.1	rna-XM_030974467.1	LOC115919884
XP_030830330.1	rna-XM_030974470.1	LOC115919885
XP_030830265.1	rna-XM_030974405.1	LOC115919866
XP_030830262.1	rna-XM_030974402.1	LOC115919865
XP_030830264.1	rna-XM_030974404.1	LOC115919865
XP_030830263.1	rna-XM_030974403.1	LOC115919865
XP_030830261.1	rna-XM_030974401.1	LOC115919864
XP_783262.3	rna-XM_778169.4	LOC577973
XP_030829812.1	rna-XM_030973952.1	LOC588897
XP_030829810.1	rna-XM_030973950.1	LOC588897
XP_030829811.1	rna-XM_030973951.1	LOC588897
XP_030829690.1	rna-XM_030973830.1	LOC593349
XP_030829691.1	rna-XM_030973831.1	LOC115919744
XP_030830111.1	rna-XM_030974251.1	LOC764368
XP_011669200.1	rna-XM_011670898.2	LOC105440580
XP_030830055.1	rna-XM_030974195.1	LOC100889530
XP_011669202.2	rna-XM_011670900.2	LOC100889530
XP_011669203.2	rna-XM_011670901.2	LOC100890593
XP_011669205.2	rna-XM_011670903.2	LOC100890593
XP_011669204.2	rna-XM_011670902.2	LOC100890593
XP_030829819.1	rna-XM_030973959.1	LOC105440587
XP_030830556.1	rna-XM_030974696.1	LOC100890677
XP_030830555.1	rna-XM_030974695.1	LOC100890677
XP_030830560.1	rna-XM_030974700.1	LOC100890677
XP_030830558.1	rna-XM_030974698.1	LOC100890677
XP_030830559.1	rna-XM_030974699.1	LOC100890677
XP_030830561.1	rna-XM_030974701.1	LOC115919955
XP_003725132.2	rna-XM_003725084.3	LOC100889819
XP_011669206.2	rna-XM_011670904.2	LOC581329
XP_030830267.1	rna-XM_030974407.1	LOC100889988
XP_030830734.1	rna-XM_030974874.1	LOC115920022
XP_030830331.1	rna-XM_030974471.1	LOC581548
XP_030829965.1	rna-XM_030974105.1	LOC100890155
XP_786795.4	rna-XM_781702.5	LOC581715
XP_011670287.1	rna-XM_011671985.2	LOC579971
XP_011670289.1	rna-XM_011671987.2	LOC579971
XP_011670288.1	rna-XM_011671986.2	LOC579971
XP_011665912.1	rna-XM_011667610.2	LOC105439076
XP_030830879.1	rna-XM_030975019.1	LOC577824
XP_030830632.1	rna-XM_030974772.1	LOC575072
XP_030830275.1	rna-XM_030974415.1	LOC575143
XP_030830273.1	rna-XM_030974413.1	LOC575143
XP_030830274.1	rna-XM_030974414.1	LOC575143
XP_030830276.1	rna-XM_030974416.1	LOC575143
XP_003726076.3	rna-XM_003726028.3	LOC100891840
XP_011670295.2	rna-XM_011671993.2	LOC100891840
XP_001201177.2	rna-XM_001201177.4	LOC764720
XP_030830332.1	rna-XM_030974472.1	LOC115919886
XP_030830334.1	rna-XM_030974474.1	LOC115919887
XP_030830335.1	rna-XM_030974475.1	LOC115919888
XP_030830336.1	rna-XM_030974476.1	LOC105441126
XP_011662447.2	rna-XM_011664145.2	LOC105437498
XP_030830337.1	rna-XM_030974477.1	LOC115919889
XP_786433.3	rna-XM_781340.5	LOC581334
XP_030829809.1	rna-XM_030973949.1	LOC575943
XP_011662451.1	rna-XM_011664149.2	LOC575943
XP_030829709.1	rna-XM_030973849.1	LOC105437500
XP_030830600.1	rna-XM_030974740.1	LOC764569
XP_030830791.1	rna-XM_030974931.1	LOC755197
XP_030830790.1	rna-XM_030974930.1	LOC755197
XP_030830793.1	rna-XM_030974933.1	LOC755197
XP_030830338.1	rna-XM_030974478.1	LOC575915
XP_011662459.2	rna-XM_011664157.2	LOC575982
XP_781431.4	rna-XM_776338.5	LOC575982
XP_011662460.2	rna-XM_011664158.2	LOC575982
XP_001200871.3	rna-XM_001200871.3	LOC764531
XP_781550.3	rna-XM_776457.4	LOC576116
XP_030830619.1	rna-XM_030974759.1	LOC105443292
XP_030830426.1	rna-XM_030974566.1	LOC105443293
XP_030830425.1	rna-XM_030974565.1	LOC105443293
XP_030830339.1	rna-XM_030974479.1	LOC100890285
XP_011669386.1	rna-XM_011671084.2	LOC105440658
XP_011669387.2	rna-XM_011671085.2	LOC590101
XP_030830539.1	rna-XM_030974679.1	LOC115919944
NP_999741.2	rna-NM_214576.3	MTB1
XP_030830340.1	rna-XM_030974480.1	LOC105439622
XP_030830479.1	rna-XM_030974619.1	LOC752861
XP_011669391.2	rna-XM_011671089.2	LOC577641
XP_011669388.2	rna-XM_011671086.2	LOC577641
XP_011669389.2	rna-XM_011671087.2	LOC577641
XP_011669392.2	rna-XM_011671090.2	LOC577641
XP_030830588.1	rna-XM_030974728.1	LOC577699
XP_003729367.2	rna-XM_003729319.3	LOC100889425
XP_011663358.1	rna-XM_011665056.2	LOC105437909
XP_030830875.1	rna-XM_030975015.1	LOC115920063
XP_030830341.1	rna-XM_030974481.1	LOC115919890
XP_030830342.1	rna-XM_030974482.1	LOC115919891
XP_030829580.1	rna-XM_030973720.1	LOC115919721
XP_030829579.1	rna-XM_030973719.1	LOC115919720
XP_030829698.1	rna-XM_030973838.1	LOC105441833
XP_030829697.1	rna-XM_030973837.1	LOC105441833
XP_030829696.1	rna-XM_030973836.1	LOC105441833
XP_030830343.1	rna-XM_030974483.1	LOC105441832
XP_030830504.1	rna-XM_030974644.1	LOC105441830
XP_030830481.1	rna-XM_030974621.1	LOC583265
XP_030830480.1	rna-XM_030974620.1	LOC105441835
XP_030830344.1	rna-XM_030974484.1	LOC115919892
XP_011671638.2	rna-XM_011673336.2	LOC105441829
XP_030829934.1	rna-XM_030974074.1	LOC105443415
XP_030830821.1	rna-XM_030974961.1	LOC105441828
XP_030830345.1	rna-XM_030974485.1	LOC105443028
XP_030830346.1	rna-XM_030974486.1	LOC105444971
XP_030830634.1	rna-XM_030974774.1	LOC115919989
XP_011664175.1	rna-XM_011665873.1	LOC105438264
XP_791043.2	rna-XM_785950.5	LOC586157
XP_030830835.1	rna-XM_030974975.1	LOC115920052
XP_030830724.1	rna-XM_030974864.1	LOC115920016
XP_003728049.2	rna-XM_003728001.3	LOC100888623
XP_030829982.1	rna-XM_030974122.1	LOC762946
XP_011683942.2	rna-XM_011685640.2	LOC105447502
XP_030830348.1	rna-XM_030974488.1	LOC756770
XP_782574.5	rna-XM_777481.5	LOC577240
XP_782513.2	rna-XM_777420.5	LOC577176
XP_782458.4	rna-XM_777365.5	LOC577116
XP_782404.3	rna-XM_777311.5	LOC577057
XP_782351.3	rna-XM_777258.5	LOC576998
XP_030830349.1	rna-XM_030974489.1	LOC576928
XP_030830100.1	rna-XM_030974240.1	LOC576867
XP_787917.3	rna-XM_782824.5	LOC582891
XP_030830040.1	rna-XM_030974180.1	LOC582922
XP_030830350.1	rna-XM_030974490.1	LOC105436490
XP_030830351.1	rna-XM_030974491.1	LOC115919893
XP_030829959.1	rna-XM_030974099.1	LOC590626
XP_795317.4	rna-XM_790224.5	LOC590626
XP_011660381.2	rna-XM_011662079.2	LOC756856
XP_011660380.2	rna-XM_011662078.2	LOC100894039
XP_003728498.1	rna-XM_003728450.3	LOC100893752
XP_011660376.1	rna-XM_011662074.2	LOC582841
XP_011660378.1	rna-XM_011662076.2	LOC582841
XP_011660375.1	rna-XM_011662073.2	LOC582841
XP_011660379.1	rna-XM_011662077.2	LOC582841
XP_011660377.1	rna-XM_011662075.2	LOC582841
XP_030829616.1	rna-XM_030973756.1	LOC582863
XP_030829615.1	rna-XM_030973755.1	LOC582863
XP_030829617.1	rna-XM_030973757.1	LOC582863
XP_011676777.2	rna-XM_011678475.2	LOC105444343
XP_030830352.1	rna-XM_030974492.1	LOC756794
XP_030830482.1	rna-XM_030974622.1	LOC588010
XP_030830354.1	rna-XM_030974494.1	LOC105442437
XP_030830355.1	rna-XM_030974495.1	LOC105442436
XP_030830651.1	rna-XM_030974791.1	LOC105439944
XP_030829599.1	rna-XM_030973739.1	LOC105441497
XP_011681114.2	rna-XM_011682812.2	LOC754287
XP_011681112.1	rna-XM_011682810.2	LOC105446247
XP_001198681.1	rna-XM_001198681.4	LOC762881
XP_030830581.1	rna-XM_030974721.1	LOC100891850
XP_030830356.1	rna-XM_030974496.1	LOC100888461
XP_030830789.1	rna-XM_030974929.1	LOC115920043
XP_011662739.2	rna-XM_011664437.2	LOC100894065
XP_030829718.1	rna-XM_030973858.1	LOC764369
XP_030830257.1	rna-XM_030974397.1	LOC100893899
XP_030830751.1	rna-XM_030974891.1	LOC100887893
XP_030830750.1	rna-XM_030974890.1	LOC100887893
XP_001200274.2	rna-XM_001200274.2	LOC764080
XP_011662732.1	rna-XM_011664430.2	LOC105437623
XP_790304.4	rna-XM_785211.5	LOC585380
XP_030830795.1	rna-XM_030974935.1	LOC585380
XP_030830517.1	rna-XM_030974657.1	LOC100893167
XP_030830357.1	rna-XM_030974497.1	LOC584367
XP_789299.1	rna-XM_784206.5	LOC584345
XP_011661854.1	rna-XM_011663552.2	LOC584345
XP_030830596.1	rna-XM_030974736.1	LOC575211
XP_030830726.1	rna-XM_030974866.1	LOC105437222
XP_030830728.1	rna-XM_030974868.1	LOC105437222
XP_030830727.1	rna-XM_030974867.1	LOC105437222
XP_030830763.1	rna-XM_030974903.1	LOC115920033
XP_030830765.1	rna-XM_030974905.1	LOC100893238
XP_784157.5	rna-XM_779064.5	LOC578927
XP_030830317.1	rna-XM_030974457.1	LOC755731
XP_780530.1	rna-XM_775437.5	LOC575018
XP_030829763.1	rna-XM_030973903.1	LOC574675
XP_030830594.1	rna-XM_030974734.1	LOC574873
XP_030830115.1	rna-XM_030974255.1	LOC578804
XP_011675637.2	rna-XM_011677335.2	LOC105443763
XP_001191765.2	rna-XM_001191765.4	LOC755782
XP_030830358.1	rna-XM_030974498.1	LOC115919894
XP_011661846.2	rna-XM_011663544.2	LOC594074
XP_798618.4	rna-XM_793525.5	LOC594074
XP_030830703.1	rna-XM_030974843.1	LOC100893528
XP_030829871.1	rna-XM_030974011.1	LOC105437215
XP_030829870.1	rna-XM_030974010.1	LOC105437215
XP_030830636.1	rna-XM_030974776.1	LOC115919990
XP_030830155.1	rna-XM_030974295.1	LOC576047
XP_787673.4	rna-XM_782580.5	LOC582636
XP_030830359.1	rna-XM_030974499.1	LOC115919895
XP_030830360.1	rna-XM_030974500.1	LOC100888466
XP_030829540.1	rna-XM_030973680.1	LOC115919710
XP_030829539.1	rna-XM_030973679.1	LOC115919710
XP_030829538.1	rna-XM_030973678.1	LOC582647
XP_030830713.1	rna-XM_030974853.1	LOC584380
XP_030830647.1	rna-XM_030974787.1	LOC590006
XP_797941.4	rna-XM_792848.5	LOC593371
XP_030830292.1	rna-XM_030974432.1	LOC593379
XP_030830291.1	rna-XM_030974431.1	LOC593379
XP_030830290.1	rna-XM_030974430.1	LOC593379
XP_030830829.1	rna-XM_030974969.1	LOC105442919
XP_011681238.2	rna-XM_011682936.2	LOC105446319
XP_030830613.1	rna-XM_030974753.1	LOC593173
XP_030829693.1	rna-XM_030973833.1	LOC588394
XP_011663612.1	rna-XM_011665310.2	LOC100892733
XP_030829602.1	rna-XM_030973742.1	LOC100891858
XP_011663620.2	rna-XM_011665318.2	LOC100892809
XP_030830451.1	rna-XM_030974591.1	LOC574871
XP_030830454.1	rna-XM_030974594.1	LOC574871
XP_030830457.1	rna-XM_030974597.1	LOC574871
XP_030830458.1	rna-XM_030974598.1	LOC574871
XP_030830453.1	rna-XM_030974593.1	LOC574871
XP_030830452.1	rna-XM_030974592.1	LOC574871
XP_030830456.1	rna-XM_030974596.1	LOC574871
XP_030830449.1	rna-XM_030974589.1	LOC574871
XP_030830455.1	rna-XM_030974595.1	LOC574871
XP_030830450.1	rna-XM_030974590.1	LOC574871
XP_030830447.1	rna-XM_030974587.1	LOC574871
XP_030830446.1	rna-XM_030974586.1	LOC574871
XP_030830463.1	rna-XM_030974603.1	LOC574871
XP_030830462.1	rna-XM_030974602.1	LOC574871
XP_030830461.1	rna-XM_030974601.1	LOC574871
XP_030830460.1	rna-XM_030974600.1	LOC574871
XP_030830465.1	rna-XM_030974605.1	LOC574871
XP_030830459.1	rna-XM_030974599.1	LOC574871
XP_780445.3	rna-XM_775352.5	LOC574944
XP_030829630.1	rna-XM_030973770.1	LOC575016
XP_030829632.1	rna-XM_030973772.1	LOC575016
XP_030829631.1	rna-XM_030973771.1	LOC575016
XP_003725000.1	rna-XM_003724952.3	LOC100892076
XP_011663594.2	rna-XM_011665292.2	LOC575208
XP_780718.4	rna-XM_775625.5	LOC575208
XP_030829614.1	rna-XM_030973754.1	LOC575281
XP_011663591.2	rna-XM_011665289.2	LOC586924
XP_011663592.2	rna-XM_011665290.2	LOC586924
XP_030830258.1	rna-XM_030974398.1	LOC586502
XP_030830259.1	rna-XM_030974399.1	LOC586502
XP_030830532.1	rna-XM_030974672.1	LOC591857
XP_030829640.1	rna-XM_030973780.1	LOC115919740
XP_030830361.1	rna-XM_030974501.1	LOC105438010
XP_030829642.1	rna-XM_030973782.1	LOC591885
XP_030830766.1	rna-XM_030974906.1	LOC583821
XP_030830648.1	rna-XM_030974788.1	LOC115919993
XP_030829847.1	rna-XM_030973987.1	LOC574582
XP_030830362.1	rna-XM_030974502.1	LOC115919896
XP_030830652.1	rna-XM_030974792.1	LOC105445695
XP_030830783.1	rna-XM_030974923.1	LOC578571
XP_030830564.1	rna-XM_030974704.1	LOC100891905
XP_030830565.1	rna-XM_030974705.1	LOC100891905
XP_030830566.1	rna-XM_030974706.1	LOC100891905
XP_030830569.1	rna-XM_030974709.1	LOC100891905
XP_030830570.1	rna-XM_030974710.1	LOC100891905
XP_030830568.1	rna-XM_030974708.1	LOC100891905
XP_030830571.1	rna-XM_030974711.1	LOC100891905
XP_030830563.1	rna-XM_030974703.1	LOC115919956
XP_030830493.1	rna-XM_030974633.1	LOC100891841
XP_030830492.1	rna-XM_030974632.1	LOC100891841
XP_011679842.1	rna-XM_011681540.2	LOC592290
XP_011679844.1	rna-XM_011681542.2	LOC592290
XP_011679845.1	rna-XM_011681543.2	LOC592290
XP_796914.1	rna-XM_791821.5	LOC592290
XP_011679843.1	rna-XM_011681541.2	LOC592290
XP_030830711.1	rna-XM_030974851.1	LOC592290
XP_030830085.1	rna-XM_030974225.1	LOC592150
XP_030830086.1	rna-XM_030974226.1	LOC592150
XP_011679841.1	rna-XM_011681539.2	LOC100892712
XP_001199048.2	rna-XM_001199048.4	LOC763159
XP_030830363.1	rna-XM_030974503.1	LOC585798
XP_030830364.1	rna-XM_030974504.1	LOC100892103
XP_030830650.1	rna-XM_030974790.1	LOC575052
XP_003727359.2	rna-XM_003727311.3	LOC100891115
XP_003727360.1	rna-XM_003727312.3	LOC100891193
XP_030830497.1	rna-XM_030974637.1	LOC577353
XP_030830498.1	rna-XM_030974638.1	LOC577353
XP_030830499.1	rna-XM_030974639.1	LOC577353
XP_030830502.1	rna-XM_030974642.1	LOC577353
XP_030830500.1	rna-XM_030974640.1	LOC577353
XP_030830501.1	rna-XM_030974641.1	LOC577353
XP_030830435.1	rna-XM_030974575.1	LOC581293
XP_030830512.1	rna-XM_030974652.1	LOC577418
XP_030830365.1	rna-XM_030974505.1	LOC115919897
XP_001198915.2	rna-XM_001198915.4	LOC763053
