Orthogroup	OWEFU	CAPO3
OG0006844	OFUSG08788.1.p1	CAPO303858
OG0006845	OFUSG11239.2.p1, OFUSG11239.1.p1	CAPO304222
OG0006846	OFUSG11488.1.p1	CAPO305985, CAPO301436
OG0006848	OFUSG10911.1.p1	CAPO302750
OG0006849	OFUSG11537.1.p1	CAPO306709
OG0006850	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1	CAPO300307
OG0006853	OFUSG06439.1.p1	CAPO305011
OG0006856	OFUSG20694.1.p1	CAPO306926
OG0006857	OFUSG14086.1.p1	CAPO304592
OG0006860	OFUSG20553.1.p1	CAPO304880
OG0006862	OFUSG11640.1.p1	CAPO306834
OG0006864	OFUSG03675.2.p1, OFUSG03675.1.p1	CAPO300266
OG0006865	OFUSG13822.1.p1, OFUSG13831.1.p1	CAPO300579
OG0006867	OFUSG26803.1.p1	CAPO304561
OG0006868	OFUSG25217.1.p1	CAPO304824
OG0006870	OFUSG14003.1.p1	CAPO305471
OG0006872	OFUSG05241.1.p1	CAPO305763, CAPO306267
OG0006874	OFUSG17867.2.p1, OFUSG17867.1.p1	CAPO303002
OG0006875	OFUSG12528.1.p1	CAPO300245
OG0006876	OFUSG23465.1.p1	CAPO301384
OG0006877	OFUSG16387.1.p1	CAPO303758
OG0006880	OFUSG26215.1.p1	CAPO300637
OG0006881	OFUSG02889.1.p1	CAPO307302
OG0006886	OFUSG01889.1.p1	CAPO308008
OG0006887	OFUSG04466.1.p1	CAPO303330
OG0006888	OFUSG13161.1.p1	CAPO300481
OG0006890	OFUSG06585.1.p1	CAPO301774
OG0006892	OFUSG15808.1.p1	CAPO306271
OG0006893	OFUSG09968.1.p1	CAPO308281
OG0006894	OFUSG18389.1.p1	CAPO305493
OG0006895	OFUSG21761.1.p1	CAPO305321
OG0006897	OFUSG09082.1.p1	CAPO305270
OG0006898	OFUSG20735.1.p1	CAPO307616
OG0006904	OFUSG01695.1.p2	CAPO301235
OG0006906	OFUSG15448.1.p1	CAPO307116
OG0006912	OFUSG25692.1.p1	CAPO306387
OG0006914	OFUSG09464.1.p1	CAPO302212
OG0006915	OFUSG20354.1.p1	CAPO305363
OG0006916	OFUSG09124.1.p1	CAPO306266
OG0006918	OFUSG26318.1.p1	CAPO303362
OG0006923	OFUSG00467.1.p1	CAPO302381
OG0006924	OFUSG17158.1.p1	CAPO304320
OG0006925	OFUSG07572.1.p1, OFUSG07572.2.p1	CAPO306734
OG0006926	OFUSG17276.1.p1	CAPO303493
OG0006927	OFUSG07179.1.p1	CAPO303700
OG0006930	OFUSG00936.1.p1	CAPO301522
OG0006931	OFUSG23547.1.p1	CAPO300460
OG0006932	OFUSG10417.1.p1	CAPO305813
OG0006934	OFUSG14725.1.p1	CAPO304656
OG0006935	OFUSG15458.1.p1	CAPO305404
OG0006936	OFUSG06570.1.p1	CAPO301255
OG0006937	OFUSG26075.1.p1	CAPO300724
OG0006938	OFUSG12471.1.p1	CAPO307064
OG0006939	OFUSG17603.1.p1	CAPO300423
OG0006940	OFUSG13186.1.p1	CAPO308295
OG0006942	OFUSG11727.1.p1, OFUSG11727.2.p1	CAPO305131
OG0006943	OFUSG08404.1.p1	CAPO300653
OG0006944	OFUSG05635.1.p1	CAPO301423
OG0006945	OFUSG24270.1.p1	CAPO304257
OG0006947	OFUSG07408.1.p1	CAPO303778
OG0006948	OFUSG18459.1.p1	CAPO307507
OG0006949	OFUSG15878.1.p1	CAPO300866
OG0006951	OFUSG15980.1.p1, OFUSG15980.2.p1	CAPO302915
OG0006952	OFUSG20628.1.p1	CAPO308002
OG0006953	OFUSG00884.1.p1	CAPO302825
OG0006957	OFUSG05470.1.p1	CAPO304410
OG0006959	OFUSG09250.1.p1	CAPO305847
OG0006960	OFUSG10847.2.p1, OFUSG10847.1.p1	CAPO306688
OG0006962	OFUSG20929.1.p1	CAPO307572
OG0006964	OFUSG00362.1.p1	CAPO306352
OG0006966	OFUSG24778.1.p1	CAPO304695
OG0006967	OFUSG10677.1.p1	CAPO303820
OG0006968	OFUSG23129.1.p1	CAPO301435
OG0006969	OFUSG19497.1.p1	CAPO306618
OG0006970	OFUSG24014.1.p1	CAPO304851
OG0006971	OFUSG22447.1.p1	CAPO303658
OG0006973	OFUSG00129.1.p1	CAPO306305
OG0006975	OFUSG00620.1.p1	CAPO306893
OG0006977	OFUSG18645.1.p1	CAPO305268
OG0006979	OFUSG07394.1.p1	CAPO300168
OG0006980	OFUSG21476.1.p1	CAPO305562
OG0006982	OFUSG06527.1.p1	CAPO305716
OG0006989	OFUSG04394.1.p1	CAPO302679
OG0006990	OFUSG10161.1.p1	CAPO300763
OG0006991	OFUSG17185.1.p1	CAPO303392
OG0006992	OFUSG19003.1.p1	CAPO305345, CAPO305740
OG0006993	OFUSG14670.1.p1, OFUSG14670.2.p1	CAPO305954
OG0006994	OFUSG16405.1.p1	CAPO306564
OG0006995	OFUSG08451.1.p1	CAPO306435
OG0006997	OFUSG06281.1.p1	CAPO304873
OG0006998	OFUSG16627.1.p1	CAPO301390
OG0006999	OFUSG13743.1.p1	CAPO303913
OG0007001	OFUSG00420.1.p1	CAPO305444
OG0007002	OFUSG07702.1.p1	CAPO304225
OG0007003	OFUSG18628.1.p1	CAPO302304
OG0007005	OFUSG24056.1.p1	CAPO303654
OG0007007	OFUSG08895.1.p1	CAPO302408
OG0007009	OFUSG04231.1.p1	CAPO305960
OG0007010	OFUSG04162.1.p1, OFUSG02296.1.p1	CAPO301780
OG0007011	OFUSG02616.1.p1	CAPO301128
OG0007012	OFUSG18164.1.p1	CAPO304946
OG0007013	OFUSG17828.1.p1	CAPO303300
OG0007015	OFUSG20280.1.p1	CAPO305278
OG0007016	OFUSG23182.2.p1, OFUSG23182.1.p1	CAPO304972
OG0007017	OFUSG24635.1.p1	CAPO301345
OG0007018	OFUSG17974.1.p1	CAPO300889
OG0007019	OFUSG18149.1.p1	CAPO304408
OG0007020	OFUSG18698.1.p1	CAPO303562, CAPO308296
OG0007021	OFUSG14112.1.p1	CAPO306622
OG0007022	OFUSG16190.1.p1	CAPO303253
OG0007024	OFUSG06084.1.p1, OFUSG06084.2.p1	CAPO302054
OG0007025	OFUSG07910.1.p1	CAPO302785
OG0007026	OFUSG07544.1.p1	CAPO304159
OG0007029	OFUSG00068.1.p1	CAPO302104
OG0007032	OFUSG15967.1.p1	CAPO304830
OG0007033	OFUSG12337.1.p1	CAPO305180
OG0007034	OFUSG15969.1.p1	CAPO306932
OG0007038	OFUSG18813.1.p1	CAPO302068
OG0007040	OFUSG07700.1.p1	CAPO306537
OG0007042	OFUSG04668.1.p1	CAPO307996
OG0007043	OFUSG06723.1.p1	CAPO305780
OG0007045	OFUSG00867.1.p1	CAPO305958
OG0007046	OFUSG01801.1.p1	CAPO305591
OG0007047	OFUSG25608.1.p1	CAPO305693
OG0007048	OFUSG17875.1.p1	CAPO302164
OG0007049	OFUSG13313.1.p1	CAPO305031
OG0007050	OFUSG05674.1.p1	CAPO307898
OG0007055	OFUSG15353.1.p1	CAPO304778
OG0007058	OFUSG08816.1.p1	CAPO301734, CAPO304572
OG0007059	OFUSG06271.1.p1	CAPO303590, CAPO303318
OG0007061	OFUSG06485.1.p1	CAPO305340
OG0007062	OFUSG21319.1.p1	CAPO302545
OG0007063	OFUSG10493.1.p1	CAPO308261
OG0007065	OFUSG07963.1.p1	CAPO301537
OG0007068	OFUSG17951.1.p1	CAPO307887
OG0007069	OFUSG17864.1.p1	CAPO307200
OG0007071	OFUSG12865.1.p1	CAPO301761
OG0007072	OFUSG20497.1.p1	CAPO306160
OG0007073	OFUSG17728.1.p1	CAPO302936
OG0007074	OFUSG17382.1.p1	CAPO306910
OG0007076	OFUSG21424.1.p1	CAPO300474
OG0007081	OFUSG21477.1.p1	CAPO305760
OG0007084	OFUSG23130.1.p1	CAPO307673
OG0007086	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1	CAPO306079
OG0007089	OFUSG14491.1.p1, OFUSG14492.1.p1	CAPO300706
OG0007090	OFUSG13138.1.p1	CAPO300368
OG0007091	OFUSG13179.1.p1	CAPO304945
OG0007092	OFUSG12355.1.p1	CAPO304498, CAPO305528
OG0007093	OFUSG13021.1.p1	CAPO308175
OG0007094	OFUSG21965.1.p1	CAPO301835
OG0007095	OFUSG18269.1.p1	CAPO304293
OG0007097	OFUSG08779.1.p1	CAPO302515
OG0007098	OFUSG20568.1.p1	CAPO301993
OG0007099	OFUSG11706.1.p1	CAPO304218
OG0007100	OFUSG19539.1.p1	CAPO302645
OG0007105	OFUSG24155.1.p1	CAPO303780
OG0007106	OFUSG18964.1.p1	CAPO302226
OG0007112	OFUSG19617.1.p1	CAPO303793
OG0007114	OFUSG20430.1.p1	CAPO305243
OG0007118	OFUSG00366.1.p1	CAPO306502
OG0007119	OFUSG23664.1.p1	CAPO303656
OG0007121	OFUSG11479.1.p1	CAPO305337
OG0007122	OFUSG12932.1.p1	CAPO302728
OG0007124	OFUSG02914.1.p1	CAPO307876
OG0007127	OFUSG21273.1.p1	CAPO305077
OG0007128	OFUSG16640.1.p1	CAPO303539
OG0007130	OFUSG06200.1.p1	CAPO302224
OG0007131	OFUSG23463.1.p1	CAPO304315
OG0007133	OFUSG09267.1.p1	CAPO305338
OG0007134	OFUSG05978.1.p1	CAPO302517
OG0007137	OFUSG10871.1.p1	CAPO303287
OG0007138	OFUSG08302.1.p1	CAPO307436
OG0007139	OFUSG12636.1.p1	CAPO302325
OG0007141	OFUSG11137.1.p1	CAPO306130
OG0007143	OFUSG17545.1.p1	CAPO307276
OG0007144	OFUSG21801.1.p1	CAPO301797
OG0007145	OFUSG20934.1.p1	CAPO305008
OG0007146	OFUSG09570.1.p1	CAPO306800
OG0007147	OFUSG13469.1.p1	CAPO305032
OG0007150	OFUSG05344.1.p1	CAPO304704
OG0007151	OFUSG02774.1.p1	CAPO304299
OG0007154	OFUSG08565.1.p1	CAPO302715
OG0007158	OFUSG04790.1.p1	CAPO303011
OG0007160	OFUSG05249.1.p1	CAPO301230
OG0007162	OFUSG09344.2.p1, OFUSG09344.1.p1	CAPO305815
OG0007163	OFUSG19036.1.p1	CAPO306908
OG0007173	OFUSG04330.1.p1	CAPO305749, CAPO300679
OG0007174	OFUSG04748.2.p1, OFUSG04748.1.p1	CAPO304732
OG0007175	OFUSG07608.1.p1	CAPO300929
OG0007176	OFUSG26974.1.p1	CAPO305825
OG0007178	OFUSG08058.1.p1	CAPO306843
OG0007180	OFUSG23382.1.p1	CAPO300869
OG0007181	OFUSG05668.1.p1	CAPO302549
OG0007182	OFUSG13896.2.p1, OFUSG13896.1.p1	CAPO302258
OG0007183	OFUSG00271.1.p1	CAPO303453
OG0007184	OFUSG13288.1.p1	CAPO304626
OG0007186	OFUSG03968.1.p1	CAPO306272
OG0007191	OFUSG13466.1.p1	CAPO307327
OG0007192	OFUSG04047.1.p1	CAPO307148
OG0007194	OFUSG08001.1.p1, OFUSG23126.1.p1, OFUSG23126.2.p1, OFUSG01981.1.p1	CAPO304755
OG0007201	OFUSG17829.1.p1	CAPO305686
OG0007204	OFUSG17521.1.p1	CAPO305874
OG0007213	OFUSG18498.1.p1	CAPO300546
OG0007226	OFUSG26438.1.p1, OFUSG00414.1.p1, OFUSG03978.1.p1, OFUSG21088.1.p1, OFUSG01144.1.p1, OFUSG01147.1.p1, OFUSG08738.1.p1, OFUSG08697.1.p1, OFUSG19081.1.p1, OFUSG19082.1.p1, OFUSG19079.1.p1, OFUSG19080.1.p1, OFUSG25784.1.p1, OFUSG14133.1.p1, OFUSG01058.1.p1, OFUSG21646.1.p1, OFUSG21682.1.p1, OFUSG21681.1.p1, OFUSG22718.1.p1, OFUSG22717.1.p1, OFUSG25321.1.p1, OFUSG25928.1.p1, OFUSG25931.1.p1, OFUSG25932.1.p1, OFUSG05676.1.p1, OFUSG24819.1.p1	CAPO306674
OG0007248	OFUSG05380.1.p1	CAPO305807
OG0007249	OFUSG03803.1.p1	CAPO304279
OG0007251	OFUSG19641.1.p1	CAPO307515
OG0007254	OFUSG26478.1.p1	CAPO300342
OG0007258	OFUSG20033.1.p1	CAPO301895
OG0007261	OFUSG13481.1.p1	CAPO306348
OG0007266	OFUSG18654.1.p1, OFUSG18654.2.p1	CAPO305560
OG0007269	OFUSG17107.1.p1, OFUSG16940.1.p1	CAPO305691
OG0007272	OFUSG17273.1.p1	CAPO303817, CAPO303673
OG0007273	OFUSG01106.1.p1	CAPO305134
OG0007276	OFUSG09515.1.p1	CAPO301595
OG0007281	OFUSG10005.1.p1	CAPO304423
OG0007282	OFUSG14906.1.p1	CAPO300960
OG0007283	OFUSG00968.1.p1	CAPO304757
OG0007291	OFUSG20575.1.p1	CAPO307621
OG0007292	OFUSG09326.1.p1	CAPO302024
OG0007293	OFUSG16859.1.p1	CAPO301970
OG0007297	OFUSG17821.1.p1	CAPO305876
OG0007299	OFUSG09792.1.p1	CAPO308254
OG0007300	OFUSG15976.1.p1	CAPO301046
OG0007301	OFUSG04824.1.p1	CAPO301996
OG0007302	OFUSG02825.1.p1	CAPO307174
OG0007303	OFUSG11757.1.p1	CAPO302064
OG0007304	OFUSG04479.1.p1	CAPO306505
OG0007305	OFUSG08566.1.p1	CAPO303443
OG0007307	OFUSG15381.1.p1	CAPO304518, CAPO304185
OG0007309	OFUSG12546.1.p1, OFUSG12545.1.p1	CAPO300726
OG0007313	OFUSG08189.1.p1	CAPO302761
OG0007314	OFUSG11556.1.p1	CAPO307151
OG0007317	OFUSG23619.1.p1	CAPO306655
OG0007319	OFUSG21180.1.p1	CAPO300742
OG0007320	OFUSG09270.1.p1	CAPO300324
OG0007321	OFUSG11477.1.p1	CAPO307651
OG0007322	OFUSG09904.1.p1	CAPO301300
OG0007325	OFUSG20353.1.p1	CAPO305675
OG0007326	OFUSG16635.1.p1	CAPO304342
OG0007329	OFUSG25701.1.p1	CAPO306408
OG0007330	OFUSG03047.1.p1	CAPO300366
OG0007332	OFUSG25420.1.p1	CAPO302800
OG0007335	OFUSG12346.1.p1	CAPO304929
OG0007336	OFUSG01140.1.p1	CAPO304895
OG0007339	OFUSG16021.1.p1	CAPO300192
OG0007341	OFUSG08079.1.p1	CAPO300898
OG0007342	OFUSG21114.1.p1	CAPO300397
OG0007343	OFUSG23516.1.p1	CAPO305744
OG0007347	OFUSG12292.1.p1	CAPO302872
OG0007348	OFUSG24927.1.p1, OFUSG24927.2.p1	CAPO307161
OG0007350	OFUSG19210.1.p1, OFUSG00308.1.p1, OFUSG21271.1.p1, OFUSG25023.1.p1, OFUSG12319.1.p1, OFUSG11907.1.p1, OFUSG11906.1.p1, OFUSG11905.1.p1, OFUSG11904.1.p1, OFUSG11908.1.p1, OFUSG21940.1.p1	CAPO306078
OG0007352	OFUSG15050.1.p1, OFUSG15050.2.p1	CAPO306052
OG0007353	OFUSG23180.1.p1	CAPO302025
OG0007354	OFUSG17364.1.p1	CAPO303485
OG0007355	OFUSG14831.1.p1	CAPO307111
OG0007356	OFUSG25027.1.p1	CAPO306331
OG0007357	OFUSG12168.1.p1	CAPO304967
OG0007358	OFUSG09680.1.p1	CAPO304741
OG0007361	OFUSG09488.1.p1	CAPO305039
OG0007363	OFUSG02740.1.p1	CAPO304834
OG0007364	OFUSG01952.1.p1	CAPO303075
OG0007365	OFUSG13323.1.p1	CAPO306500
OG0007366	OFUSG08778.1.p1	CAPO305485
OG0007367	OFUSG17700.1.p1	CAPO305088
OG0007368	OFUSG07565.1.p1	CAPO305250
OG0007369	OFUSG16560.1.p1	CAPO300391
OG0007371	OFUSG05965.1.p1	CAPO305453
OG0007372	OFUSG02717.1.p1	CAPO307960
OG0007373	OFUSG16818.1.p1	CAPO301099
OG0007377	OFUSG25397.1.p1	CAPO306927
OG0007378	OFUSG24752.1.p1	CAPO307557
OG0007379	OFUSG25215.1.p1	CAPO305130
OG0007380	OFUSG02808.1.p1	CAPO300141
OG0007381	OFUSG11065.1.p1	CAPO303646
OG0007382	OFUSG12635.1.p1	CAPO305525
OG0007385	OFUSG26112.1.p1	CAPO304120
OG0007387	OFUSG08047.1.p1, OFUSG08047.2.p1	CAPO304030
OG0007388	OFUSG17284.1.p1	CAPO306166
OG0007391	OFUSG15504.1.p1	CAPO304827
OG0007392	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1	CAPO303501
OG0007393	OFUSG12565.1.p1	CAPO301859
OG0007395	OFUSG10757.1.p1	CAPO302788
OG0007396	OFUSG22886.1.p1	CAPO302581
OG0007397	OFUSG13056.1.p1	CAPO300434
OG0007399	OFUSG01818.1.p1	CAPO306050
OG0007401	OFUSG10106.1.p1	CAPO302124
OG0007405	OFUSG22414.1.p1	CAPO303800
OG0007407	OFUSG18627.1.p1	CAPO306953
OG0007408	OFUSG16878.1.p1	CAPO303491
OG0007409	OFUSG16872.1.p1	CAPO305402
OG0007411	OFUSG04653.1.p1	CAPO300699
OG0007412	OFUSG01834.1.p1	CAPO302107
OG0007413	OFUSG16703.1.p1	CAPO305882
OG0007414	OFUSG17401.1.p1	CAPO300363
OG0007415	OFUSG04618.1.p1	CAPO307758, CAPO301270
OG0007417	OFUSG22448.1.p1	CAPO303652
OG0007418	OFUSG15358.1.p1	CAPO300947
OG0007421	OFUSG07551.1.p1	CAPO301566
OG0007424	OFUSG18027.1.p1, OFUSG18027.2.p1	CAPO304349
OG0007425	OFUSG05643.1.p1	CAPO303896
OG0007428	OFUSG16303.1.p1, OFUSG04650.1.p1	CAPO301768
OG0007431	OFUSG17080.1.p1	CAPO304150
OG0007432	OFUSG12825.1.p1	CAPO307504
OG0007433	OFUSG00326.1.p1	CAPO307042
OG0007437	OFUSG05591.1.p1	CAPO302606
OG0007439	OFUSG12912.1.p1	CAPO300813
OG0007440	OFUSG06409.1.p1	CAPO302516
OG0007441	OFUSG21002.1.p1	CAPO304615
OG0007442	OFUSG26591.1.p1	CAPO308291
OG0007446	OFUSG15616.1.p1	CAPO303088
OG0007447	OFUSG03015.1.p1	CAPO301482
OG0007451	OFUSG04847.1.p1	CAPO303173
OG0007455	OFUSG01636.1.p1	CAPO303919
OG0007456	OFUSG13703.1.p1	CAPO301020
OG0007457	OFUSG09458.1.p1	CAPO302854
OG0007458	OFUSG12861.1.p1	CAPO300350
OG0007459	OFUSG11762.1.p1	CAPO304746
OG0007462	OFUSG24240.1.p1	CAPO300088
OG0007463	OFUSG07010.1.p1	CAPO300212
OG0007471	OFUSG05247.1.p1	CAPO307438
OG0007472	OFUSG09263.1.p1	CAPO302245
OG0007476	OFUSG13432.1.p1	CAPO303558
OG0007478	OFUSG13230.1.p1	CAPO301266
OG0007480	OFUSG19354.1.p1	CAPO306792
OG0007482	OFUSG17340.1.p1	CAPO307266
OG0007483	OFUSG23534.1.p1	CAPO300503
OG0007484	OFUSG11388.1.p1	CAPO302421
OG0007488	OFUSG07538.1.p1	CAPO308146
OG0007490	OFUSG16873.1.p1	CAPO303421
OG0007494	OFUSG22266.1.p1	CAPO300105
OG0007496	OFUSG16736.1.p1	CAPO306996
OG0007498	OFUSG17266.1.p1	CAPO306301
OG0007499	OFUSG11843.1.p1	CAPO302974
OG0007503	OFUSG14763.1.p1	CAPO308251
OG0007506	OFUSG12077.1.p1	CAPO305836
OG0007508	OFUSG26113.1.p1	CAPO306367
OG0007509	OFUSG13309.1.p1	CAPO301428
OG0007510	OFUSG13168.1.p1	CAPO303897
OG0007513	OFUSG18747.1.p1	CAPO308263
OG0007515	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1	CAPO300264
OG0007518	OFUSG06829.1.p1	CAPO304172
OG0007519	OFUSG20874.1.p1	CAPO307472
OG0007524	OFUSG14119.1.p1	CAPO306111
OG0007525	OFUSG21392.1.p1	CAPO300836
OG0007527	OFUSG05917.1.p1	CAPO306220
OG0007529	OFUSG18077.1.p1	CAPO307735
OG0007541	OFUSG11465.2.p1, OFUSG11465.1.p1	CAPO301788
OG0007550	OFUSG04956.1.p1	CAPO301421, CAPO302720, CAPO300311, CAPO304075
OG0007582	OFUSG16744.1.p1	CAPO305253
OG0007586	OFUSG06940.1.p1	CAPO305648
OG0007588	OFUSG08373.1.p1	CAPO306467
OG0007591	OFUSG04404.1.p1	CAPO302671
OG0007594	OFUSG09058.1.p1	CAPO307951
OG0007597	OFUSG07837.1.p1	CAPO302699
OG0007602	OFUSG18659.1.p1	CAPO307324
OG0007603	OFUSG05017.1.p1	CAPO301881
OG0007604	OFUSG20886.1.p1	CAPO302471
OG0007606	OFUSG11909.1.p1	CAPO303879
OG0007607	OFUSG16917.1.p1	CAPO304420
OG0007611	OFUSG25283.2.p1, OFUSG25283.1.p1	CAPO300602
OG0007613	OFUSG13039.1.p1	CAPO304725
OG0007614	OFUSG22780.1.p1	CAPO307463
OG0007615	OFUSG06032.1.p1	CAPO302208
OG0007617	OFUSG08967.1.p1	CAPO306965
OG0007619	OFUSG23637.1.p1	CAPO307079
OG0007621	OFUSG23418.1.p1	CAPO302700
OG0007624	OFUSG00912.1.p1	CAPO306507
OG0007629	OFUSG08807.1.p1	CAPO306379
OG0007633	OFUSG17043.1.p1	CAPO303133
OG0007634	OFUSG18364.1.p1	CAPO301291
OG0007640	OFUSG19648.1.p1	CAPO305938
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	CAPO303345
OG0007648	OFUSG23402.1.p1	CAPO303467
OG0007649	OFUSG11208.1.p1	CAPO300338
OG0007653	OFUSG12107.1.p1	CAPO304087
OG0007656	OFUSG06312.1.p1	CAPO306133
OG0007657	OFUSG00269.1.p1	CAPO302526
OG0007660	OFUSG08033.1.p1	CAPO308074
OG0007663	OFUSG08187.1.p1	CAPO303269
OG0007666	OFUSG18592.1.p1	CAPO302483
OG0007673	OFUSG12933.1.p1	CAPO306691
OG0007674	OFUSG12587.1.p1	CAPO307516
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	CAPO301687
OG0007677	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1	CAPO302393
OG0007680	OFUSG13025.1.p1	CAPO301892
OG0007685	OFUSG11339.1.p1	CAPO307242
OG0007686	OFUSG05228.1.p1	CAPO307006
OG0007690	OFUSG05888.1.p1	CAPO306330
OG0007691	OFUSG17394.1.p1	CAPO306763
OG0007692	OFUSG10240.1.p1	CAPO304764
OG0007694	OFUSG22930.1.p1	CAPO300777
OG0007698	OFUSG13946.1.p1	CAPO302218
OG0007699	OFUSG03949.1.p1	CAPO308210
OG0007704	OFUSG04621.1.p1	CAPO307102
OG0007708	OFUSG16188.2.p1, OFUSG16188.1.p1	CAPO302223
OG0007712	OFUSG05858.1.p1	CAPO301491
OG0007713	OFUSG15968.1.p1	CAPO305624
OG0007714	OFUSG02938.1.p1	CAPO301857
OG0007721	OFUSG06763.1.p1	CAPO303794
OG0007722	OFUSG09667.1.p1	CAPO300661
OG0007727	OFUSG04739.1.p1	CAPO301122
OG0007728	OFUSG12092.1.p1	CAPO300608
OG0007729	OFUSG11497.1.p1	CAPO302375
OG0007732	OFUSG19296.1.p1	CAPO302232
OG0007739	OFUSG00877.1.p1	CAPO306247
OG0007741	OFUSG04087.1.p1	CAPO305702
OG0007744	OFUSG07022.1.p1	CAPO302276
OG0007749	OFUSG06926.1.p1	CAPO303871
OG0007751	OFUSG19113.1.p1	CAPO306625
OG0007752	OFUSG14080.1.p1	CAPO303736
OG0007754	OFUSG23541.2.p2, OFUSG23541.1.p1	CAPO307268
OG0007757	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1	CAPO305840
OG0007759	OFUSG09907.1.p1	CAPO304951
OG0007760	OFUSG13141.1.p1	CAPO305618, CAPO303194
OG0007765	OFUSG04752.1.p1, OFUSG04752.2.p1	CAPO302630
OG0007766	OFUSG10019.2.p1, OFUSG10019.1.p1	CAPO305894
OG0007768	OFUSG23414.1.p1	CAPO305420
OG0007769	OFUSG10116.1.p1	CAPO301827
OG0007770	OFUSG15214.1.p1	CAPO306211
OG0007771	OFUSG19373.1.p1	CAPO302978
OG0007772	OFUSG14806.1.p1	CAPO304662
OG0007773	OFUSG05099.1.p1	CAPO302396
OG0007776	OFUSG19566.2.p1, OFUSG19566.1.p1	CAPO303389
OG0007781	OFUSG12252.1.p1	CAPO301676
OG0007782	OFUSG18608.1.p1	CAPO301686
OG0007783	OFUSG18356.1.p1	CAPO302092
OG0007784	OFUSG04138.1.p1	CAPO307704
OG0007786	OFUSG12053.1.p1	CAPO302428
OG0007787	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1	CAPO307455
OG0007789	OFUSG15126.1.p1	CAPO305782
OG0007791	OFUSG13381.1.p1	CAPO305711
OG0007793	OFUSG17651.1.p1	CAPO308075
OG0007794	OFUSG22344.1.p1	CAPO300123
OG0007801	OFUSG10903.1.p1	CAPO304268
OG0007802	OFUSG19089.1.p1	CAPO304335, CAPO304333
OG0007803	OFUSG11295.1.p1	CAPO301792
OG0007804	OFUSG26380.1.p1	CAPO302116
OG0007807	OFUSG21236.2.p1, OFUSG21236.1.p1	CAPO300823
OG0007810	OFUSG18852.1.p1	CAPO306480
OG0007811	OFUSG20077.1.p1	CAPO303448
OG0007813	OFUSG25358.1.p1	CAPO300842
OG0007816	OFUSG17687.1.p1	CAPO300570
OG0007820	OFUSG15238.1.p1	CAPO308148
OG0007823	OFUSG18984.1.p1	CAPO300300
OG0007825	OFUSG04410.1.p1	CAPO304573
OG0007829	OFUSG21398.1.p1	CAPO305400
OG0007830	OFUSG03916.1.p1	CAPO300733
OG0007831	OFUSG19212.1.p1	CAPO306309
OG0007832	OFUSG12592.1.p1	CAPO301843
OG0007833	OFUSG22278.2.p1, OFUSG22278.1.p1	CAPO303972
OG0007835	OFUSG17500.1.p1	CAPO300924
OG0007836	OFUSG17797.1.p1	CAPO305319
OG0007838	OFUSG23633.1.p1	CAPO305759
OG0007840	OFUSG12949.1.p1	CAPO301709
OG0007849	OFUSG25057.1.p1, OFUSG25057.2.p1	CAPO306245
OG0007854	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1	CAPO300573
OG0007858	OFUSG19527.1.p1	CAPO306180
OG0007859	OFUSG16552.1.p1	CAPO304922
OG0007866	OFUSG18566.2.p1, OFUSG18566.1.p1	CAPO307919
OG0007908	OFUSG23097.1.p1	CAPO305292
OG0007912	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1	CAPO300094
OG0007913	OFUSG08874.1.p1	CAPO303796
OG0007926	OFUSG09991.1.p1	CAPO306159
OG0007929	OFUSG22970.1.p1	CAPO305925
OG0007934	OFUSG17387.1.p1	CAPO306627, CAPO304422
OG0007936	OFUSG21009.1.p1	CAPO302586
OG0007941	OFUSG13492.1.p1	CAPO303397
OG0007943	OFUSG00522.1.p1	CAPO303432
OG0007947	OFUSG17878.1.p1	CAPO304390
OG0007948	OFUSG22612.1.p1	CAPO300847
OG0007952	OFUSG15821.1.p1	CAPO304443
OG0007957	OFUSG17042.1.p1	CAPO307185
OG0007958	OFUSG17138.1.p1	CAPO307613
OG0007961	OFUSG21435.1.p1	CAPO300412
OG0007962	OFUSG02608.1.p1	CAPO304291
OG0007966	OFUSG04273.1.p1	CAPO300853
OG0007968	OFUSG07892.1.p1	CAPO302503
OG0007971	OFUSG13159.1.p1	CAPO306113
OG0007973	OFUSG18662.1.p1	CAPO303148
OG0007974	OFUSG24934.1.p1	CAPO308066
OG0007975	OFUSG26469.1.p1	CAPO300899
OG0007978	OFUSG23595.1.p1	CAPO300419
OG0007979	OFUSG02899.1.p1	CAPO301049
